fold,stave,run,n_pulses,empirical_mse,mean_template_mse,conditional_mse,shuffled_conditional_mse,subgroup_type,subgroup,n_runs,delta_conditional_minus_empirical,delta_conditional_minus_mean,delta_conditional_minus_shuffled,empirical_mse_ci,mean_template_mse_ci,conditional_mse_ci,shuffled_conditional_mse_ci,delta_conditional_minus_empirical_ci,delta_conditional_minus_mean_ci,delta_conditional_minus_shuffled_ci,ci_note,claimable_run_bootstrap_ci,point_ml_beats_empirical,point_real_beats_shuffled,negative_controls_pass_for_win,ml_win_after_controls
holdout_sample_i,B2,44,1884,0.08178336058397868,0.11714225959370124,0.09161919443619851,0.11490446888099765,run_stave,run_44_B2,1,0.009835833852219825,-0.02552306515750273,-0.023285274444799137,"[0.08178336058397868, 0.08178336058397868]","[0.11714225959370124, 0.11714225959370124]","[0.09161919443619851, 0.09161919443619851]","[0.11490446888099765, 0.11490446888099765]","[0.009835833852219825, 0.009835833852219825]","[-0.02552306515750273, -0.02552306515750273]","[-0.023285274444799137, -0.023285274444799137]",single held-out run-stave cell; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,B2,45,22786,0.09324576756158284,0.12860876053007808,0.10164500634852491,0.12618096794284858,run_stave,run_45_B2,1,0.00839923878694207,-0.026963754181553168,-0.02453596159432367,"[0.09324576756158284, 0.09324576756158284]","[0.12860876053007808, 0.12860876053007808]","[0.10164500634852491, 0.10164500634852491]","[0.12618096794284858, 0.12618096794284858]","[0.00839923878694207, 0.00839923878694207]","[-0.026963754181553168, -0.026963754181553168]","[-0.02453596159432367, -0.02453596159432367]",single held-out run-stave cell; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,B2,46,675,0.03282396140909984,0.050825440607198735,0.037078801985791734,0.05086670097973521,run_stave,run_46_B2,1,0.0042548405766918915,-0.013746638621407,-0.013787898993943476,"[0.03282396140909984, 0.03282396140909984]","[0.050825440607198735, 0.050825440607198735]","[0.037078801985791734, 0.037078801985791734]","[0.05086670097973521, 0.05086670097973521]","[0.0042548405766918915, 0.0042548405766918915]","[-0.013746638621407, -0.013746638621407]","[-0.013787898993943476, -0.013787898993943476]",single held-out run-stave cell; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,B2,47,5116,0.04432937727667383,0.06240557802444397,0.04757191292268587,0.062253904062459536,run_stave,run_47_B2,1,0.0032425356460120403,-0.014833665101758098,-0.014681991139773663,"[0.04432937727667383, 0.04432937727667383]","[0.06240557802444397, 0.06240557802444397]","[0.04757191292268587, 0.04757191292268587]","[0.062253904062459536, 0.062253904062459536]","[0.0032425356460120403, 0.0032425356460120403]","[-0.014833665101758098, -0.014833665101758098]","[-0.014681991139773663, -0.014681991139773663]",single held-out run-stave cell; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,B2,48,13044,0.08668965816550586,0.12012114102397572,0.09493211514800809,0.11792621178954905,run_stave,run_48_B2,1,0.008242456982502228,-0.025189025875967636,-0.022994096641540965,"[0.08668965816550586, 0.08668965816550586]","[0.12012114102397572, 0.12012114102397572]","[0.09493211514800809, 0.09493211514800809]","[0.11792621178954905, 0.11792621178954905]","[0.008242456982502228, 0.008242456982502228]","[-0.025189025875967636, -0.025189025875967636]","[-0.022994096641540965, -0.022994096641540965]",single held-out run-stave cell; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,B2,49,13779,0.08909894211905207,0.12260316594419483,0.09688519575098678,0.12032471263350665,run_stave,run_49_B2,1,0.007786253631934706,-0.025717970193208053,-0.02343951688251987,"[0.08909894211905207, 0.08909894211905207]","[0.12260316594419483, 0.12260316594419483]","[0.09688519575098678, 0.09688519575098678]","[0.12032471263350665, 0.12032471263350665]","[0.007786253631934706, 0.007786253631934706]","[-0.025717970193208053, -0.025717970193208053]","[-0.02343951688251987, -0.02343951688251987]",single held-out run-stave cell; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,B2,50,34088,0.023043360594844846,0.04629167223189012,0.02898205060333218,0.04591798989114658,run_stave,run_50_B2,1,0.005938690008487336,-0.017309621628557936,-0.016935939287814398,"[0.023043360594844846, 0.023043360594844846]","[0.04629167223189012, 0.04629167223189012]","[0.02898205060333218, 0.02898205060333218]","[0.04591798989114658, 0.04591798989114658]","[0.005938690008487336, 0.005938690008487336]","[-0.017309621628557936, -0.017309621628557936]","[-0.016935939287814398, -0.016935939287814398]",single held-out run-stave cell; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,B2,51,14200,0.02845022201170375,0.05358347028873471,0.03509454079878842,0.05301989238092817,run_stave,run_51_B2,1,0.006644318787084668,-0.018488929489946293,-0.017925351582139752,"[0.02845022201170375, 0.02845022201170375]","[0.05358347028873471, 0.05358347028873471]","[0.03509454079878842, 0.03509454079878842]","[0.05301989238092817, 0.05301989238092817]","[0.006644318787084668, 0.006644318787084668]","[-0.018488929489946293, -0.018488929489946293]","[-0.017925351582139752, -0.017925351582139752]",single held-out run-stave cell; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,B2,52,6893,0.03204984645035249,0.05667490237137452,0.03790834134469359,0.05610232635063369,run_stave,run_52_B2,1,0.0058584948943411,-0.01876656102668093,-0.0181939850059401,"[0.03204984645035249, 0.03204984645035249]","[0.05667490237137452, 0.05667490237137452]","[0.03790834134469359, 0.03790834134469359]","[0.05610232635063369, 0.05610232635063369]","[0.0058584948943411, 0.0058584948943411]","[-0.01876656102668093, -0.01876656102668093]","[-0.0181939850059401, -0.0181939850059401]",single held-out run-stave cell; CI collapses to point estimate,False,False,True,True,False
holdout_sample_i,B2,53,31225,0.019716021342402832,0.04343687545814044,0.02521854402923687,0.043334823603469574,run_stave,run_53_B2,1,0.005502522686834037,-0.018218331428903573,-0.018116279574232706,"[0.019716021342402832, 0.019716021342402832]","[0.04343687545814044, 0.04343687545814044]","[0.02521854402923687, 0.02521854402923687]","[0.043334823603469574, 0.043334823603469574]","[0.005502522686834037, 0.005502522686834037]","[-0.018218331428903573, -0.018218331428903573]","[-0.018116279574232706, -0.018116279574232706]",single held-out run-stave cell; CI collapses to point estimate,False,False,True,True,False
