bin,bin_value,method,detection_ap,detection_auc,time_rms_ns,time_sigma68_ns,charge_fractional_bias,charge_fractional_res68,failure_rate,n_events,n_positive
true_sep_sample,0.5,amp_binned_asymmetric_template_fit,,,22.02170531044698,16.861825875168932,0.01387395826610695,0.1414215610411394,0.013513513513513514,74,74
true_sep_sample,0.5,compact_mlp_classifier_regressor,,,8.077729613554865,6.291397375507305,-0.013518602481818204,0.08928701781865025,0.3918918918918919,74,74
true_sep_sample,0.75,amp_binned_asymmetric_template_fit,,,19.74254089560093,14.556441536177275,0.030377417825476916,0.09785546216195483,0.014084507042253521,71,71
true_sep_sample,0.75,compact_mlp_classifier_regressor,,,14.538353072503593,9.59993409542537,0.002640625820246557,0.09779309684646743,0.39436619718309857,71,71
true_sep_sample,1.0,amp_binned_asymmetric_template_fit,,,21.509085640893144,17.378176764040237,0.01800101951100878,0.13501961249423533,0.017857142857142856,56,56
true_sep_sample,1.0,compact_mlp_classifier_regressor,,,12.0957291981642,7.445672046168518,-0.0010040877256308242,0.061284290869751845,0.35714285714285715,56,56
true_sep_sample,1.5,amp_binned_asymmetric_template_fit,,,18.84118756458832,17.23409073253066,-0.004664042500582564,0.09278799210607463,0.0,62,62
true_sep_sample,1.5,compact_mlp_classifier_regressor,,,6.094648997604848,4.969511974426104,0.0011818332256044509,0.04150712506250238,0.3870967741935484,62,62
true_sep_sample,2.0,amp_binned_asymmetric_template_fit,,,17.182353544554843,15.636766854367636,0.022422647740781253,0.11050790560768511,0.0,53,53
true_sep_sample,2.0,compact_mlp_classifier_regressor,,,7.856032229486952,7.181196527270611,0.00045889897876461716,0.06851947406580683,0.33962264150943394,53,53
true_sep_sample,3.0,amp_binned_asymmetric_template_fit,,,16.065016656798182,14.442690428048042,-0.02700739616385924,0.1220147329927179,0.028985507246376812,69,69
true_sep_sample,3.0,compact_mlp_classifier_regressor,,,10.22761980334746,7.486571693003754,-0.034874893400324854,0.08816606331457359,0.2898550724637681,69,69
true_sep_sample,4.0,amp_binned_asymmetric_template_fit,,,15.56136063673933,11.376681341144216,-0.030211714133725018,0.09255349346859386,0.02564102564102564,78,78
true_sep_sample,4.0,compact_mlp_classifier_regressor,,,10.006761985719205,7.901749580272238,-0.022511463635112788,0.07736106638896365,0.1282051282051282,78,78
true_sep_sample,5.0,amp_binned_asymmetric_template_fit,,,15.53467500099428,10.526640796841248,0.004702484578135744,0.12638465730052117,0.029850746268656716,67,67
true_sep_sample,5.0,compact_mlp_classifier_regressor,,,11.87619515901003,9.767369326614292,-0.02506663252871999,0.07591379114784558,0.208955223880597,67,67
true_sep_sample,6.0,amp_binned_asymmetric_template_fit,,,12.286341563992396,8.988806850015647,-0.02936221396505219,0.13713169801208702,0.014285714285714285,70,70
true_sep_sample,6.0,compact_mlp_classifier_regressor,,,11.89319623758316,9.496827651635158,-0.018143227986731864,0.061720463146221885,0.2,70,70
