method,pid_proxy_auc,pid_proxy_ece,pid_positive_rate,pid_proxy_auc_ci_low,pid_proxy_auc_ci_high,pid_proxy_ece_ci_low,pid_proxy_ece_ci_high
ridge,0.9938486962908557,0.02108775656323832,0.05121951219512195,0.9906252063114809,0.9970287223506108,0.016848585196378062,0.026480298189484684
saturation_residual_fusion_new,0.9928999877585996,0.01648298568634507,0.05121951219512195,0.9867586513853344,0.9976890062726973,0.012660252787526631,0.022176545007482257
gradient_boosted_trees,0.992624556249235,0.01646416442835155,0.05121951219512195,0.9874262824079225,0.9971112578408715,0.014388794500495574,0.021603272391630235
mlp,0.9900538621618312,0.021607462895333683,0.05121951219512195,0.9839768554578836,0.996038296467481,0.016427169772413857,0.029237660613218225
tiny_sequence_transformer,0.9856775615130371,0.03177482625560455,0.05121951219512195,0.9691549705334987,0.9954605480356553,0.03005774184997558,0.03745821727817825
1d_cnn,0.9822805728975395,0.026508517525892263,0.05121951219512195,0.9759318423855164,0.9897584033613446,0.021861042007847373,0.03977436511425879
analytic_clipped_template_sideband_traditional,0.7266189252050435,0.3960556838851569,0.05121951219512195,0.663736508289752,0.7818586992406734,0.38263933776524434,0.41186969643968224
