dimension,stratum,method,method_label,pull_width68,coverage68,coverage95,calibration_ece,calibration_loss,sigma68_ns,tail_frac_abs_gt5ns,traditional_pull_width68,traditional_coverage68,traditional_coverage95,traditional_calibration_ece,traditional_calibration_loss,traditional_sigma68_ns,traditional_tail_frac_abs_gt5ns,ml_minus_traditional_pull_width68,ml_minus_traditional_coverage68,ml_minus_traditional_coverage95,ml_minus_traditional_calibration_ece,ml_minus_traditional_calibration_loss,ml_minus_traditional_sigma68_ns,ml_minus_traditional_tail_frac_abs_gt5ns
amplitude_bin,"amp_adc[1500,2500)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.7101341307956877,0.651115098692643,0.9720584465521661,0.05783523370404989,0.10033348572622136,1.4568266669153473,0.0066649577031530375,4.531003643732604,0.36964880799794925,0.5834401435529352,0.33980027029305787,1.1376011136529443,1.3523381274574648,0.013586259933350423,-3.8208695129369166,0.2814662906946937,0.38861830299923095,-0.28196503658900796,-1.037267627926723,0.1044885394578825,-0.006921302230197385
amplitude_bin,"amp_adc[1500,2500)",mlp,MLP residual scale model,0.8219318377383763,0.5357600615226865,0.8943860548577288,0.12328386594571175,0.12597385099098002,1.4936380398139202,0.006921302230197385,4.531003643732604,0.36964880799794925,0.5834401435529352,0.33980027029305787,1.1376011136529443,1.3523381274574648,0.013586259933350423,-3.709071805994228,0.16611125352473727,0.31094591130479365,-0.21651640434734612,-1.0116272626619642,0.14129991235645534,-0.0066649577031530375
amplitude_bin,"amp_adc[1500,2500)",gradient_boosted_trees,HistGradientBoosting residual scale model,0.8133789727821503,0.5180722891566265,0.8995129453986157,0.1144862482474285,0.12905288326175898,1.4585122378530961,0.007177646757241733,4.531003643732604,0.36964880799794925,0.5834401435529352,0.33980027029305787,1.1376011136529443,1.3523381274574648,0.013586259933350423,-3.717624670950454,0.14842348115867726,0.31607280184568054,-0.2253140220456294,-1.0085482303911852,0.1061741103956313,-0.00640861317610869
amplitude_bin,"amp_adc[1500,2500)",cnn1d,1D-CNN residual scale model,0.8161358469837202,0.4437323763137657,0.9510381953345296,0.14306866301287327,0.14173203179672925,1.4682339823911263,0.007177646757241733,4.531003643732604,0.36964880799794925,0.5834401435529352,0.33980027029305787,1.1376011136529443,1.3523381274574648,0.013586259933350423,-3.714867796748884,0.07408356831581647,0.36759805178159444,-0.1967316072801846,-0.995869081856215,0.1158958549336615,-0.00640861317610869
amplitude_bin,"amp_adc[1500,2500)",ridge,Ridge residual scale model,0.8657194349112795,0.45552422455780567,0.8872084081004871,0.14550393601979456,0.1424353401468056,1.4650089274041704,0.009741092027685208,4.531003643732604,0.36964880799794925,0.5834401435529352,0.33980027029305787,1.1376011136529443,1.3523381274574648,0.013586259933350423,-3.665284208821325,0.08587541655985642,0.3037682645475519,-0.19429633427326332,-0.9951657735061387,0.11267079994670559,-0.0038451679056652147
amplitude_bin,"amp_adc[2500,4000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.9652271102126928,0.6248715313463515,0.9581559242401997,0.04976777091320256,0.03762863643283949,1.5243660509090184,0.009690207018059022,2.044799762828156,0.4150638672735281,0.6868301277345471,0.2653977485644624,0.4602482521303858,1.561580351012349,0.017178094259286448,-1.0795726526154632,0.20980766407282342,0.2713257965056526,-0.21562997765125985,-0.4226196156975463,-0.03721430010333049,-0.0074878872412274255
amplitude_bin,"amp_adc[2500,4000)",cnn1d,1D-CNN residual scale model,1.0735425464445212,0.4618998678608134,0.9323153721920423,0.1357178190386953,0.11193365439184019,1.5227072311788326,0.011305241521068859,2.044799762828156,0.4150638672735281,0.6868301277345471,0.2653977485644624,0.4602482521303858,1.561580351012349,0.017178094259286448,-0.9712572163836348,0.046836000587285265,0.2454852444574952,-0.12967992952576712,-0.34831459773854556,-0.03887311983351638,-0.005872852738217589
amplitude_bin,"amp_adc[2500,4000)",mlp,MLP residual scale model,1.1389357936690643,0.5062399060343562,0.8675671707531933,0.12975687350940443,0.1318937706319798,1.6839076595218971,0.012920276024078697,2.044799762828156,0.4150638672735281,0.6868301277345471,0.2653977485644624,0.4602482521303858,1.561580351012349,0.017178094259286448,-0.9058639691590917,0.09117603876082808,0.18073704301864624,-0.13564087505505798,-0.32835448149840596,0.1223273085095482,-0.004257818235207751
amplitude_bin,"amp_adc[2500,4000)",ridge,Ridge residual scale model,1.125964676406856,0.4947878431948319,0.8662457788870944,0.13582793502753687,0.13336212037236667,1.6036406733414657,0.014094846571722214,2.044799762828156,0.4150638672735281,0.6868301277345471,0.2653977485644624,0.4602482521303858,1.561580351012349,0.017178094259286448,-0.9188350864213,0.07972397592130376,0.17941565115254732,-0.12956981353692554,-0.3268861317580191,0.04206032232911672,-0.0030832476875642337
amplitude_bin,"amp_adc[2500,4000)",gradient_boosted_trees,HistGradientBoosting residual scale model,1.1633146743087632,0.4930259873733666,0.8540596094552929,0.14280194765417023,0.1479301293178185,1.6038494541741812,0.015563059756276611,2.044799762828156,0.4150638672735281,0.6868301277345471,0.2653977485644624,0.4602482521303858,1.561580351012349,0.017178094259286448,-0.8814850885193928,0.0779621200998385,0.1672294817207458,-0.12259580091029218,-0.3123181228125673,0.0422691031618323,-0.0016150345030098365
amplitude_bin,"amp_adc[4000,7000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,1.1181301002533064,0.5873983739837398,0.9166666666666666,0.06817401436118294,0.07873214152527071,1.6263803865343847,0.06300813008130081,2.616681104173125,0.21544715447154472,0.4329268292682927,0.4921577541985813,0.7732885916922172,2.5544394749051538,0.09349593495934959,-1.4985510039198187,0.3719512195121951,0.48373983739837395,-0.4239837398373984,-0.6945564501669464,-0.9280590883707691,-0.03048780487804878
amplitude_bin,"amp_adc[4000,7000)",cnn1d,1D-CNN residual scale model,1.359447488640836,0.45528455284552843,0.8617886178861789,0.15780816070264636,0.2082179926871938,1.6406048563295186,0.07520325203252033,2.616681104173125,0.21544715447154472,0.4329268292682927,0.4921577541985813,0.7732885916922172,2.5544394749051538,0.09349593495934959,-1.257233615532289,0.2398373983739837,0.4288617886178862,-0.33434959349593496,-0.5650705990050234,-0.9138346185756352,-0.018292682926829257
amplitude_bin,"amp_adc[4000,7000)",ridge,Ridge residual scale model,1.308184031848955,0.491869918699187,0.790650406504065,0.17508458346687394,0.20835944556239422,2.4168856420526734,0.11585365853658537,2.616681104173125,0.21544715447154472,0.4329268292682927,0.4921577541985813,0.7732885916922172,2.5544394749051538,0.09349593495934959,-1.30849707232417,0.2764227642276423,0.35772357723577236,-0.3170731707317074,-0.5649291461298229,-0.13755383285248035,0.022357723577235783
amplitude_bin,"amp_adc[4000,7000)",gradient_boosted_trees,HistGradientBoosting residual scale model,1.4279401517775576,0.5101626016260162,0.8130081300813008,0.15475938021484145,0.22305457310552051,1.733919268386987,0.07317073170731707,2.616681104173125,0.21544715447154472,0.4329268292682927,0.4921577541985813,0.7732885916922172,2.5544394749051538,0.09349593495934959,-1.1887409523955674,0.2947154471544715,0.3800813008130081,-0.33739837398373984,-0.5502340185866967,-0.8205202065181667,-0.02032520325203252
amplitude_bin,"amp_adc[4000,7000)",mlp,MLP residual scale model,1.4441457030521985,0.49390243902439024,0.8150406504065041,0.16187320135305286,0.23244132677783924,1.987197997531456,0.07520325203252033,2.616681104173125,0.21544715447154472,0.4329268292682927,0.4921577541985813,0.7732885916922172,2.5544394749051538,0.09349593495934959,-1.1725354011209266,0.2784552845528455,0.3821138211382114,-0.3302845528455285,-0.540847264914378,-0.5672414773736978,-0.018292682926829257
baseline_bin,"baseline_rms[0,8)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.908945043076566,0.6135253278477758,0.9619439444587298,0.05754237402360776,0.057426359923748956,1.606748597018855,0.007971200822833634,1.511007975337883,0.44433016199537156,0.7346361532527642,0.2268615884444321,0.2978981851677948,1.8399863063203814,0.016456672666495243,-0.6020629322613169,0.16919516585240424,0.22730779120596556,-0.16931921442082434,-0.24047182524404587,-0.23323770930152632,-0.008485471843661609
baseline_bin,"baseline_rms[0,8)",cnn1d,1D-CNN residual scale model,1.0188621683782975,0.434301877089226,0.9292877346361532,0.15146945679105078,0.10985787639524225,1.6460459348861243,0.007971200822833634,1.511007975337883,0.44433016199537156,0.7346361532527642,0.2268615884444321,0.2978981851677948,1.8399863063203814,0.016456672666495243,-0.49214580695958543,-0.010028284906145546,0.194651581383389,-0.07539213165338132,-0.18804030877255257,-0.19394037143425713,-0.008485471843661609
baseline_bin,"baseline_rms[0,8)",mlp,MLP residual scale model,1.07114918746874,0.4893288763178195,0.8657752635638982,0.14108118217032567,0.12245393047358698,1.745439974797939,0.008485471843661609,1.511007975337883,0.44433016199537156,0.7346361532527642,0.2268615884444321,0.2978981851677948,1.8399863063203814,0.016456672666495243,-0.4398587878691429,0.04499871432244795,0.131139110311134,-0.08578040627410644,-0.17544425469420782,-0.0945463315224424,-0.007971200822833634
baseline_bin,"baseline_rms[0,8)",gradient_boosted_trees,HistGradientBoosting residual scale model,1.1165371682995546,0.47904345590125996,0.8459758292620211,0.155352202998302,0.1448898945678939,1.692887901801722,0.008485471843661609,1.511007975337883,0.44433016199537156,0.7346361532527642,0.2268615884444321,0.2978981851677948,1.8399863063203814,0.016456672666495243,-0.39447080703832826,0.0347132939058884,0.11133967600925687,-0.07150938544613011,-0.15300829059990093,-0.1470984045186594,-0.007971200822833634
baseline_bin,"baseline_rms[0,8)",ridge,Ridge residual scale model,1.1409618006141649,0.4836718950887118,0.8449472872203652,0.15203515491396155,0.14926681633901237,1.796811870401449,0.013371046541527385,1.511007975337883,0.44433016199537156,0.7346361532527642,0.2268615884444321,0.2978981851677948,1.8399863063203814,0.016456672666495243,-0.37004617472371804,0.039341733093340214,0.11031113396760095,-0.07482643353047055,-0.14863136882878245,-0.04317443591893233,-0.0030856261249678583
baseline_bin,"baseline_rms[16,32)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.9551787263432456,0.5689839572192513,0.9422459893048128,0.07896506692411501,0.0613114715484513,1.6505756304001806,0.009625668449197862,1.7021438686476356,0.4556149732620321,0.7090909090909091,0.2339918048920294,0.35102982083093087,1.8258178590640626,0.020320855614973262,-0.7469651423043899,0.11336898395721923,0.23315508021390374,-0.15502673796791439,-0.2897183492824796,-0.17524222866388195,-0.0106951871657754
baseline_bin,"baseline_rms[16,32)",cnn1d,1D-CNN residual scale model,1.0142666100486448,0.47914438502673795,0.9112299465240642,0.13794902414336632,0.09863269869455224,1.6497532928198493,0.009625668449197862,1.7021438686476356,0.4556149732620321,0.7090909090909091,0.2339918048920294,0.35102982083093087,1.8258178590640626,0.020320855614973262,-0.6878772585989907,0.023529411764705854,0.2021390374331551,-0.09604278074866307,-0.25239712213637866,-0.1760645662442133,-0.0106951871657754
baseline_bin,"baseline_rms[16,32)",gradient_boosted_trees,HistGradientBoosting residual scale model,1.0946415776181648,0.5005347593582887,0.8363636363636363,0.1536174733412273,0.13601253684361678,1.7250378314823478,0.014973262032085561,1.7021438686476356,0.4556149732620321,0.7090909090909091,0.2339918048920294,0.35102982083093087,1.8258178590640626,0.020320855614973262,-0.6075022910294707,0.04491978609625663,0.1272727272727272,-0.08037433155080209,-0.2150172839873141,-0.10078002758171478,-0.005347593582887701
baseline_bin,"baseline_rms[16,32)",ridge,Ridge residual scale model,1.1196871712396284,0.48663101604278075,0.8449197860962567,0.15056934499898128,0.14284880155914303,1.7716885237321873,0.017112299465240642,1.7021438686476356,0.4556149732620321,0.7090909090909091,0.2339918048920294,0.35102982083093087,1.8258178590640626,0.020320855614973262,-0.5824566974080072,0.031016042780748654,0.13582887700534763,-0.08342245989304811,-0.20818101927178784,-0.05412933533187525,-0.00320855614973262
baseline_bin,"baseline_rms[16,32)",mlp,MLP residual scale model,1.122230278351155,0.4844919786096257,0.8385026737967914,0.15522175141609362,0.1467867173744579,1.7702858841398788,0.011764705882352941,1.7021438686476356,0.4556149732620321,0.7090909090909091,0.2339918048920294,0.35102982083093087,1.8258178590640626,0.020320855614973262,-0.5799135902964805,0.028877005347593576,0.12941176470588234,-0.07877005347593577,-0.20424310345647298,-0.055531974924183825,-0.008556149732620321
baseline_bin,"baseline_rms[32,64)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.8587332914217245,0.5941558441558441,0.9415584415584416,0.06553305775681172,0.07594374318945038,1.6961361746757269,0.016233766233766232,1.8293880866398964,0.4772727272727273,0.6818181818181818,0.23679929152304546,0.3849464903022582,1.6668962816538346,0.032467532467532464,-0.9706547952181719,0.11688311688311681,0.2597402597402598,-0.17126623376623373,-0.30900274711280784,0.029239893021892227,-0.016233766233766232
baseline_bin,"baseline_rms[32,64)",cnn1d,1D-CNN residual scale model,1.0120743452317704,0.5454545454545454,0.8993506493506493,0.10741617463992857,0.07684370430087606,1.6739359491547965,0.01948051948051948,1.8293880866398964,0.4772727272727273,0.6818181818181818,0.23679929152304546,0.3849464903022582,1.6668962816538346,0.032467532467532464,-0.817313741408126,0.06818181818181812,0.21753246753246758,-0.12938311688311688,-0.30810278600138213,0.007039667500961855,-0.012987012987012984
baseline_bin,"baseline_rms[32,64)",gradient_boosted_trees,HistGradientBoosting residual scale model,0.9850689827235836,0.5292207792207793,0.8441558441558441,0.12998110970486368,0.10105624893541418,1.6731938420919716,0.02922077922077922,1.8293880866398964,0.4772727272727273,0.6818181818181818,0.23679929152304546,0.3849464903022582,1.6668962816538346,0.032467532467532464,-0.8443191039163128,0.051948051948051965,0.16233766233766234,-0.10681818181818178,-0.28389024136684404,0.0062975604381370065,-0.0032467532467532444
baseline_bin,"baseline_rms[32,64)",ridge,Ridge residual scale model,1.04848958599269,0.5194805194805194,0.8084415584415584,0.15238370710746102,0.12641017682876826,1.5742189765274839,0.01948051948051948,1.8293880866398964,0.4772727272727273,0.6818181818181818,0.23679929152304546,0.3849464903022582,1.6668962816538346,0.032467532467532464,-0.7808985006472065,0.04220779220779214,0.12662337662337664,-0.08441558441558444,-0.25853631347348993,-0.09267730512635075,-0.012987012987012984
baseline_bin,"baseline_rms[32,64)",mlp,MLP residual scale model,1.147468264879648,0.512987012987013,0.8409090909090909,0.13939669412044806,0.14141458681024802,1.7787203858608343,0.01948051948051948,1.8293880866398964,0.4772727272727273,0.6818181818181818,0.23679929152304546,0.3849464903022582,1.6668962816538346,0.032467532467532464,-0.6819198217602485,0.0357142857142857,0.15909090909090917,-0.09740259740259741,-0.24353190349201018,0.11182410420699962,-0.012987012987012984
baseline_bin,"baseline_rms[64,inf)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.8540069821605436,0.7075317900228236,0.97098141506358,0.058271708294747496,0.06252210977090189,1.3128755304973039,0.019889142484512554,7.641534806762656,0.21649820671666123,0.37235083143136616,0.5219202269944863,2.051823871936529,1.1679616630045575,0.018910987936093904,-6.787527824602112,0.4910335833061624,0.5986305836322139,-0.4636485186997388,-1.989301762165627,0.14491386749274637,0.0009781545484186492
baseline_bin,"baseline_rms[64,inf)",mlp,MLP residual scale model,0.8926180440479504,0.5885229866318878,0.9312031300945549,0.09271535312030373,0.07826517112072763,1.4365844266068395,0.025105966742745355,7.641534806762656,0.21649820671666123,0.37235083143136616,0.5219202269944863,2.051823871936529,1.1679616630045575,0.018910987936093904,-6.748916762714705,0.37202477991522664,0.5588522986631888,-0.42920487387418255,-1.9735587008158013,0.268622763602282,0.006194978806651451
baseline_bin,"baseline_rms[64,inf)",gradient_boosted_trees,HistGradientBoosting residual scale model,0.8398214680324074,0.5656993805021193,0.9465275513531138,0.08896576068469891,0.09240171323351458,1.272222916145127,0.026736224323443105,7.641534806762656,0.21649820671666123,0.37235083143136616,0.5219202269944863,2.051823871936529,1.1679616630045575,0.018910987936093904,-6.801713338730249,0.3492011737854581,0.5741767199217477,-0.43295446630978734,-1.9594221587030143,0.10426125314056955,0.0078252363873492
baseline_bin,"baseline_rms[64,inf)",cnn1d,1D-CNN residual scale model,0.9735202255231233,0.462341049885882,0.9683730029344636,0.12120291365897928,0.09660103333035941,1.3100356580090566,0.019563090968373,7.641534806762656,0.21649820671666123,0.37235083143136616,0.5219202269944863,2.051823871936529,1.1679616630045575,0.018910987936093904,-6.668014581239532,0.24584284316922075,0.5960221715030974,-0.400717313335507,-1.9552228386061694,0.14207399500449913,0.0006521030322790972
baseline_bin,"baseline_rms[64,inf)",ridge,Ridge residual scale model,0.739285113270106,0.4757091620476035,0.9540267362243234,0.1350042347636034,0.15168154695180436,1.2005081752364515,0.021193348549070755,7.641534806762656,0.21649820671666123,0.37235083143136616,0.5219202269944863,2.051823871936529,1.1679616630045575,0.018910987936093904,-6.90224969349255,0.2592109553309423,0.5816759047929573,-0.38691599223088285,-1.9001423249847247,0.032546512231893976,0.0022823606129768505
baseline_bin,"baseline_rms[8,16)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.9280555397888082,0.6044158233670653,0.9576816927322908,0.060702305099472116,0.05465053170322236,1.6592578827924946,0.007666360012266176,1.5986498222813945,0.4437289175099663,0.7255443115608708,0.23170813153308142,0.3234435542201597,1.8665325771261032,0.01870591842992947,-0.6705942824925863,0.16068690585709905,0.2321373811714199,-0.17100582643360931,-0.2687930225169373,-0.20727469433360857,-0.011039558417663294
baseline_bin,"baseline_rms[8,16)",cnn1d,1D-CNN residual scale model,1.0479660911274085,0.4556884391291015,0.9245630174793008,0.14438829099336967,0.11119810441234396,1.6615896886259471,0.010426249616682,1.5986498222813945,0.4437289175099663,0.7255443115608708,0.23170813153308142,0.3234435542201597,1.8665325771261032,0.01870591842992947,-0.5506837311539861,0.011959521619135216,0.19901870591842996,-0.08731984053971176,-0.21224544980781573,-0.20494288850015607,-0.00827966881324747
baseline_bin,"baseline_rms[8,16)",mlp,MLP residual scale model,1.1591536464053402,0.4921803127874885,0.8503526525605642,0.14834413275969904,0.14941357648849662,1.7690943034514284,0.009506286415210058,1.5986498222813945,0.4437289175099663,0.7255443115608708,0.23170813153308142,0.3234435542201597,1.8665325771261032,0.01870591842992947,-0.4394961758760543,0.048451395277522236,0.1248083409996934,-0.08336399877338238,-0.17402997773166307,-0.09743827367467484,-0.00919963201471941
baseline_bin,"baseline_rms[8,16)",gradient_boosted_trees,HistGradientBoosting residual scale model,1.1303286204821559,0.47010119595216193,0.8377798221404477,0.16291021678300477,0.15451182782738776,1.7377637109995363,0.009506286415210058,1.5986498222813945,0.4437289175099663,0.7255443115608708,0.23170813153308142,0.3234435542201597,1.8665325771261032,0.01870591842992947,-0.46832120179923864,0.02637227844219564,0.11223551057957681,-0.06879791475007666,-0.16893172639277193,-0.1287688661265669,-0.00919963201471941
baseline_bin,"baseline_rms[8,16)",ridge,Ridge residual scale model,1.1783032347193911,0.4777675559644281,0.8399264029438822,0.15749776661434484,0.1626991336406064,1.8224646657267727,0.014719411223551058,1.5986498222813945,0.4437289175099663,0.7255443115608708,0.23170813153308142,0.3234435542201597,1.8665325771261032,0.01870591842992947,-0.4203465875620034,0.03403863845446181,0.11438209138301136,-0.07421036491873659,-0.1607444205795533,-0.04406791139933053,-0.003986507206378411
charge_bin,"charge[1000,4000)",ridge,Ridge residual scale model,0.9518690881848682,0.6,1.0,0.07980684764110003,0.06515681289830799,0.87169415831917,0.0,6.5884335324003365,0.31666666666666665,0.3333333333333333,0.49134474606850004,1.765616942651459,1.0061114869503969,0.0,-5.636564444215468,0.2833333333333333,0.6666666666666667,-0.4115378984274,-1.700460129753151,-0.1344173286312269,0.0
charge_bin,"charge[1000,4000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.8831412381523005,0.6166666666666667,0.9666666666666667,0.11493561588036669,0.07862096746626657,1.2721752276531009,0.0,6.5884335324003365,0.31666666666666665,0.3333333333333333,0.49134474606850004,1.765616942651459,1.0061114869503969,0.0,-5.705292294248036,0.30000000000000004,0.6333333333333333,-0.3764091301881334,-1.6869959751851924,0.266063740702704,0.0
charge_bin,"charge[1000,4000)",cnn1d,1D-CNN residual scale model,0.8565568432238273,0.5166666666666667,0.9333333333333333,0.1514735143077667,0.11940154080523482,1.2648210890297278,0.0,6.5884335324003365,0.31666666666666665,0.3333333333333333,0.49134474606850004,1.765616942651459,1.0061114869503969,0.0,-5.731876689176509,0.20000000000000007,0.6000000000000001,-0.3398712317607333,-1.646215401846224,0.2587096020793309,0.0
charge_bin,"charge[1000,4000)",gradient_boosted_trees,HistGradientBoosting residual scale model,0.6752275670493921,0.45,0.8833333333333333,0.16967807940183335,0.19845166778902695,1.824404528512562,0.0,6.5884335324003365,0.31666666666666665,0.3333333333333333,0.49134474606850004,1.765616942651459,1.0061114869503969,0.0,-5.913205965350945,0.13333333333333336,0.55,-0.32166666666666666,-1.567165274862432,0.8182930415621652,0.0
charge_bin,"charge[1000,4000)",mlp,MLP residual scale model,0.5248869258569162,0.5,0.9166666666666666,0.17814018097443338,0.21731902014696264,1.2400140871952223,0.0,6.5884335324003365,0.31666666666666665,0.3333333333333333,0.49134474606850004,1.765616942651459,1.0061114869503969,0.0,-6.0635466065434205,0.18333333333333335,0.5833333333333333,-0.3132045650940667,-1.5482979225044964,0.23390260024482545,0.0
charge_bin,"charge[14000,24000)",phase_conformal_gated_cnn,Phase-conformal atom-gated CNN,0.8294975356411126,0.6464106844741235,0.9681135225375626,0.048978465073466294,0.0684683149081982,1.5331001231816004,0.007178631051752922,2.040017922448122,0.41535893155258763,0.6824707846410685,0.2674298879716719,0.4605768965907845,1.543294096733852,0.013856427378964942,-1.2105203868070094,0.2310517529215359,0.2856427378964941,-0.2184514228982056,-0.3921085816825863,-0.0101939735522516,-0.00667779632721202
charge_bin,"charge[14000,24000)",mlp,MLP residual scale model,0.9540660706936245,0.5202003338898163,0.8864774624373957,0.11918915148083288,0.09778369414924909,1.6034145007689193,0.008347245409015025,2.040017922448122,0.41535893155258763,0.6824707846410685,0.2674298879716719,0.4605768965907845,1.543294096733852,0.013856427378964942,-1.0859518517544977,0.10484140233722872,0.2040066777963272,-0.14824073649083902,-0.3627932024415354,0.060120404035067354,-0.005509181969949917
charge_bin,"charge[14000,24000)",gradient_boosted_trees,HistGradientBoosting residual scale model,0.9858691878239737,0.4931552587646077,0.8784641068447412,0.13335643221207263,0.10213934272893752,1.5148987230850472,0.009348914858096828,2.040017922448122,0.41535893155258763,0.6824707846410685,0.2674298879716719,0.4605768965907845,1.543294096733852,0.013856427378964942,-1.0541487346241483,0.07779632721202007,0.19599332220367272,-0.13407345575959925,-0.35843755386184695,-0.028395373648804734,-0.004507512520868114
charge_bin,"charge[14000,24000)",cnn1d,1D-CNN residual scale model,0.9501535501522522,0.4524207011686144,0.9442404006677796,0.1393330599249274,0.1063019750183203,1.559161926374658,0.007512520868113523,2.040017922448122,0.41535893155258763,0.6824707846410685,0.2674298879716719,0.4605768965907845,1.543294096733852,0.013856427378964942,-1.0898643722958699,0.03706176961602675,0.2617696160267111,-0.1280968280467445,-0.3542749215724642,0.01586782964080591,-0.006343906510851419
