quantity,value
P09c_external_review,256.0
P09i_locked_physical_review,187.0
p09g_rows,4310.0
direct_human_locked_rows,20.0
transferred_locked_rows,4290.0
locked_positive_rate,0.2677494199535963
median_transfer_distance_z,2.173241612316293
