run,event_index,run_group,stave,stave_index,amplitude_adc,log10_amplitude,topology_mask,topology_n,amp_bin
31,78,sample_i_calib,B2,0,2824.0,3.4508648,1,1,0
31,80,sample_i_calib,B2,0,1119.5,3.049024,1,1,0
31,81,sample_i_calib,B2,0,7924.5,3.8989718,1,1,4
31,82,sample_i_calib,B2,0,5170.5,3.7135324,1,1,1
31,84,sample_i_calib,B2,0,5987.0,3.7772093,1,1,2
31,85,sample_i_calib,B2,0,6982.5,3.8440108,1,1,3
31,86,sample_i_calib,B2,0,8983.0,3.9534214,1,1,5
31,89,sample_i_calib,B2,0,7585.5,3.8799841,1,1,4
31,90,sample_i_calib,B2,0,7607.5,3.881242,1,1,4
31,91,sample_i_calib,B2,0,6274.0,3.7975445,1,1,2
31,92,sample_i_calib,B2,0,5647.5,3.7518563,1,1,2
31,93,sample_i_calib,B2,0,7338.5,3.8656073,1,1,3
31,94,sample_i_calib,B2,0,9589.5,3.981796,1,1,5
31,95,sample_i_calib,B2,0,9323.5,3.969579,1,1,5
31,96,sample_i_calib,B2,0,4962.0,3.6956568,1,1,1
31,97,sample_i_calib,B2,0,8591.0,3.9340436,1,1,5
31,98,sample_i_calib,B2,0,2143.5,3.3311236,1,1,0
31,99,sample_i_calib,B2,0,9372.5,3.9718554,1,1,5
31,100,sample_i_calib,B2,0,6332.0,3.8015409,1,1,2
31,101,sample_i_calib,B2,0,3566.5,3.5522423,1,1,1
31,102,sample_i_calib,B2,0,7997.0,3.9029272,1,1,4
31,103,sample_i_calib,B2,0,9219.0,3.9646838,1,1,5
31,106,sample_i_calib,B2,0,1094.0,3.0390174,1,1,0
31,108,sample_i_calib,B2,0,4690.0,3.6711729,1,1,1
31,110,sample_i_calib,B2,0,7192.5,3.85688,1,1,3
31,111,sample_i_calib,B2,0,6078.5,3.7837963,1,1,2
31,112,sample_i_calib,B2,0,8843.0,3.9465997,1,1,5
31,114,sample_i_calib,B2,0,8190.0,3.9132838,1,1,4
31,115,sample_i_calib,B2,0,6745.5,3.829014,1,1,3
31,116,sample_i_calib,B2,0,6167.5,3.7901092,1,1,2
31,118,sample_i_calib,B2,0,6852.5,3.835849,1,1,3
31,120,sample_i_calib,B2,0,8031.5,3.9047966,1,1,4
31,122,sample_i_calib,B2,0,5187.0,3.7149162,1,1,1
31,123,sample_i_calib,B2,0,1123.5,3.050573,1,1,0
31,124,sample_i_calib,B2,0,6864.0,3.8365772,1,1,3
31,125,sample_i_calib,B2,0,7472.0,3.873437,1,1,3
31,126,sample_i_calib,B2,0,2307.0,3.3630476,1,1,0
31,128,sample_i_calib,B2,0,7770.5,3.890449,1,1,4
31,129,sample_i_calib,B2,0,7790.0,3.8915374,1,1,4
31,130,sample_i_calib,B2,0,5698.5,3.7557607,1,1,2
31,131,sample_i_calib,B2,0,9463.5,3.9760518,1,1,5
31,132,sample_i_calib,B2,0,6923.0,3.8402944,1,1,3
31,133,sample_i_calib,B2,0,4477.0,3.6509871,1,1,1
31,134,sample_i_calib,B2,0,7927.5,3.8991363,1,1,4
31,136,sample_i_calib,B2,0,4031.0,3.6054127,1,1,1
31,137,sample_i_calib,B2,0,8528.5,3.9308727,1,1,5
31,139,sample_i_calib,B2,0,5956.5,3.774991,1,1,2
31,140,sample_i_calib,B2,0,6711.5,3.8268197,1,1,3
31,142,sample_i_calib,B2,0,6043.0,3.7812526,1,1,2
31,143,sample_i_calib,B2,0,5626.5,3.7502384,1,1,2
31,145,sample_i_calib,B2,0,6721.0,3.8274338,1,1,3
31,146,sample_i_calib,B2,0,8097.5,3.908351,1,1,4
31,147,sample_i_calib,B2,0,6721.5,3.8274662,1,1,3
31,149,sample_i_calib,B2,0,9383.5,3.972365,1,1,5
31,150,sample_i_calib,B2,0,4780.0,3.6794279,1,1,1
31,151,sample_i_calib,B2,0,8405.5,3.9245636,1,1,5
31,152,sample_i_calib,B2,0,4194.5,3.6226802,1,1,1
31,154,sample_i_calib,B2,0,8686.5,3.938845,1,1,5
31,156,sample_i_calib,B2,0,3419.0,3.533899,1,1,0
31,159,sample_i_calib,B2,0,5033.5,3.70187,1,1,1
31,160,sample_i_calib,B2,0,5823.5,3.7651842,1,1,2
31,161,sample_i_calib,B2,0,6171.0,3.7903554,1,1,2
31,162,sample_i_calib,B2,0,7418.5,3.870316,1,1,3
31,163,sample_i_calib,B2,0,7524.0,3.8764489,1,1,3
31,164,sample_i_calib,B2,0,2356.5,3.3722675,1,1,0
31,165,sample_i_calib,B2,0,3951.0,3.596707,1,1,1
31,166,sample_i_calib,B2,0,3938.0,3.5952756,1,1,1
31,167,sample_i_calib,B2,0,7219.5,3.8585072,1,1,3
31,168,sample_i_calib,B2,0,5193.5,3.71546,1,1,1
31,170,sample_i_calib,B2,0,4140.5,3.6170528,1,1,1
31,171,sample_i_calib,B2,0,6186.0,3.79141,1,1,2
31,172,sample_i_calib,B2,0,7786.0,3.8913145,1,1,4
31,173,sample_i_calib,B2,0,3662.0,3.5637183,1,1,1
31,175,sample_i_calib,B2,0,8915.0,3.9501214,1,1,5
31,176,sample_i_calib,B2,0,8955.0,3.9520657,1,1,5
31,178,sample_i_calib,B2,0,4187.5,3.621955,1,1,1
31,180,sample_i_calib,B2,0,5398.5,3.732273,1,1,2
31,181,sample_i_calib,B2,0,4452.0,3.648555,1,1,1
31,184,sample_i_calib,B2,0,3938.0,3.5952756,1,1,1
31,187,sample_i_calib,B2,0,7007.5,3.8455632,1,1,3
31,188,sample_i_calib,B2,0,3849.0,3.585348,1,1,1
31,189,sample_i_calib,B2,0,8153.5,3.911344,1,1,4
31,190,sample_i_calib,B2,0,7977.0,3.9018397,1,1,4
31,192,sample_i_calib,B2,0,6462.0,3.8103669,1,1,2
31,193,sample_i_calib,B2,0,7615.5,3.8816984,1,1,4
31,195,sample_i_calib,B2,0,7650.0,3.8836615,1,1,4
31,200,sample_i_calib,B2,0,7268.5,3.8614447,1,1,3
31,202,sample_i_calib,B2,0,7722.0,3.88773,1,1,4
31,203,sample_i_calib,B2,0,7075.5,3.8497572,1,1,3
31,204,sample_i_calib,B2,0,1439.5,3.1582117,1,1,0
31,205,sample_i_calib,B2,0,7874.0,3.8961954,1,1,4
31,206,sample_i_calib,B2,0,3270.0,3.5145478,1,1,0
31,207,sample_i_calib,B2,0,8029.5,3.9046886,1,1,4
31,209,sample_i_calib,B2,0,8959.5,3.9522839,1,1,5
31,210,sample_i_calib,B2,0,7973.0,3.9016218,1,1,4
31,211,sample_i_calib,B2,0,7646.5,3.8834627,1,1,4
31,212,sample_i_calib,B2,0,7406.5,3.869613,1,1,3
31,213,sample_i_calib,B2,0,8873.0,3.9480705,1,1,5
31,214,sample_i_calib,B2,0,9412.5,3.973705,1,1,5
31,216,sample_i_calib,B2,0,6239.0,3.795115,1,1,2
31,217,sample_i_calib,B2,0,6579.5,3.818193,1,1,2
31,219,sample_i_calib,B2,0,9029.0,3.9556396,1,1,5
31,220,sample_i_calib,B2,0,7931.0,3.899328,1,1,4
31,221,sample_i_calib,B2,0,7818.5,3.8931234,1,1,4
31,222,sample_i_calib,B2,0,2958.0,3.4709983,1,1,0
31,224,sample_i_calib,B2,0,5992.0,3.777572,1,1,2
31,230,sample_i_calib,B2,0,7226.0,3.858898,1,1,3
31,231,sample_i_calib,B2,0,5362.0,3.7293267,1,1,2
31,232,sample_i_calib,B2,0,6358.5,3.8033547,1,1,2
31,233,sample_i_calib,B2,0,8677.5,3.9383945,1,1,5
31,234,sample_i_calib,B2,0,4548.0,3.6578205,1,1,1
31,235,sample_i_calib,B2,0,8966.0,3.9525988,1,1,5
31,237,sample_i_calib,B2,0,6374.5,3.8044462,1,1,2
31,238,sample_i_calib,B2,0,5314.5,3.7254624,1,1,2
31,240,sample_i_calib,B2,0,6274.0,3.7975445,1,1,2
31,241,sample_i_calib,B2,0,7989.0,3.9024925,1,1,4
31,242,sample_i_calib,B2,0,1966.0,3.2935834,1,1,0
31,243,sample_i_calib,B2,0,4082.5,3.6109262,1,1,1
31,244,sample_i_calib,B2,0,3126.5,3.4950585,1,1,0
31,245,sample_i_calib,B2,0,5868.0,3.76849,1,1,2
31,246,sample_i_calib,B2,0,4375.0,3.640978,1,1,1
31,247,sample_i_calib,B2,0,6602.5,3.8197083,1,1,2
31,248,sample_i_calib,B2,0,8514.0,3.9301336,1,1,5
31,249,sample_i_calib,B2,0,2959.0,3.471145,3,2,0
31,249,sample_i_calib,B4,1,5608.0,3.748808,3,2,2
31,253,sample_i_calib,B2,0,7038.5,3.84748,1,1,3
31,254,sample_i_calib,B2,0,7597.0,3.8806422,1,1,4
31,255,sample_i_calib,B2,0,7538.0,3.8772562,1,1,3
31,258,sample_i_calib,B2,0,7162.0,3.8550344,1,1,3
31,259,sample_i_calib,B2,0,5036.5,3.702129,1,1,1
31,263,sample_i_calib,B2,0,5812.0,3.7643256,1,1,2
31,264,sample_i_calib,B2,0,6933.0,3.8409212,1,1,3
31,266,sample_i_calib,B2,0,4707.0,3.6727443,1,1,1
31,268,sample_i_calib,B2,0,7916.5,3.8985333,1,1,4
31,270,sample_i_calib,B2,0,8287.0,3.9183974,1,1,4
31,271,sample_i_calib,B2,0,8338.5,3.921088,1,1,4
31,272,sample_i_calib,B2,0,4004.0,3.602494,1,1,1
31,274,sample_i_calib,B2,0,8433.0,3.925982,1,1,5
31,277,sample_i_calib,B2,0,6945.0,3.8416722,1,1,3
31,280,sample_i_calib,B2,0,1725.0,3.2367892,1,1,0
31,281,sample_i_calib,B2,0,7257.5,3.860787,1,1,3
31,283,sample_i_calib,B2,0,8143.5,3.9108112,1,1,4
31,286,sample_i_calib,B2,0,8816.0,3.9452715,1,1,5
31,287,sample_i_calib,B2,0,7726.5,3.8879828,1,1,4
31,288,sample_i_calib,B2,0,8313.0,3.9197578,1,1,4
31,290,sample_i_calib,B2,0,6518.5,3.8141477,1,1,2
31,291,sample_i_calib,B2,0,7920.5,3.8987527,1,1,4
31,294,sample_i_calib,B2,0,8945.0,3.9515803,1,1,5
31,295,sample_i_calib,B2,0,4031.5,3.6054666,1,1,1
31,296,sample_i_calib,B2,0,7544.5,3.8776305,1,1,3
31,298,sample_i_calib,B2,0,4739.0,3.6756866,1,1,1
31,299,sample_i_calib,B2,0,2659.0,3.4247184,1,1,0
31,304,sample_i_calib,B2,0,4220.5,3.6253638,15,4,1
31,304,sample_i_calib,B4,1,2485.5,3.3954139,15,4,0
31,304,sample_i_calib,B6,2,2461.0,3.3911116,15,4,0
31,304,sample_i_calib,B8,3,4114.0,3.6142642,15,4,1
31,305,sample_i_calib,B2,0,6256.5,3.7963314,1,1,2
31,306,sample_i_calib,B2,0,9349.0,3.970765,1,1,5
31,308,sample_i_calib,B2,0,6993.5,3.8446946,1,1,3
31,309,sample_i_calib,B2,0,4596.0,3.66238,1,1,1
31,310,sample_i_calib,B2,0,7862.0,3.895533,1,1,4
31,311,sample_i_calib,B2,0,9343.5,3.9705095,1,1,5
31,312,sample_i_calib,B2,0,7211.0,3.8579955,1,1,3
31,313,sample_i_calib,B2,0,5632.0,3.7506626,1,1,2
31,315,sample_i_calib,B2,0,5712.0,3.7567883,1,1,2
31,316,sample_i_calib,B2,0,3275.0,3.5152113,1,1,0
31,317,sample_i_calib,B2,0,5892.5,3.7702997,1,1,2
31,318,sample_i_calib,B2,0,8196.0,3.9136019,1,1,4
31,321,sample_i_calib,B2,0,3125.5,3.4949195,1,1,0
31,323,sample_i_calib,B2,0,3930.0,3.5943925,1,1,1
31,324,sample_i_calib,B2,0,9224.0,3.9649193,1,1,5
31,325,sample_i_calib,B2,0,2318.5,3.3652072,1,1,0
31,326,sample_i_calib,B2,0,1576.5,3.197694,1,1,0
31,327,sample_i_calib,B2,0,3991.5,3.6011362,1,1,1
31,328,sample_i_calib,B2,0,7735.0,3.8884604,1,1,4
31,329,sample_i_calib,B2,0,7421.5,3.8704917,1,1,3
31,330,sample_i_calib,B2,0,5107.0,3.708166,1,1,1
31,331,sample_i_calib,B2,0,3168.5,3.5008538,1,1,0
31,332,sample_i_calib,B2,0,2285.0,3.3588862,1,1,0
31,335,sample_i_calib,B2,0,7452.5,3.872302,1,1,3
31,337,sample_i_calib,B2,0,6746.5,3.8290784,1,1,3
31,338,sample_i_calib,B2,0,4679.0,3.6701531,1,1,1
31,340,sample_i_calib,B2,0,7381.5,3.8681445,1,1,3
31,341,sample_i_calib,B2,0,7436.0,3.8713393,1,1,3
31,342,sample_i_calib,B2,0,8140.0,3.9106245,1,1,4
31,343,sample_i_calib,B2,0,7701.0,3.886547,1,1,4
31,344,sample_i_calib,B2,0,8141.0,3.9106777,1,1,4
31,345,sample_i_calib,B2,0,5870.5,3.768675,1,1,2
31,346,sample_i_calib,B2,0,7940.5,3.899848,1,1,4
31,347,sample_i_calib,B2,0,2289.0,3.3596458,1,1,0
31,348,sample_i_calib,B2,0,6663.5,3.8237023,1,1,3
31,349,sample_i_calib,B2,0,8784.5,3.943717,1,1,5
31,350,sample_i_calib,B2,0,2663.5,3.4254527,1,1,0
31,351,sample_i_calib,B2,0,8064.5,3.9065776,1,1,4
31,352,sample_i_calib,B2,0,7156.0,3.8546703,1,1,3
31,353,sample_i_calib,B2,0,6136.0,3.7878854,1,1,2
31,354,sample_i_calib,B2,0,7280.5,3.8621612,3,2,3
31,354,sample_i_calib,B4,1,1279.0,3.1068707,3,2,0
31,355,sample_i_calib,B2,0,8607.0,3.934852,1,1,5
31,356,sample_i_calib,B4,1,3290.5,3.517262,2,1,0
31,359,sample_i_calib,B2,0,3374.5,3.5282094,1,1,0
31,360,sample_i_calib,B2,0,8146.0,3.9109445,1,1,4
31,364,sample_i_calib,B2,0,6959.0,3.842547,1,1,3
31,366,sample_i_calib,B2,0,3754.5,3.574552,1,1,1
31,367,sample_i_calib,B2,0,7510.5,3.8756688,1,1,3
31,369,sample_i_calib,B2,0,8693.0,3.9391696,1,1,5
31,370,sample_i_calib,B2,0,3140.5,3.4969988,1,1,0
31,371,sample_i_calib,B2,0,2874.5,3.4585624,1,1,0
31,373,sample_i_calib,B2,0,8169.0,3.912169,1,1,4
31,374,sample_i_calib,B2,0,7052.5,3.8483431,1,1,3
31,375,sample_i_calib,B2,0,4924.5,3.692362,1,1,1
31,378,sample_i_calib,B2,0,3066.0,3.4865723,1,1,0
31,379,sample_i_calib,B2,0,7530.5,3.876824,1,1,3
31,380,sample_i_calib,B2,0,2443.5,3.3880124,1,1,0
31,381,sample_i_calib,B2,0,4939.0,3.693639,1,1,1
31,383,sample_i_calib,B2,0,7022.0,3.8464608,1,1,3
31,384,sample_i_calib,B2,0,4362.5,3.6397355,1,1,1
31,385,sample_i_calib,B2,0,8271.0,3.917558,1,1,4
31,386,sample_i_calib,B2,0,7911.5,3.898259,1,1,4
31,388,sample_i_calib,B2,0,9124.5,3.9602091,1,1,5
31,389,sample_i_calib,B2,0,8330.5,3.920671,1,1,4
31,390,sample_i_calib,B2,0,7889.5,3.8970494,1,1,4
31,393,sample_i_calib,B2,0,3816.5,3.5816653,1,1,1
31,394,sample_i_calib,B2,0,5707.0,3.7564077,1,1,2
31,395,sample_i_calib,B2,0,2145.5,3.3315284,1,1,0
31,396,sample_i_calib,B2,0,9268.0,3.966986,1,1,5
31,399,sample_i_calib,B2,0,2633.0,3.420451,1,1,0
31,400,sample_i_calib,B2,0,9368.0,3.9716468,1,1,5
31,403,sample_i_calib,B2,0,6120.5,3.7867868,1,1,2
31,404,sample_i_calib,B2,0,8064.5,3.9065776,1,1,4
31,405,sample_i_calib,B2,0,3742.0,3.573104,1,1,1
31,409,sample_i_calib,B2,0,2117.0,3.3257208,1,1,0
31,410,sample_i_calib,B2,0,7491.5,3.8745687,1,1,3
31,414,sample_i_calib,B2,0,6261.0,3.7966437,1,1,2
31,416,sample_i_calib,B2,0,7406.5,3.869613,1,1,3
31,418,sample_i_calib,B2,0,7167.5,3.8553677,1,1,3
31,421,sample_i_calib,B2,0,4636.5,3.6661901,1,1,1
31,422,sample_i_calib,B2,0,7715.0,3.887336,1,1,4
31,424,sample_i_calib,B2,0,9198.5,3.963717,1,1,5
31,426,sample_i_calib,B2,0,3219.5,3.5077884,1,1,0
31,427,sample_i_calib,B2,0,4501.0,3.653309,1,1,1
31,429,sample_i_calib,B2,0,9106.5,3.9593515,1,1,5
31,432,sample_i_calib,B2,0,9493.5,3.9774263,1,1,5
31,433,sample_i_calib,B2,0,5349.5,3.7283132,1,1,2
31,434,sample_i_calib,B2,0,4492.5,3.652488,1,1,1
31,437,sample_i_calib,B2,0,7680.0,3.8853612,1,1,4
31,438,sample_i_calib,B2,0,5455.5,3.7368345,1,1,2
31,439,sample_i_calib,B2,0,5374.5,3.730338,1,1,2
31,440,sample_i_calib,B2,0,9271.5,3.96715,1,1,5
31,441,sample_i_calib,B2,0,3554.0,3.5507174,1,1,1
31,444,sample_i_calib,B2,0,7111.0,3.8519306,1,1,3
31,445,sample_i_calib,B2,0,6299.0,3.7992716,1,1,2
31,447,sample_i_calib,B2,0,4867.5,3.687306,1,1,1
31,449,sample_i_calib,B2,0,8412.5,3.924925,1,1,5
31,452,sample_i_calib,B2,0,8579.0,3.9334366,1,1,5
31,453,sample_i_calib,B2,0,6943.5,3.8415785,1,1,3
31,457,sample_i_calib,B2,0,4677.0,3.6699674,1,1,1
31,458,sample_i_calib,B2,0,8075.0,3.9071426,1,1,4
31,459,sample_i_calib,B2,0,8566.0,3.9327781,1,1,5
31,460,sample_i_calib,B2,0,6532.5,3.8150795,1,1,2
31,463,sample_i_calib,B2,0,1705.5,3.2318518,1,1,0
31,464,sample_i_calib,B2,0,5426.0,3.73448,1,1,2
31,466,sample_i_calib,B2,0,1383.0,3.1408222,1,1,0
31,467,sample_i_calib,B2,0,8337.5,3.9210358,1,1,4
31,468,sample_i_calib,B2,0,6990.5,3.8445082,1,1,3
31,469,sample_i_calib,B2,0,7912.0,3.8982863,1,1,4
31,471,sample_i_calib,B2,0,4072.5,3.6098611,1,1,1
31,472,sample_i_calib,B2,0,1919.0,3.2830749,1,1,0
31,473,sample_i_calib,B2,0,7531.0,3.8768528,1,1,3
31,474,sample_i_calib,B2,0,9548.0,3.9799125,1,1,5
31,475,sample_i_calib,B2,0,1511.5,3.179408,1,1,0
31,478,sample_i_calib,B2,0,8444.5,3.926574,1,1,5
31,479,sample_i_calib,B2,0,7429.5,3.8709595,1,1,3
31,482,sample_i_calib,B2,0,5965.0,3.7756104,1,1,2
31,483,sample_i_calib,B2,0,5086.5,3.706419,1,1,1
31,485,sample_i_calib,B2,0,3670.5,3.5647252,1,1,1
31,486,sample_i_calib,B2,0,7333.5,3.8653114,1,1,3
31,487,sample_i_calib,B2,0,8263.0,3.9171379,1,1,4
31,489,sample_i_calib,B2,0,7279.0,3.8620718,1,1,3
31,490,sample_i_calib,B2,0,7187.5,3.8565779,1,1,3
31,492,sample_i_calib,B2,0,4695.0,3.6716356,1,1,1
31,493,sample_i_calib,B2,0,5086.0,3.7063763,1,1,1
31,495,sample_i_calib,B2,0,7002.5,3.845253,1,1,3
31,497,sample_i_calib,B2,0,2053.0,3.312389,1,1,0
31,498,sample_i_calib,B2,0,3474.5,3.5408924,1,1,1
31,499,sample_i_calib,B2,0,7912.0,3.8982863,1,1,4
31,502,sample_i_calib,B2,0,3689.0,3.5669086,1,1,1
31,503,sample_i_calib,B2,0,8563.0,3.932626,1,1,5
31,504,sample_i_calib,B2,0,8810.0,3.9449759,1,1,5
31,505,sample_i_calib,B2,0,8741.0,3.9415612,1,1,5
31,508,sample_i_calib,B2,0,7131.5,3.853181,1,1,3
31,509,sample_i_calib,B2,0,5113.5,3.7087183,1,1,1
31,510,sample_i_calib,B2,0,8830.5,3.9459853,1,1,5
31,511,sample_i_calib,B2,0,7825.5,3.893512,1,1,4
31,512,sample_i_calib,B2,0,9456.0,3.9757075,1,1,5
31,515,sample_i_calib,B2,0,9072.5,3.957727,1,1,5
31,516,sample_i_calib,B2,0,7172.5,3.8556705,1,1,3
31,517,sample_i_calib,B2,0,3485.0,3.5422027,1,1,1
31,518,sample_i_calib,B2,0,3553.0,3.5505953,1,1,1
31,519,sample_i_calib,B2,0,7460.0,3.8727388,1,1,3
31,520,sample_i_calib,B2,0,8804.0,3.94468,1,1,5
31,521,sample_i_calib,B2,0,1214.0,3.0842187,1,1,0
31,523,sample_i_calib,B2,0,7605.0,3.8810992,1,1,4
31,524,sample_i_calib,B2,0,5180.0,3.7143297,1,1,1
31,525,sample_i_calib,B2,0,8684.5,3.9387448,1,1,5
31,526,sample_i_calib,B2,0,8656.0,3.9373171,1,1,5
31,528,sample_i_calib,B2,0,7758.0,3.8897498,1,1,4
31,529,sample_i_calib,B2,0,3671.0,3.5647845,1,1,1
31,531,sample_i_calib,B2,0,8399.0,3.9242275,1,1,4
31,532,sample_i_calib,B2,0,8102.5,3.908619,1,1,4
31,533,sample_i_calib,B2,0,7456.0,3.872506,1,1,3
31,534,sample_i_calib,B2,0,6877.5,3.8374305,1,1,3
31,535,sample_i_calib,B2,0,4126.0,3.6155293,1,1,1
31,537,sample_i_calib,B2,0,3745.5,3.5735097,3,2,1
31,537,sample_i_calib,B4,1,4271.0,3.6305296,3,2,1
31,539,sample_i_calib,B2,0,8748.5,3.9419336,1,1,5
31,540,sample_i_calib,B2,0,3667.0,3.564311,1,1,1
31,542,sample_i_calib,B2,0,6594.5,3.819182,1,1,2
31,543,sample_i_calib,B2,0,5541.5,3.7436273,1,1,2
31,545,sample_i_calib,B2,0,4753.5,3.6770134,1,1,1
31,546,sample_i_calib,B2,0,6809.5,3.833115,1,1,3
31,548,sample_i_calib,B2,0,6026.0,3.780029,1,1,2
31,549,sample_i_calib,B2,0,6649.0,3.8227563,1,1,2
31,551,sample_i_calib,B2,0,3165.0,3.5003738,1,1,0
31,552,sample_i_calib,B2,0,7181.5,3.8562152,1,1,3
31,553,sample_i_calib,B2,0,7633.0,3.8826952,1,1,4
31,554,sample_i_calib,B2,0,4549.5,3.6579638,1,1,1
31,557,sample_i_calib,B2,0,7938.0,3.8997111,1,1,4
31,558,sample_i_calib,B2,0,2484.5,3.395239,1,1,0
31,560,sample_i_calib,B2,0,1552.5,3.1910317,1,1,0
31,561,sample_i_calib,B2,0,2906.5,3.4633703,1,1,0
31,562,sample_i_calib,B2,0,9283.0,3.9676883,1,1,5
31,563,sample_i_calib,B2,0,3920.0,3.593286,1,1,1
31,564,sample_i_calib,B2,0,2126.5,3.3276653,1,1,0
31,565,sample_i_calib,B2,0,5155.0,3.7122288,1,1,1
31,567,sample_i_calib,B2,0,6438.0,3.8087509,1,1,2
31,568,sample_i_calib,B2,0,5534.0,3.7430391,1,1,2
31,569,sample_i_calib,B2,0,7309.0,3.863858,1,1,3
31,571,sample_i_calib,B2,0,6520.5,3.814281,1,1,2
31,573,sample_i_calib,B2,0,1329.5,3.1236885,1,1,0
31,575,sample_i_calib,B2,0,9104.0,3.9592323,1,1,5
31,577,sample_i_calib,B2,0,4464.0,3.6497242,1,1,1
31,578,sample_i_calib,B2,0,6427.0,3.8080082,7,3,2
31,578,sample_i_calib,B4,1,3360.0,3.5263393,7,3,0
31,578,sample_i_calib,B6,2,3470.5,3.540392,7,3,1
31,579,sample_i_calib,B2,0,8280.0,3.9180303,1,1,4
31,581,sample_i_calib,B2,0,8125.5,3.9098501,1,1,4
31,582,sample_i_calib,B2,0,6535.5,3.8152788,1,1,2
31,584,sample_i_calib,B2,0,6546.0,3.815976,1,1,2
31,588,sample_i_calib,B2,0,9420.5,3.974074,1,1,5
31,589,sample_i_calib,B2,0,9146.0,3.9612312,1,1,5
31,590,sample_i_calib,B2,0,3688.5,3.5668497,1,1,1
31,592,sample_i_calib,B2,0,7601.5,3.8808994,1,1,4
31,593,sample_i_calib,B2,0,9389.0,3.9726193,1,1,5
31,595,sample_i_calib,B2,0,5031.0,3.7016544,1,1,1
31,596,sample_i_calib,B2,0,6418.0,3.8073997,1,1,2
31,597,sample_i_calib,B2,0,8863.0,3.9475808,1,1,5
31,598,sample_i_calib,B2,0,6296.5,3.7990992,1,1,2
31,599,sample_i_calib,B2,0,7688.0,3.8858132,1,1,4
31,600,sample_i_calib,B2,0,3940.0,3.5954962,1,1,1
