peak_sample,area_over_peak,tail_fraction,late_fraction,early_fraction,width50,width20,max_down_step,asymmetry,peak_group,manual_flag
5.0,8.866257,0.32383472,0.5369152,0.08896865,11.0,14.0,-0.18837231,0.3733877,prepeak_4_5,nominal
7.0,7.232089,0.21524581,0.5276033,0.011766895,7.0,10.0,-0.14934409,0.3960281,nominal_6_9,nominal
7.0,7.603986,0.20603323,0.51229507,0.031253483,8.0,11.0,-0.14373541,0.36324856,nominal_6_9,nominal
7.0,8.725198,0.36208463,0.6520662,0.0016793768,9.0,13.0,-0.23852992,0.5593151,nominal_6_9,nominal
6.0,7.1853223,0.16140367,0.43864784,0.04837425,7.0,10.0,-0.14812323,0.2825853,nominal_6_9,nominal
6.0,8.142476,0.34940848,0.575402,0.0154169025,9.0,13.0,-0.19987023,0.48128894,nominal_6_9,nominal
6.0,9.069799,0.3600981,0.6362246,0.0027927314,9.0,13.0,-0.1989685,0.5421816,nominal_6_9,nominal
7.0,7.065667,0.2122244,0.5207089,0.01442925,7.0,10.0,-0.1478998,0.39109686,nominal_6_9,nominal
5.0,8.512803,0.30456337,0.5235735,0.09773726,10.0,14.0,-0.21001774,0.35021573,prepeak_4_5,nominal
3.0,0.76874864,-2.979867,-2.162273,1.0405084,3.0,8.0,-0.44370738,-3.5965974,early_0_3,early_low_area
6.0,8.573528,0.3450246,0.59609044,0.014141615,10.0,13.0,-0.18520963,0.49889022,nominal_6_9,nominal
5.0,8.177586,0.31277388,0.51394445,0.08315476,8.0,14.0,-0.21550936,0.35972434,prepeak_4_5,nominal
6.0,7.8985724,0.20493317,0.50947094,0.034833364,8.0,11.0,-0.17727542,0.35266426,nominal_6_9,nominal
8.0,7.265119,0.27127096,0.60313624,0.0019843192,7.0,11.0,-0.13115332,0.47449428,nominal_6_9,nominal
6.0,7.835542,0.32371345,0.5404602,0.038690098,7.0,14.0,-0.25201237,0.42718735,nominal_6_9,nominal
6.0,8.915011,0.3684241,0.6088085,0.008738785,12.0,13.0,-0.17395055,0.5168091,nominal_6_9,nominal
2.0,-31.485025,-0.4884308,-0.6990757,-0.11467918,1.0,1.0,-1.0872395,-0.51653194,early_0_3,large_negative_step
7.0,7.953056,0.29628015,0.63807786,-0.0002376897,8.0,11.0,-0.17359793,0.52046114,nominal_6_9,nominal
5.0,8.814611,0.20389062,0.4919369,0.104680024,9.0,13.0,-0.25571573,0.28641108,prepeak_4_5,nominal
7.0,8.463292,0.26565608,0.5938185,0.008775476,7.0,12.0,-0.19130436,0.47426316,nominal_6_9,nominal
5.0,9.076769,0.29299533,0.53608334,0.07963077,10.0,14.0,-0.16696733,0.3725157,prepeak_4_5,nominal
6.0,8.20183,0.3389077,0.55911005,0.03781441,8.0,14.0,-0.24987775,0.44506228,nominal_6_9,nominal
4.0,8.775379,0.28586766,0.4722381,0.18520738,9.0,15.0,-0.17523748,0.21814942,prepeak_4_5,nominal
6.0,8.7839365,0.34556893,0.60153437,0.014562243,10.0,13.0,-0.16748285,0.50182873,nominal_6_9,nominal
6.0,8.525581,0.25798273,0.5806296,0.014954591,8.0,12.0,-0.20629275,0.45698145,nominal_6_9,nominal
7.0,8.097991,0.2588846,0.5814787,0.011146314,7.0,11.0,-0.15023187,0.45089132,nominal_6_9,nominal
5.0,8.479958,0.3270543,0.5410419,0.0633956,10.0,14.0,-0.21224064,0.4027625,prepeak_4_5,nominal
6.0,9.160793,0.31884646,0.5975187,0.023284253,9.0,14.0,-0.24504083,0.48119935,nominal_6_9,nominal
6.0,8.970783,0.32152826,0.6144288,0.007964312,9.0,13.0,-0.2320157,0.5098801,nominal_6_9,nominal
8.0,6.782714,0.2581279,0.61897105,0.0020245328,7.0,9.0,-0.14054927,0.47915924,nominal_6_9,nominal
6.0,7.8506346,0.35513195,0.58144844,0.009611757,8.0,13.0,-0.21889985,0.49339756,nominal_6_9,nominal
3.0,5.92888,-0.069644205,0.22957547,0.24745238,8.0,10.0,-0.32004142,-0.13349442,early_0_3,early_peak
9.0,7.046895,0.31206784,0.69756114,0.0002602424,7.0,10.0,-0.14147234,0.5553945,nominal_6_9,nominal
8.0,7.884672,0.27878487,0.61547273,0.0021044298,8.0,11.0,-0.14752755,0.48795682,nominal_6_9,nominal
7.0,7.193758,0.22463246,0.55344665,0.007351169,7.0,10.0,-0.15691376,0.42462042,nominal_6_9,nominal
7.0,7.2804985,0.21482094,0.5248097,0.013688123,8.0,10.0,-0.14175257,0.39288452,nominal_6_9,nominal
6.0,8.063743,0.3591725,0.5893125,0.0076645063,8.0,13.0,-0.18720841,0.50043625,nominal_6_9,nominal
7.0,7.2640853,0.19329716,0.50657517,0.025821894,8.0,10.0,-0.15024346,0.36153844,nominal_6_9,nominal
5.0,7.304925,0.29438713,0.48934254,0.09734172,5.0,14.0,-0.24406564,0.32243016,prepeak_4_5,nominal
7.0,7.4081073,0.21010898,0.514862,0.019151403,8.0,10.0,-0.13912743,0.37764895,nominal_6_9,nominal
5.0,9.364765,0.3205803,0.54256344,0.0806495,12.0,14.0,-0.16069824,0.3851076,prepeak_4_5,nominal
6.0,8.336682,0.35021305,0.5759927,0.0145313805,10.0,13.0,-0.19388622,0.48074088,nominal_6_9,nominal
7.0,6.9021707,0.20360158,0.53907466,0.004265035,7.0,10.0,-0.1427297,0.40552297,nominal_6_9,nominal
7.0,8.2429695,0.39987826,0.64147,0.0011441888,11.0,13.0,-0.23725879,0.5669193,nominal_6_9,nominal
8.0,7.641822,0.23862097,0.57091576,0.00961799,7.0,10.0,-0.16149068,0.43985373,nominal_6_9,nominal
5.0,8.404388,0.32655522,0.53787386,0.055639237,8.0,14.0,-0.20395243,0.40788442,prepeak_4_5,nominal
6.0,7.2819433,0.3096414,0.5157452,0.039889395,6.0,14.0,-0.2365452,0.40358645,nominal_6_9,nominal
5.0,8.288597,0.24472313,0.46919543,0.12091828,10.0,13.0,-0.21707162,0.26683807,prepeak_4_5,nominal
6.0,7.078688,0.3235645,0.53512126,0.0053997803,5.0,13.0,-0.23531923,0.46260133,nominal_6_9,nominal
6.0,8.8171625,0.29752994,0.60715866,0.010383079,9.0,13.0,-0.24465305,0.49578464,nominal_6_9,nominal
6.0,-0.7017676,-1.2278967,-0.7930608,1.369672,2.0,3.0,-3.612903,-2.4010205,nominal_6_9,large_negative_step
7.0,7.501842,0.23227647,0.554971,0.010638795,7.0,10.0,-0.14488685,0.42131966,nominal_6_9,nominal
7.0,7.8576508,0.38601318,0.61767095,0.0007848424,9.0,13.0,-0.23275048,0.5444313,nominal_6_9,nominal
6.0,8.75628,0.3050123,0.60196966,0.011668645,9.0,13.0,-0.20241547,0.49286917,nominal_6_9,nominal
6.0,8.651109,0.26952013,0.5850343,0.017039834,8.0,13.0,-0.22948268,0.46427178,nominal_6_9,nominal
5.0,9.268536,0.28433293,0.53854865,0.07633829,10.0,14.0,-0.21149474,0.37468472,prepeak_4_5,nominal
6.0,8.265687,0.33873948,0.55980957,0.037664555,9.0,14.0,-0.2350257,0.44553912,nominal_6_9,nominal
6.0,7.6680074,0.17738129,0.45482376,0.058252435,7.0,11.0,-0.14486921,0.2901251,nominal_6_9,nominal
6.0,7.173508,0.14844094,0.4106313,0.07173263,7.0,10.0,-0.13563353,0.23686977,nominal_6_9,nominal
7.0,7.419915,0.19232056,0.48789337,0.025216103,7.0,10.0,-0.149185,0.34629157,nominal_6_9,nominal
8.0,6.827391,0.24599318,0.6241857,-0.00160273,7.0,9.0,-0.15531239,0.48335233,nominal_6_9,nominal
7.0,8.475111,0.26149514,0.5833246,0.011469085,8.0,12.0,-0.19322532,0.45869386,nominal_6_9,nominal
6.0,9.16175,0.26155087,0.54751813,0.045398448,8.0,14.0,-0.24827924,0.40517843,nominal_6_9,nominal
8.0,6.8824415,0.23825881,0.5747877,0.0013427429,7.0,10.0,-0.14442295,0.4449475,nominal_6_9,nominal
5.0,6.3781476,0.39484552,0.66904056,0.045130394,6.0,13.0,-1.8234254,0.52490246,prepeak_4_5,large_negative_step
6.0,9.378429,0.29386625,0.58865684,0.024440873,9.0,14.0,-0.21628538,0.46510386,nominal_6_9,nominal
6.0,8.80578,0.37708277,0.61842245,0.006710848,12.0,13.0,-0.18575108,0.52869356,nominal_6_9,nominal
6.0,8.835636,0.26681557,0.58675814,0.017007018,9.0,13.0,-0.2306174,0.46515638,nominal_6_9,nominal
3.0,0.71458435,-4.6539874,-4.7980986,1.6869057,5.0,8.0,-0.26764244,-6.7900524,early_0_3,early_low_area
5.0,9.131616,0.32348624,0.54716176,0.08236408,12.0,14.0,-0.16513765,0.3868388,prepeak_4_5,nominal
4.0,8.588831,0.27138624,0.47255725,0.18426213,10.0,15.0,-0.2070592,0.21445103,prepeak_4_5,nominal
4.0,8.265465,0.12754427,0.3884318,0.19658671,8.0,11.0,-0.27993995,0.08553066,prepeak_4_5,nominal
8.0,7.4253206,0.24642397,0.5888888,0.0043422733,7.0,10.0,-0.16690373,0.45810983,nominal_6_9,nominal
7.0,6.9815135,0.18924287,0.49019453,0.020107573,7.0,10.0,-0.13171577,0.3509309,nominal_6_9,nominal
5.0,9.141786,0.2969671,0.5074143,0.13553868,11.0,15.0,-0.17665619,0.29701373,prepeak_4_5,nominal
8.0,6.920533,0.22341245,0.5727497,0.0052404446,7.0,10.0,-0.14773333,0.4348798,nominal_6_9,nominal
6.0,8.026833,0.21647361,0.5218457,0.025033042,8.0,12.0,-0.1591264,0.3776724,nominal_6_9,nominal
7.0,7.389619,0.2007578,0.51381516,0.023579132,8.0,10.0,-0.15464139,0.37152433,nominal_6_9,nominal
6.0,8.895725,0.3388933,0.59210014,0.024330184,10.0,14.0,-0.2013436,0.48190835,nominal_6_9,nominal
7.0,8.869274,0.38673708,0.64879686,0.0015767466,10.0,13.0,-0.14369681,0.56047624,nominal_6_9,nominal
6.0,8.291757,0.22822541,0.54915327,0.024446527,8.0,11.0,-0.18040568,0.40844265,nominal_6_9,nominal
6.0,8.8554125,0.29118875,0.5851284,0.023088712,9.0,14.0,-0.24166769,0.4649631,nominal_6_9,nominal
6.0,7.531205,0.3373316,0.563118,0.009016856,7.0,13.0,-0.21303177,0.47381213,nominal_6_9,nominal
2.0,-17.89487,-0.74791044,-0.8647849,-0.11138179,2.0,2.0,-0.68803424,-0.722071,early_0_3,early_low_area
6.0,8.3752775,0.3634073,0.597393,0.009188914,11.0,13.0,-0.19961917,0.5073417,nominal_6_9,nominal
2.0,-27.497995,-0.5067731,-0.7114582,-0.11147618,1.0,2.0,-1.1039162,-0.5355589,early_0_3,large_negative_step
7.0,8.335396,0.34364274,0.6557078,0.000587635,8.0,12.0,-0.23485434,0.56023264,nominal_6_9,nominal
6.0,7.584932,0.320433,0.53571814,0.02628504,7.0,13.0,-0.21843839,0.43174654,nominal_6_9,nominal
7.0,7.3094907,0.3719288,0.61126053,0.00031454233,7.0,12.0,-0.22480524,0.5305106,nominal_6_9,nominal
8.0,7.8822217,0.2911926,0.6384288,0.0012148208,8.0,11.0,-0.15097353,0.5137072,nominal_6_9,nominal
5.0,8.354863,0.319769,0.5263548,0.071425006,8.0,14.0,-0.2206772,0.38204017,prepeak_4_5,nominal
6.0,8.280209,0.3573091,0.5863873,0.011662196,9.0,13.0,-0.18960065,0.4937115,nominal_6_9,nominal
6.0,6.8180814,0.13098319,0.3872898,0.073145755,6.0,10.0,-0.15582502,0.21070504,nominal_6_9,nominal
6.0,8.796634,0.34416717,0.5933987,0.021828854,11.0,13.0,-0.19873309,0.4872531,nominal_6_9,nominal
4.0,1.2219875,-2.251211,-2.3048441,1.0245674,5.0,7.0,-0.2359408,-3.493079,prepeak_4_5,early_low_area
6.0,9.111708,0.3332076,0.59797245,0.021690441,10.0,13.0,-0.19076264,0.4877284,nominal_6_9,nominal
6.0,8.818215,0.2660976,0.5688292,0.027955614,8.0,14.0,-0.22381133,0.44112962,nominal_6_9,nominal
5.0,8.89162,0.30357254,0.5361411,0.08447118,11.0,14.0,-0.17499769,0.37139678,prepeak_4_5,nominal
6.0,8.663474,0.20584242,0.50415295,0.061297968,8.0,12.0,-0.20547199,0.33355445,nominal_6_9,nominal
5.0,9.520994,0.29801038,0.5474591,0.074641995,10.0,14.0,-0.20511585,0.3856292,prepeak_4_5,nominal
7.0,8.126408,0.37779418,0.6140587,0.0017180861,9.0,13.0,-0.21137965,0.5339368,nominal_6_9,nominal
8.0,7.1170673,0.24490476,0.5856225,0.0028245458,7.0,10.0,-0.14899486,0.45331192,nominal_6_9,nominal
4.0,2.1198232,-1.0984632,-0.9911436,0.6212556,5.0,8.0,-0.21590282,-1.748893,prepeak_4_5,early_low_area
8.0,7.1238017,0.22785254,0.56588644,0.004739614,7.0,10.0,-0.15464777,0.43341136,nominal_6_9,nominal
6.0,7.227336,0.3318416,0.54612386,0.016296938,6.0,13.0,-0.23823321,0.4549187,nominal_6_9,nominal
8.0,7.0628805,0.23406085,0.5848172,0.005648095,7.0,10.0,-0.14672077,0.44619954,nominal_6_9,nominal
7.0,7.279878,0.24168712,0.5640497,0.005246124,7.0,10.0,-0.13832414,0.43673334,nominal_6_9,nominal
6.0,7.475316,0.32159066,0.5354792,0.027854124,6.0,14.0,-0.22682714,0.43127167,nominal_6_9,nominal
6.0,9.515982,0.33079553,0.5745468,0.043324806,10.0,14.0,-0.15200406,0.44748348,nominal_6_9,nominal
5.0,5.76262,-0.015637442,0.17563167,0.24650691,7.0,9.0,-0.16186899,-0.16136973,prepeak_4_5,nominal
6.0,7.2412615,0.3372431,0.56110525,0.0045332764,7.0,13.0,-0.23221153,0.47831377,nominal_6_9,nominal
6.0,8.597644,0.34876925,0.58948725,0.022939159,11.0,13.0,-0.23431182,0.48460507,nominal_6_9,nominal
5.0,7.797596,0.30298972,0.49678916,0.100482754,7.0,14.0,-0.22538847,0.3265633,prepeak_4_5,nominal
5.0,6.2670693,0.39826456,0.6725222,0.044928655,6.0,13.0,-1.8155892,0.52790207,prepeak_4_5,large_negative_step
4.0,9.254695,0.23226558,0.47854203,0.15061101,9.0,14.0,-0.22973269,0.24064346,prepeak_4_5,nominal
9.0,8.2383375,0.2134634,0.5185579,0.033396874,8.0,12.0,-0.17274827,0.36377734,nominal_6_9,nominal
7.0,7.693328,0.39206502,0.62799716,0.0014611118,9.0,12.0,-0.229572,0.5476922,nominal_6_9,nominal
6.0,8.951873,0.36719573,0.63175243,0.0033659802,10.0,13.0,-0.16070306,0.5413852,nominal_6_9,nominal
6.0,8.327686,0.23765576,0.55615294,0.018784286,8.0,11.0,-0.16066563,0.41844994,nominal_6_9,nominal
5.0,8.43717,0.29678372,0.48788008,0.15694903,7.0,15.0,-0.22784984,0.26253068,prepeak_4_5,nominal
6.0,8.483987,0.23580594,0.5593831,0.022734199,8.0,12.0,-0.19129688,0.42192844,nominal_6_9,nominal
7.0,7.074318,0.17083335,0.46431738,0.034530144,7.0,10.0,-0.13922861,0.31414008,nominal_6_9,nominal
6.0,9.167092,0.32401338,0.57546264,0.0345262,10.0,14.0,-0.15820134,0.4563768,nominal_6_9,nominal
6.0,7.7908835,0.34895217,0.5738603,0.010555128,8.0,13.0,-0.19512194,0.4835857,nominal_6_9,nominal
6.0,6.987013,0.11692336,0.3740485,0.0984245,7.0,9.0,-0.14842302,0.16870242,nominal_6_9,nominal
7.0,7.5048494,0.1789779,0.4638598,0.043463476,7.0,11.0,-0.14327037,0.30882418,nominal_6_9,nominal
6.0,8.882892,0.24309736,0.5417974,0.042998448,8.0,14.0,-0.22291952,0.3986859,nominal_6_9,nominal
6.0,7.5439286,0.1667539,0.43622965,0.060629856,7.0,10.0,-0.14840409,0.26930124,nominal_6_9,nominal
7.0,7.371006,0.23292972,0.5718636,0.004907931,7.0,10.0,-0.16107735,0.44332594,nominal_6_9,nominal
8.0,8.0478735,0.30655852,0.65962565,-0.00028416622,8.0,11.0,-0.17685628,0.5447087,nominal_6_9,nominal
6.0,9.367225,0.36989743,0.6202699,0.01232282,11.0,13.0,-0.15271133,0.5233261,nominal_6_9,nominal
7.0,8.673772,0.35831246,0.6394112,0.001707235,9.0,13.0,-0.21561587,0.5460824,nominal_6_9,nominal
5.0,8.00948,0.31596038,0.52085096,0.08976225,8.0,14.0,-0.22159016,0.35891366,prepeak_4_5,nominal
8.0,7.115427,0.24754329,0.5902355,7.7991e-05,7.0,10.0,-0.14983353,0.46396816,nominal_6_9,nominal
8.0,7.005278,0.2737174,0.635386,0.0024659224,7.0,10.0,-0.14155471,0.4968834,nominal_6_9,nominal
6.0,9.299121,0.30485842,0.57868415,0.030856265,9.0,14.0,-0.24182779,0.456141,nominal_6_9,nominal
8.0,6.872187,0.20956124,0.5447282,0.0032743944,7.0,10.0,-0.14221424,0.4103471,nominal_6_9,nominal
9.0,7.2862654,0.27300647,0.6403686,0.0015884782,8.0,11.0,-0.1396605,0.50153553,nominal_6_9,nominal
7.0,5.9209414,0.41503933,0.6926084,0.015301127,6.0,12.0,-1.621516,0.5829919,nominal_6_9,large_negative_step
6.0,8.067087,0.35286927,0.58005387,0.012617871,9.0,13.0,-0.21908277,0.48891777,nominal_6_9,nominal
4.0,7.9435444,0.28333148,0.46109655,0.20031103,7.0,15.0,-0.2255649,0.195573,prepeak_4_5,nominal
6.0,9.692224,0.31589338,0.5686058,0.050492555,10.0,14.0,-0.13837859,0.432007,nominal_6_9,nominal
7.0,8.052665,0.4037834,0.6420943,0.00033188215,11.0,12.0,-0.22858042,0.5643363,nominal_6_9,nominal
7.0,6.918716,0.17350948,0.48436326,0.023538755,7.0,9.0,-0.14058432,0.3401204,nominal_6_9,nominal
6.0,8.699802,0.36946294,0.61199933,0.006119695,12.0,13.0,-0.18034345,0.52265376,nominal_6_9,nominal
7.0,6.7445884,0.17230067,0.48088717,0.013050921,7.0,9.0,-0.15584418,0.3456711,nominal_6_9,nominal
6.0,7.832764,0.34750056,0.57365584,0.0144277075,8.0,13.0,-0.22018218,0.48163828,nominal_6_9,nominal
6.0,8.391407,0.34335715,0.57262826,0.02880551,10.0,14.0,-0.24265623,0.46491015,nominal_6_9,nominal
6.0,8.053152,0.35283127,0.5809361,0.012132856,9.0,13.0,-0.2116046,0.4895305,nominal_6_9,nominal
5.0,8.548786,0.3069057,0.5225581,0.11866451,10.0,14.0,-0.2394098,0.32900915,prepeak_4_5,nominal
5.0,7.8073006,0.30974942,0.50899225,0.087994695,7.0,14.0,-0.23499304,0.35031614,prepeak_4_5,nominal
6.0,8.854696,0.291236,0.6086129,0.009035963,9.0,13.0,-0.24351084,0.49564824,nominal_6_9,nominal
6.0,9.205613,0.3196043,0.557664,0.055164974,10.0,14.0,-0.18403971,0.42120326,nominal_6_9,nominal
5.0,7.6454463,0.3077431,0.5101346,0.073425055,7.0,14.0,-0.24145442,0.36649513,prepeak_4_5,nominal
7.0,7.8876357,0.36860314,0.59914565,0.0020300448,8.0,13.0,-0.2098301,0.52210987,nominal_6_9,nominal
6.0,8.43168,0.32854995,0.54625785,0.04808695,8.0,14.0,-0.21427506,0.42286825,nominal_6_9,nominal
6.0,7.6566505,0.34878293,0.575469,0.0042458177,8.0,13.0,-0.2398653,0.49111083,nominal_6_9,nominal
8.0,7.153349,0.2582052,0.6028512,0.0013830523,7.0,11.0,-0.14687973,0.471674,nominal_6_9,nominal
5.0,9.015059,0.31030992,0.52382743,0.12276881,12.0,15.0,-0.23485619,0.32526886,prepeak_4_5,nominal
7.0,6.9797273,0.19443665,0.4979612,0.018265095,7.0,10.0,-0.13762182,0.36284423,nominal_6_9,nominal
5.0,8.326019,0.31508124,0.5248486,0.09184015,9.0,14.0,-0.21164256,0.35973656,prepeak_4_5,nominal
6.0,7.7296205,0.17942049,0.45847675,0.0528496,7.0,11.0,-0.17416865,0.29378456,nominal_6_9,nominal
7.0,8.926736,0.3752658,0.64562875,0.0018995054,9.0,13.0,-0.17830864,0.55399853,nominal_6_9,nominal
6.0,8.32313,0.35031438,0.57912284,0.018007573,9.0,13.0,-0.18636912,0.48278052,nominal_6_9,nominal
7.0,9.365699,0.4548293,0.68198377,0.00042028577,12.0,13.0,-0.18050611,0.6114357,nominal_6_9,nominal
17.0,1.9315089,0.98621863,0.9921802,0.0010065036,2.0,2.0,-0.004187229,0.99078655,late_10_17,late_peak
6.0,8.035768,0.33094862,0.54698706,0.040569413,7.0,14.0,-0.25843793,0.43158314,nominal_6_9,nominal
6.0,7.358539,0.3272938,0.5526852,0.009194451,7.0,13.0,-0.21374226,0.46132922,nominal_6_9,nominal
6.0,8.659319,0.3428618,0.5808267,0.027302481,11.0,14.0,-0.20589525,0.47204098,nominal_6_9,nominal
6.0,7.969748,0.19857366,0.4879989,0.041927073,8.0,11.0,-0.17784566,0.3309114,nominal_6_9,nominal
7.0,7.397819,0.370565,0.59716296,0.0006936497,7.0,13.0,-0.25811416,0.52474594,nominal_6_9,nominal
6.0,8.272991,0.35683268,0.59681225,0.008834771,11.0,13.0,-0.19733465,0.5063234,nominal_6_9,nominal
6.0,7.9272513,0.34382868,0.5649918,0.016697932,7.0,13.0,-0.22320467,0.4705673,nominal_6_9,nominal
8.0,6.998357,0.25018784,0.61650074,0.0018313299,7.0,9.0,-0.14985216,0.47647446,nominal_6_9,nominal
7.0,7.254461,0.17401604,0.48669827,0.025692422,7.0,9.0,-0.15532055,0.33837464,nominal_6_9,nominal
6.0,8.316206,0.2584363,0.5676984,0.023318676,8.0,12.0,-0.23493084,0.4427281,nominal_6_9,nominal
0.0,-21.283192,-0.6798291,-0.83055747,0.012322536,1.0,1.0,-0.883584,-0.8022555,early_0_3,large_negative_step
6.0,8.675577,0.33915108,0.5890433,0.023540186,10.0,14.0,-0.21104777,0.4811571,nominal_6_9,nominal
6.0,3.9070067,0.089769945,0.21716502,0.03775774,3.0,5.0,-0.3893278,0.12726249,nominal_6_9,nominal
7.0,8.504084,0.26736313,0.5970177,0.008508846,8.0,12.0,-0.19515687,0.47765794,nominal_6_9,nominal
6.0,8.944211,0.38121074,0.63521594,0.0025206134,11.0,13.0,-0.16354609,0.5475926,nominal_6_9,nominal
7.0,7.774377,0.39620328,0.6352252,0.00043853666,8.0,12.0,-0.23547238,0.55447596,nominal_6_9,nominal
6.0,7.2523828,0.32762495,0.5491613,0.011127396,6.0,13.0,-0.22667664,0.4586128,nominal_6_9,nominal
7.0,7.3228455,0.2289162,0.55137813,0.010124789,7.0,10.0,-0.14426777,0.41708186,nominal_6_9,nominal
5.0,9.140871,0.2748949,0.51682025,0.11610897,10.0,15.0,-0.20834184,0.31605083,prepeak_4_5,nominal
7.0,8.273926,0.38671216,0.6244235,0.0017622137,11.0,13.0,-0.178998,0.5439054,nominal_6_9,nominal
5.0,8.430004,0.3275354,0.5397816,0.05653864,8.0,14.0,-0.19013983,0.409193,prepeak_4_5,nominal
0.0,-24.601545,-0.72420037,-0.9138841,0.036067814,1.0,1.0,-1.0249887,-0.9110031,early_0_3,large_negative_step
5.0,8.070112,0.32026014,0.52742887,0.06707045,8.0,14.0,-0.22849894,0.38795945,prepeak_4_5,nominal
6.0,8.7617035,0.28007928,0.59471065,0.012367917,9.0,13.0,-0.22488165,0.47943684,nominal_6_9,nominal
6.0,8.663134,0.3031283,0.60873246,0.006495398,9.0,13.0,-0.23769873,0.5015147,nominal_6_9,nominal
2.0,-28.335915,-0.488944,-0.71143013,-0.10906759,2.0,2.0,-1.1399642,-0.5350807,early_0_3,large_negative_step
3.0,-0.04335153,-102.4033,-101.61973,17.917967,7.0,8.0,-0.47233903,-128.70937,early_0_3,early_low_area
3.0,1.1281917,-1.1051532,-0.9130687,0.8743036,3.0,7.0,-0.3823491,-1.932103,early_0_3,early_low_area
5.0,9.122919,0.16840537,0.43678334,0.14766264,8.0,13.0,-0.25332963,0.18720156,prepeak_4_5,nominal
7.0,8.466656,0.38487104,0.6292909,0.001369863,11.0,13.0,-0.17721301,0.54589033,nominal_6_9,nominal
7.0,7.834956,0.3791513,0.6151726,0.0002702946,9.0,13.0,-0.22829312,0.53761613,nominal_6_9,nominal
0.0,-13.049325,-0.6021556,-0.78080636,0.009867518,1.0,2.0,-0.7732378,-0.72407115,early_0_3,large_negative_step
6.0,7.6518297,0.31136563,0.52185756,0.0434825,7.0,14.0,-0.23984838,0.40338218,nominal_6_9,nominal
6.0,8.942222,0.3616064,0.62181777,0.0055024084,11.0,13.0,-0.14597791,0.5287563,nominal_6_9,nominal
7.0,7.010976,0.19829537,0.527657,0.007653505,7.0,10.0,-0.14451218,0.39328578,nominal_6_9,nominal
7.0,7.2020087,0.23077336,0.5585648,0.0067038503,7.0,10.0,-0.1398223,0.42679393,nominal_6_9,nominal
6.0,7.593768,0.18429585,0.46127152,0.051950354,7.0,11.0,-0.13618004,0.30357143,nominal_6_9,nominal
8.0,6.705657,0.2529311,0.6080926,-0.00014297965,7.0,9.0,-0.14669225,0.47126105,nominal_6_9,nominal
6.0,8.618989,0.25964072,0.58113176,0.015307582,8.0,12.0,-0.21920812,0.4584486,nominal_6_9,nominal
5.0,8.240417,0.32116294,0.52864516,0.08021502,8.0,14.0,-0.19951475,0.37518084,prepeak_4_5,nominal
6.0,8.190819,0.3631081,0.5958323,0.0058733076,10.0,13.0,-0.20663399,0.50870717,nominal_6_9,nominal
8.0,7.431163,0.26015693,0.60004365,0.0022231909,7.0,11.0,-0.14965984,0.4713601,nominal_6_9,nominal
6.0,7.6198907,0.33120048,0.5537198,0.013911439,7.0,13.0,-0.19805944,0.45955497,nominal_6_9,nominal
6.0,8.624264,0.3289499,0.5574979,0.041323606,10.0,14.0,-0.19653374,0.438756,nominal_6_9,nominal
8.0,7.3219485,0.26183292,0.60515845,0.0023322816,7.0,11.0,-0.15670517,0.47496232,nominal_6_9,nominal
6.0,8.642594,0.34147456,0.58599216,0.025577335,11.0,14.0,-0.22114438,0.47717685,nominal_6_9,nominal
3.0,-10.14185,-0.6236106,-0.8357262,-0.076556146,2.0,3.0,-0.6120244,-0.69928676,early_0_3,early_low_area
6.0,8.850055,0.3333392,0.54984134,0.05449577,10.0,14.0,-0.1919176,0.4198519,nominal_6_9,nominal
8.0,7.3014703,0.23195705,0.5640148,0.0076535754,7.0,10.0,-0.14313725,0.4314871,nominal_6_9,nominal
2.0,-20.204311,-0.5447369,-0.7662243,-0.17497972,1.0,2.0,-1.0577586,-0.5276272,early_0_3,large_negative_step
7.0,7.305482,0.16915567,0.46907553,0.03977562,7.0,10.0,-0.15380523,0.31383407,nominal_6_9,nominal
8.0,7.0518355,0.27424923,0.6299309,0.00034006487,7.0,10.0,-0.14314702,0.49557918,nominal_6_9,nominal
7.0,9.423336,0.3746519,0.6387885,0.004879059,10.0,13.0,-0.129473,0.5447515,nominal_6_9,nominal
7.0,7.4311337,0.17166668,0.44790232,0.060833335,7.0,10.0,-0.1409353,0.28043103,nominal_6_9,nominal
5.0,8.883413,0.30311885,0.5272676,0.1101582,11.0,14.0,-0.2175011,0.3395115,prepeak_4_5,nominal
6.0,8.7409725,0.29287815,0.5955771,0.012794122,9.0,13.0,-0.2566538,0.48370352,nominal_6_9,nominal
5.0,8.631597,0.30574873,0.5260129,0.10481706,10.0,14.0,-0.20145178,0.3448768,prepeak_4_5,nominal
6.0,9.058006,0.34723648,0.6023863,0.016215317,10.0,13.0,-0.17854631,0.5013208,nominal_6_9,nominal
6.0,8.026428,0.34069806,0.56324506,0.026564045,7.0,14.0,-0.22966635,0.4602157,nominal_6_9,nominal
8.0,7.159161,0.25466028,0.6024499,0.00058571866,7.0,11.0,-0.14402917,0.47028112,nominal_6_9,nominal
6.0,8.695277,0.3469767,0.5901206,0.023005122,11.0,13.0,-0.2334351,0.4850074,nominal_6_9,nominal
6.0,9.12884,0.3412166,0.5952387,0.026813561,10.0,14.0,-0.19070053,0.48324996,nominal_6_9,nominal
