method,method_label,target,metric,observed_balanced_accuracy,observed_macro_f1,controls_only_balanced_accuracy,null_mean,null_median,null_p95,null_max,lift,permutation_replicates,train_rows,heldout_rows,observed_ci_low,observed_ci_high,null_bootstrap_ci_low,null_bootstrap_ci_high,lift_ci_low,lift_ci_high
traditional,traditional ridge,manual_flag,balanced_accuracy,0.8153777366380452,0.7292284184494175,0.38739017522980135,0.39420697053447845,0.3936481295738822,0.405755674305078,0.40740486450154323,0.42172960706416307,30,33784,5126,0.7783091318951433,0.8531420895322043,0.3213797424098905,0.4602379264015762,0.36305887967881134,0.48877536504856844
traditional,traditional ridge,peak_group,balanced_accuracy,0.8133769087765563,0.7825304082879385,0.4733889689288525,0.48187357011498394,0.4818071758086388,0.48642719602221346,0.49004738058355096,0.33156973296791753,30,33784,5126,0.7747242960085439,0.8402140162493773,0.42835914289624755,0.5309228590428504,0.30029661530165763,0.35856853935160415
ml,ml random forest,manual_flag,balanced_accuracy,0.9675986461911927,0.8876280397222945,0.5234956888400438,0.5099043391870363,0.5108639767533272,0.528240094590738,0.5399448234428106,0.45673466943786556,30,33784,5126,0.9435436556339458,0.9796697825954342,0.45500730906325537,0.5520526758100137,0.41491165361679805,0.5114316402074616
ml,ml random forest,peak_group,balanced_accuracy,0.9517092827082303,0.9208636816430955,0.4787905741841556,0.48850286682168814,0.4882054734072552,0.4961955485071373,0.49876811218933587,0.4635038093009751,30,33784,5126,0.9318412963174918,0.9672400228179007,0.43359201703785794,0.5385272091676722,0.4257721147234343,0.5012034709235638
