gallery_row_id,method,run,event_index,eventno,evt,stave,amplitude_adc,taxon,traditional_score,ml_score,q_template_rmse,pca_recon_mse,ae_recon_mse,isolation_anomaly_score,peak_sample,late_fraction,baseline_mad,saturation_count,secondary_peak,post_peak_min,timing_span_dup,normalized_waveform,review_peak_sample,review_width_half,review_width_035,review_early_fraction,review_late_fraction,review_secondary_peak,review_secondary_sep,review_post_peak_min,review_undershoot_area,review_first4_span,review_first4_mean,review_last4_mean,review_tail_rise,review_positive_area,review_negative_area,review_centroid,review_peak_to_end_drop,review_pretrigger_max,review_post12_max,external_reviewer_alpha_label,external_reviewer_beta_label,traditional_fixed_morphology_label,external_reviewers_agree,p09b_consensus_label,p09b_reviewer_a_label,p09b_reviewer_b_label,wave_00,wave_01,wave_02,wave_03,wave_04,wave_05,wave_06,wave_07,wave_08,wave_09,wave_10,wave_11,wave_12,wave_13,wave_14,wave_15,wave_16,wave_17,ml_loro_label,ml_loro_confidence,ml_loro_target_probability,ml_train_runs
10,traditional_robust_template,42,30312,797618,12602,B4,2077.5,novel_early_pretrigger,492.14838,6.1663766,0.68926543,0.009887129,0.0459791,0.5865496,3,0.0,1796.5,1,0.51672685,-0.90565586,1.6370835,"[-1.21853, -0.72948, 0.72948, 1.0, 0.67894, 0.36221, 0.51673, 0.49555, 0.39639, 0.25632, 0.19471, 0.12635, -0.01853, -0.31504, -0.4426, -0.59807, -0.76655, -0.90566]",3,4,7,0.3635897356728964,0.0,0.516730010509491,3,-0.9056599736213684,-4.994460105895996,2.2185301780700684,-0.0546325147151947,-0.6782199740409851,-0.8871299624443054,4.756680011749268,-4.994460105895996,5.12331081140348,1.9056599140167236,1.0,-0.018530000001192093,dropout,dropout,dropout,True,dropout,dropout,dropout,-1.21853,-0.72948,0.72948,1.0,0.67894,0.36221,0.51673,0.49555,0.39639,0.25632,0.19471,0.12635,-0.01853,-0.31504,-0.4426,-0.59807,-0.76655,-0.90566,dropout,0.877179937773599,0.008496120138676986,"57,64,65"
11,traditional_robust_template,42,11153,778455,11126,B4,2222.0,novel_early_pretrigger,485.75687,4.834817,0.57803243,0.0088494755,0.035945393,0.5498735,3,0.0,1773.5,1,0.6287129,-0.66921693,1.6603174,"[-0.97255, -0.62376, 0.62376, 1.0, 0.82268, 0.47345, 0.62871, 0.60081, 0.55221, 0.43744, 0.36949, 0.28983, -0.009, -0.19667, -0.28128, -0.41359, -0.54905, -0.66922]",3,6,9,0.28003684020603803,0.0,0.6287099719047546,3,-0.669219970703125,-3.7151198387145996,1.9725499153137207,0.006862521171569824,-0.4782849848270416,-0.6602199673652649,5.798379898071289,-3.7151198387145996,5.712128242699639,1.669219970703125,1.0,-0.008999999612569809,dropout,dropout,dropout,True,baseline_excursion,baseline_excursion,dropout,-0.97255,-0.62376,0.62376,1.0,0.82268,0.47345,0.62871,0.60081,0.55221,0.43744,0.36949,0.28983,-0.009,-0.19667,-0.28128,-0.41359,-0.54905,-0.66922,baseline_excursion,0.8797698143857584,0.09420383649667359,"57,64,65"
12,traditional_robust_template,42,28206,795512,10627,B4,2391.5,novel_early_pretrigger,484.76132,4.893979,0.5368076,0.007954543,0.0390821,0.54411787,3,0.033455465,1770.0,1,0.60945016,-0.5935605,1.6676481,"[-0.88375, -0.59649, 0.59649, 1.0, 0.85867, 0.55258, 0.60945, 0.59189, 0.55844, 0.45014, 0.3732, 0.31047, 0.20427, -0.06879, -0.20636, -0.31591, -0.47188, -0.59356]",3,7,9,0.26147963457166307,0.03345617289595873,0.6094499826431274,3,-0.593559980392456,-3.13673996925354,1.8837499618530273,0.029062479734420776,-0.39692750573158264,-0.7978299856185913,6.105599880218506,-3.13673996925354,5.946619649454081,1.593559980392456,1.0,0.20427000522613525,dropout,dropout,dropout,True,baseline_excursion,baseline_excursion,baseline_excursion,-0.88375,-0.59649,0.59649,1.0,0.85867,0.55258,0.60945,0.59189,0.55844,0.45014,0.3732,0.31047,0.20427,-0.06879,-0.20636,-0.31591,-0.47188,-0.59356,baseline_excursion,0.8581001527846112,0.11123745356545744,"57,64,65"
13,traditional_robust_template,42,28219,795525,10640,B4,1700.5,novel_early_pretrigger,458.94543,9.8726,1.3045026,0.007968091,0.08302231,0.69094646,3,0.0,1674.0,1,0.020876212,-1.8720964,1.603217,"[-2.38959, -0.96883, 0.96883, 1.0, 0.33431, 0.02088, -0.1479, -0.23905, -0.42488, -0.54719, -0.71244, -0.86592, -0.63187, -0.55072, -0.98177, -1.36754, -1.61688, -1.8721]",3,2,2,0.8471657157020269,0.0,0.020880000665783882,2,-1.8720999956130981,-13.316679954528809,3.38959002494812,-0.34739744663238525,-1.459572434425354,-1.2402300834655762,2.3240199089050293,-13.316679954528809,2.7449420456551765,2.8720998764038086,1.0,-0.5507199764251709,dropout,dropout,dropout,True,dropout,dropout,dropout,-2.38959,-0.96883,0.96883,1.0,0.33431,0.02088,-0.1479,-0.23905,-0.42488,-0.54719,-0.71244,-0.86592,-0.63187,-0.55072,-0.98177,-1.36754,-1.61688,-1.8721,dropout,0.9888414785237256,0.0002518756698821008,"57,64,65"
14,traditional_robust_template,42,1599,768900,2228,B4,2016.0,novel_early_pretrigger,450.14392,4.3838024,0.6437554,0.007869808,0.031646177,0.55584216,3,0.0,1643.5,1,0.6686508,-0.85515875,1.6586152,"[-1.03274, -0.63046, 0.63046, 1.0, 0.76488, 0.4623, 0.66865, 0.65129, 0.60813, 0.49107, 0.42411, 0.05308, -0.22569, -0.33433, -0.41022, -0.56498, -0.69444, -0.85516]",3,6,9,0.28336261441374994,0.0,0.6686499714851379,3,-0.8551599979400635,-4.748020172119141,2.0327401161193848,-0.008184999227523804,-0.6311999559402466,-0.6294699907302856,5.753970146179199,-4.748020172119141,5.615691230748035,1.8551599979400635,1.0,-0.22569000720977783,dropout,dropout,dropout,True,dropout,dropout,dropout,-1.03274,-0.63046,0.63046,1.0,0.76488,0.4623,0.66865,0.65129,0.60813,0.49107,0.42411,0.05308,-0.22569,-0.33433,-0.41022,-0.56498,-0.69444,-0.85516,dropout,0.7764814754339819,0.04375898378478358,"57,64,65"
15,traditional_robust_template,42,21439,788743,4344,B4,2123.0,novel_early_pretrigger,448.88153,4.056049,0.604257,0.007658205,0.029143354,0.5463614,3,0.0,1639.0,1,0.6683938,-0.7512953,1.6672971,"[-0.9463, -0.59774, 0.59774, 1.0, 0.80594, 0.47668, 0.66839, 0.65709, 0.61328, 0.50683, 0.43429, 0.13283, -0.17428, -0.2845, -0.36364, -0.49458, -0.61234, -0.7513]",3,7,9,0.27112182190566875,0.0,0.6683899760246277,3,-0.7512999773025513,-4.224679946899414,1.9463000297546387,0.013425007462501526,-0.5554649829864502,-0.577019989490509,5.893070220947266,-4.224679946899414,5.7159253520445255,1.7512999773025513,1.0,-0.17428000271320343,dropout,dropout,dropout,True,baseline_excursion,baseline_excursion,dropout,-0.9463,-0.59774,0.59774,1.0,0.80594,0.47668,0.66839,0.65709,0.61328,0.50683,0.43429,0.13283,-0.17428,-0.2845,-0.36364,-0.49458,-0.61234,-0.7513,baseline_excursion,0.790769943389062,0.14563764232830118,"57,64,65"
16,traditional_robust_template,42,2743,770044,3305,B6,1706.5,novel_early_pretrigger,449.7322,6.7974653,1.0747604,0.013494223,0.03986372,0.64535147,3,0.0,1641.0,1,0.2973923,-1.5080575,1.6083149,"[-1.9036, -0.92323, 0.92323, 1.0, 0.52183, 0.29739, 0.247, 0.21887, 0.07354, -0.09054, -0.20422, -0.24758, -0.37943, -0.7908, -0.98652, -1.19338, -1.36859, -1.50806]",3,3,3,0.5860182963923738,0.0,0.29739001393318176,2,-1.5080599784851074,-9.595949172973633,2.903599977493286,-0.22589999437332153,-1.2641375064849854,-1.1286299228668213,3.281859874725342,-9.595949172973633,3.6635141585782267,2.5080599784851074,1.0,-0.37942999601364136,dropout,dropout,dropout,True,dropout,dropout,dropout,-1.9036,-0.92323,0.92323,1.0,0.52183,0.29739,0.247,0.21887,0.07354,-0.09054,-0.20422,-0.24758,-0.37943,-0.7908,-0.98652,-1.19338,-1.36859,-1.50806,dropout,0.985372555815718,0.0,"57,64,65"
17,traditional_robust_template,42,2670,769971,3236,B6,1500.5,novel_early_pretrigger,348.70023,3.477583,1.0218188,0.005174459,0.020476894,0.6019887,3,0.0,1273.0,1,0.8307231,-1.2645785,1.6435199,"[-1.31789, -0.69677, 0.69677, 1.0, 0.7874, 0.69943, 0.82672, 0.83072, 0.52749, -0.03632, -0.3882, -0.63745, -0.77274, -0.86471, -0.95735, -1.10263, -1.20327, -1.26458]",3,7,7,0.31605858904770145,0.0,0.8307200074195862,4,-1.2645800113677979,-9.241909980773926,2.317890167236328,-0.07947254180908203,-1.1319575309753418,-0.4918400049209595,5.368529796600342,-9.241909980773926,4.849664841339833,2.264580011367798,1.0,-0.7727400064468384,dropout,dropout,dropout,True,dropout,dropout,dropout,-1.31789,-0.69677,0.69677,1.0,0.7874,0.69943,0.82672,0.83072,0.52749,-0.03632,-0.3882,-0.63745,-0.77274,-0.86471,-0.95735,-1.10263,-1.20327,-1.26458,dropout,0.9871252736378776,0.005378377815990907,"57,64,65"
18,traditional_robust_template,42,2237,769538,2832,B6,1202.5,novel_early_pretrigger,302.87347,5.5138397,1.137166,0.00424158,0.04116203,0.65441614,3,0.0,1105.5,1,0.8960499,-1.6985447,1.6192365,"[-1.72931, -0.83867, 0.83867, 1.0, 0.74886, 0.77131, 0.89605, 0.6341, 0.11601, -0.39792, -0.71393, -1.02079, -1.13555, -1.28025, -1.38337, -1.53306, -1.63867, -1.69854]",3,6,6,0.36736662803063114,0.0,0.896049976348877,3,-1.6985399723052979,-13.370059967041016,2.7293100357055664,-0.1823275089263916,-1.5634100437164307,-0.5629899501800537,5.005000114440918,-13.370059967041016,4.450031849482186,2.698539972305298,1.0,-1.1355500221252441,dropout,dropout,dropout,True,dropout,dropout,dropout,-1.72931,-0.83867,0.83867,1.0,0.74886,0.77131,0.89605,0.6341,0.11601,-0.39792,-0.71393,-1.02079,-1.13555,-1.28025,-1.38337,-1.53306,-1.63867,-1.69854,dropout,0.9890810675434102,0.0036261719103268795,"57,64,65"
19,traditional_robust_template,42,14310,781612,14071,B6,1554.0,unassigned_common,299.59903,1.963076,0.8262988,0.002493155,0.011880833,0.5612574,6,0.0,1094.5,1,0.9916345,-0.86164737,1.7058278,"[-0.92278, -0.48584, 0.48584, 0.99163, 0.98134, 0.96654, 1.0, 0.66474, 0.39833, 0.13449, -0.13964, -0.361, -0.48777, -0.59588, -0.64286, -0.72458, -0.78571, -0.86165]",6,5,7,0.262758946711603,0.0,0.9916300177574158,3,-0.8616499900817871,-6.007709503173828,1.9144099950790405,0.01721249520778656,-0.7537000179290771,-0.373879998922348,5.622910499572754,-6.007709503173828,4.9360309203459805,1.861649990081787,0.9916300177574158,-0.4877699911594391,dropout,dropout,dropout,True,dropout,dropout,dropout,-0.92278,-0.48584,0.48584,0.99163,0.98134,0.96654,1.0,0.66474,0.39833,0.13449,-0.13964,-0.361,-0.48777,-0.59588,-0.64286,-0.72458,-0.78571,-0.86165,dropout,0.7256484556069984,0.055517236801485334,"57,64,65"
20,traditional_robust_template,42,8805,776107,8950,B6,1215.5,novel_early_pretrigger,296.40314,5.255952,1.0894135,0.0037460753,0.039594017,0.64903945,3,0.0,1082.0,1,0.91114765,-1.6285479,1.6281497,"[-1.6738, -0.78034, 0.78034, 1.0, 0.79186, 0.8042, 0.91115, 0.80584, 0.29083, -0.27766, -0.62731, -0.93418, -1.0798, -1.22213, -1.33402, -1.47635, -1.5652, -1.62855]",3,6,6,0.33065883554466674,0.0,0.9111499786376953,3,-1.6285500526428223,-12.599340438842773,2.673799991607666,-0.1684499979019165,-1.5010299682617188,-0.5487500429153442,5.384220123291016,-12.599340438842773,4.67728644652876,2.6285500526428223,1.0,-1.079800009727478,dropout,dropout,dropout,True,dropout,dropout,dropout,-1.6738,-0.78034,0.78034,1.0,0.79186,0.8042,0.91115,0.80584,0.29083,-0.27766,-0.62731,-0.93418,-1.0798,-1.22213,-1.33402,-1.47635,-1.5652,-1.62855,dropout,0.9851707952614206,0.004721410005564974,"57,64,65"
21,traditional_robust_template,42,31073,798379,13319,B6,2437.0,novel_early_pretrigger,287.9339,2.1833866,0.52926713,0.006042374,0.012749823,0.5171594,3,0.0,1052.5,1,0.87197375,-0.395158,1.7769318,"[-0.50267, -0.3611, 0.3611, 1.0, 0.94501, 0.76405, 0.83997, 0.87197, 0.86254, 0.61428, 0.26508, 0.07386, -0.04309, -0.09725, -0.17234, -0.24415, -0.3451, -0.39516]",3,7,8,0.20629414522925815,0.0,0.871969997882843,4,-0.3951599895954132,-2.160860061645508,1.5026700496673584,0.1243324875831604,-0.289187490940094,-0.3520699739456177,6.597860336303711,-2.160860061645508,5.813733234957992,1.3951599597930908,1.0,-0.04309000074863434,baseline_excursion,baseline_excursion,baseline_excursion,True,novel_early_pretrigger,pileup_or_long_tail,baseline_excursion,-0.50267,-0.3611,0.3611,1.0,0.94501,0.76405,0.83997,0.87197,0.86254,0.61428,0.26508,0.07386,-0.04309,-0.09725,-0.17234,-0.24415,-0.3451,-0.39516,novel_early_pretrigger,0.7588380991441204,0.8323682615792509,"57,64,65"
22,traditional_robust_template,42,9083,776385,9200,B6,1963.5,novel_early_pretrigger,279.969,2.0659926,0.64396834,0.007222235,0.008295106,0.52333874,3,0.0,1023.0,2,0.9704609,-0.56811816,1.7449782,"[-0.63382, -0.4082, 0.4082, 1.0, 0.99694, 0.82277, 0.97046, 0.93481, 0.62872, 0.34505, 0.11332, -0.09091, -0.21467, -0.28953, -0.37255, -0.43316, -0.51057, -0.56812]",3,6,7,0.22638888505595925,0.0,0.9704599976539612,3,-0.568120002746582,-3.5215301513671875,1.6338200569152832,0.09154501557350159,-0.47110000252723694,-0.3534500002861023,6.220270156860352,-3.5215301513671875,5.394114568624466,1.568120002746582,1.0,-0.21467000246047974,dropout,dropout,dropout,True,novel_early_pretrigger,novel_broad_template_mismatch,dropout,-0.63382,-0.4082,0.4082,1.0,0.99694,0.82277,0.97046,0.93481,0.62872,0.34505,0.11332,-0.09091,-0.21467,-0.28953,-0.37255,-0.43316,-0.51057,-0.56812,novel_early_pretrigger,0.7945455422272231,0.8418275068942831,"57,64,65"
23,traditional_robust_template,42,10561,777863,10568,B6,1108.5,novel_early_pretrigger,253.76443,6.0191364,1.1074789,0.0012352326,0.05415152,0.6463256,3,0.0,926.5,1,0.9612088,-1.6377988,1.6488919,"[-1.56924, -0.67163, 0.67163, 1.0, 0.90167, 0.96121, 0.76545, 0.26477, -0.05819, -0.43978, -0.79883, -1.02075, -1.14614, -1.23094, -1.33739, -1.43843, -1.55029, -1.6378]",3,5,5,0.36620566027151763,0.0,0.9612100124359131,2,-1.6377999782562256,-12.899410247802734,2.569240093231201,-0.1423099935054779,-1.4909775257110596,-0.4916599988937378,4.564730167388916,-12.899410247802734,4.206618866182391,2.6377999782562256,1.0,-1.1461399793624878,dropout,dropout,dropout,True,dropout,dropout,dropout,-1.56924,-0.67163,0.67163,1.0,0.90167,0.96121,0.76545,0.26477,-0.05819,-0.43978,-0.79883,-1.02075,-1.14614,-1.23094,-1.33739,-1.43843,-1.55029,-1.6378,dropout,0.9779812392116808,0.007522211046395461,"57,64,65"
24,traditional_robust_template,42,18761,786064,1852,B8,2155.0,novel_early_pretrigger,479.8857,4.7379603,0.6185599,0.008284011,0.03553108,0.5527474,3,0.0,1752.0,1,0.58051044,-0.7225058,1.659748,"[-1.04919, -0.62599, 0.62599, 1.0, 0.81856, 0.4297, 0.58051, 0.56288, 0.51323, 0.39443, 0.32251, 0.23805, -0.05104, -0.26775, -0.35963, -0.48167, -0.6116, -0.72251]",3,6,8,0.29639654533693327,0.0,0.5805100202560425,3,-0.7225099802017212,-4.169379711151123,2.049190044403076,-0.012297511100769043,-0.5438524484634399,-0.6714699864387512,5.4858598709106445,-4.169379711151123,5.577484831284341,1.7225099802017212,1.0,-0.05104000121355057,dropout,dropout,dropout,True,baseline_excursion,baseline_excursion,dropout,-1.04919,-0.62599,0.62599,1.0,0.81856,0.4297,0.58051,0.56288,0.51323,0.39443,0.32251,0.23805,-0.05104,-0.26775,-0.35963,-0.48167,-0.6116,-0.72251,baseline_excursion,0.8528324492466578,0.10205090167712358,"57,64,65"
