stave,mode,direction,log_amp_center,raw_bin_target_median_ns,fitted_target_ns,n_train_pulses,heldout_run
B4,unconstrained,none,7.20934025660291,-4.1767157118730935,-4.1767157118730935,375,58
B4,unconstrained,none,7.442492722794441,-4.1767157118730935,-4.1767157118730935,375,58
B4,unconstrained,none,7.566699129834954,-4.1767157118730935,-4.1767157118730935,374,58
B4,unconstrained,none,7.6624678152002375,-4.1767157118730935,-4.1767157118730935,377,58
B4,unconstrained,none,7.735870319952567,-4.1767157118730935,-4.1767157118730935,373,58
B4,unconstrained,none,7.799753318287247,-4.1767157118730935,-4.1767157118730935,374,58
B4,unconstrained,none,7.856319571406588,-4.1767157118730935,-4.1767157118730935,375,58
B4,unconstrained,none,7.90479615628707,-4.1767157118730935,-4.1767157118730935,374,58
B4,unconstrained,none,7.958314597258962,-4.1767157118730935,-4.1767157118730935,376,58
B4,unconstrained,none,8.053410173983558,-4.1767157118730935,-4.1767157118730935,374,58
B6,unconstrained,none,7.31986492980897,2.6428031039120583,2.6428031039120583,375,58
B6,unconstrained,none,7.511524648390866,2.6428031039120583,2.6428031039120583,375,58
B6,unconstrained,none,7.624008440796874,2.6428031039120583,2.6428031039120583,374,58
B6,unconstrained,none,7.708410667257367,2.6428031039120583,2.6428031039120583,375,58
B6,unconstrained,none,7.7780020723548855,2.6428031039120583,2.6428031039120583,375,58
B6,unconstrained,none,7.842376924160924,2.6428031039120583,2.6428031039120583,374,58
B6,unconstrained,none,7.893945138235959,2.6428031039120583,2.6428031039120583,375,58
B6,unconstrained,none,7.945289714218288,2.6428031039120583,2.6428031039120583,374,58
B6,unconstrained,none,8.00836557031292,2.6428031039120583,2.6428031039120583,375,58
B6,unconstrained,none,8.109224953089955,2.6428031039120583,2.6428031039120583,375,58
B8,unconstrained,none,7.483384924671615,1.5339126079610423,1.5339126079610423,376,58
B8,unconstrained,none,7.808424583525216,1.5339126079610423,1.5339126079610423,374,58
B8,unconstrained,none,7.93996063148724,1.5339126079610423,1.5339126079610423,376,58
B8,unconstrained,none,8.020188283289999,1.5339126079610423,1.5339126079610423,374,58
B8,unconstrained,none,8.08070170470295,1.5339126079610423,1.5339126079610423,375,58
B8,unconstrained,none,8.148879348938866,1.5339126079610423,1.5339126079610423,373,58
B8,unconstrained,none,8.227509107369233,1.5339126079610423,1.5339126079610423,376,58
B8,unconstrained,none,8.320813247749989,1.5339126079610423,1.5339126079610423,374,58
B8,unconstrained,none,8.422772615796745,1.4089126079610352,1.4089126079610352,374,58
B8,unconstrained,none,8.585879349204685,0.03391260796102813,0.03391260796102813,375,58
B4,unconstrained,none,7.248859627929912,-4.103631061835898,-4.103631061835898,383,59
B4,unconstrained,none,7.52388633487187,-4.103631061835898,-4.103631061835898,382,59
B4,unconstrained,none,7.650763471642,-4.103631061835898,-4.103631061835898,382,59
B4,unconstrained,none,7.748460023899697,-4.103631061835898,-4.103631061835898,385,59
B4,unconstrained,none,7.819435398298609,-4.103631061835898,-4.103631061835898,379,59
B4,unconstrained,none,7.88344635413774,-4.103631061835898,-4.103631061835898,382,59
B4,unconstrained,none,7.945112534910977,-4.103631061835898,-4.103631061835898,382,59
B4,unconstrained,none,8.044385631619772,-4.103631061835898,-4.103631061835898,382,59
B6,unconstrained,none,7.381190513529568,2.623326745052509,2.623326745052509,384,59
B6,unconstrained,none,7.594381242551817,2.623326745052509,2.623326745052509,381,59
B6,unconstrained,none,7.704586545421453,2.623326745052509,2.623326745052509,382,59
B6,unconstrained,none,7.796469243086058,2.623326745052509,2.623326745052509,382,59
B6,unconstrained,none,7.869974924499996,2.623326745052509,2.623326745052509,384,59
B6,unconstrained,none,7.929666492719976,2.623326745052509,2.623326745052509,381,59
B6,unconstrained,none,7.99799931797973,2.623326745052509,2.623326745052509,381,59
B6,unconstrained,none,8.100918953428218,2.623326745052509,2.623326745052509,382,59
B8,unconstrained,none,7.563979105437484,1.4803043167833891,1.4803043167833891,383,59
B8,unconstrained,none,7.884294051310025,1.4803043167833891,1.4803043167833891,382,59
B8,unconstrained,none,8.004198550365407,1.4803043167833891,1.4803043167833891,383,59
B8,unconstrained,none,8.082093278178382,1.4803043167833891,1.4803043167833891,381,59
