method,metric,bootstrap_unit,value,ci_low,ci_high,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
analytic_timewalk,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.5510917109777833,1.3757654670096764,1.934161876784141,11460,1.49475129012459,1.5510917109777833,2.6669889969286347,0.019109947643979056,1.6213842800051415,47.01860845754314
ml_ridge_on_template_phase,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.5369230041797883,1.34174338317709,1.8181494964813416,11460,1.4786247607230116,1.5369230041797883,2.590413768392444,0.01736474694589878,1.6093397037913317,31.647966427058424
s03b_binned_timewalk,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,1.5871917388145669,1.3217498254041793,1.8548110832727092,11460,1.4256597686321797,1.5871917388145669,2.7172918374143356,0.01963350785340314,1.4638786913037396,129.24119009264416
template_phase_base,pooled_leave_one_run_out_pairwise_sigma68_ns,heldout_run,2.7414145300852155,2.68944645179862,2.992319268962799,11460,-3.7226235857461702,2.7414145300852155,3.308372978304417,0.08132635253054102,1.4378711374428605,145.19549907160268
