score,metric,value,ci_low,ci_high,bootstrap_unit,n_bootstrap
injection_pileup_score,matched_stratified_injection_pileup_score_high_minus_low,0.023631547549126258,0.01650736856697061,0.03494468916985714,run_within_current_group,600
weak_current_score,matched_stratified_weak_current_score_high_minus_low,0.02974927118996281,0.024600731761356503,0.03581941195973063,run_within_current_group,600
