atom,run,run_family,stave,n,harm_count,amplitude_log_mean,amplitude_log_std,peak_sample_mean,baseline_ptp_mean,baseline_mad_mean,late_fraction_mean,secondary_peak_frac_mean,dropout_depth_frac_mean,qshape_abs_mean,timing_span_mean,timing_tail_count,is_rare_atom,run_stave_total,prevalence,harm_rate,timing_tail_rate,log_n,nominal_amplitude_log_mean,charge_bias_abs_mean,charge_res68_proxy,pileup_excess_proxy,n_total,effective_runs,max_run_fraction,sample_balance_absdiff,support_ci_width,runs_present,harm_ci_high,run_fraction,stave_B2,stave_B4,stave_B6,stave_B8,promotion_label,mean_wave_index
baseline_excursion,31,sample_i_calib,B2,839,769,8.055527911867836,0.5968691509002375,3.266984505363528,5130.6317044100115,1207.1901072705602,0.07182317,0.5128801040978536,1.0100547305812724,0.818596414829963,0.1205158371694891,11,1,26948,0.0311340359210331,0.9165673420738975,0.013110846245530394,6.733401891837359,7.585513280282385,0.4700146315854514,0.5968691509002375,0.5847032763691052,23032,24.291066559808012,0.07077110107676277,0.7152657172629385,0.0008640604602386387,33,0.9002266829533025,0.03642757902049323,1,0,0,0,0,0
baseline_excursion,31,sample_i_calib,B4,49,41,7.73321038961182,0.47027017795245046,3.2857142857142856,4104.428571428572,1163.7142857142858,0.045133468,0.7022041297262386,0.7848137640835708,0.6352569220815129,0.4152360251313789,1,1,592,0.08277027027027027,0.8367346938775511,0.02040816326530612,3.912023005428146,7.4162632577178655,0.3169471318939543,0.47027017795245046,0.7473375974899009,2320,12.217289062003468,0.15129310344827587,0.33318965517241383,0.0031968295682052103,32,0.8410900791055783,0.021120689655172414,0,1,0,0,0,1
baseline_excursion,31,sample_i_calib,B6,12,10,7.546454456470652,0.43233383913248846,2.9166666666666665,3708.5833333333335,1034.5,0.016344568,0.7130602989265974,1.0843606348126744,0.7939426542468458,0.6886646108391105,0,1,237,0.05063291139240506,0.8333333333333334,0.0,2.5649493574615367,7.283874624968444,0.2625798315022081,0.43233383913248846,0.7294048666874225,909,9.328813521050433,0.18811881188118812,0.26622662266226627,0.003461691428294507,32,0.8513136829860379,0.013201320132013201,0,0,1,0,0,2
baseline_excursion,32,sample_i_calib,B2,905,835,8.04823185858917,0.6123765235922208,3.285082872928177,5159.987845303867,1215.7276243093922,0.07093751,0.5176499971359987,1.029845539573347,0.8325933307684618,0.06679109164730286,7,1,27316,0.033130765851515594,0.9226519337016574,0.0077348066298342545,6.80903930604298,7.569572066620759,0.47865979196841213,0.6123765235922208,0.5885875039905328,23032,24.291066559808012,0.07077110107676277,0.7152657172629385,0.0008640604602386387,33,0.9002266829533025,0.039293157346300796,1,0,0,0,0,3
baseline_excursion,32,sample_i_calib,B4,34,30,7.914112667667302,0.5187344240475188,3.4411764705882355,4442.823529411765,1037.235294117647,0.077772975,0.6335811702285655,0.6792352378358302,0.5775714866414539,0.2623882336811702,0,1,605,0.05619834710743802,0.8823529411764706,0.0,3.5553480614894135,7.467734665553873,0.4463780021134287,0.5187344240475188,0.7113541451965221,2320,12.217289062003468,0.15129310344827587,0.33318965517241383,0.0031968295682052103,32,0.8410900791055783,0.014655172413793103,0,1,0,0,0,4
baseline_excursion,32,sample_i_calib,B6,12,10,7.744868739784267,0.4416285443235104,3.3333333333333335,3702.4166666666665,1003.0,0.03575762,0.7555419331271359,0.7022727003558195,0.6215560002717936,0.5546650031210064,0,1,224,0.05357142857142857,0.8333333333333334,0.0,2.5649493574615367,7.425781994334762,0.3190867454495052,0.4416285443235104,0.7912995530147263,909,9.328813521050433,0.18811881188118812,0.26622662266226627,0.003461691428294507,32,0.8513136829860379,0.013201320132013201,0,0,1,0,0,5
baseline_excursion,32,sample_i_calib,B8,6,6,7.765559657043916,0.5665573459478207,3.8333333333333335,3956.8333333333335,1071.75,0.057839237,0.7478891776374271,0.7000751005136941,0.6050182327388621,0.534584367274433,0,1,95,0.06315789473684211,1.0,0.0,1.9459101490553132,7.397694930723128,0.3678647263207875,0.5665573459478207,0.8057284147909572,546,7.752132307052215,0.21062271062271062,0.184981684981685,0.006252555492411591,30,0.8686821268084937,0.01098901098901099,0,0,0,1,0,6
baseline_excursion,33,sample_i_calib,B2,272,232,8.160344774267067,0.5983059361201246,3.6875,4940.966911764706,1156.1617647058824,0.08623738,0.5751684539237123,0.7556659002971283,0.6687952889727222,0.10338608252664147,2,1,47724,0.0056994384376833455,0.8529411764705882,0.007352941176470588,5.60947179518496,7.621629617110614,0.538715157156453,0.5983059361201246,0.6614058323421579,23032,24.291066559808012,0.07077110107676277,0.7152657172629385,0.0008640604602386387,33,0.9002266829533025,0.011809656130600903,1,0,0,0,0,7
baseline_excursion,33,sample_i_calib,B4,21,17,7.737148748837662,0.4823470654049243,3.238095238095238,4110.0,1179.3333333333333,0.041215513,0.6808764752361777,0.7946216056676699,0.6251595644494119,0.5296134176319043,0,1,559,0.03756708407871199,0.8095238095238095,0.0,3.091042453358316,7.429895543096906,0.3072532057407553,0.4823470654049243,0.7220919881377222,2320,12.217289062003468,0.15129310344827587,0.33318965517241383,0.0031968295682052103,32,0.8410900791055783,0.009051724137931035,0,1,0,0,0,8
baseline_excursion,33,sample_i_calib,B8,7,5,7.791966103640488,0.4428767277191151,3.2857142857142856,4047.0,980.3571428571429,0.053131294,0.6406070944906203,0.7796788288546209,0.6462816144771797,1.4365305773675872,1,1,136,0.051470588235294115,0.7142857142857143,0.14285714285714285,2.0794415416798357,7.486604591193942,0.3053615124465461,0.4428767277191151,0.6937383879960505,546,7.752132307052215,0.21062271062271062,0.184981684981685,0.006252555492411591,30,0.8686821268084937,0.01282051282051282,0,0,0,1,0,9
