method,method_variant,n_cells,n_positive,average_precision,average_precision_ci_low,average_precision_ci_high,roc_auc,roc_auc_ci_low,roc_auc_ci_high,brier,brier_ci_low,brier_ci_high,ece,ece_ci_low,ece_ci_high,precision,precision_ci_low,precision_ci_high,recall,recall_ci_low,recall_ci_high,f1,f1_ci_low,f1_ci_high,promotion_rate,promotion_rate_ci_low,promotion_rate_ci_high,defer_rate,defer_rate_ci_low,defer_rate_ci_high,false_promotion_control_rate,false_promotion_control_rate_ci_low,false_promotion_control_rate_ci_high,promotion_utility,promotion_utility_ci_low,promotion_utility_ci_high
gradient_boosted_trees,gradient_boosted_trees_learning_rate0.03,1003,17,0.9123132784744065,0.7519124602458693,1.0,0.9830569144493496,0.9441873836521482,1.0,0.003668612778815153,0.0006365219068890342,0.007717031849965241,0.003282658759429773,0.0017547185837076815,0.008434735877323412,1.0,1.0,1.0,0.4117647058823529,0.16644736842105262,0.6666666666666666,0.5833333333333334,0.2853896103896104,0.8,0.006979062811565304,0.002943990648271085,0.011917176777482993,0.9930209371884346,0.988082823222517,0.9970560093517289,0.0,0.0,0.0,1.0144337902551372,0.8287652809084164,1.1409669757538425
traditional_support_scorecard,traditional_support_scorecard,1003,17,0.981888544891641,0.9249550653594771,1.0,0.9996420474883666,0.9982919523934652,1.0,0.015637920570367902,0.010783184665187002,0.02104533799917223,0.01624162420126129,0.011285495062430715,0.021948608708265,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.9778281388413257,0.9213919577582708,0.9968948462463777
ridge,ridge_C3,1003,17,0.5363036808539836,0.3089883087485006,0.92826108556333,0.955852523565207,0.8754230036391101,0.998768199559488,0.025438171717980726,0.016103412331964596,0.039980236263255704,0.043314681617123534,0.032824845762045814,0.05923878849690764,0.6666666666666666,0.4,0.9333333333333333,0.5882352941176471,0.33289473684210524,0.8126420454545453,0.625,0.3844594594594594,0.8275862068965517,0.014955134596211365,0.008875739644970414,0.022179101161159856,0.9850448654037887,0.9778208988388402,0.9911242603550295,0.0,0.0,0.0,0.6725338339791145,0.4289323549142723,1.0709053538856088
support_gated_cnn_new,support_gated_cnn_new_width8,1003,17,0.45212178437503125,0.24648565438541495,0.7739508713049003,0.9261722944755997,0.8287640734777518,0.9918146248999548,0.060697594045144604,0.047369552119568115,0.07624121137253652,0.10765620331532055,0.08304532467035125,0.1351635787844251,0.24390243902439024,0.1,0.6666666666666666,0.5882352941176471,0.3333333333333333,0.8235294117647058,0.3448275862068965,0.16493433130913712,0.6666666666666667,0.040877367896311065,0.012934681112807362,0.08833439597742687,0.959122632103689,0.9116656040225731,0.9870653188871926,0.007692307692307693,0.0,0.0234375,0.5568819416909976,0.30929134378761297,0.9102437527081466
cnn_1d,cnn_1d_width8,1003,17,0.1365934353363989,0.07795276140553807,0.28441103860953637,0.9140615678320009,0.8540987603837793,0.9574874154061757,0.12465107708523225,0.11143407978946099,0.14095972937345322,0.19793582358253142,0.18221076543710032,0.21643292760594923,0.18181818181818182,0.10905594405594406,0.25715367965367963,0.7058823529411765,0.4704901960784314,0.9001190476190475,0.28915662650602414,0.17643382352941175,0.3908045977011494,0.06580259222333001,0.05378085473399352,0.07584830339321358,0.9341974077766699,0.9241516966067864,0.9462191452660065,0.0,0.0,0.0,0.2635800676760602,0.15555569497956961,0.43300806263778585
mlp,mlp_hidden16,1003,17,0.03210740836592843,0.021141644887769883,0.05803600795431635,0.7073738217396492,0.6086412782400683,0.7972990857766024,0.06294301970442837,0.053476815658811336,0.07162455727614227,0.18984128173128706,0.17178324527666472,0.2066050820937839,0.03571428571428571,0.01989318115305824,0.05283295686066081,0.7058823529411765,0.45,0.8891666666666663,0.06798866855524079,0.03835644418219367,0.0989285714285714,0.3349950149551346,0.25609689257113855,0.40930002962764633,0.6650049850448654,0.5906999703723537,0.7439031074288613,0.4,0.2692307692307692,0.5155681818181816,-0.6388823238315993,-0.8908325183879263,-0.3761585312668898
