blind_id,run,eventno,evt,event_index,group,stave,stave_index,channel,amplitude_adc,dup_amplitude_adc,dup_cfd20_sample,peak_sample,area_norm,late_fraction,early_fraction,width_half,baseline_mad,baseline_slope,raw_max_adc,saturation_count,secondary_peak,secondary_sep,post_peak_min,undershoot_area,cfd20_sample,timing_span_dup,amplitude_log,dup_amplitude_log,baseline_mad_log,baseline_slope_scaled,baseline_slope_abs_scaled,charge_bias_log,charge_bias_abs,dropout_depth,secondary_fraction,timing_tail_gt5,dropout_harm,cfd20_centered,n_selected_event,downstream_any,three_stave_event,current_group,current_nA,taxon,label_baseline_excursion,label_pileup_or_long_tail,q_template_rmse,template_bin,_row,subtype_true,ledger_subtype_visible_to_reviewer
P09I0120,48,89061,16010,24153,sample_i_analysis,B2,0,0,5332.5,4422.0,,4,6.89414,0.20229124,0.1637729,7,1258.5,6539.0,13396.0,1,0.558556,2,0.038724802,0.0,1.9423475,18.0,8.581763,8.394573,7.13847,6.539,6.539,0.18719006,0.18719006,-0.0,0.11299099,True,False,-2.1392794,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.39099097,4,291699,rising_edge_distortion,False
P09I0121,48,81888,9364,16980,sample_i_analysis,B2,0,0,6646.5,4181.5,,4,7.0933576,0.24769045,0.13513733,6,891.0,6643.0,14318.0,1,0.51959676,3,0.13488302,0.0,2.0933552,18.0,8.801996,8.338664,6.793466,6.643,6.643,0.46333218,0.46333218,-0.0,0.12869915,True,False,-1.9882717,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3641484,4,288108,rising_edge_distortion,False
P09I0122,45,6726,5869,2432,sample_i_analysis,B2,0,0,5712.0,4250.5,,6,3.3751748,0.0019776374,0.16615956,3,2184.5,6007.0,16192.0,1,0.42086834,2,-0.06810224,-0.21796219,1.7764763,18.0,8.650499,8.355027,7.6896,6.007,6.007,0.29547215,0.29547215,0.06810224,0.00083232496,True,False,-2.3051505,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4488065,4,252220,peak_phase_late,False
P09I0123,50,130774,5284,1789,sample_i_analysis,B2,0,0,3639.5,3457.5,,6,3.7760682,0.028690336,0.21115881,5,2029.5,5541.0,13852.0,1,0.6488529,2,-0.035856575,-0.06498145,1.6935389,18.0,8.199877,8.14859,7.6160374,5.541,5.541,0.051286697,0.051286697,0.035856575,0.018615808,True,False,-2.388088,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.46257848,3,311257,rising_edge_distortion,False
P09I0124,48,81286,8802,16378,sample_i_analysis,B2,0,0,7849.5,3686.0,,4,7.4913054,0.27184024,0.10739389,6,474.5,6417.0,15104.0,1,0.581502,2,0.22746672,0.0,2.2006576,18.0,8.968332,8.212568,6.1643667,6.417,6.417,0.755764,0.755764,-0.0,0.15807565,True,False,-1.8809693,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.2932359,5,287866,rising_edge_distortion,False
P09I0125,57,383956,2980,26303,sample_i_analysis,B2,0,0,7997.0,3970.0,,4,6.9456043,0.24608208,0.11118682,5,846.5,6481.0,15710.0,1,0.61798173,2,0.23971489,0.0,2.1694653,18.0,8.986947,8.286774,6.742291,6.481,6.481,0.7001734,0.7001734,-0.0,0.15207423,True,False,-1.9121616,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.29484272,5,498581,rising_edge_distortion,False
P09I0126,57,375446,11501,17793,sample_i_analysis,B2,0,0,5726.0,4096.5,,8,-0.115088865,0.08303507,0.19446434,3,2445.0,6117.0,15827.0,1,0.6772616,3,-0.015543137,-0.023052743,1.7698398,18.0,8.652947,8.318132,7.8022094,6.117,6.117,0.33481503,0.33481503,0.015543137,0.05623646,True,False,-2.3117871,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.97188425,4,494971,peak_phase_late,False
P09I0127,45,39137,3306,34828,sample_i_analysis,B2,0,0,1930.0,5270.0,0.0,3,-13.719689,0.0,0.9039455,2,1924.5,6771.0,13685.0,1,0.0,3,-1.9875648,-12.423316,1.6005732,1.6005732,7.5657935,8.569975,7.562941,6.771,6.771,-1.0041814,1.0041814,1.9875648,0.0,False,True,-2.4810538,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.4750328,2,268294,early_sample_offset,False
P09I0128,47,59112,4553,5178,sample_i_analysis,B2,0,0,3437.5,4035.5,,3,3.1586907,0.05924577,0.27742663,4,2061.5,5819.0,12551.0,1,0.52465457,2,-0.41992727,-1.0725818,1.6973873,18.0,8.142791,8.303133,7.6316743,5.819,5.819,-0.16034222,0.16034222,0.41992727,0.031083563,True,True,-2.3842397,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.55301154,3,278199,early_sample_offset,False
P09I0129,47,54645,383,712,sample_i_analysis,B2,0,0,2198.5,5551.5,0.0,3,-11.858086,0.0,0.86465174,2,2138.5,7206.0,14061.0,1,0.0,3,-1.749602,-10.884922,1.6057734,1.6057734,7.6959853,8.622004,7.6683273,7.206,7.206,-0.92601824,0.92601824,1.749602,0.0,False,True,-2.4758534,1,0,0,low_2nA,2.0,baseline_excursion,True,False,1.355825,2,276127,early_sample_offset,False
P09I0130,51,184850,6156,11058,sample_i_analysis,B2,0,0,8374.5,6977.5,,4,6.470356,0.28425053,0.106571615,5,3281.5,-6742.0,15444.0,1,0.74458176,2,0.23708878,0.0,1.2280637,18.0,9.033066,8.85059,8.09636,-6.742,6.742,0.18247604,0.18247604,-0.0,0.21164776,True,False,-2.8535633,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.36175495,5,353101,rising_edge_distortion,False
P09I0131,53,236717,5567,32346,sample_i_analysis,B2,0,0,7437.0,4006.5,,4,7.441845,0.2650911,0.118345805,6,655.5,6708.0,14853.0,1,0.5585586,2,0.2061315,0.0,2.1544192,18.0,8.914357,8.295923,6.4869227,6.708,6.708,0.61843395,0.61843395,-0.0,0.1480689,True,False,-1.9272077,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.30555514,5,393218,rising_edge_distortion,False
P09I0132,48,95794,5872,30885,sample_i_analysis,B2,0,0,4570.5,6355.0,0.0,5,0.116398476,0.13080852,0.21153606,2,2122.5,-9786.0,14320.0,1,0.9207964,3,0.009736353,0.0,1.223934,1.223934,8.427597,8.757154,7.660821,-9.786,9.786,-0.32955742,0.32955742,-0.0,0.12044801,False,False,-2.8576927,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.8504011,4,294709,rising_edge_distortion,False
P09I0133,47,55017,733,1084,sample_i_analysis,B2,0,0,7218.0,5782.5,,4,5.8462176,0.20674948,0.18408269,3,1643.5,8468.0,15638.0,1,0.44028816,3,0.08852868,0.0,1.9522556,18.0,8.884472,8.662765,7.4051914,8.468,8.468,0.22170734,0.22170734,-0.0,0.091029346,True,False,-2.1293712,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.38660645,5,276280,tail_recovery_dropout,False
P09I0134,45,11909,10671,7611,sample_i_analysis,B2,0,0,5733.0,4745.0,,4,6.355486,0.19476877,0.17355835,4,1395.0,6916.0,13927.0,1,0.51404154,3,0.018663876,0.0,1.9275168,18.0,8.654169,8.465057,7.2413664,6.916,6.916,0.18911171,0.18911171,-0.0,0.10011924,True,False,-2.15411,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4082322,4,254582,rising_edge_distortion,False
P09I0135,48,66102,11077,1196,sample_i_analysis,B2,0,0,8038.5,4568.0,,4,6.9572687,0.2534732,0.1301924,5,829.0,7516.0,15617.0,1,0.5384711,2,0.19586988,0.0,2.134551,18.0,8.992122,8.42705,6.7214255,7.516,7.516,0.56507206,0.56507206,-0.0,0.13648799,True,False,-1.9470758,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.32115877,5,281544,rising_edge_distortion,False
P09I0136,47,62693,7882,8757,sample_i_analysis,B2,0,0,2838.0,4392.0,0.0,3,-0.58174765,0.012505789,0.43770263,3,2362.5,5859.0,12624.0,1,0.34214234,3,-0.78188866,-2.6560957,1.6503974,1.6503974,7.951207,8.387768,7.767899,5.859,5.859,-0.43656063,0.43656063,0.78188866,0.00427876,False,True,-2.4312296,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.74650365,3,280093,early_sample_offset,False
P09I0137,48,81178,8708,16270,sample_i_analysis,B2,0,0,8232.0,5398.0,,4,6.2551026,0.23476486,0.15605229,3,1206.5,8441.0,16192.0,1,0.4526239,2,0.17881438,0.0,2.0753815,18.0,9.015905,8.593969,7.0963073,8.441,8.441,0.42193604,0.42193604,-0.0,0.10626019,True,False,-2.0062454,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3555071,5,287821,tail_recovery_dropout,False
P09I0138,55,299546,6199,18142,sample_i_analysis,B2,0,0,2208.0,5355.5,0.0,3,-10.441122,0.0,0.8487747,2,2130.0,6986.0,13813.0,1,0.0,3,-1.6449275,-9.620924,1.6076024,1.6076024,7.700295,8.586066,7.6643467,6.986,6.986,-0.8857713,0.8857713,1.6449275,0.0,False,True,-2.4740245,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.2745044,2,442504,early_sample_offset,False
P09I0139,49,113931,6028,17301,sample_i_analysis,B2,0,0,6313.0,6020.0,,6,-0.24140663,0.057408173,0.2981428,2,2842.0,8092.0,16344.0,1,0.76287025,3,-0.0012672264,-0.0012672264,1.7621678,18.0,8.7505245,8.703009,7.9526153,8.092,8.092,0.04751587,0.04751587,0.0012672264,0.043794986,True,False,-2.319459,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.82479477,4,303340,pretrigger_slope,False
P09I0140,47,55949,1608,2016,sample_i_analysis,B2,0,0,4600.5,5119.0,,3,4.0158677,0.10512142,0.2717405,3,2241.0,7024.0,13767.0,1,0.55483097,2,-0.2118248,-0.33648518,1.723488,18.0,8.434137,8.54091,7.7151237,7.024,7.024,-0.10677242,0.10677242,0.2118248,0.05832462,True,True,-2.358139,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.51912344,4,276763,early_sample_offset,False
P09I0141,47,63501,8631,9565,sample_i_analysis,B2,0,0,4953.0,5591.0,,3,2.5590553,0.061320763,0.35766393,2,2724.0,7999.0,14731.0,1,0.4480113,2,-0.2903291,-0.49283263,1.7062031,18.0,8.507951,8.629092,7.910224,7.999,7.999,-0.12114143,0.12114143,0.2903291,0.027472395,True,True,-2.375424,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.58526784,4,280436,pretrigger_slope,False
P09I0142,57,372783,9021,15130,sample_i_analysis,B2,0,0,6642.0,5869.0,,4,5.672087,0.19171399,0.20164068,3,1764.0,8406.0,15228.0,1,0.4305932,3,0.039144836,0.0,1.8872887,18.0,8.801319,8.67761,7.475906,8.406,8.406,0.123708725,0.123708725,-0.0,0.08255074,True,False,-2.1943383,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.44868603,4,493841,tail_recovery_dropout,False
P09I0143,57,369772,6194,12119,sample_i_analysis,B2,0,0,7243.5,4655.5,,4,6.6550703,0.23674813,0.14235835,3,1101.0,7243.0,15095.0,1,0.49941328,3,0.12887417,0.0,2.07562,18.0,8.887998,8.446019,7.004882,7.243,7.243,0.44197845,0.44197845,-0.0,0.11823516,True,False,-2.006007,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.3376575,5,492490,tail_recovery_dropout,False
P09I0144,45,11774,10545,7476,sample_i_analysis,B2,0,0,3171.5,5692.5,0.0,3,-5.3381686,0.0,0.76940084,3,2783.5,7738.0,14601.0,1,0.0,3,-1.0324768,-5.424405,1.6323941,1.6323941,8.062275,8.64708,7.9318237,7.738,7.738,-0.5848055,0.5848055,1.0324768,0.0,False,True,-2.4492328,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.0130384,3,254517,pretrigger_slope,False
P09I0145,45,33648,14589,29341,sample_i_analysis,B2,0,0,6750.0,7025.5,,3,4.094963,0.11401512,0.28185046,3,2651.0,9517.0,16254.0,1,0.6168889,2,0.01925926,0.0,1.7662722,18.0,8.817446,8.857444,7.8830695,9.517,9.517,-0.039998055,0.039998055,-0.0,0.07033466,True,False,-2.3153548,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.52326226,4,265407,pretrigger_slope,False
P09I0146,55,296498,3357,15094,sample_i_analysis,B2,0,0,6321.5,5070.0,,4,6.200269,0.20624895,0.173912,3,1462.0,7434.0,14599.0,1,0.477972,3,0.03804477,0.0,1.9491297,18.0,8.75187,8.531293,7.2882442,7.434,7.434,0.22057724,0.22057724,-0.0,0.098581225,True,False,-2.1324973,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.41328827,4,440375,tail_recovery_dropout,False
P09I0147,49,105382,14859,8757,sample_i_analysis,B2,0,0,6251.5,4294.5,,4,7.16676,0.23871438,0.14224923,6,980.0,6675.0,14034.0,1,0.5538671,3,0.112053104,0.0,2.0597668,18.0,8.740737,8.365323,6.8885727,6.675,6.675,0.3754139,0.3754139,-0.0,0.13221604,True,False,-2.0218601,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.36836156,4,299340,rising_edge_distortion,False
P09I0148,56,333566,5090,27741,sample_i_analysis,B2,0,0,4085.5,4179.5,,5,1.5545222,0.0,0.2503246,4,2217.0,6588.0,15048.0,1,0.6049443,2,-0.20034267,-1.2931097,1.7081784,18.0,8.315444,8.338186,7.704361,6.588,6.588,-0.022742271,0.022742271,0.20034267,0.0,True,True,-2.3734484,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.63096935,4,468453,rising_edge_distortion,False
P09I0149,51,190676,11701,16883,sample_i_analysis,B2,0,0,5934.0,5941.5,,3,4.3456354,0.13100351,0.26249152,3,2302.0,8345.0,15159.0,1,0.5989215,2,-0.096056625,-0.096056625,1.7705883,18.0,8.688622,8.689885,7.7419677,8.345,8.345,-0.0012626648,0.0012626648,0.096056625,0.07846082,True,False,-2.3110385,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.49778154,4,357262,early_sample_offset,False
P09I0150,47,54121,16296,188,sample_i_analysis,B2,0,0,3071.5,3961.5,0.0,3,2.8845842,0.03931714,0.27600923,7,2005.0,5432.0,12178.0,1,0.5409409,2,-0.4901514,-1.3786423,1.6862079,1.6862079,8.030247,8.284631,7.603898,5.432,5.432,-0.25438404,0.25438404,0.4901514,0.021268247,False,True,-2.3954191,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.57749695,3,275891,early_sample_offset,False
P09I0151,45,26259,7655,21956,sample_i_analysis,B2,0,0,4806.5,5399.5,,3,3.8441691,0.107266866,0.28296328,3,2417.0,7438.0,14173.0,1,0.5543535,2,-0.21065225,-0.3035473,1.7182293,18.0,8.477933,8.594247,7.790696,7.438,7.438,-0.116313934,0.116313934,0.21065225,0.059463758,True,True,-2.3633976,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.52682555,4,261815,early_sample_offset,False
P09I0152,44,3674,3020,3674,sample_i_analysis,B2,0,0,3560.5,4685.0,0.0,3,0.9170061,0.03275579,0.41583073,3,2652.0,6725.0,13445.0,1,0.330712,2,-0.5511866,-1.4431962,1.6664174,1.6664174,8.1779375,8.452334,7.883446,6.725,6.725,-0.2743969,0.2743969,0.5511866,0.010832732,False,True,-2.4152095,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.6665433,3,250473,early_sample_offset,False
P09I0153,50,130457,4983,1472,sample_i_analysis,B2,0,0,2804.5,5874.0,0.0,3,-9.014085,0.0,0.8559195,2,2698.5,7901.0,14709.0,1,0.0,3,-1.3394544,-8.52077,1.6081774,1.6081774,7.9393373,8.678461,7.9008217,7.901,7.901,-0.7391238,0.7391238,1.3394544,0.0,False,True,-2.4734495,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.2294098,3,311021,pretrigger_slope,False
P09I0154,45,22146,3845,17844,sample_i_analysis,B2,0,0,5925.0,5303.5,,4,5.978565,0.18717061,0.19269918,3,1642.5,7596.0,14386.0,1,0.48050633,3,0.0016877637,0.0,1.8764294,18.0,8.687105,8.576311,7.4045835,7.596,7.596,0.11079407,0.11079407,-0.0,0.089936666,True,False,-2.2051973,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.43297315,4,259638,tail_recovery_dropout,False
P09I0155,57,373729,9905,16076,sample_i_analysis,B2,0,0,6481.0,4058.0,,6,5.4358897,0.13593139,0.1140623,5,2207.5,5343.0,15851.0,1,0.5182842,2,0.108316615,0.0,1.8606566,18.0,8.776784,8.308692,7.700069,5.343,5.343,0.46809196,0.46809196,-0.0,0.07045109,True,False,-2.2209702,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.32393605,4,494242,rising_edge_distortion,False
P09I0156,50,141435,15175,12450,sample_i_analysis,B2,0,0,6167.0,3783.5,,4,2.8644395,0.1469675,0.14731957,3,2065.5,5770.0,15616.0,1,0.8989784,2,-1.5321875,-1.5321875,1.9161268,18.0,8.72713,8.238669,7.6336117,5.77,5.77,0.48846054,0.48846054,1.5321875,0.13212061,True,True,-2.1655002,2,1,0,high_20nA,20.0,baseline_excursion,True,False,0.68334633,4,319330,tail_recovery_dropout,False
P09I0157,57,358359,11915,708,sample_i_analysis,B2,0,0,6900.0,5139.0,,4,6.465217,0.22660714,0.16251218,3,1324.0,7730.0,14993.0,1,0.48666668,3,0.10521739,0.0,2.0159385,18.0,8.839421,8.544808,7.189168,7.73,7.73,0.29461288,0.29461288,-0.0,0.110282145,True,False,-2.0656884,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.40000018,4,487493,tail_recovery_dropout,False
P09I0158,56,321314,10036,15491,sample_i_analysis,B2,0,0,7508.0,4929.5,,4,6.7444057,0.24322689,0.14449927,3,1128.0,7683.0,15394.0,1,0.4988013,3,0.17687799,0.0,2.0725262,18.0,8.923858,8.503196,7.0290875,7.683,7.683,0.42066193,0.42066193,-0.0,0.12132189,True,False,-2.0091007,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.33812243,5,458876,tail_recovery_dropout,False
P09I0159,49,105575,15041,8950,sample_i_analysis,B2,0,0,5755.5,4582.5,,7,-1.1524628,0.0054800175,0.22699653,3,2475.0,6572.0,16322.0,1,0.820172,3,-0.084354095,-0.255321,1.7730961,18.0,8.658085,8.430218,7.8143997,6.572,6.572,0.22786713,0.22786713,0.084354095,0.004494557,True,False,-2.3085308,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.0255033,4,299446,peak_phase_late,False
P09I0160,47,54902,625,969,sample_i_analysis,B2,0,0,1838.0,5594.0,2.843115,2,-26.539717,0.0,1.0,1,1177.0,6444.0,15281.0,1,0.0,2,-2.92111,-24.314472,1.3753611,1.467754,7.5169773,8.629628,7.0715733,6.444,6.444,-1.1126509,1.1126509,2.92111,0.0,False,True,-2.706266,1,0,0,low_2nA,2.0,baseline_excursion,True,False,2.174613,2,276237,early_sample_offset,False
P09I0161,54,251253,10864,7270,sample_i_analysis,B2,0,0,5085.5,4725.5,,3,5.8824105,0.16778304,0.19808155,4,1646.0,6824.0,13583.0,1,0.6729918,2,-0.060859308,-0.060859308,1.8273575,18.0,8.534346,8.46094,7.4067106,6.824,6.824,0.073405266,0.073405266,0.060859308,0.11291661,True,False,-2.2542694,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.42960763,4,405077,early_sample_offset,False
P09I0162,49,102113,11821,5489,sample_i_analysis,B2,0,0,4067.5,2658.0,0.0,6,-1.5409956,0.0,0.21758226,2,1511.0,6486.0,16339.0,1,0.44142595,4,-0.5385372,-3.2893672,1.6750497,1.6750497,8.311029,7.8857055,7.3211884,6.486,6.486,0.42532396,0.42532396,0.5385372,0.0,False,True,-2.406577,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.7496262,4,297885,peak_phase_late,False
P09I0163,45,36846,1199,32537,sample_i_analysis,B2,0,0,6040.5,6154.5,,3,3.210827,0.08283025,0.33003983,2,2629.5,8839.0,15678.0,1,0.460144,2,-0.16513534,-0.18268356,1.7454989,18.0,8.706408,8.725101,7.8749294,8.839,8.839,-0.018693924,0.018693924,0.16513534,0.038113844,True,False,-2.336128,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.5459498,4,267128,pretrigger_slope,False
P09I0164,52,199243,3246,4878,sample_i_analysis,B2,0,0,2177.5,5534.5,0.0,2,-12.163031,0.0,0.8867327,2,2170.5,7208.0,14132.0,1,0.25464982,2,-1.750861,-11.101033,1.59871,1.59871,7.686392,8.6189375,7.6831737,7.208,7.208,-0.93254566,0.93254566,1.750861,0.0,False,True,-2.4829168,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.3746296,2,363284,early_sample_offset,False
P09I0165,47,56536,2157,2603,sample_i_analysis,B2,0,0,8108.5,6784.0,,4,5.746562,0.25522026,0.1563823,3,4340.0,-6762.0,15944.0,1,0.93808967,2,0.23598693,0.0,1.0839125,18.0,9.000792,8.82247,8.37586,-6.762,6.762,0.17832184,0.17832184,-0.0,0.23941949,True,False,-2.9977145,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.42171493,5,277026,rising_edge_distortion,False
P09I0166,47,60673,6004,6738,sample_i_analysis,B2,0,0,6496.5,5776.5,,4,5.1849456,0.16533194,0.21057944,3,1951.5,8206.0,15363.0,1,0.4010621,3,-0.009466636,-0.009466636,1.8584276,18.0,8.779173,8.661726,7.5768657,8.206,8.206,0.1174469,0.1174469,0.009466636,0.06630838,True,False,-2.2231994,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.4627253,4,279011,tail_recovery_dropout,False
P09I0167,45,32912,13922,28605,sample_i_analysis,B2,0,0,3720.0,5328.0,0.0,3,-1.0201614,0.0,0.5676419,3,3094.5,7506.0,14304.0,1,0.18548387,2,-0.658871,-2.2696238,1.6506683,1.6506683,8.221747,8.580919,8.037704,7.506,7.506,-0.35917187,0.35917187,0.658871,0.0,False,True,-2.4309587,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.7724949,3,265098,early_sample_offset,False
P09I0168,49,106544,15970,9919,sample_i_analysis,B2,0,0,3620.5,5193.5,0.0,3,-0.3093495,0.0,0.50215113,3,3005.5,7315.0,14112.0,1,0.34097502,2,-0.6221516,-1.9349537,1.6514537,1.6514537,8.194644,8.555356,8.008532,7.315,7.315,-0.36071205,0.36071205,0.6221516,0.0,False,True,-2.4301732,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.7481978,3,299938,early_sample_offset,False
P09I0169,57,385719,4600,28066,sample_i_analysis,B2,0,0,8510.5,7009.5,,7,6.752482,0.27562588,0.08948097,7,3214.0,-6737.0,15546.0,2,0.9971799,3,0.37618238,0.0,1.2407135,18.0,9.049173,8.855165,8.0755825,-6.737,6.737,0.19400883,0.19400883,-0.0,0.2748486,True,False,-2.8409133,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.5387034,5,499421,rising_edge_distortion,False
P09I0170,53,230510,16159,26140,sample_i_analysis,B2,0,0,5846.0,5469.5,,3,5.8515224,0.18475847,0.19997886,3,1788.0,7700.0,14438.0,1,0.70355797,2,-0.010263428,-0.010263428,1.839489,18.0,8.673684,8.607125,7.4894123,7.7,7.7,0.06655884,0.06655884,0.010263428,0.1299883,True,False,-2.242138,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.43881723,4,388174,early_sample_offset,False
P09I0171,49,111465,3678,14836,sample_i_analysis,B2,0,0,6885.5,5493.5,,4,6.252414,0.22353503,0.17287056,3,1538.0,8037.0,15208.0,1,0.4645269,3,0.12410137,0.0,1.9570528,18.0,8.837318,8.611503,7.338888,8.037,8.037,0.22581577,0.22581577,-0.0,0.103838034,True,False,-2.1245742,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.4136991,4,302287,tail_recovery_dropout,False
P09I0172,45,12599,11311,8301,sample_i_analysis,B2,0,0,5660.0,6184.5,,3,2.9881623,0.06874168,0.33942243,2,2742.5,8648.0,15452.0,1,0.47809187,2,-0.20918728,-0.2886926,1.726672,18.0,8.6413555,8.729963,7.91699,8.648,8.648,-0.08860779,0.08860779,0.20918728,0.03286484,True,True,-2.3549547,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.5658979,4,254881,pretrigger_slope,False
P09I0173,49,124030,15416,27399,sample_i_analysis,B2,0,0,6531.0,5670.5,,4,5.6265507,0.19160175,0.19700877,3,1785.5,8116.0,15150.0,1,0.42367172,3,0.03291992,0.0,1.8844026,18.0,8.784469,8.6432085,7.4880137,8.116,8.116,0.14126015,0.14126015,-0.0,0.08117624,True,False,-2.1972241,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.44428068,4,307754,tail_recovery_dropout,False
P09I0174,57,385134,4051,27481,sample_i_analysis,B2,0,0,4177.0,5929.5,0.0,3,-1.9856358,0.0,0.6476713,3,3546.0,8635.0,15406.0,1,0.17117548,2,-0.6521427,-2.841992,1.6432933,1.6432933,8.337588,8.687863,8.173858,8.635,8.635,-0.35027504,0.35027504,0.6521427,0.0,False,True,-2.4383335,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.83887583,4,499162,pretrigger_slope,False
P09I0175,50,144685,1880,15700,sample_i_analysis,B2,0,0,3936.0,3386.0,0.0,7,-7.3572154,0.0,0.3047688,1,1684.0,6424.0,15704.0,1,0.4796748,3,-0.4324187,-2.5530996,1.6966152,1.6966152,8.278174,8.1277,7.4295206,6.424,6.424,0.15047455,0.15047455,0.4324187,0.0,False,True,-2.3850117,1,0,0,high_20nA,20.0,baseline_excursion,True,False,1.3970627,3,322007,peak_phase_late,False
P09I0176,47,54897,621,964,sample_i_analysis,B2,0,0,6576.0,4134.0,,4,7.064021,0.23704855,0.13636363,6,863.5,6599.0,14205.0,1,0.52858883,3,0.11024939,0.0,2.0956898,18.0,8.791334,8.327243,6.7621512,6.599,6.599,0.4640913,0.4640913,-0.0,0.12530121,True,False,-1.9859371,1,0,0,low_2nA,2.0,baseline_excursion,True,False,0.36501247,4,276234,rising_edge_distortion,False
P09I0177,45,44878,8162,40569,sample_i_analysis,B2,0,0,6280.5,4169.0,,4,7.4724946,0.24492776,0.13647296,7,858.0,6656.0,13889.0,1,0.57662606,3,0.1295279,0.0,2.0823076,18.0,8.745364,8.335671,6.755769,6.656,6.656,0.40969276,0.40969276,-0.0,0.14123173,True,False,-1.9993193,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.35863635,4,271211,rising_edge_distortion,False
P09I0178,47,64017,9152,10081,sample_i_analysis,B2,0,0,2308.5,5388.0,0.0,2,-14.403726,0.0,1.0,2,1970.0,6993.0,14644.0,1,0.0,2,-1.870262,-13.081222,1.5312691,1.5312691,7.7447863,8.592115,7.586296,6.993,6.993,-0.84732914,0.84732914,1.870262,0.0,False,True,-2.5503578,1,0,0,low_2nA,2.0,baseline_excursion,True,False,1.4672117,2,280681,early_sample_offset,False
P09I0179,45,28997,10240,24693,sample_i_analysis,B2,0,0,4182.0,5424.5,0.0,3,0.25322813,0.0,0.49862894,3,3086.5,7809.0,14567.0,1,0.30942133,2,-0.5181731,-1.4971305,1.6642576,1.6642576,8.338784,8.5988655,8.035117,7.809,7.809,-0.2600813,0.2600813,0.5181731,0.0,False,True,-2.4173694,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.7163483,4,263280,pretrigger_slope,False
P09I0180,49,128061,2762,31430,sample_i_analysis,B2,0,0,7203.0,5005.0,,4,6.471331,0.22605029,0.15455769,3,1234.5,7631.0,15239.0,1,0.4811884,3,0.109676525,0.0,2.044285,18.0,8.882392,8.518393,7.119231,7.631,7.631,0.36399937,0.36399937,-0.0,0.10877277,True,False,-2.0373418,1,0,0,high_20nA,20.0,baseline_excursion,True,False,0.35167512,5,309511,tail_recovery_dropout,False
