pair,agreement,cohen_kappa
shape_vs_endpoint,0.6363636363636364,-0.11700632466619788
shape_vs_hybrid,0.786096256684492,0.3523809523809525
endpoint_vs_hybrid,0.8288770053475936,0.14195583596214498
unanimous_fraction,0.6256684491978609,
