subtype,n,reviewer_positive_rate,timing_tail_rate,dropout_harm_rate,mean_abs_charge_bias,mean_secondary_fraction,downstream_topology_rate
early_sample_offset,53,0.018867924528301886,0.3018867924528302,0.8867924528301887,0.4773622925433963,0.02925552976226415,0.018867924528301886
nominal_baseline_excursion,3,0.0,0.6666666666666666,0.6666666666666666,0.28909047666666665,0.01606329986666667,0.3333333333333333
peak_phase_late,13,0.0,0.6153846153846154,0.46153846153846156,0.2748293888461539,0.01506100945846154,0.0
pretrigger_slope,40,0.4,0.55,0.775,0.29247637979999996,0.0314610936825,0.025
rising_edge_distortion,40,0.05,0.9,0.15,0.35708218719999996,0.12759807307499998,0.0
tail_recovery_dropout,38,0.07894736842105263,0.9473684210526315,0.15789473684210525,0.2836172705,0.0954179547631579,0.05263157894736842
