split_name,endpoint,method,stratum_axis,stratum,n,metric,value
particle_heldout,energy_scale,1d_cnn,tail_amplitude_bin,tail_high,447,sigma68,0.17041114338453575
particle_heldout,energy_scale,1d_cnn,pedestal_history_bin,pedestal_memory,121,sigma68,0.1520131126281859
particle_heldout,energy_scale,1d_cnn,pedestal_history_bin,pedestal_mid,174,sigma68,0.14559304963791936
particle_heldout,energy_scale,1d_cnn,pedestal_history_bin,pedestal_quiet,167,sigma68,0.23441733387864105
particle_heldout,energy_scale,1d_cnn,pulse_shape_bin,low_harmonic,212,sigma68,0.1847870914854709
particle_heldout,energy_scale,1d_cnn,pulse_shape_bin,mid_harmonic,247,sigma68,0.14735715266191382
particle_heldout,energy_scale,1d_cnn,timing_residual_bin,timing_core,136,sigma68,0.18573372309114705
particle_heldout,energy_scale,1d_cnn,timing_residual_bin,timing_mid,144,sigma68,0.2149868943837034
particle_heldout,energy_scale,1d_cnn,timing_residual_bin,timing_tail,182,sigma68,0.15370336643572438
particle_heldout,energy_scale,1d_cnn,pileup_flag,pileup_proxy,204,sigma68,0.15530112424613057
particle_heldout,energy_scale,1d_cnn,pileup_flag,single_proxy,258,sigma68,0.19173736705490052
particle_heldout,energy_scale,1d_cnn,saturation_flag,linear_proxy,446,sigma68,0.16570855735663048
particle_heldout,energy_scale,1d_cnn,energy_bin,energy_high,436,sigma68,0.16706794761212854
particle_heldout,energy_scale,gradient_boosted_trees,tail_amplitude_bin,tail_high,447,sigma68,0.11896343568004565
particle_heldout,energy_scale,gradient_boosted_trees,pedestal_history_bin,pedestal_memory,121,sigma68,0.10063754521699825
particle_heldout,energy_scale,gradient_boosted_trees,pedestal_history_bin,pedestal_mid,174,sigma68,0.10346430344664431
particle_heldout,energy_scale,gradient_boosted_trees,pedestal_history_bin,pedestal_quiet,167,sigma68,0.1873526506090321
particle_heldout,energy_scale,gradient_boosted_trees,pulse_shape_bin,low_harmonic,212,sigma68,0.14557430495098336
particle_heldout,energy_scale,gradient_boosted_trees,pulse_shape_bin,mid_harmonic,247,sigma68,0.11626431229026904
particle_heldout,energy_scale,gradient_boosted_trees,timing_residual_bin,timing_core,136,sigma68,0.12513840798732823
particle_heldout,energy_scale,gradient_boosted_trees,timing_residual_bin,timing_mid,144,sigma68,0.14025154336308338
particle_heldout,energy_scale,gradient_boosted_trees,timing_residual_bin,timing_tail,182,sigma68,0.11582548352797184
particle_heldout,energy_scale,gradient_boosted_trees,pileup_flag,pileup_proxy,204,sigma68,0.11658373921395715
particle_heldout,energy_scale,gradient_boosted_trees,pileup_flag,single_proxy,258,sigma68,0.1327870153665016
particle_heldout,energy_scale,gradient_boosted_trees,saturation_flag,linear_proxy,446,sigma68,0.11625106323519245
particle_heldout,energy_scale,gradient_boosted_trees,energy_bin,energy_high,436,sigma68,0.11563198483019792
