split_name,endpoint,method,observed_auc,shuffled_auc_mean,shuffled_auc_ci_low,shuffled_auc_ci_high,observed_minus_shuffle,n
particle_heldout,pedestal_noise_color,spectral_transformer_new,0.6353318077803204,0.5176849733028223,0.44799542334096115,0.6507391304347827,0.11764683447749813,462
particle_heldout,pedestal_noise_color,gradient_boosted_trees,0.6132723112128147,0.5103089244851259,0.39247368421052636,0.6051281464530892,0.10296338672768879,462
particle_heldout,pedestal_noise_color,ridge,0.5961556064073226,0.5104729214340199,0.39324027459954236,0.6293363844393592,0.08568268497330267,462
particle_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,0.5853546910755149,0.5095041952707856,0.41756064073226545,0.6015148741418764,0.07585049580472925,462
particle_heldout,pedestal_noise_color,mlp,0.4977116704805492,0.49771167048054926,0.4977116704805492,0.4977116704805492,-5.551115123125783e-17,462
particle_heldout,pedestal_noise_color,1d_cnn,0.4750572082379863,0.47830663615560637,0.38825858123569795,0.5890846681922197,-0.0032494279176200624,462
run_heldout,pedestal_noise_color,ridge,0.9148978513440251,0.5002902275383901,0.4616697204894351,0.5483907383388577,0.414607623805635,960
run_heldout,pedestal_noise_color,gradient_boosted_trees,0.9388206067842902,0.5249072415630996,0.49700202101304564,0.5478362464743788,0.4139133652211906,960
run_heldout,pedestal_noise_color,traditional_dE_E_tail_pedestal_likelihood,0.9114185521448815,0.5088932580285801,0.48288332338267487,0.5448608280320343,0.40252529411630145,960
run_heldout,pedestal_noise_color,mlp,0.8479608012681943,0.509638413659166,0.48232557181973523,0.5420295225742696,0.33832238760902833,960
run_heldout,pedestal_noise_color,spectral_transformer_new,0.7105456392097119,0.4947470245243699,0.4586121233332647,0.5328677111426787,0.215798614685342,960
run_heldout,pedestal_noise_color,1d_cnn,0.695523576198025,0.4871659380954669,0.44814162875122665,0.5216219230162162,0.20835763810255808,960
