split_name,endpoint,method,winner_method,ablation_axis,source_stratum_axis,n_strata,metric_span,worst_stratum,interpretation
particle_heldout,saturation_clipping,1d_cnn,gradient_boosted_trees,pedestal,pedestal_history_bin,3,0.6274274858089887,pedestal_mid,span across matched strata; larger span means stronger nuisance sensitivity
run_heldout,saturation_clipping,1d_cnn,gradient_boosted_trees,shape,pulse_shape_bin,3,0.4650444912773679,mid_harmonic,span across matched strata; larger span means stronger nuisance sensitivity
particle_heldout,pid_separation,1d_cnn,gradient_boosted_trees,pedestal,pedestal_history_bin,3,0.44366666666666676,pedestal_memory,span across matched strata; larger span means stronger nuisance sensitivity
run_heldout,saturation_clipping,1d_cnn,gradient_boosted_trees,energy,energy_bin,3,0.4388038002244994,energy_low,span across matched strata; larger span means stronger nuisance sensitivity
particle_heldout,pedestal_noise_color,1d_cnn,gradient_boosted_trees,pedestal,pedestal_history_bin,3,0.38726804514125585,pedestal_mid,span across matched strata; larger span means stronger nuisance sensitivity
run_heldout,saturation_clipping,1d_cnn,gradient_boosted_trees,pedestal,pedestal_history_bin,3,0.3614916058650075,pedestal_mid,span across matched strata; larger span means stronger nuisance sensitivity
run_heldout,saturation_clipping,1d_cnn,gradient_boosted_trees,tail,tail_amplitude_bin,3,0.3275611721180511,tail_high,span across matched strata; larger span means stronger nuisance sensitivity
particle_heldout,pulse_shape_harmonics,1d_cnn,gradient_boosted_trees,pedestal,pedestal_history_bin,3,0.3046019841672015,pedestal_quiet,span across matched strata; larger span means stronger nuisance sensitivity
run_heldout,pileup_sideband,1d_cnn,gradient_boosted_trees,tail,tail_amplitude_bin,3,0.2829110197091818,tail_mid,span across matched strata; larger span means stronger nuisance sensitivity
run_heldout,pid_separation,1d_cnn,gradient_boosted_trees,pileup,pileup_flag,2,0.28249679627950974,pileup_proxy,span across matched strata; larger span means stronger nuisance sensitivity
run_heldout,pedestal_noise_color,1d_cnn,gradient_boosted_trees,energy,energy_bin,3,0.28213366892969527,energy_high,span across matched strata; larger span means stronger nuisance sensitivity
particle_heldout,pulse_shape_harmonics,1d_cnn,gradient_boosted_trees,shape,pulse_shape_bin,2,0.27561728140272085,low_harmonic,span across matched strata; larger span means stronger nuisance sensitivity
run_heldout,pileup_sideband,1d_cnn,gradient_boosted_trees,pedestal,pedestal_history_bin,3,0.25937326204235345,pedestal_memory,span across matched strata; larger span means stronger nuisance sensitivity
run_heldout,energy_scale,1d_cnn,gradient_boosted_trees,energy,energy_bin,3,0.22268393122537178,energy_low,span across matched strata; larger span means stronger nuisance sensitivity
