split_name,method,pid_auc,energy_sigma68,late_tail_auc,pedestal_auc,pid_ece,cross_task_leakage_index,interpretation
particle_heldout,1d_cnn,0.41775885577538474,0.17194468052183942,0.7114127597368696,0.4750572082379863,0.3252194023635624,0.0,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,gradient_boosted_trees,0.9331190694827058,0.11845362248442608,1.0,0.6132723112128147,0.20085167110546265,0.3213931357854651,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,mlp,0.795684113865932,0.3324403536319733,0.6834708154954579,0.4977116704805492,0.3977426874742882,0.29797244338538276,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,ridge,0.9318251384367087,0.11875354290008545,0.8816539626187742,0.5961556064073226,0.26863588429250784,0.33691598912930065,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,spectral_transformer_new,0.5723349194423575,0.1767889138225722,0.6188994465907904,0.6353318077803204,0.31164329165303717,0.0,proxy-label coupling audit; high values require external truth before physics promotion
particle_heldout,traditional_dE_E_tail_pedestal_likelihood,0.9198875810446059,0.12274965994982956,0.8834290487626605,0.5853546910755149,0.262791568768371,0.33453288996909103,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,1d_cnn,0.5912903340693781,0.4295949520529424,0.8024291992187501,0.695523576198025,0.07403271617227303,0.0,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,gradient_boosted_trees,0.9985086188474962,0.13912369136461103,1.0,0.9388206067842902,0.05322860077459267,0.05968801206320595,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,mlp,0.9205872925422038,0.29044816419482233,0.8515624999999999,0.8479608012681943,0.2871658334692574,0.07262649127400955,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,ridge,0.9906733029418049,0.14287952037528157,0.9904378255208334,0.9148978513440251,0.26663038842665815,0.07577545159777976,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,spectral_transformer_new,0.6009776337345965,0.422571285749771,0.7442491319444444,0.7105456392097119,0.07748065721827893,0.0,proxy-label coupling audit; high values require external truth before physics promotion
run_heldout,traditional_dE_E_tail_pedestal_likelihood,0.9913099223591424,0.14911248942779848,0.9902682834201388,0.9114185521448815,0.2715889867461809,0.07989137021426085,proxy-label coupling audit; high values require external truth before physics promotion
