atom,run,stave,n,timing_tail_rate,pileup_excess_proxy,charge_res68_proxy,qshape_abs_mean,shuffled_atom,shuffled_gate_pass,timing_shuffled_label,pileup_shuffled_label,charge_shuffled_label,pid_shuffled_label
rare_s03f_topology,37,B4,291,0.2920962199312715,1.2500951208968334,0.2929853035330536,0.2865224400588802,saturation_boundary,False,0,0,0,0
nominal_control,37,B4,55,0.14545454545454545,0.9734884996319892,0.29946678440472174,0.20675481191235373,qtemplate_shift_proxy,False,0,0,0,0
baseline_excursion,37,B8,7,0.14285714285714285,0.7175955004052532,0.423228295763821,0.8359786451919848,nominal_control,False,0,0,0,0
delayed_peak,37,B8,52,0.5769230769230769,1.4378410331223421,0.4857003359708305,0.39386547072855055,saturation_boundary,True,0,0,0,0
secondary_delayed_peak,37,B8,76,0.25,1.275867288353115,0.4272118439885804,0.23066678745919425,dropout_subclass,False,0,0,0,0
dropout_subclass,37,B8,9,0.2222222222222222,0.09090259925735504,0.12377120817754282,1.711795580212871,rare_s03f_topology,False,0,0,0,0
saturation_boundary,37,B8,54,0.35185185185185186,1.2737029578331376,0.15115916879200778,0.2679433997867756,baseline_excursion,False,0,0,0,0
qtemplate_shift_proxy,37,B8,10,0.2,0.17938896085692244,0.13204851824488767,1.6291324739832969,delayed_peak,False,0,0,0,0
rare_s03f_topology,37,B8,95,0.3473684210526316,1.2502771994225745,0.36493715744473487,0.3120828100127081,secondary_delayed_peak,False,0,0,0,0
nominal_control,37,B8,11,0.09090909090909091,0.9923151262399087,0.28074077087753563,0.17209275281841216,qtemplate_shift_proxy,False,0,0,0,0
baseline_excursion,39,B2,1017,0.01966568338249754,0.5812025311970901,0.5951491242053341,0.8684825763015038,delayed_peak,False,0,0,0,0
delayed_peak,39,B2,218,0.11467889908256881,1.4035676066319385,0.4729862606096985,0.4242827419518254,secondary_delayed_peak,False,0,0,0,0
secondary_delayed_peak,39,B2,4529,0.010819165378670788,1.1042757005984494,0.3841187410047124,0.16940977471304025,dropout_subclass,False,0,0,0,0
dropout_subclass,39,B2,745,0.020134228187919462,0.19800686061791437,0.34586565148323073,1.6775379840134055,nominal_control,False,0,0,0,0
saturation_boundary,39,B2,8371,0.010512483574244415,1.0139541705225636,0.285243498557342,0.11493393276829705,baseline_excursion,False,0,0,0,0
qtemplate_shift_proxy,39,B2,703,0.02418207681365576,0.16959816663843602,0.3081675552169928,1.7470708798384649,saturation_boundary,False,0,0,0,0
nominal_control,39,B2,1390,0.0035971223021582736,0.9209227133323816,0.3130891994103554,0.18763071429176645,qtemplate_shift_proxy,False,0,0,0,0
baseline_excursion,39,B6,12,0.0,0.7134592789707338,0.40357778969062935,0.6419610758050285,delayed_peak,False,0,0,0,0
delayed_peak,39,B6,60,0.45,1.4579494308867527,0.41946637252010915,0.403896996564945,secondary_delayed_peak,False,0,0,0,0
secondary_delayed_peak,39,B6,140,0.1357142857142857,1.2277734622522427,0.30954254804132036,0.22454681337304822,dropout_subclass,False,0,0,0,0
dropout_subclass,39,B6,10,0.0,0.4513934510188716,0.21509310767606274,1.1245551069728856,nominal_control,False,0,0,0,0
saturation_boundary,39,B6,53,0.18867924528301888,1.2076273254164613,0.13021768299066683,0.23079388917794458,qtemplate_shift_proxy,False,0,0,0,0
qtemplate_shift_proxy,39,B6,10,0.0,0.4848995632932758,0.20640080986931694,1.125970869040667,saturation_boundary,False,0,0,0,0
rare_s03f_topology,39,B6,197,0.2233502538071066,1.196683764688987,0.3636118893099757,0.25703829392824423,rare_s03f_topology,False,0,0,0,0
nominal_control,39,B6,20,0.05,0.9825374072588107,0.30008014204658084,0.19946031244066637,baseline_excursion,False,0,0,0,0
baseline_excursion,39,B4,47,0.0,0.7365278303945598,0.5299141104781093,0.6437495798478136,baseline_excursion,False,0,0,0,0
delayed_peak,39,B4,175,0.44,1.4599225077185003,0.41007980628254626,0.39697252478936107,delayed_peak,False,0,0,0,0
secondary_delayed_peak,39,B4,351,0.12535612535612536,1.2277728076778822,0.2886163007913717,0.2349962775348286,secondary_delayed_peak,False,0,0,0,0
dropout_subclass,39,B4,26,0.07692307692307693,0.29455923593,0.21751372143111466,1.4087592816304473,nominal_control,False,0,0,0,0
saturation_boundary,39,B4,222,0.1981981981981982,1.2113966492790835,0.17242623109613983,0.23160532895822797,dropout_subclass,False,0,0,0,0
qtemplate_shift_proxy,39,B4,26,0.07692307692307693,0.29455923593,0.21751372143111466,1.4087592816304473,saturation_boundary,False,0,0,0,0
rare_s03f_topology,39,B4,196,0.23469387755102042,1.2300081915095196,0.274502368621509,0.2749356779166424,qtemplate_shift_proxy,False,0,0,0,0
nominal_control,39,B4,33,0.12121212121212122,0.940074516774515,0.3420835950456392,0.2559041178281259,rare_s03f_topology,False,0,0,0,0
baseline_excursion,39,B8,8,0.0,0.6855165391678559,0.48667004515616513,0.8146880206265728,rare_s03f_topology,False,0,0,0,0
delayed_peak,39,B8,25,0.52,1.4747308030133528,0.4736916845872901,0.3863917429813361,secondary_delayed_peak,False,0,0,0,0
secondary_delayed_peak,39,B8,57,0.14035087719298245,1.2414096603402283,0.3507330737202959,0.2185929672297554,nominal_control,False,0,0,0,0
dropout_subclass,39,B8,8,0.125,0.2843926971582413,0.2555182816081181,1.3782391164497454,dropout_subclass,False,0,0,0,0
saturation_boundary,39,B8,33,0.21212121212121213,1.287237121114181,0.13868240937306495,0.2683388185975871,baseline_excursion,False,0,0,0,0
qtemplate_shift_proxy,39,B8,8,0.125,0.2843926971582413,0.2555182816081181,1.3782391164497454,delayed_peak,False,0,0,0,0
rare_s03f_topology,39,B8,71,0.2112676056338028,1.2052262094039659,0.36828220164556463,0.2869475685507911,qtemplate_shift_proxy,False,0,0,0,0
nominal_control,39,B8,8,0.125,0.9735480248078919,0.16314211632095907,0.13196330476718746,saturation_boundary,True,0,0,0,0
baseline_excursion,40,B2,1002,0.014970059880239521,0.5970827099937657,0.600685987294018,0.8389019927652834,secondary_delayed_peak,False,0,0,0,0
delayed_peak,40,B2,235,0.10212765957446808,1.3945586251392086,0.45782360171969344,0.42531997987632186,dropout_subclass,False,0,0,0,0
secondary_delayed_peak,40,B2,4856,0.009884678747940691,1.1048438677335986,0.39099558103096593,0.17114065902817377,baseline_excursion,False,0,0,0,0
dropout_subclass,40,B2,720,0.0125,0.1832481060761062,0.30098585571977426,1.6842705618608478,qtemplate_shift_proxy,False,0,0,0,0
saturation_boundary,40,B2,8283,0.008933961125196186,1.0219519153270342,0.2805134324646763,0.11821332101785581,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,40,B2,688,0.014534883720930232,0.16734806961052387,0.2970654743552535,1.739333708031426,saturation_boundary,False,0,0,0,0
nominal_control,40,B2,1642,0.00243605359317905,0.9275532950263937,0.3035278716041631,0.18552625283450452,nominal_control,False,0,0,0,0
baseline_excursion,40,B4,46,0.0,0.7683305545305871,0.44202198241756935,0.5898463183302827,baseline_excursion,False,0,0,0,0
delayed_peak,40,B4,170,0.38235294117647056,1.4665443496188435,0.3783099569428242,0.39630656635237926,delayed_peak,False,0,0,0,0
secondary_delayed_peak,40,B4,364,0.1401098901098901,1.2396190228629962,0.3034517807449327,0.25205789100043413,nominal_control,False,0,0,0,0
dropout_subclass,40,B4,31,0.03225806451612903,0.3942392826861086,0.20941951135351985,1.2668199638929076,secondary_delayed_peak,False,0,0,0,0
saturation_boundary,40,B4,243,0.12757201646090535,1.161312651069839,0.17662467164397438,0.21525485065802982,dropout_subclass,False,0,0,0,0
qtemplate_shift_proxy,40,B4,25,0.04,0.3586597758672656,0.18269631027607866,1.4154386893352653,rare_s03f_topology,False,0,0,0,0
rare_s03f_topology,40,B4,222,0.1981981981981982,1.259484936834892,0.27839197534667287,0.30603333877848,qtemplate_shift_proxy,False,0,0,0,0
nominal_control,40,B4,45,0.06666666666666667,0.9879086888644979,0.275237036783635,0.18223944074656157,saturation_boundary,False,0,0,0,0
baseline_excursion,40,B6,10,0.0,0.9122379588575422,0.3662078244461643,0.39386329784620094,saturation_boundary,False,0,0,0,0
delayed_peak,40,B6,86,0.32558139534883723,1.4949580545089791,0.398369858579105,0.403673819750808,rare_s03f_topology,False,0,0,0,0
secondary_delayed_peak,40,B6,156,0.14102564102564102,1.2628730070986074,0.35084068762186327,0.2315594204201684,nominal_control,False,0,0,0,0
dropout_subclass,40,B6,9,0.1111111111111111,0.3845270368050944,0.20961053562681806,1.352102065522007,baseline_excursion,False,0,0,0,0
saturation_boundary,40,B6,81,0.18518518518518517,1.2267533937534654,0.13670032617187572,0.22623232193019305,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,40,B6,9,0.1111111111111111,0.36244690718509076,0.17984885978535875,1.3605777379997406,qtemplate_shift_proxy,False,0,0,0,0
rare_s03f_topology,40,B6,224,0.20535714285714285,1.2502830680697772,0.3783085293158797,0.2820807121069293,dropout_subclass,False,0,0,0,0
nominal_control,40,B6,22,0.045454545454545456,0.933542638743014,0.283883805099106,0.16080925462800702,delayed_peak,False,0,0,0,0
baseline_excursion,40,B8,4,0.0,0.8457744578066256,0.49458436957210306,0.6208705126736559,nominal_control,False,0,0,0,0
delayed_peak,40,B8,41,0.43902439024390244,1.497524001550321,0.42098495986494544,0.3848233614136499,delayed_peak,False,0,0,0,0
secondary_delayed_peak,40,B8,65,0.15384615384615385,1.3377514709519849,0.3823076852207239,0.28303470349934196,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,40,B8,4,0.5,0.4622166018912752,0.04017351096829163,1.324996481661707,dropout_subclass,False,0,0,0,0
saturation_boundary,40,B8,30,0.26666666666666666,1.2531668253619204,0.13151819818815008,0.257852331553901,saturation_boundary,True,0,1,1,1
qtemplate_shift_proxy,40,B8,5,0.4,0.4963004781657398,0.04161984729240696,1.2344105577427837,rare_s03f_topology,False,0,0,0,0
rare_s03f_topology,40,B8,74,0.28378378378378377,1.3330558976308637,0.34721186679641625,0.2964125592082519,baseline_excursion,False,0,0,0,0
nominal_control,40,B8,9,0.0,1.0644489207690953,0.33566900803480265,0.12765690588578607,secondary_delayed_peak,False,0,0,0,0
baseline_excursion,41,B2,1061,0.010367577756833177,0.5791222054688502,0.5975319046109133,0.8699662862167149,baseline_excursion,False,0,0,0,0
delayed_peak,41,B2,225,0.12,1.411413519302593,0.456058436953496,0.4182120251629391,saturation_boundary,False,0,0,0,0
secondary_delayed_peak,41,B2,5013,0.009774586076201875,1.107933115440499,0.3896429992435008,0.16726087085303493,nominal_control,False,0,0,0,0
dropout_subclass,41,B2,784,0.01403061224489796,0.17336028903971087,0.3072585993796854,1.7228581742383988,secondary_delayed_peak,False,0,0,0,0
saturation_boundary,41,B2,9535,0.01048767697954903,1.011887721644356,0.2854097314305002,0.11350329274339209,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,41,B2,754,0.014588859416445624,0.15168330208254407,0.3007994294585305,1.7756446879664352,qtemplate_shift_proxy,False,0,0,0,0
nominal_control,41,B2,1655,0.006042296072507553,0.9220071286345948,0.3053938320695148,0.18756080914538031,dropout_subclass,False,0,0,0,0
baseline_excursion,41,B4,55,0.0,0.6826172202236997,0.524263409092248,0.6433644726494816,saturation_boundary,False,0,0,0,0
delayed_peak,41,B4,192,0.390625,1.5057512215385,0.396475175839543,0.3981471502286063,rare_s03f_topology,False,0,0,0,0
secondary_delayed_peak,41,B4,387,0.1421188630490956,1.2657704596221842,0.2960853376092264,0.25104727637122404,secondary_delayed_peak,False,0,0,0,0
dropout_subclass,41,B4,33,0.06060606060606061,0.37447563393752414,0.19051821567657187,1.2701573252036975,nominal_control,False,0,0,0,0
saturation_boundary,41,B4,272,0.16911764705882354,1.1954490292634905,0.1766466264865634,0.23639925700016307,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,41,B4,31,0.06451612903225806,0.38326794408852977,0.16343792154366346,1.3101775346548665,dropout_subclass,False,0,0,0,0
rare_s03f_topology,41,B4,212,0.2028301886792453,1.2701035764024429,0.2670711877566452,0.29611019718757037,qtemplate_shift_proxy,False,0,0,0,0
nominal_control,41,B4,37,0.05405405405405406,0.9392951019339637,0.28642375298964484,0.18620162092698814,baseline_excursion,False,0,0,0,0
baseline_excursion,41,B6,9,0.0,0.9276777638130963,0.4501932319564782,0.6622915256430654,delayed_peak,False,0,0,0,0
delayed_peak,41,B6,85,0.3764705882352941,1.5587803083493528,0.37654877014338867,0.4111950676106012,nominal_control,False,0,0,0,0
secondary_delayed_peak,41,B6,175,0.12571428571428572,1.2991241233097472,0.3086081119981194,0.2640361887125742,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,41,B6,9,0.0,0.511094786798871,0.13063635720072084,1.2573924581275264,saturation_boundary,False,0,0,0,0
saturation_boundary,41,B6,73,0.1643835616438356,1.2457623907832978,0.14881354109096973,0.23229039048567574,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,41,B6,8,0.0,0.4666227394432084,0.09343362890279676,1.314397630240821,rare_s03f_topology,False,0,0,0,0
rare_s03f_topology,41,B6,213,0.19718309859154928,1.2749501933345808,0.3442958652880173,0.27602454836868334,baseline_excursion,False,0,0,0,0
nominal_control,41,B6,20,0.05,0.9775457494137585,0.2847080323626193,0.1627561492438218,dropout_subclass,False,0,0,0,0
baseline_excursion,41,B8,5,0.0,0.7747369271661331,0.5284392395904254,0.5998838571689171,dropout_subclass,False,0,0,0,0
delayed_peak,41,B8,30,0.3333333333333333,1.5198895905307275,0.42491208438397415,0.3986194155553838,rare_s03f_topology,False,0,0,0,0
secondary_delayed_peak,41,B8,69,0.13043478260869565,1.2464692916471942,0.39255617619108374,0.2282691365390831,nominal_control,False,0,0,0,0
dropout_subclass,41,B8,2,0.0,0.756865765471634,0.08289728108799631,1.282928016296836,saturation_boundary,True,0,0,0,0
saturation_boundary,41,B8,37,0.21621621621621623,1.2355377508167367,0.16353106941222564,0.2380160741975689,qtemplate_shift_proxy,False,0,0,0,0
qtemplate_shift_proxy,41,B8,2,0.0,0.756865765471634,0.08289728108799631,1.282928016296836,secondary_delayed_peak,False,0,0,0,0
rare_s03f_topology,41,B8,72,0.16666666666666666,1.253372915246539,0.32707490558311936,0.273077758968686,delayed_peak,False,0,0,0,0
nominal_control,41,B8,13,0.15384615384615385,1.0183526061815886,0.2650073109096892,0.20071237865385397,baseline_excursion,False,0,0,0,0
baseline_excursion,42,B2,1063,0.012229539040451553,0.5984433558175654,0.6067190145468387,0.8303763836218117,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,42,B2,181,0.11049723756906077,1.376220912856265,0.4774549145745434,0.4279838442536317,dropout_subclass,False,0,0,0,0
secondary_delayed_peak,42,B2,4847,0.011966164637920364,1.11080492185071,0.4314669620729495,0.16640371147353183,baseline_excursion,False,0,0,0,0
dropout_subclass,42,B2,770,0.015584415584415584,0.20074899872693103,0.31344749583688764,1.6606364391448993,secondary_delayed_peak,False,0,0,0,0
saturation_boundary,42,B2,12067,0.010110217949780393,0.9962945592403237,0.2928543267963193,0.10657827338963774,nominal_control,False,0,0,0,0
qtemplate_shift_proxy,42,B2,715,0.013986013986013986,0.1718655175465969,0.28582937525618024,1.742684305216541,saturation_boundary,False,0,0,0,0
nominal_control,42,B2,1474,0.0067842605156037995,0.9254258200429769,0.30000447766786925,0.18083699631477398,delayed_peak,False,0,0,0,0
baseline_excursion,42,B4,44,0.0,0.696722196299643,0.4896815237722766,0.6497375622907332,delayed_peak,False,0,0,0,0
delayed_peak,42,B4,164,0.49390243902439024,1.4462649446280391,0.36874233924854544,0.39312314930944847,secondary_delayed_peak,False,0,0,0,0
secondary_delayed_peak,42,B4,377,0.16976127320954906,1.2393293280453657,0.26672620162582356,0.22873435621506413,baseline_excursion,False,0,0,0,0
dropout_subclass,42,B4,30,0.13333333333333333,0.40028780328227037,0.19749457152355174,1.3240491797368799,saturation_boundary,False,0,0,0,0
saturation_boundary,42,B4,249,0.17670682730923695,1.1666860619042723,0.1732389716680126,0.2140268557020186,dropout_subclass,False,0,0,0,0
qtemplate_shift_proxy,42,B4,29,0.13793103448275862,0.3884013351074834,0.1955353605678098,1.3425912830626368,rare_s03f_topology,False,0,0,0,0
rare_s03f_topology,42,B4,217,0.2672811059907834,1.2490783739233566,0.2721616467714326,0.2837155290641702,nominal_control,False,0,0,0,0
nominal_control,42,B4,38,0.02631578947368421,0.960998178298945,0.257920542333774,0.21808447307494336,qtemplate_shift_proxy,False,0,0,0,0
baseline_excursion,42,B6,7,0.0,0.6825353767878857,0.3085942750159199,1.0961609931719416,rare_s03f_topology,False,0,0,0,0
delayed_peak,42,B6,75,0.5333333333333333,1.4261513768537986,0.43554642343712263,0.4096222343934204,dropout_subclass,False,0,0,0,0
secondary_delayed_peak,42,B6,166,0.1746987951807229,1.2342911674721884,0.321761188374527,0.23960337250121086,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,42,B6,9,0.0,0.5322342807542471,0.16972573558065177,1.3656381541311244,baseline_excursion,False,0,0,0,0
saturation_boundary,42,B6,74,0.28378378378378377,1.241515295406323,0.12256337920414528,0.2345601379784518,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,42,B6,9,0.0,0.5322342807542471,0.16972573558065177,1.3656381541311244,nominal_control,False,0,0,0,0
rare_s03f_topology,42,B6,222,0.27927927927927926,1.2270779779570458,0.37327780491266216,0.2654369913227678,saturation_boundary,False,0,0,0,0
nominal_control,42,B6,24,0.041666666666666664,0.9670053796216812,0.2867703988193814,0.18226227574673423,secondary_delayed_peak,False,0,0,0,0
baseline_excursion,42,B8,4,0.0,0.6678724013482652,0.21229945809750278,0.7228643394849061,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,42,B8,29,0.5517241379310345,1.4780137954682584,0.5223693054316088,0.4003747702810068,saturation_boundary,True,0,0,0,0
secondary_delayed_peak,42,B8,65,0.2,1.2842922713984892,0.3935273925170999,0.26664651995318855,baseline_excursion,False,0,0,0,0
dropout_subclass,42,B8,3,0.0,0.8207335600713455,0.16025184777293588,1.2229311028731473,nominal_control,False,0,0,0,0
saturation_boundary,42,B8,32,0.21875,1.2178569704745037,0.1984535955925788,0.2037051017801253,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,42,B8,3,0.0,0.8207335600713455,0.16025184777293588,1.2229311028731473,secondary_delayed_peak,False,0,0,0,0
rare_s03f_topology,42,B8,73,0.273972602739726,1.235538851890711,0.42062981979903247,0.2812130787952726,rare_s03f_topology,False,0,0,0,0
nominal_control,42,B8,9,0.1111111111111111,0.9598008729103122,0.3413447687780314,0.2285754664518749,dropout_subclass,False,0,0,0,0
baseline_excursion,44,B2,124,0.016129032258064516,0.6001134214667738,0.6499136558925699,0.8888242270042743,baseline_excursion,False,0,0,0,0
delayed_peak,44,B2,33,0.18181818181818182,1.3522343569876725,0.5243536948463666,0.41902599302804977,delayed_peak,False,0,0,0,0
secondary_delayed_peak,44,B2,609,0.009852216748768473,1.1010814637242552,0.39855853537802033,0.17560134108468653,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,44,B2,108,0.0,0.14958982877452798,0.3081682330827194,1.7549396189758881,dropout_subclass,False,0,0,0,0
saturation_boundary,44,B2,1213,0.009068425391591096,1.0132023108920563,0.27847182425702344,0.11271531852053472,saturation_boundary,False,0,0,0,0
qtemplate_shift_proxy,44,B2,109,0.0,0.15279784623566275,0.3114297922840076,1.7573775671161616,nominal_control,False,0,0,0,0
nominal_control,44,B2,196,0.02040816326530612,0.9167732059290248,0.3072061775959502,0.1763627246691866,secondary_delayed_peak,False,0,0,0,0
baseline_excursion,44,B6,3,0.0,0.8585149430496853,0.16059285463745995,0.7508783404254995,dropout_subclass,False,0,0,0,0
delayed_peak,44,B6,8,0.625,1.3844705677137068,0.5276199354938683,0.40451797787140653,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,44,B6,24,0.16666666666666666,1.1361879935379644,0.35264220324382783,0.21169607377829106,rare_s03f_topology,False,0,0,0,0
dropout_subclass,44,B6,2,0.5,0.48072449318710536,0.18770695331318438,1.1761853741660226,nominal_control,False,0,0,0,0
saturation_boundary,44,B6,7,0.42857142857142855,1.1307537524506976,0.13402724858928755,0.23150095481366156,saturation_boundary,False,0,0,0,0
qtemplate_shift_proxy,44,B6,2,0.5,0.48072449318710536,0.18770695331318438,1.1761853741660226,secondary_delayed_peak,False,0,0,0,0
rare_s03f_topology,44,B6,28,0.2857142857142857,1.1344941368114947,0.3878686509570603,0.235375092660429,baseline_excursion,False,0,0,0,0
nominal_control,44,B6,4,0.25,0.9016606248878689,0.3391186334868658,0.2896428470608799,delayed_peak,False,0,0,0,0
baseline_excursion,44,B8,1,0.0,0.9944727891156463,0.0,0.46816977677666277,nominal_control,False,0,0,0,0
delayed_peak,44,B8,7,0.5714285714285714,1.3635228715603271,0.4075467510647392,0.3995789433872749,secondary_delayed_peak,False,0,0,0,0
secondary_delayed_peak,44,B8,8,0.5,1.3552904694047148,0.21993208895189845,0.29753799615042703,baseline_excursion,False,0,0,0,0
saturation_boundary,44,B8,4,0.0,1.1002229043173875,0.20449848860448222,0.1535484092500389,saturation_boundary,True,0,0,0,0
rare_s03f_topology,44,B8,9,0.5555555555555556,1.3261487719153195,0.4884641867191135,0.2863562658089053,delayed_peak,False,0,0,0,0
nominal_control,44,B8,1,0.0,0.924690956602628,0.0,0.18732386958743003,rare_s03f_topology,False,0,0,0,0
baseline_excursion,44,B4,5,0.0,0.6967895937923899,0.509954755226283,0.7656029546328866,secondary_delayed_peak,False,0,0,0,0
delayed_peak,44,B4,19,0.5789473684210527,1.402765041054792,0.4469247149676843,0.39509868606953275,delayed_peak,False,0,0,0,0
secondary_delayed_peak,44,B4,47,0.10638297872340426,1.1461639753932338,0.41609064087927333,0.2057392310123221,dropout_subclass,False,0,0,0,0
dropout_subclass,44,B4,5,0.0,0.6261808601793597,0.17941088513479173,1.1452631942361384,nominal_control,False,0,0,0,0
saturation_boundary,44,B4,38,0.18421052631578946,1.2191983889490843,0.13906809635850056,0.22701522509014402,qtemplate_shift_proxy,False,0,0,0,0
qtemplate_shift_proxy,44,B4,4,0.0,0.6069835009667739,0.09151765223570342,1.2498248541551544,rare_s03f_topology,False,0,0,0,0
rare_s03f_topology,44,B4,28,0.2857142857142857,1.1723873131780076,0.3821691060427549,0.2823555146190211,saturation_boundary,False,0,0,0,0
nominal_control,44,B4,4,0.25,0.959997659213357,0.31663036613684276,0.2532191622090825,baseline_excursion,False,0,0,0,0
baseline_excursion,45,B2,1602,0.013108614232209739,0.5625287873148075,0.6028909413473903,0.899393754089429,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,45,B2,341,0.12903225806451613,1.3525590026333307,0.4666840294249078,0.4182447644474279,secondary_delayed_peak,False,0,0,0,0
secondary_delayed_peak,45,B2,6885,0.013507625272331155,1.1082902569403943,0.41116016901930025,0.1696556111257729,delayed_peak,False,0,0,0,0
dropout_subclass,45,B2,1170,0.01282051282051282,0.16505798247673364,0.3228862924001785,1.7260410009046008,nominal_control,False,0,0,0,0
saturation_boundary,45,B2,15526,0.010756150972562153,1.0003298522056627,0.2903540192255286,0.11039041819731589,baseline_excursion,False,0,0,0,0
qtemplate_shift_proxy,45,B2,1121,0.013380909901873328,0.14572593001251333,0.3078214285187383,1.7816863787452604,dropout_subclass,False,0,0,0,0
nominal_control,45,B2,2131,0.003754106053496011,0.921099716454996,0.314551761204874,0.18398949248893398,saturation_boundary,False,0,0,0,0
baseline_excursion,45,B4,64,0.0,0.6925057097616685,0.4735042836988955,0.7287315676813615,baseline_excursion,False,0,0,0,0
delayed_peak,45,B4,284,0.5070422535211268,1.4799902155939013,0.4067100752845411,0.40080803911577023,qtemplate_shift_proxy,False,0,0,0,0
secondary_delayed_peak,45,B4,483,0.17391304347826086,1.2633223814044214,0.31959538955196976,0.24427669846648342,secondary_delayed_peak,False,0,0,0,0
dropout_subclass,45,B4,54,0.037037037037037035,0.3034670782483939,0.19168274650901485,1.4116478673419932,nominal_control,False,0,0,0,0
saturation_boundary,45,B4,313,0.21725239616613418,1.1957709464665398,0.172733781189583,0.23273637414113726,delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,45,B4,48,0.0625,0.30118481276658526,0.14941049350800817,1.49402133540866,dropout_subclass,False,0,0,0,0
rare_s03f_topology,45,B4,279,0.2831541218637993,1.249246224128837,0.29849984685338005,0.2961995858562387,saturation_boundary,False,0,0,0,0
nominal_control,45,B4,40,0.05,0.9840736889343249,0.2985750207246929,0.22181185181554014,rare_s03f_topology,False,0,0,0,0
baseline_excursion,45,B6,29,0.0,0.7531360126603782,0.39623481136250954,0.6468407624740241,delayed_peak,False,0,0,0,0
delayed_peak,45,B6,111,0.5225225225225225,1.476596499989764,0.40164462103464044,0.4035021647558195,baseline_excursion,False,0,0,0,0
secondary_delayed_peak,45,B6,207,0.15458937198067632,1.2457115093274926,0.29865878024954146,0.23929631204389556,qtemplate_shift_proxy,False,0,0,0,0
dropout_subclass,45,B6,16,0.0625,0.44752850019446805,0.1255541149816603,1.3390529283236419,nominal_control,False,0,0,0,0
saturation_boundary,45,B6,83,0.1566265060240964,1.2075125108592435,0.15034333305927086,0.2208059696221106,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,45,B6,15,0.06666666666666667,0.43187529207917014,0.12052952730165378,1.3770540752508391,dropout_subclass,False,0,0,0,0
rare_s03f_topology,45,B6,282,0.2730496453900709,1.224243120984336,0.36558097691324515,0.2833172210100226,rare_s03f_topology,False,0,0,0,0
nominal_control,45,B6,20,0.0,0.9932438397018355,0.23688405603868845,0.16558201172895487,saturation_boundary,False,0,0,0,0
baseline_excursion,45,B8,8,0.0,0.6091828329400559,0.3313964897718972,0.7788090511783241,nominal_control,False,0,0,0,0
delayed_peak,45,B8,52,0.5192307692307693,1.4794705415777214,0.49539712737199404,0.38282946436799226,delayed_peak,False,0,0,0,0
secondary_delayed_peak,45,B8,94,0.1702127659574468,1.2779424133068753,0.38348870510563055,0.2633599227564593,baseline_excursion,False,0,0,0,0
dropout_subclass,45,B8,8,0.0,0.520604467254734,0.1114647212012031,1.2135849545069786,rare_s03f_topology,False,0,0,0,0
saturation_boundary,45,B8,58,0.20689655172413793,1.2375058762529192,0.14454472885265882,0.23575122963650907,dropout_subclass,False,0,0,0,0
qtemplate_shift_proxy,45,B8,8,0.0,0.5400278798711018,0.09313756887682444,1.2248721720664266,qtemplate_shift_proxy,False,0,0,0,0
rare_s03f_topology,45,B8,103,0.30097087378640774,1.2336846922469569,0.3531252924462153,0.2900342593329852,saturation_boundary,True,0,1,1,1
nominal_control,45,B8,9,0.1111111111111111,1.0589983187367984,0.30642012470100477,0.13835021706267814,secondary_delayed_peak,False,0,0,0,0
baseline_excursion,46,B2,23,0.0,0.6618306319130077,0.6347658359364521,0.7874680736863564,qtemplate_shift_proxy,False,0,0,0,0
delayed_peak,46,B2,3,0.0,1.4285122162208135,0.7079289135760998,0.4466551275831037,nominal_control,False,0,0,0,0
secondary_delayed_peak,46,B2,238,0.004201680672268907,1.0805763229353893,0.42334522424385956,0.13291471410443148,dropout_subclass,False,0,0,0,0
dropout_subclass,46,B2,16,0.0,0.2266568675046718,0.20687806709093046,1.6356291781495842,baseline_excursion,False,0,0,0,0
saturation_boundary,46,B2,453,0.004415011037527594,1.0118939854784328,0.2901623861612521,0.09725496391323793,secondary_delayed_peak,False,0,0,0,0
qtemplate_shift_proxy,46,B2,15,0.0,0.18754616005888733,0.21005124711574502,1.6900380638754429,delayed_peak,False,0,0,0,0
nominal_control,46,B2,67,0.0,0.9295119238936811,0.2808966192674604,0.1537377751088706,saturation_boundary,False,0,0,0,0
baseline_excursion,47,B2,155,0.012903225806451613,0.6240219268879111,0.6168800185616816,0.7952075357584015,secondary_delayed_peak,False,0,0,0,0
