consumer,n_cells,n_positive,metric,promoted_metric_mean,promoted_metric_ci_low,promoted_metric_ci_high,control_metric_mean
timing,1003,17,timing_tail_rate,0.09206798866855524,0.06356668061744504,0.15364100278721673,0.009075114971895759
pileup,1003,24,pileup_excess_proxy,1.1712733106347335,1.157988345767833,1.198501519026431,0.9378081239290466
charge,1003,25,charge_res68_proxy,0.15836698527413404,0.15208993619483807,0.16262718758781475,0.307149186503006
pid,1003,25,qshape_abs_mean,0.18326503747150422,0.17306353263131122,0.21463096946928975,0.18485140383552454
