atom,stave,n_total,runs_present,timing_tail_rate,timing_tail_rate_ci_low,timing_tail_rate_ci_high,charge_res68_proxy,charge_res68_proxy_ci_low,charge_res68_proxy_ci_high,charge_bias_abs_mean,charge_bias_abs_mean_ci_low,charge_bias_abs_mean_ci_high,pileup_excess_proxy,pileup_excess_proxy_ci_low,pileup_excess_proxy_ci_high,qshape_abs_mean,qshape_abs_mean_ci_low,qshape_abs_mean_ci_high
saturation_boundary,B2,436614,33,0.00960573870741662,0.008340342395631244,0.0114124433638117,0.23805178833857324,0.22452095385494303,0.2544836371205024,1.1610132082216347,1.1146262786390015,1.1895301138658498,0.9858907628384932,0.9747922063216398,1.0001266803075757,0.08825331814063338,0.0796631793989439,0.10067529120651557
secondary_delayed_peak,B2,137341,33,0.014198236506214459,0.012307491820670102,0.016446363919930342,0.3901469301491835,0.37679672973459183,0.4046740889983131,0.49751931974220226,0.4741590500078229,0.5278823716296367,1.111646515874448,1.1091304659999355,1.1149092274868428,0.17126568369548364,0.16477758437766332,0.17766896398255835
baseline_excursion,B2,23032,33,0.03278047933310177,0.01808440700932433,0.053006682943625386,0.5908791970864494,0.5818776525956237,0.6014779972605641,0.4351236146432309,0.41111502301382336,0.4556069537246689,0.6341109104883597,0.6087450405687186,0.6617280467629362,0.7869232096208574,0.7434488560755893,0.825837200247085
secondary_delayed_peak,B4,21144,33,0.11341278849791903,0.08358886284954041,0.17543168424182012,0.28456633421498856,0.2759966689758933,0.29672523229867187,0.42788002503938005,0.41827196752244017,0.44743860436606686,1.1932756968525757,1.1734163205048904,1.2248571703169138,0.21773363236576465,0.21002372356642193,0.23302824248567144
rare_s03f_topology,B6,14820,33,0.1427800269905533,0.10025044388037564,0.23451167745139317,0.3399512798080299,0.3337917265855393,0.3500132447819019,0.5023251874444583,0.4548337839532643,0.5534987914720125,1.1442246078100233,1.1259605452407273,1.1870939953817272,0.21438450212251658,0.20081549955891187,0.2434314588663708
rare_s03f_topology,B4,14681,33,0.1441318711259451,0.10014497415978478,0.23229268310376683,0.2809147722040435,0.275338303484545,0.2891006524653957,0.3215990505411954,0.3010663996806822,0.3578599201693234,1.1500213816653548,1.1282824479551559,1.2026323565411108,0.2415087754638468,0.2307981134261117,0.2687100354929214
dropout_subclass,B2,14633,33,0.02296179867422948,0.015397964181093467,0.031494320124542785,0.30267474926277305,0.289702733173611,0.3118725178936597,0.26416709992588394,0.2518724615280527,0.28004593234976827,0.23414934775189924,0.19947703602790307,0.2737004780783881,1.624966147042967,1.5704624671353191,1.6726953342481725
qtemplate_shift_proxy,B2,13668,33,0.01997366110623354,0.016222114879683145,0.026602151132695633,0.28837339915601057,0.2789752540062658,0.2968052481009338,0.27330019428430535,0.26215732116640533,0.2868606032591476,0.20634840015782707,0.17438494353232237,0.24132138298254746,1.7004872746204716,1.6472091190488414,1.735518080601952
saturation_boundary,B4,10277,33,0.14245402354772793,0.10596987167877434,0.2070690292696842,0.17077790331121206,0.16555291882079412,0.17710002664004618,0.8829503315745111,0.8685350339069885,0.9092210038519947,1.1689735104557148,1.149812914856177,1.195736649369726,0.19632491020884282,0.1839167485346321,0.21915264381623073
secondary_delayed_peak,B6,10095,33,0.1030212976721149,0.07260780573865999,0.1393640169589032,0.29196334431474313,0.2780080718312658,0.3053170867742908,0.5256419612657516,0.48786889138385103,0.5621163285741387,1.1819081127577336,1.1682696980079468,1.2076242255121143,0.20027945703419014,0.1939058669825036,0.21569451738633957
delayed_peak,B2,6229,33,0.10290576336490609,0.092115378476432,0.11449317606703266,0.4647034597844698,0.456110237755482,0.47531011812370616,0.5663486397951943,0.5523327488009792,0.5884814467366244,1.3843872109410633,1.3755727778479032,1.3951484556515878,0.40590317938570025,0.3969943302758144,0.41268147970402497
rare_s03f_topology,B8,5591,33,0.14255052763369702,0.09699390724108435,0.223753312312179,0.34585840376441335,0.3390830582508642,0.3555975747909016,0.6417873080112994,0.5861133629403411,0.7262888876626358,1.1682173204369648,1.151912457522928,1.2037060435134237,0.21778207589886447,0.20612782112234426,0.24647656118803338
delayed_peak,B4,5433,33,0.4929136756856249,0.421725410302784,0.5937189739037723,0.39605767871726955,0.3904685930731327,0.4017974189767784,0.4566591586142156,0.43443557838370045,0.4804800361177919,1.467981405756197,1.4590574048304792,1.4761893487081543,0.39733555645966845,0.3950607079787086,0.39948638490833066
secondary_delayed_peak,B8,4167,33,0.11879049676025918,0.08947614312546365,0.16801957270296236,0.3130341006364954,0.2985592244737359,0.345699437006613,0.505370152389019,0.45013725363595336,0.554027319245682,1.2174288558377864,1.2022951663149093,1.242277754067235,0.20902193039400138,0.20289927101913524,0.21832207548194466
saturation_boundary,B6,4118,33,0.1287032540067994,0.0948831761693993,0.18633590094414504,0.12806080963713487,0.11901340799032901,0.13811283799096902,0.9211254203271481,0.8876321042803894,0.9583202077057118,1.1803075184469765,1.166051760686224,1.203352725200008,0.18413493453041652,0.17582979394014897,0.19869106481209195
saturation_boundary,B8,2467,32,0.13254965545196595,0.09127997134784512,0.22877481009556486,0.15848386300478579,0.15279987846599502,0.1633567166615869,0.9608753779770042,0.9021222501957605,1.0224857050161062,1.1751619512706093,1.1592165703430988,1.20165124596109,0.1850800671335814,0.17398310429541314,0.20711987399784265
baseline_excursion,B4,2320,32,0.01206896551724138,0.008556191561647018,0.015559575473770975,0.45848457904512,0.44364235141358016,0.4754052452911073,0.23177617880149448,0.20395899059197292,0.27887190839864684,0.7529235232382309,0.7349289208603793,0.7666444751279804,0.64110807281834,0.6264769582701475,0.6605277928640247
delayed_peak,B6,2306,32,0.50520381613183,0.4362807415879375,0.5823789970789843,0.3999596659643078,0.3900524093357386,0.4100106142977103,0.43647271047775077,0.4121102230684311,0.46747979187156613,1.4739629920069937,1.4564943624301512,1.4879203798742993,0.4052526182412702,0.4039905242944466,0.40682025940802397
dropout_subclass,B4,1397,32,0.0816034359341446,0.05451943356984667,0.12348424937392909,0.1809371560057059,0.17356839373612828,0.18779734737649642,0.3484244023991693,0.3301282516689736,0.36409803378035294,0.5156796910136817,0.43573573857030706,0.5681904399167678,1.204434521692827,1.1590227372822137,1.2653649250235268
qtemplate_shift_proxy,B4,1267,32,0.08524072612470403,0.057749960313062544,0.1337834069254009,0.15259881857329063,0.14114613327684086,0.16555714787790246,0.38170295527968523,0.3569579790070485,0.3996781020326135,0.5087445673137241,0.4233039532355224,0.556495901897659,1.255616557085104,1.2072554187020832,1.3189568844982458
delayed_peak,B8,1000,32,0.519,0.43719909684738584,0.6074270532697175,0.4658068008756377,0.4480299089050748,0.4819553803792037,0.49812922102974083,0.447899184013895,0.5452693225996376,1.4740247108174145,1.4563498276647553,1.489141635606936,0.38952295599737224,0.38708333287483415,0.39213142293381936
baseline_excursion,B6,909,32,0.019801980198019802,0.00545807718579235,0.04143007182545061,0.4098714901877018,0.38842904469570194,0.42759192927069556,0.30315410874839954,0.2550963635387568,0.3445445285352766,0.780801443342863,0.767587259979746,0.7993922039911614,0.6686392760960838,0.6417523549418812,0.6905009806521901
qtemplate_shift_proxy,B6,552,31,0.07789855072463768,0.046478263338728454,0.1238295505117935,0.15060959479517574,0.13991431031644289,0.15765975811717942,0.28143673745991005,0.24874179923081033,0.3193317666249682,0.5446964388358891,0.4934635341317638,0.5724856707796614,1.2338435889067307,1.209108249001363,1.2751921335266783
dropout_subclass,B6,548,31,0.07664233576642336,0.04919555087142333,0.1361592108217333,0.17562880339755058,0.16163307414557782,0.1855876299114278,0.26160594796593384,0.23340098690060332,0.30111918070807936,0.5304487126309814,0.4835450078471951,0.5548333594771747,1.2296070367112675,1.1996571498936401,1.2761968256551732
