method,axis,stratum,nominal_coverage,heldout_run,n_train_rows,n_train_runs,n_test_rows,calibration_mode,interval_center_ns,half_width_ns,interval_width_ns,coverage,coverage_error,abs_coverage_error
pair_median,rate_residual_quantile,low_rate_residual,0.95,53,15592,6,1120,same_rate_atom,-0.015605575277447749,41.61593169518461,83.23186339036921,0.7178571428571429,-0.2321428571428571,0.2321428571428571
pair_median,rate_residual_quantile,low_rate_residual,0.95,55,15956,6,756,same_rate_atom,0.0133322080851332,51.17992077785541,102.35984155571082,0.8134920634920635,-0.13650793650793647,0.13650793650793647
pair_median,rate_residual_quantile,low_rate_residual,0.95,58,15505,6,1207,same_rate_atom,0.0242863735093763,53.41908272592743,106.83816545185486,0.903893951946976,-0.046106048053023985,0.046106048053023985
pair_median,rate_residual_quantile,low_rate_residual,0.95,59,5525,6,11187,same_rate_atom,0.3669422231571353,97.78154326455649,195.56308652911298,0.9966032001430232,0.046603200143023216,0.046603200143023216
pair_median,rate_residual_quantile,low_rate_residual,0.95,65,15198,6,1514,same_rate_atom,0.03651062075913275,59.66110473057578,119.32220946115156,0.9550858652575958,0.005085865257595801,0.005085865257595801
pair_median,rate_residual_quantile,mid_rate_residual,0.68,50,41853,6,1289,same_rate_atom,-0.0871680342526346,1.7905816178024496,3.5811632356048992,0.36229635376260666,-0.3177036462373934,0.3177036462373934
pair_median,rate_residual_quantile,mid_rate_residual,0.68,54,42089,6,1053,same_rate_atom,-0.079973225331166,1.800150323537327,3.600300647074654,0.36657169990503324,-0.3134283000949668,0.3134283000949668
pair_median,rate_residual_quantile,mid_rate_residual,0.68,56,41473,6,1669,same_rate_atom,-0.085304241801154,1.7832788996870537,3.5665577993741073,0.39724385859796285,-0.2827561414020372,0.2827561414020372
pair_median,rate_residual_quantile,mid_rate_residual,0.68,60,32618,6,10524,same_rate_atom,0.0159629790736026,1.950621525812203,3.901243051624406,0.7637780311668567,0.08377803116685667,0.08377803116685667
pair_median,rate_residual_quantile,mid_rate_residual,0.68,61,31287,6,11855,same_rate_atom,-0.0752298943673182,1.9623259787067344,3.924651957413469,0.7669337832138339,0.08693378321383383,0.08693378321383383
pair_median,rate_residual_quantile,mid_rate_residual,0.68,62,32206,6,10936,same_rate_atom,-0.045176175778514946,1.8881911256149666,3.776382251229933,0.7179956108266277,0.03799561082662761,0.03799561082662761
pair_median,rate_residual_quantile,mid_rate_residual,0.68,63,37326,6,5816,same_rate_atom,-0.08473467158021636,1.7694785356754092,3.5389570713508185,0.5766850068775791,-0.10331499312242098,0.10331499312242098
pair_median,rate_residual_quantile,mid_rate_residual,0.95,50,41853,6,1289,same_rate_atom,-0.0871680342526346,25.714327729397283,51.428655458794566,0.6664080682699767,-0.2835919317300233,0.2835919317300233
pair_median,rate_residual_quantile,mid_rate_residual,0.95,54,42089,6,1053,same_rate_atom,-0.079973225331166,27.059565785951676,54.11913157190335,0.6761633428300095,-0.2738366571699905,0.2738366571699905
pair_median,rate_residual_quantile,mid_rate_residual,0.95,56,41473,6,1669,same_rate_atom,-0.085304241801154,24.92103375313295,49.8420675062659,0.6992210904733374,-0.2507789095266626,0.2507789095266626
pair_median,rate_residual_quantile,mid_rate_residual,0.95,60,32618,6,10524,same_rate_atom,0.0159629790736026,37.64955246413505,75.2991049282701,0.9863169897377423,0.03631698973774233,0.03631698973774233
pair_median,rate_residual_quantile,mid_rate_residual,0.95,61,31287,6,11855,same_rate_atom,-0.0752298943673182,38.76748282545355,77.5349656509071,0.9865879375790806,0.03658793757908063,0.03658793757908063
pair_median,rate_residual_quantile,mid_rate_residual,0.95,62,32206,6,10936,same_rate_atom,-0.045176175778514946,37.61475840849764,75.22951681699529,0.9847293343087052,0.034729334308705284,0.034729334308705284
pair_median,rate_residual_quantile,mid_rate_residual,0.95,63,37326,6,5816,same_rate_atom,-0.08473467158021636,30.653328741805037,61.306657483610074,0.9339752407152683,-0.016024759284731682,0.016024759284731682
pair_median,current_group,low_current_2nA,0.68,47,65328,20,156,fallback_all_rate_atoms,-0.021927523652808,2.042246587984305,4.08449317596861,0.5576923076923077,-0.12230769230769234,0.12230769230769234
pair_median,current_group,low_current_2nA,0.95,47,65328,20,156,fallback_all_rate_atoms,-0.021927523652808,43.56527967473116,87.13055934946232,0.8910256410256411,-0.058974358974358876,0.058974358974358876
pair_median,current_group,nominal_current_20nA,0.68,44,65146,18,169,same_rate_atom,-0.0236850377397157,2.0382603950537246,4.076520790107449,0.4260355029585799,-0.25396449704142016,0.25396449704142016
pair_median,current_group,nominal_current_20nA,0.68,45,63528,18,1787,same_rate_atom,-0.02959495293294085,2.0198545016050073,4.039709003210015,0.5355344152210408,-0.1444655847789592,0.1444655847789592
pair_median,current_group,nominal_current_20nA,0.68,48,64217,18,1098,same_rate_atom,-0.0265920062497357,2.030246955768977,4.060493911537954,0.563752276867031,-0.11624772313296905,0.11624772313296905
pair_median,current_group,nominal_current_20nA,0.68,49,64129,18,1186,same_rate_atom,-0.0258401348656835,2.0293554425338884,4.058710885067777,0.5573355817875211,-0.12266441821247898,0.12266441821247898
pair_median,current_group,nominal_current_20nA,0.68,50,64026,18,1289,same_rate_atom,-0.03712219426539135,2.0093862945328005,4.018772589065601,0.39022498060512023,-0.2897750193948798,0.2897750193948798
pair_median,current_group,nominal_current_20nA,0.68,51,64699,18,616,same_rate_atom,-0.026186565644231,2.0296763548211256,4.059352709642251,0.44805194805194803,-0.23194805194805201,0.23194805194805201
pair_median,current_group,nominal_current_20nA,0.68,52,65003,18,312,same_rate_atom,-0.024027889885037,2.0342558326233684,4.068511665246737,0.40384615384615385,-0.2761538461538462,0.2761538461538462
pair_median,current_group,nominal_current_20nA,0.68,53,64195,18,1120,same_rate_atom,-0.0333989489142112,2.011374924616923,4.022749849233846,0.375,-0.30500000000000005,0.30500000000000005
pair_median,current_group,nominal_current_20nA,0.68,54,64262,18,1053,same_rate_atom,-0.03244525767293455,2.0156020434601056,4.031204086920211,0.3903133903133903,-0.28968660968660975,0.28968660968660975
pair_median,current_group,nominal_current_20nA,0.68,55,64559,18,756,same_rate_atom,-0.0280979819173055,2.025761606393138,4.051523212786276,0.4417989417989418,-0.23820105820105825,0.23820105820105825
pair_median,current_group,nominal_current_20nA,0.68,56,63646,18,1669,same_rate_atom,-0.03583692253525145,2.0049230162050162,4.0098460324100325,0.42660275614140203,-0.253397243858598,0.253397243858598
pair_median,current_group,nominal_current_20nA,0.68,57,64094,18,1221,same_rate_atom,-0.02807443922151085,2.029660652657815,4.05932130531563,0.5651105651105651,-0.11488943488943493,0.11488943488943493
pair_median,current_group,nominal_current_20nA,0.68,58,64108,18,1207,same_rate_atom,-0.025503886590080002,2.0328382639990354,4.065676527998071,0.5956917978458989,-0.08430820215410118,0.08430820215410118
pair_median,current_group,nominal_current_20nA,0.68,59,54128,18,11187,same_rate_atom,-0.0076820441932454,2.0426377883022138,4.0852755766044275,0.6776615714668812,-0.0023384285331188304,0.0023384285331188304
pair_median,current_group,nominal_current_20nA,0.68,60,54791,18,10524,same_rate_atom,0.0453166469039452,2.173464952049792,4.346929904099584,0.8019764348156595,0.12197643481565945,0.12197643481565945
pair_median,current_group,nominal_current_20nA,0.68,61,53460,18,11855,same_rate_atom,-0.015814063333809948,2.185881860988193,4.371763721976386,0.8078447912273302,0.12784479122733017,0.12784479122733017
pair_median,current_group,nominal_current_20nA,0.68,62,54379,18,10936,same_rate_atom,0.0043252570942264,2.1270945497397,4.2541890994794,0.7596013167520117,0.07960131675201165,0.07960131675201165
pair_median,current_group,nominal_current_20nA,0.68,63,59499,18,5816,same_rate_atom,-0.0323075996674937,2.0126920561984476,4.025384112396895,0.6234525447042641,-0.056547455295735904,0.056547455295735904
pair_median,current_group,nominal_current_20nA,0.68,65,63801,18,1514,same_rate_atom,-0.0230011321997949,2.0372781029323836,4.074556205864767,0.6459709379128138,-0.03402906208718626,0.03402906208718626
pair_median,current_group,nominal_current_20nA,0.95,44,65146,18,169,same_rate_atom,-0.0236850377397157,43.26083449158321,86.52166898316642,0.8579881656804734,-0.09201183431952653,0.09201183431952653
pair_median,current_group,nominal_current_20nA,0.95,45,63528,18,1787,same_rate_atom,-0.02959495293294085,41.26020932248251,82.52041864496502,0.8528259653049804,-0.0971740346950195,0.0971740346950195
pair_median,current_group,nominal_current_20nA,0.95,48,64217,18,1098,same_rate_atom,-0.0265920062497357,42.46436858628548,84.92873717257096,0.8806921675774135,-0.06930783242258642,0.06930783242258642
pair_median,current_group,nominal_current_20nA,0.95,49,64129,18,1186,same_rate_atom,-0.0258401348656835,42.56234947641016,85.12469895282032,0.8920741989881956,-0.057925801011804334,0.057925801011804334
pair_median,current_group,nominal_current_20nA,0.95,50,64026,18,1289,same_rate_atom,-0.03712219426539135,39.56745288520244,79.13490577040488,0.7137315748642359,-0.23626842513576407,0.23626842513576407
pair_median,current_group,nominal_current_20nA,0.95,51,64699,18,616,same_rate_atom,-0.026186565644231,42.21779207580606,84.43558415161212,0.788961038961039,-0.16103896103896098,0.16103896103896098
pair_median,current_group,nominal_current_20nA,0.95,52,65003,18,312,same_rate_atom,-0.024027889885037,42.62356513629235,85.2471302725847,0.7532051282051282,-0.19679487179487176,0.19679487179487176
pair_median,current_group,nominal_current_20nA,0.95,53,64195,18,1120,same_rate_atom,-0.0333989489142112,40.24299229724081,80.48598459448162,0.7107142857142857,-0.2392857142857142,0.2392857142857142
pair_median,current_group,nominal_current_20nA,0.95,54,64262,18,1053,same_rate_atom,-0.03244525767293455,40.649034944256485,81.29806988851297,0.7312440645773979,-0.21875593542260208,0.21875593542260208
pair_median,current_group,nominal_current_20nA,0.95,55,64559,18,756,same_rate_atom,-0.0280979819173055,41.88666931113956,83.77333862227913,0.7857142857142857,-0.16428571428571426,0.16428571428571426
pair_median,current_group,nominal_current_20nA,0.95,56,63646,18,1669,same_rate_atom,-0.03583692253525145,39.192987137643,78.385974275286,0.750149790293589,-0.199850209706411,0.199850209706411
pair_median,current_group,nominal_current_20nA,0.95,57,64094,18,1221,same_rate_atom,-0.02807443922151085,42.51786675010877,85.03573350021755,0.8910728910728911,-0.05892710892710884,0.05892710892710884
pair_median,current_group,nominal_current_20nA,0.95,58,64108,18,1207,same_rate_atom,-0.025503886590080002,42.43785636455364,84.87571272910728,0.8864954432477217,-0.06350455675227829,0.06350455675227829
pair_median,current_group,nominal_current_20nA,0.95,59,54128,18,11187,same_rate_atom,-0.0076820441932454,52.527590624867464,105.05518124973493,0.9885581478501833,0.0385581478501833,0.0385581478501833
pair_median,current_group,nominal_current_20nA,0.95,60,54791,18,10524,same_rate_atom,0.0453166469039452,52.34384851096837,104.68769702193674,0.9904979095400989,0.04049790954009891,0.04049790954009891
pair_median,current_group,nominal_current_20nA,0.95,61,53460,18,11855,same_rate_atom,-0.015814063333809948,53.565862918988834,107.13172583797767,0.9902150991142977,0.04021509911429777,0.04021509911429777
pair_median,current_group,nominal_current_20nA,0.95,62,54379,18,10936,same_rate_atom,0.0043252570942264,52.6970942005083,105.3941884010166,0.9903072421360644,0.0403072421360644,0.0403072421360644
pair_median,current_group,nominal_current_20nA,0.95,63,59499,18,5816,same_rate_atom,-0.0323075996674937,45.99599532559712,91.99199065119424,0.9740371389270976,0.02403713892709769,0.02403713892709769
pair_median,current_group,nominal_current_20nA,0.95,65,63801,18,1514,same_rate_atom,-0.0230011321997949,43.45225846236872,86.90451692473744,0.9484808454425363,-0.0015191545574636534,0.0015191545574636534
pair_median,topology,B2_containing,0.68,44,43832,20,124,same_rate_atom,-0.02832571361973275,2.329523015918047,4.659046031836094,0.3709677419354839,-0.3090322580645162,0.3090322580645162
pair_median,topology,B2_containing,0.68,45,42663,20,1293,same_rate_atom,-0.0358718155683277,2.284765477577816,4.569530955155632,0.47022428460943544,-0.2097757153905646,0.2097757153905646
pair_median,topology,B2_containing,0.68,47,43844,20,112,same_rate_atom,-0.0291847109840599,2.3315740004545633,4.663148000909127,0.4642857142857143,-0.21571428571428575,0.21571428571428575
pair_median,topology,B2_containing,0.68,48,43164,20,792,same_rate_atom,-0.0316312564597209,2.310437625080399,4.620875250160798,0.5277777777777778,-0.15222222222222226,0.15222222222222226
pair_median,topology,B2_containing,0.68,49,43092,20,864,same_rate_atom,-0.0305223626176349,2.307427579841234,4.614855159682468,0.5127314814814815,-0.16726851851851854,0.16726851851851854
pair_median,topology,B2_containing,0.68,50,43002,20,954,same_rate_atom,-0.04546646768639915,2.2570395412881123,4.514079082576225,0.27253668763102723,-0.4074633123689728,0.4074633123689728
pair_median,topology,B2_containing,0.68,51,43514,20,442,same_rate_atom,-0.032867615828970395,2.30801915020602,4.61603830041204,0.36877828054298645,-0.3112217194570136,0.3112217194570136
pair_median,topology,B2_containing,0.68,52,43739,20,217,same_rate_atom,-0.0297796617615091,2.319854785151401,4.639709570302802,0.30414746543778803,-0.375852534562212,0.375852534562212
pair_median,topology,B2_containing,0.68,53,43143,20,813,same_rate_atom,-0.0404882333708336,2.266604007375318,4.533208014750636,0.24477244772447723,-0.4352275522755228,0.4352275522755228
pair_median,topology,B2_containing,0.68,54,43184,20,772,same_rate_atom,-0.03904235562000835,2.272329226002565,4.54465845200513,0.26295336787564766,-0.4170466321243524,0.4170466321243524
pair_median,topology,B2_containing,0.68,55,43417,20,539,same_rate_atom,-0.0333989489142112,2.2995068513853663,4.5990137027707325,0.3395176252319109,-0.3404823747680891,0.3404823747680891
pair_median,topology,B2_containing,0.68,56,42747,20,1209,same_rate_atom,-0.044666747651842,2.2460925868692,4.4921851737384,0.31017369727047145,-0.3698263027295286,0.3698263027295286
pair_median,topology,B2_containing,0.68,57,43082,20,874,same_rate_atom,-0.03422065354218155,2.3079658182130967,4.615931636426193,0.5297482837528604,-0.15025171624713962,0.15025171624713962
pair_median,topology,B2_containing,0.68,58,43102,20,854,same_rate_atom,-0.02987243602502325,2.314363295483463,4.628726590966926,0.5573770491803278,-0.12262295081967223,0.12262295081967223
pair_median,topology,B2_containing,0.68,59,36522,20,7434,same_rate_atom,0.0115640944303798,2.3437403701936734,4.687480740387347,0.6759483454398708,-0.004051654560129236,0.004051654560129236
pair_median,topology,B2_containing,0.68,60,37132,20,6824,same_rate_atom,0.08057972336143665,2.6806714641602842,5.3613429283205685,0.8708968347010551,0.190896834701055,0.190896834701055
pair_median,topology,B2_containing,0.68,61,36346,20,7610,same_rate_atom,-0.06258422848249084,2.6905204559606215,5.381040911921243,0.878580814717477,0.1985808147174769,0.1985808147174769
pair_median,topology,B2_containing,0.68,62,36853,20,7103,same_rate_atom,0.0189473329994598,2.544874316553458,5.089748633106916,0.8031817541883711,0.12318175418837107,0.12318175418837107
pair_median,topology,B2_containing,0.68,63,39956,20,4000,same_rate_atom,-0.029265195809248398,2.2838202711343,4.5676405422686,0.61025,-0.06975000000000009,0.06975000000000009
pair_median,topology,B2_containing,0.68,65,42840,20,1116,same_rate_atom,-0.0253870396481019,2.3275187806597653,4.6550375613195305,0.6326164874551972,-0.047383512544802886,0.047383512544802886
pair_median,topology,B2_containing,0.95,44,43832,20,124,same_rate_atom,-0.02832571361973275,66.81092131483057,133.62184262966113,0.8629032258064516,-0.08709677419354833,0.08709677419354833
pair_median,topology,B2_containing,0.95,45,42663,20,1293,same_rate_atom,-0.0358718155683277,62.8916422589948,125.7832845179896,0.8414539829853055,-0.10854601701469446,0.10854601701469446
pair_median,topology,B2_containing,0.95,47,43844,20,112,same_rate_atom,-0.0291847109840599,66.8728865877956,133.7457731755912,0.8571428571428571,-0.09285714285714286,0.09285714285714286
pair_median,topology,B2_containing,0.95,48,43164,20,792,same_rate_atom,-0.0316312564597209,65.17593895912097,130.35187791824194,0.8737373737373737,-0.07626262626262625,0.07626262626262625
pair_median,topology,B2_containing,0.95,49,43092,20,864,same_rate_atom,-0.0305223626176349,65.84793140336524,131.69586280673047,0.8969907407407407,-0.053009259259259256,0.053009259259259256
pair_median,topology,B2_containing,0.95,50,43002,20,954,same_rate_atom,-0.04546646768639915,61.991500475502285,123.98300095100457,0.7442348008385744,-0.20576519916142555,0.20576519916142555
pair_median,topology,B2_containing,0.95,51,43514,20,442,same_rate_atom,-0.032867615828970395,65.01941404115821,130.03882808231643,0.8076923076923077,-0.14230769230769225,0.14230769230769225
pair_median,topology,B2_containing,0.95,52,43739,20,217,same_rate_atom,-0.0297796617615091,65.97072038897267,131.94144077794533,0.7465437788018433,-0.20345622119815665,0.20345622119815665
pair_median,topology,B2_containing,0.95,53,43143,20,813,same_rate_atom,-0.0404882333708336,61.901902464873984,123.80380492974797,0.7011070110701108,-0.2488929889298892,0.2488929889298892
pair_median,topology,B2_containing,0.95,54,43184,20,772,same_rate_atom,-0.03904235562000835,62.37223975996964,124.74447951993928,0.7240932642487047,-0.22590673575129527,0.22590673575129527
pair_median,topology,B2_containing,0.95,55,43417,20,539,same_rate_atom,-0.0333989489142112,64.38531395845665,128.7706279169133,0.7940630797773655,-0.1559369202226345,0.1559369202226345
pair_median,topology,B2_containing,0.95,56,42747,20,1209,same_rate_atom,-0.044666747651842,61.730375149891344,123.46075029978269,0.770885028949545,-0.17911497105045493,0.17911497105045493
pair_median,topology,B2_containing,0.95,57,43082,20,874,same_rate_atom,-0.03422065354218155,65.62199761105056,131.24399522210112,0.8901601830663616,-0.05983981693363838,0.05983981693363838
pair_median,topology,B2_containing,0.95,58,43102,20,854,same_rate_atom,-0.02987243602502325,65.83275662929394,131.66551325858788,0.8957845433255269,-0.05421545667447303,0.05421545667447303
pair_median,topology,B2_containing,0.95,59,36522,20,7434,same_rate_atom,0.0115640944303798,74.76004843993857,149.52009687987714,0.9911218724778047,0.041121872477804744,0.041121872477804744
pair_median,topology,B2_containing,0.95,60,37132,20,6824,same_rate_atom,0.08057972336143665,73.78502216102572,147.57004432205144,0.9923798358733881,0.042379835873388116,0.042379835873388116
pair_median,topology,B2_containing,0.95,61,36346,20,7610,same_rate_atom,-0.06258422848249084,75.47271099064858,150.94542198129716,0.9922470433639947,0.04224704336399476,0.04224704336399476
pair_median,topology,B2_containing,0.95,62,36853,20,7103,same_rate_atom,0.0189473329994598,73.84420096584384,147.68840193168768,0.9907081514852879,0.04070815148528795,0.04070815148528795
pair_median,topology,B2_containing,0.95,63,39956,20,4000,same_rate_atom,-0.029265195809248398,70.13448825657966,140.26897651315932,0.97675,0.02675000000000005,0.02675000000000005
pair_median,topology,B2_containing,0.95,65,42840,20,1116,same_rate_atom,-0.0253870396481019,67.11837214963477,134.23674429926953,0.9471326164874552,-0.0028673835125447855,0.0028673835125447855
pair_median,topology,downstream_only,0.68,44,21483,20,45,same_rate_atom,-0.0130126294073846,1.7299627027343323,3.4599254054686646,0.5333333333333333,-0.14666666666666672,0.14666666666666672
pair_median,topology,downstream_only,0.68,45,21034,20,494,same_rate_atom,-0.012433740073795649,1.7322973070994923,3.4645946141989845,0.7044534412955465,0.024453441295546496,0.024453441295546496
pair_median,topology,downstream_only,0.68,47,21484,20,44,same_rate_atom,-0.0128363948024556,1.7308818153325694,3.4617636306651387,0.7272727272727273,0.047272727272727244,0.047272727272727244
pair_median,topology,downstream_only,0.68,48,21222,20,306,same_rate_atom,-0.0125494912941945,1.7302739004187575,3.460547800837515,0.673202614379085,-0.006797385620915031,0.006797385620915031
pair_median,topology,downstream_only,0.68,49,21206,20,322,same_rate_atom,-0.01364571045438895,1.7328186317516803,3.4656372635033605,0.7142857142857143,0.03428571428571425,0.03428571428571425
pair_median,topology,downstream_only,0.68,50,21193,20,335,same_rate_atom,-0.0149678013277991,1.7319073033436188,3.4638146066872375,0.6865671641791045,0.006567164179104412,0.006567164179104412
pair_median,topology,downstream_only,0.68,51,21354,20,174,same_rate_atom,-0.01167307794803555,1.7302762155672309,3.4605524311344618,0.6609195402298851,-0.019080459770114966,0.019080459770114966
pair_median,topology,downstream_only,0.68,52,21433,20,95,same_rate_atom,-0.0114483344241804,1.7308464566850186,3.461692913370037,0.6947368421052632,0.01473684210526316,0.01473684210526316
pair_median,topology,downstream_only,0.68,53,21221,20,307,same_rate_atom,-0.0134398700022089,1.7321659593520922,3.4643319187041843,0.7068403908794788,0.02684039087947876,0.02684039087947876
pair_median,topology,downstream_only,0.68,54,21247,20,281,same_rate_atom,-0.0133857736063021,1.731587046014105,3.46317409202821,0.701067615658363,0.021067615658362904,0.021067615658362904
pair_median,topology,downstream_only,0.68,55,21311,20,217,same_rate_atom,-0.0133857736063021,1.730445393685885,3.46089078737177,0.6682027649769585,-0.01179723502304153,0.01179723502304153
pair_median,topology,downstream_only,0.68,56,21068,20,460,same_rate_atom,-0.0132370814315283,1.733171825182994,3.466343650365988,0.7108695652173913,0.03086956521739126,0.03086956521739126
pair_median,topology,downstream_only,0.68,57,21181,20,347,same_rate_atom,-0.0130126294073846,1.7299829785541634,3.4599659571083268,0.6628242074927954,-0.01717579250720469,0.01717579250720469
pair_median,topology,downstream_only,0.68,58,21175,20,353,same_rate_atom,-0.0134398700022089,1.7305499452237532,3.4610998904475063,0.6742209631728046,-0.005779036827195494,0.005779036827195494
pair_median,topology,downstream_only,0.68,59,17775,20,3753,same_rate_atom,-0.0358020295021752,1.7402725637046426,3.480545127409285,0.6909139355182521,0.010913935518252038,0.010913935518252038
pair_median,topology,downstream_only,0.68,60,17828,20,3700,same_rate_atom,-0.02125391132519635,1.7343155989276005,3.468631197855201,0.6848648648648649,0.004864864864864815,0.004864864864864815
pair_median,topology,downstream_only,0.68,61,17283,20,4245,same_rate_atom,0.0906846656377098,1.715547533354591,3.431095066709182,0.6643109540636042,-0.015689045936395862,0.015689045936395862
pair_median,topology,downstream_only,0.68,62,17695,20,3833,same_rate_atom,-0.0154087292279641,1.7347213983784504,3.469442796756901,0.6864075136968432,0.0064075136968431146,0.0064075136968431146
pair_median,topology,downstream_only,0.68,63,19712,20,1816,same_rate_atom,-0.032319078328172546,1.721580626168849,3.443161252337698,0.6431718061674009,-0.036828193832599165,0.036828193832599165
pair_median,topology,downstream_only,0.68,65,21130,20,398,same_rate_atom,-0.01395970376986525,1.7307389122953885,3.461477824590777,0.6733668341708543,-0.0066331658291457485,0.0066331658291457485
pair_median,topology,downstream_only,0.95,44,21483,20,45,same_rate_atom,-0.0130126294073846,3.6718966482590827,7.343793296518165,0.8888888888888888,-0.061111111111111116,0.061111111111111116
pair_median,topology,downstream_only,0.95,45,21034,20,494,same_rate_atom,-0.012433740073795649,3.6709743845661285,7.341948769132257,0.937246963562753,-0.0127530364372469,0.0127530364372469
pair_median,topology,downstream_only,0.95,47,21484,20,44,same_rate_atom,-0.0128363948024556,3.6735808910716723,7.347161782143345,0.9318181818181818,-0.018181818181818188,0.018181818181818188
pair_median,topology,downstream_only,0.95,48,21222,20,306,same_rate_atom,-0.0125494912941945,3.6794434220654293,7.358886844130859,0.9640522875816994,0.014052287581699408,0.014052287581699408
pair_median,topology,downstream_only,0.95,49,21206,20,322,same_rate_atom,-0.01364571045438895,3.6741741001361885,7.348348200272377,0.9503105590062112,0.00031055900621124177,0.00031055900621124177
pair_median,topology,downstream_only,0.95,50,21193,20,335,same_rate_atom,-0.0149678013277991,3.6770359991180976,7.354071998236195,0.9611940298507463,0.011194029850746356,0.011194029850746356
pair_median,topology,downstream_only,0.95,51,21354,20,174,same_rate_atom,-0.01167307794803555,3.6716533142074357,7.343306628414871,0.9080459770114943,-0.0419540229885057,0.0419540229885057
pair_median,topology,downstream_only,0.95,52,21433,20,95,same_rate_atom,-0.0114483344241804,3.6738542950953734,7.347708590190747,0.9368421052631579,-0.013157894736842035,0.013157894736842035
