predictor,n_runs,rmse_ns2,mae_ns2,bias_ns2
extra_trees_with_rate_residual,21,83.23410927690225,59.80234106143929,2.5878046893445252
extra_trees_without_rate_residual,21,78.03454412464754,53.41526902504323,0.46286168768647257
gam_spline_like_with_rate_residual,21,83.96420136213897,63.45015476376777,1.3969832684702468
shuffled_rate_sentinel,21,84.38200723778608,60.56256386144454,-0.35286362239537183
run_only_sentinel,21,86.38627305482935,63.840201763058246,-1.5766474492033624
topology_only_sentinel,21,81.50817982696685,54.54708969322611,0.5998246686469155
