method,mean_abs_coverage_error_95,worst_abs_coverage_error_95,mean_interval_width_ns,mean_abs_cov_delta_ns2,winner_score
extra_trees_s05e_dynamic,0.001447854386877584,0.0032671134514121736,41.0661539307682,111.2552139836193,0.4677370006863692
ridge,0.0034120795580218077,0.01044758257539502,45.12559014355232,74.21228396386586,0.49177412297547796
traditional_s05d_static_priors,0.004897838256736203,0.012242699856390704,48.18243709571104,103.26588441265976,0.5383551514201764
gradient_boosted_trees,0.0025229685798642265,0.005959789372905755,70.36559426012995,290.41300092989115,0.8513854116461093
mlp,0.000855349515450049,0.0014509524657290163,120.20663186858025,1082.511406614643,1.744177371508574
cnn_1d,0.0003940519816831023,0.000859950859950942,128.0747960565768,1220.9780977671458,1.891631061431024
support_gated_cnn_new,0.0005922418367197146,0.001280516993776848,127.69828630169468,1237.8178803501503,1.8964840450287417
pair_median,0.0008320562213811333,0.001579703207276184,131.80651692046052,1231.1987421420674,1.93449659649702
