file,sha256,bytes
configs/s05k_1781045406_539_02891975_rate_residual_covariance_atom_sieve.yaml,decaa3bffd17bfcf911cef9af0d7d232171942b84375e9ec1b1115cf063f8f7d,2081
configs/s05h_1781040960_767_247d3910_saturation_covariance_support_frontier.yaml,f1560fa8d8b8ac5825a0d03f312960d14fdd93e34b1b3ea4477ab442d466ce9e,1861
reports/1781040960.767.247d3910__s05h_saturation_covariance_support_frontier/heldout_pair_residuals.csv,dceda1792a4d6b8b861713a6af46d2d42eb11e9c985659810299a06b206bc5c6,18659608
configs/s05e_1781017418_11875_10723959_run_level_ab_rate_model.yaml,9af57702fb57c56fd96d5adb71f0cb9b906630da1d636ba8518ba75f4c962df9,1613
reports/1781017418.11875.10723959/rate_oof_predictions.csv,a2f0c9b190ed2385cbcafb90c7e7c9f0e4926855d0b8c69c68015e7e4b1543cd,10213
