method,heldout_run,n,q_template_mse,tail_mse,live10_abs_error_ns,tau_eff_abs_error_ns,timing_abs_error_ns,secondary_abs_error,timing_sigma68_ns
cnn_tail_knockout_surrogate,44,410,0.08688592956630758,0.13448350036907386,20.049751243781095,8.707496328706988,0.8129666155253841,0.04511034999662006,0.6439852173789883
cnn_tail_knockout_surrogate,45,704,0.13056793242979095,0.21481505592573052,28.14868804664723,12.224819891474915,0.997429914872547,0.0547255072026557,0.9452651479884183
cnn_tail_knockout_surrogate,46,251,0.05587731762621974,0.07316708674593203,11.721311475409836,5.090500894439754,1.376073662953334,0.045025251006185985,1.5650321954030233
cnn_tail_knockout_surrogate,47,415,0.13981857692299784,0.1998767028356383,23.21167883211679,10.080704032498836,1.7622804770700045,0.06906453324192942,2.3566743236022063
cnn_tail_knockout_surrogate,48,670,0.11656829324865732,0.20287261770284093,27.69113149847095,12.026105607443256,1.093771965147739,0.05522972372179361,0.9927084964472463
cnn_tail_knockout_surrogate,49,662,0.123323359767772,0.22705430229293955,25.73643410852713,11.177191317199968,1.0700112617903836,0.05003442341661906,1.1018267068213161
cnn_tail_knockout_surrogate,50,677,0.1210823985481424,0.24734430419801862,30.954545454545453,13.443388280732476,1.076474333070633,0.06252529202556005,1.1599147255698963
cnn_tail_knockout_surrogate,51,584,0.13396382382133745,0.21151795989022779,27.693661971830984,12.027204578060125,0.8196627480955991,0.05660448449080265,0.8534919260083954
cnn_tail_knockout_surrogate,52,491,0.10934285750482542,0.20647042726697049,24.360587002096437,10.579668510934562,0.9530949098691963,0.05345286590857232,0.7361636776691488
cnn_tail_knockout_surrogate,53,670,0.16003305396124357,0.29955817077119434,32.44615384615385,14.091185574368584,1.0340063465134504,0.06068412777551901,1.058959667122366
cnn_tail_knockout_surrogate,54,671,0.14337089784689436,0.31370544443380177,31.022900763358777,13.473074614158895,1.013131573868801,0.05806608756299353,1.0007480908185462
cnn_tail_knockout_surrogate,55,623,0.11979707693603632,0.23738433501671705,30.755336617405582,13.356872982016265,1.108843230410687,0.05991808452377214,0.9574719378821775
cnn_tail_knockout_surrogate,56,689,0.13031796274443325,0.23462348684383527,30.671641791044777,13.320524780763918,1.0626720445718296,0.06142808482843117,1.1673333916525461
cnn_tail_knockout_surrogate,57,676,0.14950482127383788,0.24935737821614137,30.31866464339909,13.167228753303446,1.0968461186777745,0.0602594014992272,1.0477094500466988
cnn_tail_knockout_surrogate,58,673,0.10901057290082375,0.2531117570207361,30.426829268292682,13.21420405303187,0.6444516480497131,0.061480513383494674,0.640583922618541
cnn_tail_knockout_surrogate,59,758,0.05279550527521255,0.10304517398819847,18.943196829590487,8.226925852698322,0.5829289781311885,0.04611382480671924,0.6458242534694106
