method,current_stratum,saturation_bin,amp_bin_label,peak_phase_bin,q_proxy_bin,n,n_runs,q_delta,tail_delta,live10_delta_ns,timing_delta_ns,secondary_error_delta,action_label,reason
cnn_tail_knockout_surrogate,high_20nA,saturated_proxy,a6800_10000,nominal,q_high,32,10,-0.02046412182800636,-0.029175619591394655,-3.75,-0.7545571611711023,0.010746486604774435,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,saturated_proxy,a6800_10000,nominal,q_low,1,1,-0.006795887999674854,-0.009536780727406342,-10.0,-0.1508974285279585,-0.0009105730730476769,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,saturated_proxy,a6800_10000,very_late,q_high,8,6,-0.022673733595038662,-0.03366600598838894,-6.25,0.9446951502655743,-0.02030569435905423,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,saturated_proxy,a6800_10000,very_late,q_mid,2,2,-0.0052818465563986144,-0.017026240175420586,-5.0,0.9975504566791149,-0.00037348045239755934,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1000_1500,early,q_high,186,12,-1.2942738152105748,-1.4509818252450282,-44.24731182795699,0.8121934598065075,-0.06847301256018384,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1000_1500,late,q_mid,1,1,-0.047409567050635815,-0.07214813747189262,-10.0,0.9912199250434872,-0.012341609545093654,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1000_1500,nominal,q_high,116,12,-0.14139513439512064,-0.16335431745867393,-18.70689655172414,0.8425208094924664,-0.054736655019640625,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1000_1500,very_late,q_high,204,12,-0.18512339581707465,-0.27966715850431334,7.990196078431373,0.5946058352556325,-0.010973141041351981,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1000_1500,very_late,q_low,167,12,-0.2823973883132439,-0.5237273630827874,28.08383233532934,-0.6924549292572818,0.04965609774099361,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1000_1500,very_late,q_mid,197,12,-0.1051160083346215,-0.19816418044156714,23.248730964467004,0.9745449300746647,0.03448306096505754,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,early,q_high,126,12,-0.5328719408059168,-0.5776614691875648,-35.476190476190474,0.7438678834994338,-0.050242914279565155,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,early,q_low,38,12,,,,,,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,late,q_high,313,12,-0.029627526104070417,-0.042736017936695354,4.888178913738019,0.48682401996549257,-0.0007442405142941302,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,late,q_mid,2,1,-0.024152418598532677,-0.036509314721280876,0.0,0.8649947223436216,-0.018002042461299855,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,nominal,q_high,142,12,-0.03701317235217881,-0.0401009920649513,-12.67605633802817,0.7804391984368878,-0.047093317602848,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a1500_2200,very_late,q_high,186,12,-0.022656719677015696,-0.03273780384820172,9.731182795698924,0.5846591985608586,0.008062571130938523,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a2200_3200,early,q_low,4,4,,,,,,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a2200_3200,late,q_high,432,12,-0.008521414319197415,-0.008471037870104873,1.7824074074074074,0.5894575460461442,0.015147703200288173,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a2200_3200,late,q_mid,35,12,0.008389986991074917,0.011853305793718084,6.857142857142857,0.6146919282957141,0.025949829548395427,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a2200_3200,nominal,q_high,120,12,-0.0032180941218565057,-0.0020551359842125422,-6.416666666666667,0.5798965071180684,-0.01842007443092286,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a2200_3200,very_late,q_low,209,12,-0.03689952019772305,-0.07427137816968309,6.650717703349282,1.0376350182702043,0.04491839038290689,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a3200_4700,early,q_high,13,9,-0.09973589381059775,-0.10647917371353453,-15.384615384615385,0.5694081451825622,-0.0793907431016945,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a3200_4700,nominal,q_high,144,12,-0.0032992301104754645,-0.005084025566341627,-0.20833333333333334,0.5345415765473821,0.014264760591529146,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a3200_4700,nominal,q_mid,31,11,0.004487362349197353,0.005765473530562309,1.935483870967742,0.7460784872598033,0.03115310379634479,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a3200_4700,very_late,q_low,245,12,-0.16087348893774087,-0.5158824731913926,-6.979591836734694,1.3006832679947546,-0.023434999812904356,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a3200_4700,very_late,q_mid,149,12,-0.017734454296116437,-0.03605059413698828,-7.919463087248322,1.5237045160060125,-0.023735575279685495,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,late,q_high,13,11,-0.02025964338146993,-0.027629598538861048,-3.8461538461538463,0.5607119955128476,-0.007621286741764668,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,late,q_low,146,12,-0.0014051747012542213,-0.0027453692877358205,-9.863013698630137,0.7308378005877284,-0.016688810336807667,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,late,q_mid,298,12,-0.000974646760970707,-0.0020711255763070794,-10.0,0.672704415162415,-0.008965684732766821,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,nominal,q_high,27,11,-0.011256986915505206,-0.01534810168350227,4.814814814814815,0.6446802237825607,-0.009523931186782516,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,nominal,q_low,50,12,-0.0009168028809568463,-0.0015588762083401286,-10.0,0.5158200939546319,-0.01255880091799666,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,very_late,q_high,8,7,-0.031016266593168383,-0.10570650512828328,-3.75,2.918810159706297,-0.011441600594224197,diagnostic_only,low_support
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,very_late,q_low,238,12,-0.05471457575937754,-0.12841365900710056,-6.008403361344538,1.7635024885018593,-0.026690333491654054,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,high_20nA,unsaturated,a4700_6800,very_late,q_mid,28,9,-0.019922180147865943,-0.033416316380339955,-9.642857142857142,1.000503302467068,-0.03863042404350007,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a4700_6800,late,q_low,23,2,0.01123567032234748,0.014515061009974661,-10.0,2.3130637134235372,-0.009058632121414495,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a4700_6800,late,q_mid,6,2,0.0043424959349281644,0.004806343462280553,-10.0,2.1660901664887664,-0.01122295562733055,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a4700_6800,nominal,q_high,1,1,0.002711434574688181,0.0006505778202643732,10.0,2.4420212849235234,0.005138723142764534,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a4700_6800,nominal,q_low,20,2,0.0061259265331661,0.007256777460376422,-9.5,2.2225876080238187,0.0015731041019331788,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a4700_6800,nominal,q_mid,4,2,0.011967033476513976,0.01381994758804257,5.0,2.276281154937064,0.036063110532150076,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,late,q_high,3,2,-0.009465262293815613,-0.014684958891435099,-10.0,2.3258219187998908,0.00868682026390205,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,late,q_low,18,2,0.0019630692712556824,0.0013313011912258986,-10.0,2.336964805654416,-0.012339153270007194,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,late,q_mid,10,2,0.004894144800217713,0.0049795121518951485,-10.0,2.4743099483963698,-0.011646857101253561,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,nominal,q_high,7,2,-0.00868085126916901,-0.014363958722069161,-7.142857142857143,-0.6450596564733558,0.03146759685221627,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,nominal,q_low,23,2,0.0006161900832677434,-0.0008728249754378766,-9.565217391304348,2.3672160977322894,-0.011074695544627207,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,nominal,q_mid,3,2,-0.0017136371164929633,-0.0034139878633949483,-10.0,2.162356983220278,-0.012087369430503111,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,boundary,a6800_10000,very_late,q_high,1,1,-0.01927858591079712,-0.028409285978837434,-10.0,-1.2083387007248358,-0.002440360337754466,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,saturated_proxy,a6800_10000,late,q_high,4,2,-0.005959300543455517,-0.014717240815673941,0.0,1.9107442809531494,-0.052651734318858175,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,saturated_proxy,a6800_10000,late,q_mid,35,2,0.022099280526407625,0.023159014254640103,5.428571428571429,1.8283329961698127,0.053423615672182186,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,saturated_proxy,a6800_10000,nominal,q_high,2,2,-0.006047276889576632,-0.015659200648466744,5.0,1.9919049560150848,-0.04504621353332282,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,saturated_proxy,a6800_10000,nominal,q_mid,17,2,0.02181711647889954,0.022409074066101813,5.882352941176471,1.9348793354292733,0.04812373413809441,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,early,q_high,14,2,-1.3586865964389983,-1.5439766606131753,-35.714285714285715,0.5076930796133323,-0.060531722621077366,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,early,q_low,9,2,,,,,,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,late,q_high,40,2,-0.190100708932561,-0.27461489043003146,11.25,1.565798372416303,0.03199536727500838,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,nominal,q_high,3,1,-0.2391106685002645,-0.3018376261760027,20.0,0.9795357609522778,0.016762117326706554,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,very_late,q_high,20,2,-0.1784151899148071,-0.2618424456273064,7.0,2.099602916328154,0.033468576525334345,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,very_late,q_low,3,2,0.10049273570378621,0.49173927307128906,26.666666666666668,1.4230226800975387,0.12517341953325592,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1000_1500,very_late,q_mid,4,2,-0.15237280254562693,-0.24671862338270462,27.5,3.1863996882080667,0.08487574926574669,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,early,q_high,8,2,-0.16189180873334408,-0.15543289138720587,-17.5,0.40176107167883834,-0.06187905011933184,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,early,q_low,2,2,,,,,,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,late,q_high,51,2,-0.018781395038243946,-0.028325009399353215,10.0,1.6425861288958548,0.054896425413673344,diagnostic_only,reconstruction_gain_control_failure
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,nominal,q_high,5,2,-0.0021441567908315083,-0.002112638950347895,14.0,0.7880976325651794,0.03777074603495889,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,very_late,q_high,13,2,-0.016903666733324437,-0.023490887727225705,5.384615384615385,1.3437266533723486,0.028970283872552852,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,very_late,q_low,7,1,0.34143762098891395,1.3149196264289673,28.571428571428573,-0.19123435356559743,0.1457132335225829,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a1500_2200,very_late,q_mid,13,2,0.10531197221893253,0.24296067733140217,26.153846153846153,1.2629608953670615,0.10978581230715491,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,early,q_high,1,1,-0.13496583700180054,-0.15560051111074596,0.0,0.22054131024754398,-0.04827741024720661,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,late,q_mid,4,2,0.025536958302836865,0.03633054629476233,5.0,1.1247242207849018,0.06351749987655439,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,nominal,q_high,5,2,0.03660031690755311,0.043782371855699095,6.0,0.9529199791427398,0.03953639361026882,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,very_late,q_high,22,2,0.03436717288317524,0.04705054085091085,5.454545454545454,0.6168440921033099,0.05194778235756559,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,very_late,q_low,7,2,0.2518283541105232,0.6061140418052673,12.857142857142858,2.5208257990212033,0.11672062255328233,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a2200_3200,very_late,q_mid,15,2,0.0959522156209155,0.17220575107054578,9.333333333333334,1.8288682626774906,0.0770259448352844,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,early,q_high,1,1,-0.11003164574503899,-0.1269813088270334,-10.0,0.19284814688671492,-0.05503073965565483,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,late,q_mid,15,2,0.014115428011133975,0.018873023761041236,-4.0,1.0587770241600223,0.009260063471372397,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,nominal,q_high,18,2,0.020382489077746868,0.02342598470514295,-1.6666666666666667,0.983371723326929,0.00967953664341315,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,nominal,q_mid,3,2,0.0036075915776047057,0.004243218857381079,-3.3333333333333335,0.7698233384803318,0.01654267518357405,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,very_late,q_high,5,2,0.050098100892530806,0.07437326285939713,-4.0,1.8660688156842447,0.020878467058969487,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,very_late,q_low,6,2,0.042449813198160234,0.1007498849005926,-1.6666666666666667,3.0441877934007935,0.02741193092893369,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a3200_4700,very_late,q_mid,3,1,0.040174512730704416,0.06100152581930162,0.0,1.8778513628322975,-0.005017187964050189,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,late,q_high,2,1,-0.06277592041913196,-0.08363016446431476,-10.0,-0.03037885471350199,-0.014989812525356805,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,late,q_low,12,2,0.011835272433053629,0.01518782065014797,-3.3333333333333335,1.125179357020435,-0.013500455683180685,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,late,q_mid,26,2,0.010835426672028876,0.012388013129823763,-3.4615384615384617,1.5227411931678327,0.004631750045029049,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,nominal,q_high,2,1,-0.04234220180660486,-0.04933890184530845,0.0,0.011961327985456904,-0.04425537196658516,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,nominal,q_low,9,2,0.003494282807010451,0.0039609768600375565,-6.666666666666667,0.7419135927631028,-0.0025505359717679366,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,nominal,q_mid,20,2,0.006807817020179595,0.006858668519327274,-4.0,0.9253411640159008,0.016712292116729772,diagnostic_only,low_support
cnn_tail_knockout_surrogate,low_2nA,unsaturated,a4700_6800,very_late,q_low,3,2,0.17293116560688726,0.7589525381724039,-3.3333333333333335,1.5818352859362372,-0.014058787603423282,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,late,q_high,8,5,-0.01762197679639155,-0.024936615297731474,-2.5,0.3118102799257094,0.0029343471059126956,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,late,q_mid,23,7,-0.0069352351332310404,-0.010123416695287341,-10.0,0.28672524244951664,-0.011242849677770327,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,nominal,q_high,12,6,0.0018657748176551918,0.0035272956682512392,10.0,0.8120698544365511,-0.02623194210077448,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,nominal,q_low,15,6,-0.002699794985500036,-0.004314299755626255,-10.0,0.21919949283545778,-0.013824007081088127,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,nominal,q_mid,13,5,0.008699883776400826,0.011214878989881384,8.461538461538462,0.3041431496203267,0.003382625242880007,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,very_late,q_high,2,2,0.012649488449096677,0.019719170377804685,5.0,0.668395159015629,-0.006984237319576481,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,very_late,q_low,24,6,-0.02095381427327056,-0.023980600216661846,-10.0,0.8937105283782745,-0.00455266151431269,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a4700_6800,very_late,q_mid,1,1,-0.1057513952255249,-0.556218147277832,-10.0,0.5366310825193388,0.013418635637013815,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,early,q_high,2,2,-0.03661421794517368,-0.0342421932862355,20.0,0.5926378264423171,0.07827617293336472,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,late,q_high,9,3,-0.01541139584740782,-0.0218628739363571,3.3333333333333335,0.3084454116629296,-0.009142576497318236,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,late,q_mid,43,7,-0.0053941793163080655,-0.008317662977926575,-10.0,0.2455866666193942,0.010941915080570555,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,nominal,q_high,23,6,0.004800582205748084,0.0065855181707461736,7.391304347826087,0.22058031110622664,0.0014504279143382698,diagnostic_only,low_support
cnn_tail_knockout_surrogate,sample_ii,boundary,a6800_10000,nominal,q_low,15,6,-0.004250678635549312,-0.006511870194038358,-10.0,0.1935539258691641,0.006770358718707122,diagnostic_only,low_support
