method,n,bias_median_frac,charge_res68_abs_frac,charge_full_rms_frac,within_25pct,coverage68,coverage90,mean_width90_frac,abstention_coverage,retained_coverage90,retained_charge_res68_abs_frac,bias_median_frac_ci95,charge_res68_abs_frac_ci95,charge_full_rms_frac_ci95,coverage90_ci95,mean_width90_frac_ci95,abstention_coverage_ci95,retained_coverage90_ci95,retained_charge_res68_abs_frac_ci95,method_family,proxy_abs68,primary_rank
strong_traditional_huber,153148,0.0009310888607346484,0.032160722917524975,11.378610301065194,0.8499882466633584,0.6651604983414736,0.8835440227753546,1.118213565688257,0.5047731606028156,0.8902399586055236,0.016410763821699075,"[-0.00019976540035949165, 0.0023742362994949567]","[0.020560976303247054, 0.04636503067254747]","[0.6885580458375634, 23.11328275719122]","[0.8625382735576984, 0.9103582131650874]","[0.8625683570835135, 1.3127105408848505]","[0.29145655971371376, 0.6796995655450049]","[0.8617812281335477, 0.9318410940180184]","[0.010949872069220603, 0.02120942350618847]",traditional,0.0656083598557149,1
gradient_boosted_trees,153148,0.00291963945605752,0.02800190287443938,0.11691378726868709,0.9755008227335649,0.667896413926398,0.8908767989134693,0.17230227972014822,0.571786768354794,0.886008587611913,0.018486004480165116,"[0.0016620845164558506, 0.004373670151593267]","[0.022350100551509742, 0.03243074054586971]","[0.08845769468608845, 0.14155776022479855]","[0.8710051171498053, 0.9116169808511267]","[0.14317289980638012, 0.19259724502538128]","[0.3751872011091911, 0.7420229418701239]","[0.8556174994616318, 0.9204305803530154]","[0.016532826464575354, 0.021000734258357672]",ml_nn,0.042444943722789785,2
mlp,153148,-0.014244742813508736,0.09476400129679498,66740.5341387103,0.8381043173923264,0.6150521064591115,0.8221067202967065,0.37269319435772574,0.5245057068979027,0.8802893174150659,0.06981708921604088,"[-0.059074330567746774, -0.0005490043658393595]","[0.054795657281406146, 0.2916364562313793]","[0.20015254110999467, 145016.7739109035]","[0.666085149980014, 0.8969531511783759]","[0.24338230907930955, 0.5370000052915822]","[0.3279060828150422, 0.6597741139478164]","[0.8646936292090918, 0.8881417167366794]","[0.038515268822763814, 0.3484909363554216]",ml_nn,0.19085903959761952,3
ridge,153148,0.013822248174155467,0.10754822941637383,34.08390317271104,0.879456473476637,0.663586857157782,0.8801029069919294,0.660274648032411,0.4758468932013477,0.881180102915952,0.07863846884246938,"[-1.8691245158673067e-05, 0.02847574075960246]","[0.09823424783841264, 0.11707229628905017]","[0.3535732163312526, 60.717353020393745]","[0.8593271736246865, 0.9042446610030056]","[0.5853675742861344, 0.7327950194611366]","[0.31032501160634773, 0.6184369657329273]","[0.8431532606012387, 0.9146618785117117]","[0.0752346052436417, 0.0822866390662495]",ml_nn,0.1684456627472659,4
wavegate_interval_net,153148,-0.008354496029129,0.43834721164220003,97.6729382014844,0.5410322041423982,0.6182646851411706,0.8058609972053178,22.07764492854378,0.543271867735785,0.8981983389622721,0.2823664213255618,"[-0.10537672900543311, 4.232769051406765]","[0.23070276848742235, 8.107202840033851]","[0.507210356222623, 161.68444457511055]","[0.5958667451414589, 0.9082298181872199]","[1.104110465622523, 66.54854433203833]","[0.3552438099916085, 0.6981133160138335]","[0.8753553978223582, 0.9177182152777218]","[0.17020284009510728, 5.816780757705897]",ml_nn,1.378431827131683,5
cnn_1d,153148,-0.001533363522562899,0.462375537228015,97.54460132021988,0.5043944419776948,0.6133086948572622,0.7995337843132133,23.177214244615453,0.5312965236242067,0.890631337028525,0.31568781127186335,"[-0.10643386283094287, 3.9754969047900626]","[0.26166775467276915, 7.618200398017504]","[0.5555889263550579, 156.0308835040402]","[0.5925252621960829, 0.9006347979609114]","[1.2996029694614981, 69.71581119143264]","[0.28331389593267553, 0.6937576238648143]","[0.8489199449346052, 0.9104471303131516]","[0.20589289269882066, 6.221137647494074]",ml_nn,1.4569782501066189,6
shuffled_target_gbt,153148,0.04255292102079377,0.673637848702292,22.01289722572086,0.254440149397968,0.7164311646250685,0.8971844229111708,29.47806273092813,0.6315851333350746,0.8844467878336745,0.5391007089261993,"[-0.05572439572106808, 0.14849090833379336]","[0.620268411537081, 0.8346049747727429]","[19.305457799904023, 24.562013945005123]","[0.8707078164554231, 0.9171800857984312]","[24.256381527892902, 34.00826236552708]","[0.42490956024312426, 0.7918037887148346]","[0.8462911872546538, 0.9157806707657199]","[0.51446352611102, 0.5708982823101086]",sentinel,1.1418370387886594,7
