method,n_pair_residuals,timing_sigma68_ns,timing_sigma68_ci_low,timing_sigma68_ci_high,median_residual_ns,median_residual_ci_low,median_residual_ci_high,shape_phase_bias_ns,shape_phase_bias_ci_low,shape_phase_bias_ci_high,rise_time_bias_ns,rise_time_bias_ci_low,rise_time_bias_ci_high,energy_drift_area_norm,energy_drift_ci_low,energy_drift_ci_high
trapezoid_template,1224,2.153699101187471,2.0232181251049006,2.371521239014669,-3.7976503350354953,-3.9906968836784387,-3.5843851369468815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridge,1224,1.5453600485139316,1.329369464715934,1.6603434153174206,1.3254813950662587,1.102882384361493,1.4767521302288316,0.9044518706659801,0.050042926780754726,1.8945799816020141,0.0,0.0,0.0,0.0,0.0,0.0
gradient_boosted_trees,1224,1.3610666523897708,1.25859734900299,1.443149208010066,1.5882238691340191,1.3191736835779402,1.8183598708076556,-1.5723448824526685,-1.9231102963620899,-0.939918614383771,0.0,0.0,0.0,0.0,0.0,0.0
mlp,1224,1.4488322335138386,1.2531321934804645,1.5267940140275624,1.524258129316749,1.4076920051496344,1.697316681803894,0.4516754118305073,-0.2519326433982503,1.2787896736751847,0.0,0.0,0.0,0.0,0.0,0.0
cnn_1d,1224,1.510827425256705,1.3028247992333526,1.653625100851059,1.3948579279615245,1.230718190353489,1.5145395216941893,-7.874344128298514,-7.874344128298514,-7.87434412829851,0.0,0.0,0.0,0.0,0.0,0.0
compact_residual_fusion,1224,1.3382482443388035,1.2486924808612585,1.426909085949731,1.5517642093442774,1.3854874544284448,1.8025204459470565,-2.3904761102464533,-2.865294505995273,-1.9428439957850259,0.0,0.0,0.0,0.0,0.0,0.0
