method,method_alias,pedestal_leakage_abs_corr,saturation_mask_sensitivity,source_run_memorization_abs_corr,energy_score_abs_corr,pileup_score_abs_corr
1d_cnn,1d_cnn,0.01649793697541564,0.05086580899135512,0.07433282445317146,0.30112193267686826,0.02198915899129534
deltaE_over_E_likelihood_template,sparse_nn_template_bayesian_deltaE_E_likelihood_traditional,0.02790195308043876,0.1258507410555606,0.03894917731612446,0.6087818899960037,0.0087137254317838
gradient_boosted_trees,gradient_boosted_trees,0.019306964532986377,0.014885090951797464,0.07388272800696388,0.09687402430306773,0.009412572451803118
joint_sequence_transformer,sequence_transformer,0.08677428868704926,0.009412464109205043,0.05132103504097199,0.0250377916613166,0.4446527061720044
mlp,mlp,0.022940784274723843,0.04661691827368819,0.048819067445188505,0.40071909791411003,0.0009178352205399627
ridge,ridge,0.017112385399892956,0.024996379633894228,0.08185547168604383,0.25062731298264623,0.016553215470781008
template_residual_boosted_stack_new,causal_template_residual_boosted_stack_new,0.011084113807001842,0.010882744503048103,0.07669500168980041,0.11291619341187739,0.00991744795833143
