mask,method,run,energy_res68,energy_mae,energy_bias,timing_res68_samples,timing_mae_samples,pid_auc,stress_auc,n_events,n_runs
pretrigger_0_3,traditional_charge_depth_timewalk,58,0.10879117965698243,0.6863808035850525,-0.6738476753234863,0.0,0.0,0.923928883707374,1.0,600,1
pretrigger_0_3,traditional_charge_depth_timewalk,59,0.15789028167724617,0.7903798222541809,-0.6483535766601562,0.0,0.0,0.9212764571800717,1.0,600,1
pretrigger_0_3,traditional_charge_depth_timewalk,60,0.14494829177856447,0.8173672556877136,-0.6627497673034668,0.0,0.0,0.9509090909090908,1.0,600,1
pretrigger_0_3,traditional_charge_depth_timewalk,61,0.157756519317627,0.8322521448135376,-0.6584353446960449,0.0,0.0,0.921249489379085,1.0,600,1
pretrigger_0_3,traditional_charge_depth_timewalk,62,0.15139795303344733,0.8093467950820923,-0.6486573219299316,0.0,0.0,0.9068037225931962,1.0,600,1
pretrigger_0_3,traditional_charge_depth_timewalk,63,0.13412391662597656,0.7711522579193115,-0.6478900909423828,0.0,0.0,0.9169925346605048,1.0,600,1
pretrigger_0_3,traditional_charge_depth_timewalk,65,0.11416759490966799,0.7250575423240662,-0.6336870193481445,0.0,0.0,0.89229156502591,1.0,600,1
pretrigger_0_3,ridge,58,0.47215078353881856,0.44211721420288086,0.05211496353149414,1.1175299715995792,1.6025429851810138,0.6053512095598951,0.5229501589718328,600,1
pretrigger_0_3,ridge,59,0.7418324851989747,0.6222667694091797,0.08212518692016602,1.7934404373168946,1.7492903914054234,0.6537675024422012,0.6544870041039672,600,1
pretrigger_0_3,ridge,60,0.732831039428711,0.5994359254837036,-0.04275035858154297,1.9558506655693055,1.8747788978616398,0.6792755681818181,0.7099060292861354,600,1
pretrigger_0_3,ridge,61,0.6874330139160156,0.5571455955505371,-0.0235595703125,1.7904032635688782,1.9434398859739304,0.676342933006536,0.6606454231784047,600,1
pretrigger_0_3,ridge,62,0.7307992172241211,0.5725488066673279,0.0802774429321289,1.559820032119751,1.8618902044494947,0.6756532940743467,0.65001221001221,600,1
pretrigger_0_3,ridge,63,0.6689976501464844,0.5727337598800659,0.21235179901123047,1.1540358829498292,1.5308510578672092,0.6408130618048855,0.6097145759826467,600,1
pretrigger_0_3,ridge,65,0.6986845970153809,0.6609486937522888,0.40972471237182617,1.0871118092536927,1.5560664051771165,0.6519139229156502,0.6354325146707238,600,1
pretrigger_0_3,gradient_boosted_trees,58,0.47367536340621,0.4344779820707271,0.007622588034880806,1.307317524509675,1.3082354257731261,0.6484873214806179,0.5251500156732793,600,1
pretrigger_0_3,gradient_boosted_trees,59,0.7169942701074207,0.5763838641887292,0.03815199599673047,1.4937978843058346,1.4809799464424604,0.6094171279713448,0.6565321477428181,600,1
pretrigger_0_3,gradient_boosted_trees,60,0.6936874259901975,0.5519725108379464,-0.018336203805142226,1.6817940865559864,1.681020034195529,0.6833806818181819,0.70302366714394,600,1
pretrigger_0_3,gradient_boosted_trees,61,0.6797669112400674,0.5244298256262442,-0.024191811440816835,1.6540513258570106,1.7078290040505957,0.664279513888889,0.6727694934275719,600,1
pretrigger_0_3,gradient_boosted_trees,62,0.7247373705996193,0.5633449151946379,0.03979479691716126,1.6237936913867834,1.5838509652858153,0.6961196698038803,0.6734981684981685,600,1
pretrigger_0_3,gradient_boosted_trees,63,0.6327181860789088,0.5400638158845223,0.15518793304625333,1.230711185927081,1.2409477845306756,0.6923467574018587,0.6519103776822857,600,1
pretrigger_0_3,gradient_boosted_trees,65,0.6531760194071701,0.594934038392292,0.3109785178538349,1.2487968029972516,1.262138544270592,0.6730705837365999,0.6098130841121495,600,1
pretrigger_0_3,mlp,58,0.48346176147460945,0.4517585337162018,-0.01722240447998047,1.3938757973909384,1.3044794437009841,0.6492684348586417,0.5356791008015763,600,1
pretrigger_0_3,mlp,59,0.7698870086669922,0.6545016765594482,0.026079177856445312,1.5637555259466172,1.5026830924674868,0.6545620319114295,0.653392612859097,600,1
pretrigger_0_3,mlp,60,0.8054839897155762,0.6867563128471375,-0.06747007369995117,1.7732097274065026,1.6959104409224044,0.7129545454545454,0.6857936975851573,600,1
pretrigger_0_3,mlp,61,0.7631268501281739,0.6880959272384644,-0.07204866409301758,1.7409962892532365,1.7440825623522203,0.670968647875817,0.6724531095165893,600,1
pretrigger_0_3,mlp,62,0.7604689788818364,0.6437585353851318,-0.042366981506347656,1.7206238379701975,1.6121201073688765,0.7063857195436143,0.6795360195360196,600,1
pretrigger_0_3,mlp,63,0.6694880294799805,0.5691367387771606,0.12446975708007812,1.3522353672981264,1.2668849430015932,0.702173581839419,0.6264775738272079,600,1
pretrigger_0_3,mlp,65,0.6680779266357423,0.5994517803192139,0.30988407135009766,1.318474937081337,1.2704704623514165,0.6792349582668549,0.583650293414475,600,1
pretrigger_0_3,cnn1d,58,0.5106704521179201,0.4740878939628601,0.0388484001159668,1.3892749595642093,1.2974740651622414,0.6466452929175168,0.5032130222560566,600,1
pretrigger_0_3,cnn1d,59,0.84486234664917,0.7246368527412415,0.01325368881225586,1.5986544865369805,1.5040087830461562,0.6671051774666232,0.6558413132694938,600,1
pretrigger_0_3,cnn1d,60,0.8186054420471194,0.7807133197784424,-0.058977603912353516,1.7803285074234014,1.7261970752167206,0.7136363636363636,0.6349219718208179,600,1
pretrigger_0_3,cnn1d,61,0.7833892440795902,0.8066316246986389,-0.04330730438232422,1.7700517964363103,1.7526676135882735,0.6863638684640523,0.6283026301651164,600,1
pretrigger_0_3,cnn1d,62,0.7793048858642582,0.7479779124259949,0.013253211975097656,1.809842108488084,1.6546817755202452,0.7081602607918398,0.638046398046398,600,1
pretrigger_0_3,cnn1d,63,0.7142440032958984,0.6700229644775391,0.14065027236938477,1.30034449338913,1.2595166026055813,0.6912294957086995,0.6172517470036656,600,1
pretrigger_0_3,cnn1d,65,0.7039552116394044,0.6760515570640564,0.367002010345459,1.3258637046813966,1.2834236766584217,0.6767032793153918,0.5683275374918495,600,1
pretrigger_0_3,residual_cnn_gru_new,58,0.4619486988552037,0.4392492094042342,-0.011871838370494103,1.271785129959089,1.2944935256682755,0.6390206936753133,0.5562110966817428,600,1
pretrigger_0_3,residual_cnn_gru_new,59,0.7201258069357268,0.5767327917000651,0.0398014669173099,1.5015153734381372,1.4721558162844999,0.6033734939759037,0.66077975376197,600,1
