method,stratum,level,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,energy_bin,q1_low,1390,-1.1869449743662361,6.030893383381858,7.897746671964818,0.41007194244604317,0.13597122302158274
edge_attention_cnn_new,energy_bin,q1_low,1390,-2.270641175768807,6.871639319565853,9.053387447391257,0.48633093525179855,0.2237410071942446
gradient_boosted_trees,energy_bin,q1_low,1390,-0.32981082207088175,3.5867300052013835,5.2038744943884385,0.1949640287769784,0.06115107913669065
mlp,energy_bin,q1_low,1390,-0.23233393071716968,3.938453217712855,5.54281718471556,0.21726618705035972,0.06115107913669065
ridge,energy_bin,q1_low,1390,1.3909342721286784,4.2120960798417055,5.375364780197007,0.26834532374100717,0.06690647482014389
traditional_cfd_template_timewalk,energy_bin,q1_low,1390,0.2733649402944933,0.8952972617410276,0.9651424870016654,0.0,0.0
waveform_transformer,energy_bin,q1_low,1390,2.0441212941586553,6.07369462137599,8.479034137197008,0.4446043165467626,0.1510791366906475
1d_cnn,energy_bin,q2,1507,-0.2533539144295105,5.392269230070406,6.867657542736211,0.35169210351692104,0.11479761114797611
edge_attention_cnn_new,energy_bin,q2,1507,-0.8319691244924616,5.303430330517886,7.30761366637969,0.3483742534837425,0.11479761114797611
gradient_boosted_trees,energy_bin,q2,1507,-0.10795294690301205,4.001759749040662,5.800908622681603,0.22694094226940942,0.08427339084273391
mlp,energy_bin,q2,1507,-0.28520982067534106,4.773303941952429,5.927778108588139,0.2906436629064366,0.0915726609157266
ridge,energy_bin,q2,1507,0.6315705829083598,4.538385205372734,5.943224206052388,0.2727272727272727,0.08493696084936961
traditional_cfd_template_timewalk,energy_bin,q2,1507,0.6906440418399322,0.5767753525344232,0.6462754406687607,0.0,0.0
waveform_transformer,energy_bin,q2,1507,3.2654248114931583,5.437555080102311,7.634581465172505,0.48440610484406105,0.1738553417385534
1d_cnn,energy_bin,q3,1474,2.1538042916303883,4.745443454715318,5.803683734598341,0.33717774762550884,0.09090909090909091
edge_attention_cnn_new,energy_bin,q3,1474,2.654262080115087,4.459102247204909,6.167027063213474,0.38331071913161463,0.1112618724559023
gradient_boosted_trees,energy_bin,q3,1474,-0.07096781285233078,3.7308773714276855,5.132545539848038,0.20691994572591588,0.05834464043419267
mlp,energy_bin,q3,1474,-0.1989229960980088,4.438651926286511,5.143230010658703,0.24423337856173677,0.06105834464043419
ridge,energy_bin,q3,1474,-0.10912124140016477,4.162032592489968,5.142518326935171,0.23202170963364993,0.046811397557666216
traditional_cfd_template_timewalk,energy_bin,q3,1474,0.731474229547235,0.6179571118182972,0.7120490015787566,0.0,0.0
waveform_transformer,energy_bin,q3,1474,2.7869821541959174,6.60175859524378,7.690711069384804,0.4843962008141113,0.19810040705563092
1d_cnn,energy_bin,q4_high,1095,-1.1087505137750764,6.10054918167094,7.064525712845803,0.4155251141552511,0.11963470319634703
edge_attention_cnn_new,energy_bin,q4_high,1095,-2.8573285123022876,6.948138733931609,7.491990470275608,0.5269406392694064,0.1634703196347032
gradient_boosted_trees,energy_bin,q4_high,1095,-0.609688902388599,3.3317871255792393,4.772726510644691,0.19817351598173516,0.04200913242009133
mlp,energy_bin,q4_high,1095,-0.6865810484505239,3.8810624442394888,4.821615427388224,0.24292237442922374,0.048401826484018265
ridge,energy_bin,q4_high,1095,-0.16856829872799928,3.922653556695618,5.229435065694895,0.2146118721461187,0.0410958904109589
