method,run_family,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
traditional_cfd_template_timewalk,sample_i_analysis,1350,0.21628177278714977,0.897493741573858,0.8545006008493388,0.0,0.0
gradient_boosted_trees,sample_i_analysis,1350,0.387506496502672,3.9667932809724666,7.801769222336996,0.2837037037037037,0.1725925925925926
mlp,sample_i_analysis,1350,0.1981568353978016,4.528928061420167,7.665293767838177,0.302962962962963,0.1925925925925926
ridge,sample_i_analysis,1350,0.7327957511495429,5.958627289112972,8.485110024057516,0.3748148148148148,0.18074074074074073
1d_cnn,sample_i_analysis,1350,0.08421508749497075,7.65271767636715,9.355665372948486,0.4985185185185185,0.21703703703703703
edge_attention_cnn_new,sample_i_analysis,1350,-0.6771841499218532,8.252637982851482,9.661577208527508,0.5325925925925926,0.23185185185185186
waveform_transformer,sample_i_analysis,1350,0.6933999146023044,8.45511645165917,10.201449857360373,0.49407407407407405,0.29333333333333333
traditional_cfd_template_timewalk,sample_i_calib,657,0.3185965387667835,1.565324754665695,1.3254877233231388,0.0,0.0
gradient_boosted_trees,sample_i_calib,657,1.7744498654139953,3.9440219651996644,4.732072010414358,0.2800608828006088,0.0837138508371385
mlp,sample_i_calib,657,1.8991578713616946,4.493398414038705,4.54976232430552,0.289193302891933,0.1019786910197869
ridge,sample_i_calib,657,3.0910866409389897,4.493744052874321,4.267490676154994,0.3226788432267884,0.0791476407914764
1d_cnn,sample_i_calib,657,3.0351490773711074,6.41818897214645,6.670899525620411,0.4642313546423135,0.1552511415525114
waveform_transformer,sample_i_calib,657,3.604382961152563,6.967137461290109,8.046603070238922,0.4764079147640791,0.2237442922374429
edge_attention_cnn_new,sample_i_calib,657,2.085255135854055,7.423566759190889,8.223695196328915,0.4901065449010654,0.1887366818873668
traditional_cfd_template_timewalk,sample_ii_analysis,2739,0.6987008732361488,0.6458381598914741,0.6998294953964127,0.0,0.0
gradient_boosted_trees,sample_ii_analysis,2739,-1.0896513636950074,3.8557152835154396,4.0465534792559446,0.19131069733479372,0.017889740781307048
ridge,sample_ii_analysis,2739,-0.003273375292131675,3.9505080052334725,3.959747932063306,0.1986126323475721,0.013143483023001095
mlp,sample_ii_analysis,2739,-1.1021641146404395,4.469614718382244,4.498882989197271,0.2526469514421322,0.013873676524278934
1d_cnn,sample_ii_analysis,2739,-0.3233658392912542,5.139416377031108,5.79864653625124,0.3209200438116101,0.07301935012778386
edge_attention_cnn_new,sample_ii_analysis,2739,-0.640193003952918,5.819512874214291,6.748278408862221,0.3855421686746988,0.11792625045637094
waveform_transformer,sample_ii_analysis,2739,1.4492272050842203,6.550530622923802,7.309464062004469,0.4786418400876232,0.12449799196787148
traditional_cfd_template_timewalk,sample_ii_calib,720,0.6088998660062597,0.31765747258168153,0.4598850050265226,0.0,0.0
gradient_boosted_trees,sample_ii_calib,720,-0.6415836847213678,2.828269558486383,2.983734126263668,0.06111111111111111,0.009722222222222222
ridge,sample_ii_calib,720,-0.11759103399627335,3.260432503497321,3.317132839634696,0.1375,0.004166666666666667
mlp,sample_ii_calib,720,-0.9041506259807734,3.4856508612298542,3.423275892054058,0.10416666666666667,0.001388888888888889
1d_cnn,sample_ii_calib,720,-0.41981807268818283,4.417165095043579,5.800201597809971,0.2708333333333333,0.044444444444444446
edge_attention_cnn_new,sample_ii_calib,720,-0.6556073132961,5.220220041123472,6.357779053088018,0.3416666666666667,0.09305555555555556
waveform_transformer,sample_ii_calib,720,1.7930154751929113,5.659083780839311,7.489052667269039,0.3888888888888889,0.1
