method,run,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns
1d_cnn,42,657,3.0351490773711074,6.41818897214645,6.670899525620411,0.4642313546423135,0.1552511415525114
1d_cnn,50,680,-1.3117404222163254,10.995921030384332,10.40826847625328,0.4602941176470588,0.2852941176470588
1d_cnn,57,670,2.879985996092902,7.03038394182292,7.287458347668755,0.5373134328358209,0.14776119402985075
1d_cnn,58,654,-1.7969930403281218,5.94787951034118,6.509708341183492,0.382262996941896,0.10397553516819572
1d_cnn,60,720,1.1374895231554705,4.713956326627121,5.3386793461658195,0.32222222222222224,0.05555555555555555
1d_cnn,62,720,-0.8682664549565926,4.335492038022274,4.7289193936677325,0.23194444444444445,0.05138888888888889
1d_cnn,64,720,-0.41981807268818283,4.417165095043579,5.800201597809971,0.2708333333333333,0.044444444444444446
1d_cnn,65,645,-0.18506848535306375,5.490675665827,6.170288589676642,0.35658914728682173,0.08527131782945736
edge_attention_cnn_new,42,657,2.085255135854055,7.423566759190889,8.223695196328915,0.4901065449010654,0.1887366818873668
edge_attention_cnn_new,50,680,-2.954653860254994,10.707255408201586,10.319639912392125,0.5176470588235295,0.27647058823529413
edge_attention_cnn_new,57,670,1.6213748226135554,7.573834506907463,7.746804185335383,0.5477611940298508,0.1865671641791045
edge_attention_cnn_new,58,654,-1.809290692372743,6.279269897080819,7.257663920954425,0.4434250764525994,0.1345565749235474
edge_attention_cnn_new,60,720,1.1066486867137018,5.260662144316725,6.1948682140184745,0.37777777777777777,0.09861111111111111
edge_attention_cnn_new,62,720,-1.1579681622738365,5.089240984823636,6.224817187202233,0.33055555555555555,0.11666666666666667
edge_attention_cnn_new,64,720,-0.6556073132961,5.220220041123472,6.357779053088018,0.3416666666666667,0.09305555555555556
edge_attention_cnn_new,65,645,-1.0122965592682647,5.846526839473503,6.949174039317483,0.39689922480620154,0.12403100775193798
gradient_boosted_trees,42,657,1.7744498654139953,3.9440219651996644,4.732072010414358,0.2800608828006088,0.0837138508371385
gradient_boosted_trees,50,680,0.7915666235012161,9.382969259798221,9.59426787848098,0.28823529411764703,0.2514705882352941
gradient_boosted_trees,57,670,-0.23634791171131964,5.375390630893381,5.90052211845607,0.2791044776119403,0.09253731343283582
gradient_boosted_trees,58,654,-2.825862698184741,3.549810163759544,4.337158706314302,0.25688073394495414,0.03058103975535168
gradient_boosted_trees,60,720,0.262993425420188,3.860115732141734,3.7305620734935143,0.19166666666666668,0.015277777777777777
gradient_boosted_trees,62,720,-1.1309798618723321,3.780295095864953,3.5841788944185913,0.14027777777777778,0.009722222222222222
gradient_boosted_trees,64,720,-0.6415836847213678,2.828269558486383,2.983734126263668,0.06111111111111111,0.009722222222222222
gradient_boosted_trees,65,645,-1.3086272135945762,3.979557435360072,4.206760565689855,0.1813953488372093,0.017054263565891473
mlp,42,657,1.8991578713616946,4.493398414038705,4.54976232430552,0.289193302891933,0.1019786910197869
mlp,50,680,0.22682581863134121,9.222228666718342,9.229705074896852,0.3073529411764706,0.2661764705882353
mlp,57,670,0.1481141649186466,5.881756579200074,5.68463237954981,0.29850746268656714,0.11791044776119403
mlp,58,654,-2.4381889653910793,4.368789791597434,4.336676141407063,0.29357798165137616,0.022935779816513763
mlp,60,720,0.03294182526519118,4.4372377043536115,4.843809121595954,0.24166666666666667,0.019444444444444445
mlp,62,720,-1.1475081642788023,4.00104916124241,3.8260036767596777,0.2,0.001388888888888889
mlp,64,720,-0.9041506259807734,3.4856508612298542,3.423275892054058,0.10416666666666667,0.001388888888888889
mlp,65,645,-1.500065973835504,4.8112966704159685,4.617962004233967,0.28217054263565894,0.012403100775193798
ridge,42,657,3.0910866409389897,4.493744052874321,4.267490676154994,0.3226788432267884,0.0791476407914764
ridge,50,680,-0.038446161676206625,10.466872352435736,10.299318954336286,0.3558823529411765,0.27058823529411763
ridge,57,670,1.8382810012967976,5.801892822276582,5.411660914428258,0.3940298507462687,0.08955223880597014
ridge,58,654,-0.847630827223476,4.440685533058063,4.357450794509705,0.25688073394495414,0.03363914373088685
ridge,60,720,0.7057713437970463,3.506315937488925,3.496840790959599,0.1597222222222222,0.004166666666666667
ridge,62,720,-0.476208614082668,3.3475083629276243,3.3423801471936243,0.15416666666666667,0.002777777777777778
ridge,64,720,-0.11759103399627335,3.260432503497321,3.317132839634696,0.1375,0.004166666666666667
ridge,65,645,0.5035928414807298,4.2610082963892095,4.314996594385408,0.23255813953488372,0.013953488372093023
traditional_cfd_template_timewalk,42,657,0.3185965387667835,1.565324754665695,1.3254877233231388,0.0,0.0
traditional_cfd_template_timewalk,50,680,0.21628177278714977,0.889229031657563,0.7430943054297009,0.0,0.0
traditional_cfd_template_timewalk,57,670,0.21026684023783115,0.9820284418824572,0.9535042279871926,0.0,0.0
traditional_cfd_template_timewalk,58,654,0.8597795009999571,0.631068523877893,0.7597895934296262,0.0,0.0
traditional_cfd_template_timewalk,60,720,0.061492054016691,0.9168819474118015,0.7888901995664861,0.0,0.0
traditional_cfd_template_timewalk,62,720,0.7291291100363567,0.5572020983846131,0.5891921967609708,0.0,0.0
traditional_cfd_template_timewalk,64,720,0.6088998660062597,0.31765747258168153,0.4598850050265226,0.0,0.0
traditional_cfd_template_timewalk,65,645,0.8647016843732327,0.3562898403801635,0.4967501545638065,0.0,0.0
waveform_transformer,42,657,3.604382961152563,6.967137461290109,8.046603070238922,0.4764079147640791,0.2237442922374429
waveform_transformer,50,680,-0.5406912445218754,11.114624340257274,10.929640091441561,0.4411764705882353,0.31029411764705883
waveform_transformer,57,670,2.593962457611708,7.459089322924147,8.582371317966345,0.5477611940298508,0.27611940298507465
waveform_transformer,58,654,0.09543845896115677,7.8663250850215665,8.28733156750659,0.5229357798165137,0.17737003058103976
waveform_transformer,60,720,2.3777003132818972,6.533124121468486,7.017825660751407,0.48055555555555557,0.12361111111111112
waveform_transformer,62,720,1.1132815773786202,5.606796803093958,6.141117832874237,0.4236111111111111,0.07916666666666666
waveform_transformer,64,720,1.7930154751929113,5.659083780839311,7.489052667269039,0.3888888888888889,0.1
waveform_transformer,65,645,1.9981416361918445,6.298435685612992,7.571705827902308,0.4930232558139535,0.12248062015503876
