ablation,n_features,sigma68_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,tail_fraction_abs_gt_5ns,delta_sigma68_vs_full_ns
full_gradient_boosted_trees,33,3.682505399060605,3.2916375866747805,4.363328006607913,0.20508598609586534,0.0
drop_tail_pulse_shape_features,24,3.7425945449135245,3.292394481345019,4.386081660912384,0.20764727405781191,0.06008914585291958
drop_pretrigger_features,27,4.043134051545623,3.4949990869612337,4.737733366020862,0.23838272960117088,0.3606286524850182
amplitude_cfd_only,5,4.19986775583423,3.6269278124818642,4.809505704971523,0.2550311013538236,0.5173623567736252
