method,n,bias_ns,sigma68_ns,rms_ns,tail_fraction_abs_gt_5ns,tail_fraction_abs_gt_10ns,bias_ns_ci_low,bias_ns_ci_high,sigma68_ns_ci_low,sigma68_ns_ci_high,rms_ns_ci_low,rms_ns_ci_high,tail_fraction_abs_gt_5ns_ci_low,tail_fraction_abs_gt_5ns_ci_high,tail_fraction_abs_gt_10ns_ci_low,tail_fraction_abs_gt_10ns_ci_high
traditional_cfd_template_timewalk,5466,0.5923188988996462,0.81702737330619,0.8587274188359173,0.0,0.0,0.30051722538308434,0.7916971650420201,0.5771724898995201,1.041569367544619,0.6528152242655348,1.0634126271397457,0.0,0.0,0.0,0.0
gradient_boosted_trees,5466,-0.2545767590481658,3.727204193148959,5.287136872425077,0.20764727405781191,0.06293450420783023,-1.1948695244505245,0.6130104965593802,3.291337079372096,4.40798386785803,3.886288140714391,6.82844084230158,0.15202270202850626,0.25659506293783685,0.018771642063058137,0.12171663552141516
ridge,5466,0.4373508701258282,4.271673017874157,5.488408680697544,0.24899377972923528,0.06128796194657885,-0.21926323967618816,1.2512369776262617,3.7247966287455805,5.033457887491567,3.8605758170651083,7.618403504524423,0.18525733712457315,0.31229118613517615,0.014991126885536823,0.13611783866198474
mlp,5466,-0.33923141627814246,4.333902954666917,5.4232191415305335,0.24990852542993047,0.06695938529088913,-1.13529032422608,0.6008300790830513,3.8800139606007904,4.894155970252257,4.369697042449462,6.813187061794626,0.19760829817973358,0.2937420992383185,0.02000081876239515,0.1373035911250636
1d_cnn,5466,0.08939595390637756,5.680500684016933,7.045989239939671,0.3754116355653128,0.11470911086717893,-0.8156823255126688,1.2855764297019452,4.957738058557671,6.601613142941886,5.821403150542041,8.496028273701395,0.3130354304920216,0.4413133984818262,0.07083897835760597,0.1748320212078927
edge_attention_cnn_new,5466,-0.3122730391333075,6.409235780928563,7.782684606821674,0.4286498353457739,0.1512989388949872,-1.2408085228524028,0.7470471048255097,5.697604118457325,7.35170236758923,6.6950900531368385,8.991649743852225,0.37642631873032245,0.4807162237991155,0.11306465859863214,0.195549346295685
waveform_transformer,5466,1.6091487423774886,6.701972043971988,8.302255200625957,0.4703622392974753,0.17489937797292351,0.7796180453756162,2.383261858279086,6.0676003520141455,7.452556673668722,7.232108280985038,9.393797019758438,0.4369545653043275,0.5041889342391755,0.11836738633713427,0.22873960784977734
