energy_target,species,kinetic_energy_MeV,run_id,n_heldout,E_raw_mean_MeV,E_raw_median_MeV,median_bias_fraction,sigma68_fraction,rms_fraction,tail_fraction,occupancy_fraction_mean
E_raw,deuteron,110.0,deuteron_110,2000,28.624137022779212,26.583069397818058,0.10079751060757716,0.09347544819025648,0.16667822199681695,0.1775,0.9628977839123097
E_raw,proton,60.0,proton_60,2000,28.302038754718506,27.64985361659127,0.10585745064163438,0.08766127057334154,0.15747443678696177,0.16,0.9623475082439926
