stratum,subset,definition,method,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
adc_saturation_onset,complement,any_saturated,ridge,226635,-0.016645890794076138,0.11903308231767162,1.3727041561754298,"[0.09831283456827374, 0.14306178780141435]","[-0.03607985073508061, 0.0054265527859109555]","[1.234601961954045, 1.5442532186584779]"
adc_saturation_onset,complement,any_saturated,gradient_boosted_trees,226635,-0.0009927882575956378,0.054917778142427924,0.8023136752601968,"[0.04263404785009681, 0.0729565890359267]","[-0.005516869357104254, 0.004878809771810076]","[0.6424264639476688, 1.0292211301825613]"
adc_saturation_onset,complement,any_saturated,mlp,226635,-0.44235816358947466,0.5492459455148432,6.799701585894797,"[0.5300154626829867, 0.5676912753745826]","[-0.4762014023679426, -0.3864977532060019]","[6.093238376878874, 7.596968741640445]"
adc_saturation_onset,complement,any_saturated,1d_cnn,226635,-0.20466774436992374,0.2901291578955804,3.4638154382832265,"[0.27595013839223786, 0.3013587890898035]","[-0.2295854096226035, -0.14689284547914672]","[3.1079214975819625, 3.836062389569525]"
adc_saturation_onset,complement,any_saturated,transformer,226635,0.03824747104886924,0.16030394927123132,1.5534593642152816,"[0.10408849372419346, 0.20231704791285515]","[0.013333128279126869, 0.08080322592212566]","[1.2870865905491538, 1.8727461559017564]"
adc_saturation_onset,complement,any_saturated,physics_residual_mlp,226635,-0.00494019043203663,0.06123751790595458,0.9503798362788908,"[0.054462564665120186, 0.06825109683184392]","[-0.016109671850517517, 0.007112079256134564]","[0.824395925972216, 1.1344932396681657]"
pileup_or_multihit,in_stratum,multiplicity>=2,old_power_law,27765,-0.42571653062677095,0.5848439338093239,12.34263216987828,"[0.5716911985572009, 0.6006323150232554]","[-0.4541825342994931, -0.3957195238523457]","[11.604664687077433, 13.24781236090111]"
pileup_or_multihit,in_stratum,multiplicity>=2,geant4_birks_lookup,27765,-0.019433231231109536,0.12594515541582973,3.168267493943049,"[0.11211223415427657, 0.14336706679304514]","[-0.023437824569861834, -0.017232613130099272]","[3.100514995451423, 3.262218413836108]"
pileup_or_multihit,in_stratum,multiplicity>=2,ridge,27765,-0.03441169705164423,0.20389415217090537,3.1412479609191037,"[0.1962589282279958, 0.21798043506040987]","[-0.03929785538387074, -0.032001733149190074]","[3.0013907972982397, 3.4732338111078085]"
pileup_or_multihit,in_stratum,multiplicity>=2,gradient_boosted_trees,27765,-0.09873812569046386,0.18723083963935724,3.7325578730181745,"[0.17953849435216993, 0.19810283839783102]","[-0.1118030818088516, -0.08433383348959977]","[3.4581733569766584, 4.171566207359889]"
pileup_or_multihit,in_stratum,multiplicity>=2,mlp,27765,-0.4277924887224741,0.6063645626962421,11.63113895212417,"[0.5963548791608757, 0.6202646977199128]","[-0.4516479460775057, -0.41234959828551465]","[11.196792103509472, 12.261106274956916]"
pileup_or_multihit,in_stratum,multiplicity>=2,1d_cnn,27765,-0.06466046830797774,0.3057450353761432,5.350212533570207,"[0.26696630817256783, 0.3729184985514514]","[-0.10125066169110802, -0.04457014770070064]","[4.695905243199808, 6.5766257131105625]"
pileup_or_multihit,in_stratum,multiplicity>=2,transformer,27765,-0.0570855256742132,0.2392418141431393,4.083507835092324,"[0.23367528105311525, 0.24791721076687623]","[-0.07601982277198516, -0.03713910952733101]","[3.8665695827978976, 4.361157719446644]"
pileup_or_multihit,in_stratum,multiplicity>=2,physics_residual_mlp,27765,0.014514235950911657,0.17344832951234102,3.090631670583856,"[0.17011918989143554, 0.17678101770045077]","[-0.007279067795070973, 0.022375643837334536]","[2.985514367015131, 3.2451212550922612]"
pileup_or_multihit,complement,multiplicity>=2,old_power_law,305087,-0.28794127980086925,0.45489014975089864,7.455104772772657,"[0.44101038564921197, 0.5611632023577592]","[-0.34893207268600074, -0.023553437138075804]","[6.777667405167588, 7.878561199966682]"
pileup_or_multihit,complement,multiplicity>=2,geant4_birks_lookup,305087,-0.023619626354149728,0.039140459443481504,0.8926110492443203,"[0.0377019884314183, 0.040369383834364884]","[-0.027244800882196468, -0.01733148863754462]","[0.822733957767343, 0.9685664411988085]"
pileup_or_multihit,complement,multiplicity>=2,ridge,305087,-0.01720422819985322,0.08090041719572258,1.1484950549999937,"[0.07144109624741779, 0.1104620159371214]","[-0.029341857132850823, 0.0017366086599273735]","[1.064958395165603, 1.2568287813408985]"
pileup_or_multihit,complement,multiplicity>=2,gradient_boosted_trees,305087,-0.013087286712765392,0.046483859608795385,0.708181828457255,"[0.04164183934432101, 0.053218224178803536]","[-0.017477384077998218, -0.003177419931648803]","[0.6343808698913523, 0.7611460311961461]"
pileup_or_multihit,complement,multiplicity>=2,mlp,305087,-0.5320267299331357,0.5989613814197942,9.037385722455623,"[0.5805899506129191, 0.6086871006537009]","[-0.5632834732330262, -0.46194194407758554]","[7.529596554922299, 10.16991101277096]"
pileup_or_multihit,complement,multiplicity>=2,1d_cnn,305087,-0.11293533532974943,0.24485297727226446,2.8116723976955513,"[0.23723034089394057, 0.2619145405015575]","[-0.13043703695960715, -0.09790034764280088]","[2.7054227264067987, 2.8947614894918683]"
pileup_or_multihit,complement,multiplicity>=2,transformer,305087,0.07122602938009333,0.12547723328525395,1.6549748280630396,"[0.10699594181217063, 0.1601449650404041]","[0.06075575172255851, 0.08824126945043805]","[1.597882145520952, 1.7320778888252897]"
pileup_or_multihit,complement,multiplicity>=2,physics_residual_mlp,305087,-0.005814611439380757,0.049737685151841515,0.7981993660819235,"[0.046197406247766346, 0.05567744544456652]","[-0.013163277129813782, 0.005818818570376156]","[0.7502121707583764, 0.8413114926541436]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,old_power_law,166426,-0.28204173823166767,0.35842050210995263,6.252696956190679,"[0.34081243404896105, 0.3747249064089886]","[-0.30958235783930643, -0.22256880115543445]","[5.604358820632338, 6.845698268699485]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,geant4_birks_lookup,166426,-0.023258264891317416,0.033215547703180234,1.1234949091217272,"[0.03254161823985742, 0.03447572770212713]","[-0.024565737642797444, -0.021733287593428942]","[0.8815648527790684, 1.4677004531282782]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,ridge,166426,-0.028581689709245607,0.08231286717252888,1.507174247134041,"[0.07758487866935258, 0.10138015107103705]","[-0.03923726532934903, -0.004336279000658608]","[1.3452916583293812, 1.7507772883654171]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,gradient_boosted_trees,166426,-0.011901436712741572,0.0344219329111558,1.0635290495044436,"[0.030237398589302727, 0.04412710315661763]","[-0.013633270899475993, -0.010087122485047525]","[0.8111319579563676, 1.418425197078143]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,mlp,166426,-0.5045691595861409,0.6009802609847761,9.4238513124621,"[0.5628781577398426, 0.6207929046623653]","[-0.5268513091155134, -0.46809876028205394]","[8.522227967564655, 10.138191935316025]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,1d_cnn,166426,-0.21883538300459893,0.2629560613418301,3.9592006515876967,"[0.2520034959757877, 0.2729690000035668]","[-0.23117857273092138, -0.18743753591850065]","[3.6404347185198858, 4.179802144208933]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,transformer,166426,0.024974190871351873,0.09741789692755005,1.7765623458695274,"[0.07743799908350579, 0.13770124659098992]","[0.012476279582114728, 0.042887389653948706]","[1.4623766439051167, 2.2378800468101123]"
pedestal_drift_proxy_high,in_stratum,charge/peak above heldout median,physics_residual_mlp,166426,-0.01401254637255449,0.04934422183619313,1.1315069304217247,"[0.0455675954835902, 0.05733139744451903]","[-0.02237601878272198, -0.0028407541377654527]","[0.9414536771141283, 1.4156823639987202]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,old_power_law,166426,-0.37197406226805113,0.8707426404055544,9.47290320248382,"[0.48443154771460273, 1.5124729188770152]","[-0.41141787570930083, 0.6426970648328744]","[9.022239015010049, 9.818654728372477]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,geant4_birks_lookup,166426,-0.02208001651291805,0.04858404406794288,1.04137701083147,"[0.047319443505593146, 0.05009641353792332]","[-0.035581039715465286, -0.013248953329489258]","[0.9555325832077832, 1.1099697168324965]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,ridge,166426,-0.008216252782095285,0.0972674645574279,1.1222686312605736,"[0.06960332414937094, 0.14269500899580312]","[-0.016746227974632377, 0.006276176793101869]","[1.0503804783033097, 1.222217791104646]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,gradient_boosted_trees,166426,-0.018840585933867737,0.06659932435276315,0.8573939964312167,"[0.059794929225801506, 0.07736802708657219]","[-0.02601633555230336, 0.01830236324320835]","[0.7327691995958131, 0.9486647247849938]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,mlp,166426,-0.5543484240232164,0.5989357678827216,9.083638328054077,"[0.5866100334661772, 0.6047026147838814]","[-0.5757496573710748, -0.3715038389798573]","[6.678429838878759, 10.826978574353184]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,1d_cnn,166426,-0.036455897967147655,0.2027369390948793,2.0876510890677284,"[0.15162387222474974, 0.2716201835674247]","[-0.04774955412252859, -0.006283940177706228]","[1.9449959217508448, 2.2832634450127967]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,transformer,166426,0.1000566557434799,0.16304075057239234,1.9385416667883926,"[0.13261538096161285, 0.2309182323080671]","[0.08460247255165196, 0.12791148179250145]","[1.8620020922319493, 2.0134066054033743]"
pedestal_drift_proxy_high,complement,charge/peak above heldout median,physics_residual_mlp,166426,0.004370734357710848,0.06228299475156962,0.8473403550600901,"[0.054449161414114225, 0.07663372969343378]","[-0.002740193153236582, 0.014125945601606394]","[0.7985428939883183, 0.8898595152592891]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,old_power_law,15256,-0.45078384474897326,0.6275707704570951,13.617154369951752,"[0.614006816795479, 0.6472651286853408]","[-0.4827830010162757, -0.38603794405963543]","[12.68231856783902, 14.372016982332255]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,geant4_birks_lookup,15256,-0.017025958643110507,0.11666838149001257,3.08324219733879,"[0.10319423352284998, 0.13378843463779067]","[-0.01919642473060177, -0.0152855651852886]","[2.8905264715865053, 3.240251490923468]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,ridge,15256,-0.0077749147033582475,0.19847340268788002,3.0361559503650972,"[0.1904096170997963, 0.2099297850993197]","[-0.01723155164217213, -0.0028456267276544397]","[2.9197340728665426, 3.193324546354065]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,gradient_boosted_trees,15256,-0.12770984519187606,0.2269055844374175,4.405746782918181,"[0.21149232649759478, 0.24463894509532866]","[-0.14050727073791908, -0.11736223227714584]","[4.042569170227903, 4.840178616601072]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,mlp,15256,-0.20929783168300758,0.569799671922388,10.648146789430749,"[0.5540239618200519, 0.6017063628994858]","[-0.2838974248085342, -0.14648662147484387]","[10.4656389192876, 10.863184242162147]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,1d_cnn,15256,-0.03696275876858117,0.3347000980276802,5.171758886616624,"[0.28671982308356925, 0.40628508675257935]","[-0.0913497870334827, -0.010947980750199645]","[4.713323161559662, 6.035666838603057]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,transformer,15256,-0.017511035811539878,0.27681623350707385,4.127885472459649,"[0.25806392417210966, 0.31728473177803246]","[-0.053101470484316064, 0.00543396831659521]","[3.8856551181207633, 4.415852948452515]"
late_pulse_shape,in_stratum,deepest selected B stave index>=2,physics_residual_mlp,15256,0.07235387953119504,0.2638742116943157,3.975650238096323,"[0.2461179163603646, 0.3092860628009942]","[0.06286504915451956, 0.08872944792543623]","[3.864005392915462, 4.140922387009153]"
late_pulse_shape,complement,deepest selected B stave index>=2,old_power_law,317596,-0.293097618031704,0.45701865924701995,7.586384667752673,"[0.44318411376165795, 0.5006842800993188]","[-0.3482732388410866, -0.12376281755606007]","[7.0953419393213055, 8.040488251507306]"
late_pulse_shape,complement,deepest selected B stave index>=2,geant4_birks_lookup,317596,-0.023649819046086644,0.0397986522320306,0.9863254927251294,"[0.03836732364962976, 0.041103898722511426]","[-0.026999575015141573, -0.018169102912509248]","[0.9048189735698892, 1.0907803716409856]"
late_pulse_shape,complement,deepest selected B stave index>=2,ridge,317596,-0.018238438275574594,0.0829254951355034,1.2320308357187504,"[0.07439611206421769, 0.10833223345875125]","[-0.02790862216582903, 0.0002669043111918511]","[1.1385298085987092, 1.3675130902324877]"
late_pulse_shape,complement,deepest selected B stave index>=2,gradient_boosted_trees,317596,-0.013446628037173267,0.04836970717801751,0.7949642499360458,"[0.04245026200488567, 0.05730609149541805]","[-0.017572868711559803, -0.006174369352098812]","[0.7381533453516135, 0.8571098665498891]"
late_pulse_shape,complement,deepest selected B stave index>=2,mlp,317596,-0.5329436794740513,0.599817607242479,9.18676350927905,"[0.5843709771000748, 0.6089108782419088]","[-0.5633742347744425, -0.46348783124163334]","[7.567422766271188, 10.341680500645937]"
late_pulse_shape,complement,deepest selected B stave index>=2,1d_cnn,317596,-0.11184796860711262,0.24549004671993913,2.92022882598048,"[0.23831444037105365, 0.26151526010183995]","[-0.13328823545070898, -0.09854530287223974]","[2.829112722386691, 2.9862875594078915]"
late_pulse_shape,complement,deepest selected B stave index>=2,transformer,317596,0.06926040901536618,0.1300689415468675,1.7484945642979213,"[0.10797325089889107, 0.16650678148113085]","[0.06064731242825322, 0.08447442014371281]","[1.6497304026904336, 1.873557746893449]"
late_pulse_shape,complement,deepest selected B stave index>=2,physics_residual_mlp,317596,-0.00595202655370607,0.051216180768459796,0.8459776518003977,"[0.047069096969471605, 0.05763216740302473]","[-0.014296203945308594, 0.0047831996158342605]","[0.7991304221485684, 0.9046687911250244]"
