method,family,n,bias_frac,res68_frac,mae_mev,res68_ci95,bias_ci95,mae_mev_ci95
geant4_birks_lookup,traditional_geant4_birks,332852,-0.02309863561869246,0.040243978309137673,1.0824359599765987,"[0.03885442055147856, 0.04166439307853137]","[-0.026454122387290033, -0.018144606320368104]","[0.9594800872478235, 1.258193699308261]"
gradient_boosted_trees,ml_tree,332852,-0.014538019910980193,0.052038458137080926,0.9604615229678299,"[0.04407365786784419, 0.0632146894582223]","[-0.01814565749913055, -0.007517923233911557]","[0.8401409537081808, 1.096858319660444]"
physics_residual_mlp,neural_physics_residual,332852,-0.005220344679600293,0.05451882641983056,0.9894236427409074,"[0.04880770366533209, 0.06254275382030709]","[-0.012720175359953888, 0.005627443056424789]","[0.8872438671430233, 1.1170681222659633]"
ridge,ml_linear,332852,-0.017931881959828352,0.08538883175487814,1.3147214391973077,"[0.07438479562823815, 0.11515744652807515]","[-0.028644999330131257, -0.0009394103178623957]","[1.1774236799246565, 1.4779674403059078]"
transformer,neural_waveform_attention,332852,0.06775962763044316,0.13405844578238418,1.85755200632896,"[0.111358557220359, 0.1710212142435038]","[0.05917721100087026, 0.08186330731476645]","[1.7249010401339766, 2.0463347096539954]"
1d_cnn,neural_waveform,332852,-0.10881608319001759,0.2468687512716806,3.023425870327713,"[0.23871004824723283, 0.26205114603226426]","[-0.1258143666825595, -0.09390907913577361]","[2.9267786884060714, 3.0973532227524245]"
old_power_law,traditional_empirical,332852,-0.2976285931210332,0.46235784270827024,7.86280007933725,"[0.4457562519005668, 0.5558938582674989]","[-0.35670708728998374, -0.12097626116105896]","[7.385822567380821, 8.284146134914257]"
mlp,neural_tabular,332852,-0.5240065793229212,0.5993708209881664,9.253744820258085,"[0.5805660689352949, 0.6106645566646908]","[-0.5613130088482787, -0.4372173440472484]","[7.665600110972426, 10.317401025040489]"
