bin_family,subset,method,n,bias_frac,res68_frac,res68_ci_low,res68_ci_high,mae_mev
high_gain_to_saturation_transition,in_stratum,old_power_law,106217,-0.4326497466132502,0.4514886826499681,0.4461977578455021,0.45612999829920614,10.74809055102447
high_gain_to_saturation_transition,in_stratum,geant4_birks_lookup,106217,-0.0404028613830016,0.0484975857724767,0.047483981104086324,0.05084049655075616,1.2845669095942986
high_gain_to_saturation_transition,in_stratum,ridge,106217,-0.0194210843753199,0.0492847335530662,0.047681992697438336,0.05498509744988025,1.1910038322009058
high_gain_to_saturation_transition,in_stratum,gradient_boosted_trees,106217,-0.0328718255941818,0.0488644498353753,0.04447536305301642,0.054174068900857,1.2979012686320783
high_gain_to_saturation_transition,in_stratum,mlp,106217,-0.5954533457023865,0.6217079148890468,0.6151371415363645,0.6291016992504735,14.48993195056608
high_gain_to_saturation_transition,in_stratum,1d_cnn,106217,-0.0437593553699336,0.083468982609352,0.0752284070873159,0.10115211052170882,2.0837675318922644
high_gain_to_saturation_transition,in_stratum,transformer,106217,0.0888325758923742,0.1153201915777189,0.10780966132311286,0.12752853237652045,2.506393867287501
high_gain_to_saturation_transition,in_stratum,physics_residual_mlp,106217,-0.005695235660785,0.0452264839163803,0.04205833515349383,0.05209455050632608,1.0727313343300051
high_gain_to_saturation_transition,complement,old_power_law,226635,-0.0699208109291017,0.5675353665438522,0.3957587939404061,0.8134067915663022,6.5105513179755805
high_gain_to_saturation_transition,complement,geant4_birks_lookup,226635,-0.0166973271290986,0.0335214647813082,0.032740185397264254,0.03470211627473405,0.9877032705175862
high_gain_to_saturation_transition,complement,ridge,226635,-0.0166458907940761,0.1190330823176716,0.09831283456827374,0.14306178780141435,1.3727041561754298
high_gain_to_saturation_transition,complement,gradient_boosted_trees,226635,-0.0009927882575956,0.0549177781424279,0.04263404785009681,0.0729565890359267,0.8023136752601968
high_gain_to_saturation_transition,complement,mlp,226635,-0.4423581635894746,0.5492459455148432,0.5300154626829867,0.5676912753745826,6.799701585894797
high_gain_to_saturation_transition,complement,1d_cnn,226635,-0.2046677443699237,0.2901291578955804,0.27595013839223786,0.3013587890898035,3.4638154382832265
high_gain_to_saturation_transition,complement,transformer,226635,0.0382474710488692,0.1603039492712313,0.10408849372419346,0.20231704791285515,1.5534593642152816
high_gain_to_saturation_transition,complement,physics_residual_mlp,226635,-0.0049401904320366,0.0612375179059545,0.054462564665120186,0.06825109683184392,0.9503798362788908
pileup_bin,in_stratum,old_power_law,27765,-0.4257165306267709,0.5848439338093239,0.5716911985572009,0.6006323150232554,12.34263216987828
pileup_bin,in_stratum,geant4_birks_lookup,27765,-0.0194332312311095,0.1259451554158297,0.11211223415427657,0.14336706679304514,3.168267493943049
pileup_bin,in_stratum,ridge,27765,-0.0344116970516442,0.2038941521709053,0.1962589282279958,0.21798043506040987,3.141247960919104
pileup_bin,in_stratum,gradient_boosted_trees,27765,-0.0987381256904638,0.1872308396393572,0.17953849435216993,0.19810283839783102,3.732557873018175
pileup_bin,in_stratum,mlp,27765,-0.4277924887224741,0.6063645626962421,0.5963548791608757,0.6202646977199128,11.63113895212417
pileup_bin,in_stratum,1d_cnn,27765,-0.0646604683079777,0.3057450353761432,0.26696630817256783,0.3729184985514514,5.350212533570207
pileup_bin,in_stratum,transformer,27765,-0.0570855256742132,0.2392418141431393,0.23367528105311525,0.24791721076687623,4.083507835092324
pileup_bin,in_stratum,physics_residual_mlp,27765,0.0145142359509116,0.173448329512341,0.17011918989143554,0.17678101770045077,3.090631670583856
pileup_bin,complement,old_power_law,305087,-0.2879412798008692,0.4548901497508986,0.44101038564921197,0.5611632023577592,7.455104772772657
pileup_bin,complement,geant4_birks_lookup,305087,-0.0236196263541497,0.0391404594434815,0.0377019884314183,0.040369383834364884,0.8926110492443203
pileup_bin,complement,ridge,305087,-0.0172042281998532,0.0809004171957225,0.07144109624741779,0.1104620159371214,1.1484950549999935
