heldout_run,heldout_group,n_scored_events,ml_fold,train_low_runs,cal_low_runs,n_synthetic_train,n_synthetic_cal,synthetic_staves,synthetic_holdout_auc,synthetic_holdout_ap,synthetic_holdout_brier,synthetic_secondary_fraction_mae,shuffled_label_synthetic_auc,template_source_runs,ml_models_used,ml_train_runs_used
-1,low_overlay_calibration,0,low46_train_low47_cal,46,47,351.0,600.0,B2 B6 B8,0.7001666666666666,0.6646703162227632,0.23875143132914076,0.21421329457344512,0.5452222222222223,,,
-1,low_overlay_calibration,0,low47_train_low46_cal,47,46,520.0,289.0,B2 B4 B6 B8,0.7795302013422819,0.823644941250345,0.19949851191819723,0.2273475361544386,0.6100191754554171,,,
44,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
45,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
46,low_2nA,97,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,47,low47_train_low46_cal,47
47,low_2nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46,low46_train_low47_cal,46
48,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
49,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
50,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
51,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
52,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
53,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
54,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
55,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
56,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
57,high_20nA,160,,,,,,,0.7398484340044742,0.7441576287365541,0.219124971623669,0.22078041536394186,0.5776206988388197,46 47,low46_train_low47_cal low47_train_low46_cal,46 47
