template_id,amp_bin,shape,amp_low,amp_high,amp_center,late_fraction_center,n_train_pulses,template_cfd20_sample,template_peak_sample,template_area,fallback_used,fallback_reason,heldout_run,template_source_runs,stave
B4:amp2:slow_tail,2,slow_tail,3801.75,8348.0,4948.0,0.4512025293324697,9,1.0863080036411632,3,10.956975190923924,True,,44,46 47,
B6:amp0:fast_tail,0,fast_tail,1519.0,2431.84,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,44,46 47,
B6:amp0:balanced,0,balanced,1519.0,2431.84,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,44,46 47,
B6:amp0:slow_tail,0,slow_tail,1519.0,2431.84,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,44,46 47,
B6:amp1:fast_tail,1,fast_tail,2431.84,3441.7200000000003,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,44,46 47,
B6:amp1:balanced,1,balanced,2431.84,3441.7200000000003,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,44,46 47,
B6:amp1:slow_tail,1,slow_tail,2431.84,3441.7200000000003,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,44,46 47,
B6:amp2:fast_tail,2,fast_tail,3441.7200000000003,3793.5,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,44,46 47,
B6:amp2:balanced,2,balanced,3441.7200000000003,3793.5,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,44,46 47,
B6:amp2:slow_tail,2,slow_tail,3441.7200000000003,3793.5,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,44,46 47,
B8:amp0:fast_tail,0,fast_tail,2051.0,2512.385,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,44,46 47,
B8:amp0:balanced,0,balanced,2051.0,2512.385,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,44,46 47,
B8:amp0:slow_tail,0,slow_tail,2051.0,2512.385,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,44,46 47,
B8:amp1:fast_tail,1,fast_tail,2512.385,2680.98,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,44,46 47,
B8:amp1:balanced,1,balanced,2512.385,2680.98,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,44,46 47,
B8:amp1:slow_tail,1,slow_tail,2512.385,2680.98,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,44,46 47,
B8:amp2:fast_tail,2,fast_tail,2680.98,3480.0,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,44,46 47,
B8:amp2:balanced,2,balanced,2680.98,3480.0,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,44,46 47,
B8:amp2:slow_tail,2,slow_tail,2680.98,3480.0,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,44,46 47,
B2:amp0:fast_tail,0,fast_tail,1501.0,3900.42,2915.0,0.4141622346706469,735,1.9238442604008847,5,7.989548191385142,False,,45,46 47,
B2:amp0:balanced,0,balanced,1501.0,3900.42,2909.25,0.5243874855383355,430,3.0944358556831246,6,7.738027338439552,False,,45,46 47,
B2:amp0:slow_tail,0,slow_tail,1501.0,3900.42,3130.75,0.6291307670738546,592,3.769337580198835,7,8.201041428834534,False,,45,46 47,
B2:amp1:fast_tail,1,fast_tail,3900.42,6304.84,5020.75,0.4580421654274468,318,1.1999290412323202,4,9.258123890786111,False,,45,46 47,
B2:amp1:balanced,1,balanced,3900.42,6304.84,5029.0,0.5164534575296795,649,2.054017386150105,4,9.136262399868576,False,,45,46 47,
B2:amp1:slow_tail,1,slow_tail,3900.42,6304.84,4903.25,0.6228067591911721,790,3.2512526838837967,5,9.874792399829353,False,,45,46 47,
B2:amp2:fast_tail,2,fast_tail,6304.84,9647.0,8069.0,0.4571336608370734,704,1.3886026233836142,4,8.267303549224238,False,,45,46 47,
B2:amp2:balanced,2,balanced,6304.84,9647.0,7865.25,0.5211110871601476,678,2.523140057586592,5,8.2436038130799,False,,45,46 47,
B2:amp2:slow_tail,2,slow_tail,6304.84,9647.0,7392.5,0.5933276818777224,429,3.1742899107502693,6,9.227322544299598,False,,45,46 47,
B4:amp0:fast_tail,0,fast_tail,1932.0,2584.75,2404.5,0.4016479419427792,9,2.0413164202106997,6,7.8264911958398935,True,,45,46 47,
B4:amp0:balanced,0,balanced,1932.0,2584.75,2404.5,0.4016479419427792,9,2.0413164202106997,6,7.8264911958398935,True,,45,46 47,
B4:amp0:slow_tail,0,slow_tail,1932.0,2584.75,2404.5,0.4016479419427792,9,2.0413164202106997,6,7.8264911958398935,True,,45,46 47,
B4:amp1:fast_tail,1,fast_tail,2584.75,3801.75,2868.0,0.5723288181768464,8,3.336394793064524,7,8.434455734597984,True,,45,46 47,
B4:amp1:balanced,1,balanced,2584.75,3801.75,2868.0,0.5723288181768464,8,3.336394793064524,7,8.434455734597984,True,,45,46 47,
B4:amp1:slow_tail,1,slow_tail,2584.75,3801.75,2868.0,0.5723288181768464,8,3.336394793064524,7,8.434455734597984,True,,45,46 47,
B4:amp2:fast_tail,2,fast_tail,3801.75,8348.0,4948.0,0.4512025293324697,9,1.0863080036411632,3,10.956975190923924,True,,45,46 47,
B4:amp2:balanced,2,balanced,3801.75,8348.0,4948.0,0.4512025293324697,9,1.0863080036411632,3,10.956975190923924,True,,45,46 47,
B4:amp2:slow_tail,2,slow_tail,3801.75,8348.0,4948.0,0.4512025293324697,9,1.0863080036411632,3,10.956975190923924,True,,45,46 47,
B6:amp0:fast_tail,0,fast_tail,1519.0,2431.84,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,45,46 47,
B6:amp0:balanced,0,balanced,1519.0,2431.84,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,45,46 47,
B6:amp0:slow_tail,0,slow_tail,1519.0,2431.84,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,45,46 47,
B6:amp1:fast_tail,1,fast_tail,2431.84,3441.7200000000003,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,45,46 47,
B6:amp1:balanced,1,balanced,2431.84,3441.7200000000003,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,45,46 47,
B6:amp1:slow_tail,1,slow_tail,2431.84,3441.7200000000003,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,45,46 47,
B6:amp2:fast_tail,2,fast_tail,3441.7200000000003,3793.5,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,45,46 47,
B6:amp2:balanced,2,balanced,3441.7200000000003,3793.5,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,45,46 47,
B6:amp2:slow_tail,2,slow_tail,3441.7200000000003,3793.5,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,45,46 47,
B8:amp0:fast_tail,0,fast_tail,2051.0,2512.385,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,45,46 47,
B8:amp0:balanced,0,balanced,2051.0,2512.385,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,45,46 47,
B8:amp0:slow_tail,0,slow_tail,2051.0,2512.385,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,45,46 47,
B8:amp1:fast_tail,1,fast_tail,2512.385,2680.98,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,45,46 47,
B8:amp1:balanced,1,balanced,2512.385,2680.98,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,45,46 47,
B8:amp1:slow_tail,1,slow_tail,2512.385,2680.98,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,45,46 47,
B8:amp2:fast_tail,2,fast_tail,2680.98,3480.0,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,45,46 47,
B8:amp2:balanced,2,balanced,2680.98,3480.0,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,45,46 47,
B8:amp2:slow_tail,2,slow_tail,2680.98,3480.0,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,45,46 47,
B2:amp0:fast_tail,0,fast_tail,1501.0,3915.5,2907.25,0.4130764893928629,644,1.9170496206768222,5,7.99583450546659,False,,46,47,
B2:amp0:balanced,0,balanced,1501.0,3915.5,2937.0,0.5232460178919107,378,3.092844726959167,6,7.745401797648432,False,,46,47,
B2:amp0:slow_tail,0,slow_tail,1501.0,3915.5,3137.5,0.6287090786439129,530,3.7648432200460977,7,8.229700045259392,False,,46,47,
B2:amp1:fast_tail,1,fast_tail,3915.5,6373.3,5022.0,0.458069876002207,285,1.20377883517373,4,9.244938893761386,False,,46,47,
B2:amp1:balanced,1,balanced,3915.5,6373.3,5088.5,0.5169608642547655,579,2.063956279175934,4,9.104353722321171,False,,46,47,
B2:amp1:slow_tail,1,slow_tail,3915.5,6373.3,4926.25,0.6223810132276617,690,3.2475390525734724,5,9.863183100273929,False,,46,47,
B2:amp2:fast_tail,2,fast_tail,6373.3,9647.0,8074.0,0.45725915787519156,624,1.3925653566144467,4,8.252251327907604,False,,46,47,
B2:amp2:balanced,2,balanced,6373.3,9647.0,7916.75,0.5209629133050959,596,2.5354357422721034,5,8.21415387852484,False,,46,47,
B2:amp2:slow_tail,2,slow_tail,6373.3,9647.0,7404.75,0.5918656955481256,380,3.1692322208929506,6,9.232086003324504,False,,46,47,
B4:amp0:fast_tail,0,fast_tail,1932.0,2584.75,2404.5,0.4016479419427792,9,2.0413164202106997,6,7.8264911958398935,True,,46,47,
B4:amp0:balanced,0,balanced,1932.0,2584.75,2404.5,0.4016479419427792,9,2.0413164202106997,6,7.8264911958398935,True,,46,47,
B4:amp0:slow_tail,0,slow_tail,1932.0,2584.75,2404.5,0.4016479419427792,9,2.0413164202106997,6,7.8264911958398935,True,,46,47,
B4:amp1:fast_tail,1,fast_tail,2584.75,3801.75,2868.0,0.5723288181768464,8,3.336394793064524,7,8.434455734597984,True,,46,47,
B4:amp1:balanced,1,balanced,2584.75,3801.75,2868.0,0.5723288181768464,8,3.336394793064524,7,8.434455734597984,True,,46,47,
B4:amp1:slow_tail,1,slow_tail,2584.75,3801.75,2868.0,0.5723288181768464,8,3.336394793064524,7,8.434455734597984,True,,46,47,
B4:amp2:fast_tail,2,fast_tail,3801.75,8348.0,4948.0,0.4512025293324697,9,1.0863080036411632,3,10.956975190923924,True,,46,47,
B4:amp2:balanced,2,balanced,3801.75,8348.0,4948.0,0.4512025293324697,9,1.0863080036411632,3,10.956975190923924,True,,46,47,
B4:amp2:slow_tail,2,slow_tail,3801.75,8348.0,4948.0,0.4512025293324697,9,1.0863080036411632,3,10.956975190923924,True,,46,47,
B6:amp0:fast_tail,0,fast_tail,1519.0,2345.99,2637.0,0.5954775958506828,15,3.5007962709734453,6,8.245134090497471,True,,46,47,
B6:amp0:balanced,0,balanced,1519.0,2345.99,2637.0,0.5954775958506828,15,3.5007962709734453,6,8.245134090497471,True,,46,47,
B6:amp0:slow_tail,0,slow_tail,1519.0,2345.99,2637.0,0.5954775958506828,15,3.5007962709734453,6,8.245134090497471,True,,46,47,
B6:amp1:fast_tail,1,fast_tail,2345.99,3421.88,2637.0,0.5954775958506828,15,3.5007962709734453,6,8.245134090497471,True,,46,47,
B6:amp1:balanced,1,balanced,2345.99,3421.88,2637.0,0.5954775958506828,15,3.5007962709734453,6,8.245134090497471,True,,46,47,
B6:amp1:slow_tail,1,slow_tail,2345.99,3421.88,2637.0,0.5954775958506828,15,3.5007962709734453,6,8.245134090497471,True,,46,47,
B6:amp2:fast_tail,2,fast_tail,3421.88,3793.5,2637.0,0.5954775958506828,15,3.5007962709734453,6,8.245134090497471,True,,46,47,
B6:amp2:balanced,2,balanced,3421.88,3793.5,2637.0,0.5954775958506828,15,3.5007962709734453,6,8.245134090497471,True,,46,47,
B6:amp2:slow_tail,2,slow_tail,3421.88,3793.5,2637.0,0.5954775958506828,15,3.5007962709734453,6,8.245134090497471,True,,46,47,
B8:amp0:fast_tail,0,fast_tail,2051.0,2486.1,2570.0,0.7154552736415195,7,3.6771676172130805,7,8.105867810627158,True,,46,47,
B8:amp0:balanced,0,balanced,2051.0,2486.1,2570.0,0.7154552736415195,7,3.6771676172130805,7,8.105867810627158,True,,46,47,
B8:amp0:slow_tail,0,slow_tail,2051.0,2486.1,2570.0,0.7154552736415195,7,3.6771676172130805,7,8.105867810627158,True,,46,47,
B8:amp1:fast_tail,1,fast_tail,2486.1,2696.24,2570.0,0.7154552736415195,7,3.6771676172130805,7,8.105867810627158,True,,46,47,
B8:amp1:balanced,1,balanced,2486.1,2696.24,2570.0,0.7154552736415195,7,3.6771676172130805,7,8.105867810627158,True,,46,47,
B8:amp1:slow_tail,1,slow_tail,2486.1,2696.24,2570.0,0.7154552736415195,7,3.6771676172130805,7,8.105867810627158,True,,46,47,
B8:amp2:fast_tail,2,fast_tail,2696.24,3480.0,2570.0,0.7154552736415195,7,3.6771676172130805,7,8.105867810627158,True,,46,47,
B8:amp2:balanced,2,balanced,2696.24,3480.0,2570.0,0.7154552736415195,7,3.6771676172130805,7,8.105867810627158,True,,46,47,
B8:amp2:slow_tail,2,slow_tail,2696.24,3480.0,2570.0,0.7154552736415195,7,3.6771676172130805,7,8.105867810627158,True,,46,47,
B2:amp0:fast_tail,0,fast_tail,1526.5,3820.45,2915.0,0.4189309400278944,89,2.054706618371448,5,7.909621262177176,False,,47,46,
B2:amp0:balanced,0,balanced,1526.5,3820.45,2764.0,0.5337284021773738,52,3.1259072105056203,6,7.68283641118851,False,,47,46,
B2:amp0:slow_tail,0,slow_tail,1526.5,3820.45,3060.5,0.6269286888897938,63,3.750597437365921,7,8.07193100283431,False,,47,46,
B2:amp1:fast_tail,1,fast_tail,3820.45,5796.28,4845.0,0.4554456381889256,35,1.2429706772099987,4,9.272748855961469,False,,47,46,
B2:amp1:balanced,1,balanced,3820.45,5796.28,4767.25,0.5127373806857913,74,2.0547315574323557,4,9.163978234936177,False,,47,46,
B2:amp1:slow_tail,1,slow_tail,3820.45,5796.28,4617.0,0.6351234310391412,95,3.3160543913983203,6,9.823728760728653,False,,47,46,
B2:amp2:fast_tail,2,fast_tail,5796.28,9604.0,8010.75,0.45590010566107053,80,1.352474188002053,4,8.430215443170697,False,,47,46,
B2:amp2:balanced,2,balanced,5796.28,9604.0,7353.0,0.5227557068589845,78,2.4315702729546467,5,8.464507010605773,False,,47,46,
B2:amp2:slow_tail,2,slow_tail,5796.28,9604.0,7119.0,0.5999096861594039,53,3.1940716027642897,6,9.329466310694631,False,,47,46,
B6:amp0:fast_tail,0,fast_tail,2890.5,3182.2200000000003,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,,47,46,
B6:amp0:balanced,0,balanced,2890.5,3182.2200000000003,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,,47,46,
B6:amp0:slow_tail,0,slow_tail,2890.5,3182.2200000000003,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,,47,46,
B6:amp1:fast_tail,1,fast_tail,3182.2200000000003,3473.94,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,,47,46,
B6:amp1:balanced,1,balanced,3182.2200000000003,3473.94,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,,47,46,
B6:amp1:slow_tail,1,slow_tail,3182.2200000000003,3473.94,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,,47,46,
B6:amp2:fast_tail,2,fast_tail,3473.94,3774.5,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,,47,46,
B6:amp2:balanced,2,balanced,3473.94,3774.5,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,,47,46,
B6:amp2:slow_tail,2,slow_tail,3473.94,3774.5,3332.5,0.5548374154867934,2,3.0530240899681256,6,8.6615172994937,True,,47,46,
B8:amp0:fast_tail,0,fast_tail,2647.5,2648.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,,47,46,
B8:amp0:balanced,0,balanced,2647.5,2648.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,,47,46,
B8:amp0:slow_tail,0,slow_tail,2647.5,2648.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,,47,46,
B8:amp1:fast_tail,1,fast_tail,2648.5,2649.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,,47,46,
B8:amp1:balanced,1,balanced,2648.5,2649.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,,47,46,
B8:amp1:slow_tail,1,slow_tail,2648.5,2649.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,,47,46,
B8:amp2:fast_tail,2,fast_tail,2649.5,2650.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,,47,46,
B8:amp2:balanced,2,balanced,2649.5,2650.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,,47,46,
B8:amp2:slow_tail,2,slow_tail,2649.5,2650.5,2647.5,0.5939645823135221,1,3.4019798955665754,7,7.801264011123693,True,,47,46,
B4:fallback_from_B2:amp0:fast_tail,0,fast_tail,1526.5,3820.45,2915.0,0.4189309400278944,89,2.054706618371448,5,7.909621262177176,True,no low-current templates for B4; copied B2 candidates,47,46,B4
B4:fallback_from_B2:amp0:balanced,0,balanced,1526.5,3820.45,2764.0,0.5337284021773738,52,3.1259072105056203,6,7.68283641118851,True,no low-current templates for B4; copied B2 candidates,47,46,B4
B4:fallback_from_B2:amp0:slow_tail,0,slow_tail,1526.5,3820.45,3060.5,0.6269286888897938,63,3.750597437365921,7,8.07193100283431,True,no low-current templates for B4; copied B2 candidates,47,46,B4
B4:fallback_from_B2:amp1:fast_tail,1,fast_tail,3820.45,5796.28,4845.0,0.4554456381889256,35,1.2429706772099987,4,9.272748855961469,True,no low-current templates for B4; copied B2 candidates,47,46,B4
B4:fallback_from_B2:amp1:balanced,1,balanced,3820.45,5796.28,4767.25,0.5127373806857913,74,2.0547315574323557,4,9.163978234936177,True,no low-current templates for B4; copied B2 candidates,47,46,B4
B4:fallback_from_B2:amp1:slow_tail,1,slow_tail,3820.45,5796.28,4617.0,0.6351234310391412,95,3.3160543913983203,6,9.823728760728653,True,no low-current templates for B4; copied B2 candidates,47,46,B4
B4:fallback_from_B2:amp2:fast_tail,2,fast_tail,5796.28,9604.0,8010.75,0.45590010566107053,80,1.352474188002053,4,8.430215443170697,True,no low-current templates for B4; copied B2 candidates,47,46,B4
B4:fallback_from_B2:amp2:balanced,2,balanced,5796.28,9604.0,7353.0,0.5227557068589845,78,2.4315702729546467,5,8.464507010605773,True,no low-current templates for B4; copied B2 candidates,47,46,B4
B4:fallback_from_B2:amp2:slow_tail,2,slow_tail,5796.28,9604.0,7119.0,0.5999096861594039,53,3.1940716027642897,6,9.329466310694631,True,no low-current templates for B4; copied B2 candidates,47,46,B4
B2:amp0:fast_tail,0,fast_tail,1501.0,3900.42,2915.0,0.4141622346706469,735,1.9238442604008847,5,7.989548191385142,False,,48,46 47,
B2:amp0:balanced,0,balanced,1501.0,3900.42,2909.25,0.5243874855383355,430,3.0944358556831246,6,7.738027338439552,False,,48,46 47,
B2:amp0:slow_tail,0,slow_tail,1501.0,3900.42,3130.75,0.6291307670738546,592,3.769337580198835,7,8.201041428834534,False,,48,46 47,
B2:amp1:fast_tail,1,fast_tail,3900.42,6304.84,5020.75,0.4580421654274468,318,1.1999290412323202,4,9.258123890786111,False,,48,46 47,
B2:amp1:balanced,1,balanced,3900.42,6304.84,5029.0,0.5164534575296795,649,2.054017386150105,4,9.136262399868576,False,,48,46 47,
B2:amp1:slow_tail,1,slow_tail,3900.42,6304.84,4903.25,0.6228067591911721,790,3.2512526838837967,5,9.874792399829353,False,,48,46 47,
B2:amp2:fast_tail,2,fast_tail,6304.84,9647.0,8069.0,0.4571336608370734,704,1.3886026233836142,4,8.267303549224238,False,,48,46 47,
B2:amp2:balanced,2,balanced,6304.84,9647.0,7865.25,0.5211110871601476,678,2.523140057586592,5,8.2436038130799,False,,48,46 47,
B2:amp2:slow_tail,2,slow_tail,6304.84,9647.0,7392.5,0.5933276818777224,429,3.1742899107502693,6,9.227322544299598,False,,48,46 47,
B4:amp0:fast_tail,0,fast_tail,1932.0,2584.75,2404.5,0.4016479419427792,9,2.0413164202106997,6,7.8264911958398935,True,,48,46 47,
B4:amp0:balanced,0,balanced,1932.0,2584.75,2404.5,0.4016479419427792,9,2.0413164202106997,6,7.8264911958398935,True,,48,46 47,
B4:amp0:slow_tail,0,slow_tail,1932.0,2584.75,2404.5,0.4016479419427792,9,2.0413164202106997,6,7.8264911958398935,True,,48,46 47,
B4:amp1:fast_tail,1,fast_tail,2584.75,3801.75,2868.0,0.5723288181768464,8,3.336394793064524,7,8.434455734597984,True,,48,46 47,
B4:amp1:balanced,1,balanced,2584.75,3801.75,2868.0,0.5723288181768464,8,3.336394793064524,7,8.434455734597984,True,,48,46 47,
B4:amp1:slow_tail,1,slow_tail,2584.75,3801.75,2868.0,0.5723288181768464,8,3.336394793064524,7,8.434455734597984,True,,48,46 47,
B4:amp2:fast_tail,2,fast_tail,3801.75,8348.0,4948.0,0.4512025293324697,9,1.0863080036411632,3,10.956975190923924,True,,48,46 47,
B4:amp2:balanced,2,balanced,3801.75,8348.0,4948.0,0.4512025293324697,9,1.0863080036411632,3,10.956975190923924,True,,48,46 47,
B4:amp2:slow_tail,2,slow_tail,3801.75,8348.0,4948.0,0.4512025293324697,9,1.0863080036411632,3,10.956975190923924,True,,48,46 47,
B6:amp0:fast_tail,0,fast_tail,1519.0,2431.84,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,48,46 47,
B6:amp0:balanced,0,balanced,1519.0,2431.84,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,48,46 47,
B6:amp0:slow_tail,0,slow_tail,1519.0,2431.84,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,48,46 47,
B6:amp1:fast_tail,1,fast_tail,2431.84,3441.7200000000003,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,48,46 47,
B6:amp1:balanced,1,balanced,2431.84,3441.7200000000003,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,48,46 47,
B6:amp1:slow_tail,1,slow_tail,2431.84,3441.7200000000003,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,48,46 47,
B6:amp2:fast_tail,2,fast_tail,3441.7200000000003,3793.5,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,48,46 47,
B6:amp2:balanced,2,balanced,3441.7200000000003,3793.5,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,48,46 47,
B6:amp2:slow_tail,2,slow_tail,3441.7200000000003,3793.5,2890.5,0.5954775958506828,17,3.2458617020802776,6,8.434570072269702,True,,48,46 47,
B8:amp0:fast_tail,0,fast_tail,2051.0,2512.385,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,48,46 47,
B8:amp0:balanced,0,balanced,2051.0,2512.385,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,48,46 47,
B8:amp0:slow_tail,0,slow_tail,2051.0,2512.385,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,48,46 47,
B8:amp1:fast_tail,1,fast_tail,2512.385,2680.98,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,48,46 47,
B8:amp1:balanced,1,balanced,2512.385,2680.98,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,48,46 47,
B8:amp1:slow_tail,1,slow_tail,2512.385,2680.98,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,48,46 47,
B8:amp2:fast_tail,2,fast_tail,2680.98,3480.0,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,48,46 47,
B8:amp2:balanced,2,balanced,2680.98,3480.0,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,48,46 47,
B8:amp2:slow_tail,2,slow_tail,2680.98,3480.0,2608.75,0.6547099279775208,8,3.3679944531387167,7,8.448260565343547,True,,48,46 47,
B2:amp0:fast_tail,0,fast_tail,1501.0,3900.42,2915.0,0.4141622346706469,735,1.9238442604008847,5,7.989548191385142,False,,49,46 47,
B2:amp0:balanced,0,balanced,1501.0,3900.42,2909.25,0.5243874855383355,430,3.0944358556831246,6,7.738027338439552,False,,49,46 47,
