method,n_pair_residuals,timing_sigma68_ns,timing_sigma68_ci_low,timing_sigma68_ci_high,median_residual_ns,median_residual_ci_low,median_residual_ci_high,shape_phase_bias_ns,shape_phase_bias_ci_low,shape_phase_bias_ci_high,rise_time_bias_ns,rise_time_bias_ci_low,rise_time_bias_ci_high,energy_drift_area_norm,energy_drift_ci_low,energy_drift_ci_high
trapezoid_template,1224,2.153698749520067,2.023217678070065,2.371520791979833,-3.7976503350354953,-3.9906971817016625,-3.568669051353748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ridge,1224,1.5453598445921388,1.3174353873376847,1.6470678193294266,1.3254814119752432,1.1042099125225255,1.4767522475017145,0.9044518127249646,0.01739444806107322,1.894579983180428,0.0,0.0,0.0,0.0,0.0,0.0
gradient_boosted_trees,1224,1.392192076116819,1.2806050315145612,1.442326098478913,1.5417873882610422,1.3811076891677985,1.7751238885523861,-1.6787797756919467,-1.9186773996620623,-1.4863611782290889,0.0,0.0,0.0,0.0,0.0,0.0
mlp,1224,1.412046531258965,1.234749002600715,1.5454858855626306,1.6191730527448627,1.5239265527849462,1.7055684379316922,1.3094526450167834,0.6996986754110033,2.0748633211311542,0.0,0.0,0.0,0.0,0.0,0.0
cnn_1d,1224,1.5972677926139607,1.40310757446289,1.671150999081207,1.2180333461761492,1.0710883051223412,1.304173049987611,7.912674773520081,7.912674773520081,7.912674773520081,0.0,0.0,0.0,0.0,0.0,0.0
shape_residual_fusion,1224,1.3430669509354196,1.2220208667016337,1.4099833865035558,1.5509768711818914,1.3277558418356314,1.7803465575694162,0.5026865474956494,0.09787276234049713,0.7077920977318932,0.0,0.0,0.0,0.0,0.0,0.0
