run,group,eventno,evt,label_clean,label_violating,external_clean_gate,external_gross_tail,downstream_span_ns,all_span_ns,b2_displacement_ns,q_template_only_score,q_template_gate_accept,rf_shape_q_score,q_amp_rf_score,shape_no_q_rf_score,leaky_timing_control_score
31,sample_i_calib,391694,5198,0,1,0,1,4.752126275577339,74.93022670512846,74.13991045692674,-0.250587949202112,0,0.0034016135882364872,0.11153251042170756,0.005298943077693304,0.0025691567423597097
31,sample_i_calib,391968,5455,0,1,0,1,6.18523699861538,103.8553749321758,100.76275643286812,-0.091681021772898,1,0.0017294963842918953,0.07852679696440282,0.005292435873718402,0.0019627853185094427
31,sample_i_calib,392023,5507,0,1,0,1,2.9478104824417244,45.282156769667786,43.808251528446924,-0.0581227004521807,1,0.020603917130443655,0.2937148115607704,0.012249194717949862,0.003927605049090373
31,sample_i_calib,392180,5648,1,0,1,0,3.9358020660867936,5.705097995131588,3.7371969620881913,-0.3238146458156916,0,0.676520652575613,0.18821617081193276,0.775857664386791,0.856085892651037
31,sample_i_calib,392969,6391,0,1,0,1,5.31741276739379,92.97303478641933,90.31432840272242,-0.4484015952167839,0,0.011359815323620228,0.03195627577490247,0.1532308175935025,0.016061920882162573
31,sample_i_calib,393446,6836,1,0,1,0,4.870087142757146,4.870087142757146,0.3103139857835586,-0.0319629256687968,1,0.9321786751733688,0.22931542288534545,0.926141432800297,0.9750667029597305
31,sample_i_calib,394237,7558,1,0,1,0,4.837625629011459,4.837625629011459,2.4587032609519284,-0.0780503840559745,1,0.9153434810482052,0.3885056008851253,0.8919805052624251,0.9669843616465599
31,sample_i_calib,394541,7842,1,0,1,0,3.670670407579962,3.670670407579962,2.8531251876737684,-0.0460490838735545,1,0.9326031336103642,0.956554373837871,0.6612007982939463,0.966777905463106
31,sample_i_calib,395059,8321,1,0,1,0,4.689733760620321,4.689733760620321,0.11424565477529214,-0.3666621162753529,0,0.8832759133837316,0.2751681105182105,0.872070929338403,0.97871121423957
31,sample_i_calib,395522,8744,0,1,0,1,4.827120591826471,112.28507447897744,109.87151418306419,-0.3595930557476332,0,0.01105920221153026,0.04067724854604268,0.13631144272030613,0.01833493860525684
31,sample_i_calib,397003,10144,0,1,0,1,5.286465407702764,104.49176649072348,103.33176649072348,-0.0512906099312637,1,0.0008766356312055759,0.09909255475553597,0.0033668470300449588,0.0013176267558125529
31,sample_i_calib,397538,10643,1,0,1,0,4.6188675334947575,4.6188675334947575,2.6510776343781544,-0.0911204649044625,1,0.9007147231373136,0.8460075255130765,0.8511487569805375,0.9701088754588071
31,sample_i_calib,398274,11330,1,0,1,0,3.0450757528289785,3.7705975061197137,2.2480596297052244,-0.0289529722454696,1,0.9941564314390477,0.958552412143104,0.8726234248235325,0.9913605596919303
31,sample_i_calib,398701,11726,1,0,1,0,3.8036368894834,3.8036368894834,1.0334739038347038,-0.0247548588432055,1,0.9904454691587843,0.9530678093091134,0.8814512693665901,0.9917652881380152
31,sample_i_calib,398721,11745,0,1,0,1,6.209658298725799,29.15262628117067,26.04779713180777,-0.1181874685514379,0,0.013706803911879025,0.09805618860340422,0.03226206776213154,0.006609793065794702
31,sample_i_calib,398815,11831,1,0,1,0,0.9790899036725911,1.783085168543856,1.2935402167075623,-0.1822350527634569,0,0.9801062534837941,0.9200755556753749,0.9590980250586129,0.9903052220616441
31,sample_i_calib,398907,11915,1,0,1,0,0.25009267776970034,0.25009267776970034,,-0.044041051156787,1,0.7968097209548085,0.868224931127566,0.6880641384351253,0.9154852739895996
31,sample_i_calib,398968,11974,1,0,1,0,4.592930852613215,9.381731771729918,8.043042497321274,-0.0470945610411302,1,0.933446214188541,0.2996102664694079,0.8826744501578395,0.9745414712061417
