method,target,roc_auc,roc_auc_ci_low,roc_auc_ci_high,average_precision,average_precision_ci_low,average_precision_ci_high,external_non_tail_auc,external_non_tail_auc_ci_low,external_non_tail_auc_ci_high,brier,brier_ci_low,brier_ci_high
traditional_q_template_only,raw_reconstructed_clean_vs_violating,0.6600940373949782,0.6080533374810597,0.7043570914630772,0.8621936551070506,0.7430272636108669,0.9142594740114238,0.6600940373949782,0.6099002606719018,0.6990720929330481,,,
ml_shape_q_random_forest,raw_reconstructed_clean_vs_violating,0.9937367292598613,0.9916909448362741,0.9954536825522118,0.9978959254663379,0.9959670691376769,0.998671256763711,0.9937367292598613,0.9917134887496363,0.9955082715833798,0.02536069914593305,0.022816893224092936,0.02864683485625767
ablation_q_amp_random_forest,raw_reconstructed_clean_vs_violating,0.9648533184643674,0.9546444833645714,0.9703661235347373,0.9878268214727888,0.9708140528792008,0.9924801199816845,0.9648533184643674,0.9536274294619391,0.9702338320029047,0.07056844201240685,0.05837225553828931,0.08965694484591169
ablation_shape_no_q_random_forest,raw_reconstructed_clean_vs_violating,0.9840812667100625,0.9786701220893298,0.9888521349180995,0.9938198302611655,0.9898686274332942,0.9956549628803891,0.9840812667100625,0.9785334386355263,0.9889929071923776,0.041389535529563995,0.0376506988576106,0.04511019080462912
leaky_timing_control,raw_reconstructed_clean_vs_violating,0.9999999430104026,0.9999996581327808,1.0,0.9999999826115601,0.9999998975458161,1.0,0.9999999430104026,0.9999997110977399,1.0,0.002678429296918163,0.0024039137045963254,0.003012730437892826
