max_depth,min_samples_leaf,n_estimators,roc_auc_clean,ap_clean,brier_clean
7,15,320,0.9937367292598613,0.9978959254663379,0.02536069914593305
5,20,260,0.9907498474673423,0.996721193940003,0.03180314301777463
4,25,180,0.9868312427459365,0.9950634988980301,0.04043310374804016
