method,detection_ap,detection_auc,time_bias_ns,time_sigma68_ns,late_tail_rate_abs_gt_15ns,pileup_miss_rate,false_split_rate,energy_fractional_bias,energy_fractional_sigma68,n_events,n_positive,detection_ap_ci_low,detection_ap_ci_high,detection_auc_ci_low,detection_auc_ci_high,time_bias_ns_ci_low,time_bias_ns_ci_high,time_sigma68_ns_ci_low,time_sigma68_ns_ci_high,late_tail_rate_abs_gt_15ns_ci_low,late_tail_rate_abs_gt_15ns_ci_high,pileup_miss_rate_ci_low,pileup_miss_rate_ci_high,false_split_rate_ci_low,false_split_rate_ci_high,energy_fractional_bias_ci_low,energy_fractional_bias_ci_high,energy_fractional_sigma68_ci_low,energy_fractional_sigma68_ci_high,leading_edge_time_bias_ns,leading_edge_time_sigma68_ns,secondary_pulse_delay_bias_ns,secondary_pulse_delay_sigma68_ns,shape_residual_proxy_median,saturation_interaction_energy_sigma68,pedestal_shift_false_split_rate,energy_proxy_distortion_sigma68,pid_confusion_stave_bias_span,false_merge_rate,tight_sep_le_15ns_false_merge_rate,mid_sep_15_35ns_false_merge_rate,loose_sep_gt_35ns_false_merge_rate,leading_edge_time_bias_ns_ci_low,leading_edge_time_bias_ns_ci_high,leading_edge_time_sigma68_ns_ci_low,leading_edge_time_sigma68_ns_ci_high,secondary_pulse_delay_bias_ns_ci_low,secondary_pulse_delay_bias_ns_ci_high,secondary_pulse_delay_sigma68_ns_ci_low,secondary_pulse_delay_sigma68_ns_ci_high,shape_residual_proxy_median_ci_low,shape_residual_proxy_median_ci_high,saturation_interaction_energy_sigma68_ci_low,saturation_interaction_energy_sigma68_ci_high,pedestal_shift_false_split_rate_ci_low,pedestal_shift_false_split_rate_ci_high,energy_proxy_distortion_sigma68_ci_low,energy_proxy_distortion_sigma68_ci_high,pid_confusion_stave_bias_span_ci_low,pid_confusion_stave_bias_span_ci_high,false_merge_rate_ci_low,false_merge_rate_ci_high,tight_sep_le_15ns_false_merge_rate_ci_low,tight_sep_le_15ns_false_merge_rate_ci_high,mid_sep_15_35ns_false_merge_rate_ci_low,mid_sep_15_35ns_false_merge_rate_ci_high,loose_sep_gt_35ns_false_merge_rate_ci_low,loose_sep_gt_35ns_false_merge_rate_ci_high,winner_score
template_residual_boosted_stack_new,0.9552456362645639,0.9521623738252698,0.7978919335057766,3.992815029017672,0.0275,0.09502262443438914,0.10576923076923077,0.002017613339423718,0.04393009837783296,429,221,0.9290348048167605,0.985298631448697,0.9166941821356669,0.9869000605480681,0.47207791686848155,1.2621592211811026,3.155308501295237,5.173385526468883,0.013646897262037593,0.04207102360809673,0.032013410656034795,0.14829551716537168,0.03230368234250222,0.18428530424799075,-0.008727531286917813,0.008971842052801084,0.032005372783241365,0.056995160638733236,0.7978919335057766,2.9090447711426926,0.09420309729550702,5.169392095676757,0.29522274022993483,0.03858342070213645,0.10576923076923077,0.04393009837783296,0.0,0.09502262443438914,0.13043478260869565,0.13953488372093023,0.03488372093023256,0.3880000974261639,1.558824910303345,1.7947576025067213,3.7834206387494747,-0.891944726851684,0.5838561858015207,3.9752837162835593,7.696879094071141,0.21846300348946585,0.43365522272470586,0.003985058157548933,0.05200677449598549,0.027699096880131363,0.21330368542924538,0.032331817412024955,0.05786211554248882,0.0,0.0,0.02234019568505201,0.1507524007524007,0.01930693069306931,0.26436781609195403,0.026992376992376995,0.2642435983827493,0.0,0.08333333333333333,0.8997160708698106
gradient_boosted_trees,0.9487762577848595,0.947920292377306,1.367265449196653,4.352678802250191,0.03940886699507389,0.08144796380090498,0.14423076923076922,-0.009113875580145526,0.04659760373211996,429,221,0.9235103455088407,0.986300968668295,0.9102286083964035,0.98732107465799,0.573326372747901,2.472011472272735,3.2301427667828033,5.717856023363697,0.01458551179272685,0.0613646331738437,0.03195224719101123,0.12455038450932931,0.02882021639247073,0.23031981981981964,-0.015060848856114669,0.002871937088637276,0.035388994639695526,0.05768630624115515,1.0070981824438086,3.1578529821572197,0.322926795545861,5.3381148487034995,0.34046535274235584,0.028451636012693817,0.14423076923076922,0.04659760373211996,0.0,0.08144796380090498,0.08695652173913043,0.11627906976744186,0.05813953488372093,0.4261451231503487,2.1879554905492005,2.0724756983383696,4.325173513240432,-0.8808802291479343,1.358584683867683,4.503357243308823,7.219275778588728,0.23724701950278088,0.4743848253086732,0.0,0.059185152114954925,0.043995831754452444,0.2401032863849765,0.0341497719801654,0.07043916642738211,0.0,0.0,0.028711685823754787,0.11867796610169491,0.02799116501946691,0.13641199226305606,0.027083333333333334,0.17798387096774176,0.0,0.10418154761904762,0.9870826468137213
residual_tail_veto_traditional,0.7899590225355425,0.7409067177166725,0.5867060625697285,5.742296106937804,0.09020618556701031,0.12217194570135746,0.6875,0.02174293719462885,0.08785225770023652,429,221,0.7399481340126274,0.839473940689722,0.6962932938401107,0.7845666808786455,-0.32843652390417954,1.2504625061454047,5.163738779283528,6.552813315061335,0.06381232538147431,0.1349640088593577,0.08027954475781729,0.17046668609168608,0.625441973357417,0.7437810945273632,0.010844351092163971,0.039601081574264396,0.07500574342811409,0.09744842482145293,0.8703185380450007,4.175710662116689,0.0,10.000000000000004,0.5499530368031791,0.020957156602960512,0.6875,0.08785225770023652,0.0,0.12217194570135746,0.22826086956521738,0.11627906976744186,0.011627906976744186,0.17660919528691355,1.4929087939535712,3.7264840406466533,5.294625681326767,0.0,0.0,8.321250000000008,14.999999999999996,0.5066697150670655,0.6000720191071288,0.0,0.04114600532408554,0.6124069643806486,0.75122257424889,0.07383239698216938,0.09910766191056122,0.0,0.0,0.07368404200819673,0.160720818815331,0.1363082039911308,0.2989742470536883,0.019990196078431374,0.21649262899262892,0.0,0.03709795321637425,1.9080985104305377
ridge,0.8704304256087472,0.8435868430212323,3.095669478784644,7.831377726549958,0.10115606936416185,0.2171945701357466,0.23076923076923078,-0.01048342841731531,0.07581933163554623,429,221,0.8425991919870031,0.8938882740713968,0.8272919716170322,0.8633777019961466,1.884285944932726,4.662251079894233,7.122953732807881,8.269324299297786,0.07140756302521008,0.13541716710705418,0.17641150210084033,0.2568193193193193,0.16430005265236278,0.28868967578066634,-0.01942134315908573,0.001045433657851566,0.05869604578672214,0.08740565851621726,3.4170972541655242,5.424338047949728,-1.5827086314807133,11.941087634703884,0.6682138290182209,0.04766587649738369,0.23076923076923078,0.07581933163554623,0.0,0.2171945701357466,0.30434782608695654,0.27906976744186046,0.09302325581395349,1.999636916370188,4.955852472069835,4.825872492621776,6.574082045893511,-4.405221441297442,0.248954564225639,10.733238532817845,12.838022872135742,0.6048288642763792,0.7265642531264819,0.0,0.060735343444250724,0.17550913589645986,0.2962248029953415,0.06017205077248942,0.08564201123715716,0.0,0.0,0.16898795114436618,0.26966112531969305,0.22334799509001635,0.36305147058823517,0.13504623044096728,0.423125,0.044820224719101125,0.1667134831460674,1.9133105122534877
two_pulse_template_likelihood_traditional,0.820219914406878,0.7575813609467457,0.9711410646672514,5.794914456243891,0.10303030303030303,0.25339366515837103,0.4375,0.025018064116517528,0.0923182866432692,429,221,0.7716497646609046,0.8540855887595672,0.7152370169885294,0.8026311457382979,0.11258117702280768,1.7462815157198524,4.993344415007715,6.680296626641734,0.06352796198446753,0.14152737274655353,0.1752741328264922,0.3231770833333333,0.37489730046948355,0.4976390170742962,0.011578957370217859,0.04079368919448346,0.07549790549289954,0.10070676392312543,0.986234721664152,3.96126914240057,0.0,11.250000000000004,0.5785480090075095,0.020957156602960512,0.4375,0.0923182866432692,0.0,0.25339366515837103,0.4782608695652174,0.23255813953488372,0.023255813953488372,0.24296549562702552,1.767880173012444,3.3944187120037004,5.323144369772074,0.0,0.0,8.896250000000006,15.0,0.5233973731936148,0.6570091305021731,0.0,0.04114600532408554,0.38021909233176837,0.48833732057416257,0.07405461190739936,0.10151613249842498,0.0,0.0,0.1840983507154984,0.32572837731904886,0.39427715719604983,0.5476304945054945,0.08506205673758865,0.3955612701252235,0.0,0.07071115215885468,1.9181025251523682
1d_cnn,0.848450926422234,0.8235076575008702,3.2015487623415417,7.483388927687535,0.1276595744680851,0.1493212669683258,0.3894230769230769,0.011541795126675369,0.08589531829019151,429,221,0.8127289010697379,0.8844003752208497,0.7926822274603621,0.8599654337344917,2.6137374130720907,3.6596884941768475,6.988400179124169,8.52224335432696,0.09267910739919093,0.15483108699457376,0.10951850780798149,0.19268208399787345,0.29521527263755243,0.45882349479828644,0.0041707612120158504,0.02400048134816644,0.07400464331836415,0.09334005484351678,2.5110363501322563,4.094210149363464,2.235870361328125,14.183603286743162,0.6898829219038206,0.07820580417166237,0.3894230769230769,0.08589531829019151,0.0,0.1493212669683258,0.2391304347826087,0.20930232558139536,0.023255813953488372,2.129458412570891,3.042964152537706,3.5633161713730064,5.057105236694692,0.9467008709907532,6.051149368286133,12.15069295167923,15.680390648841858,0.6201503172831149,0.794256243262396,0.0,0.09012049912883786,0.30883351286354865,0.4796764551060309,0.0744528716946376,0.09212674143513495,0.0,0.0,0.11997356828193832,0.18225339327396903,0.17509706788057303,0.3167721518987341,0.06510210803689065,0.3333333333333333,0.0,0.044469696969696965,2.0428701220471366
causal_window_transformer_new,0.8374084536560696,0.8109989557953359,-4.431145123439464,10.170154692770186,0.21774193548387097,0.1583710407239819,0.47115384615384615,-0.01152109251966204,0.08577982753895312,429,221,0.7843795419797417,0.8769705307384194,0.7817540734315511,0.8461530505784051,-5.068534341684058,-3.079682635923948,9.00831769317984,11.60376154045979,0.17897652511961723,0.26696485042059326,0.10899423952429621,0.2038171643921658,0.39818790075271815,0.5432048915551453,-0.027350574733504125,0.010707878859595437,0.07766123402256171,0.09643086354207231,-3.005182269795963,9.34905267073937,-1.5027761459350586,11.82757043838501,0.7710766182425596,0.04344759922464446,0.47115384615384615,0.08577982753895312,0.0,0.1583710407239819,0.21739130434782608,0.16279069767441862,0.09302325581395349,-4.882447811452695,-0.586776773456047,7.60234009533991,11.131145027137565,-3.323373794555664,-0.3505757451057437,8.771056044101716,14.458673872947692,0.7144193798850826,0.8681764500145663,0.0,0.06756420017610633,0.3956456309320492,0.5413487848060518,0.07796753587096407,0.09516515325445835,0.0,0.0,0.11506255044390637,0.2,0.12903225806451613,0.3333333333333333,0.059970588235294116,0.26479555236728836,0.02303156146179402,0.15306122448979592,2.3466864840584845
mlp,0.8496612568750395,0.8255960668290985,0.8607481360082314,10.609301209115792,0.1798780487804878,0.2579185520361991,0.23076923076923078,-0.042891252802411545,0.12027359639886004,429,221,0.8133494149390604,0.8818576095456945,0.8017533920977045,0.8563086914608788,0.10698028213989907,1.8980835056859213,9.323355989034589,12.27682773557528,0.1315503432494279,0.21344680667929075,0.20704375212802179,0.3146284777956126,0.15552763819095478,0.3072549492998551,-0.05600994408523822,-0.011953848114509238,0.08761214337653896,0.15354209070942995,2.6271039920085615,7.956145743170527,-3.334275430794933,13.530627989125968,0.8623233325469615,0.06225449141140763,0.23076923076923078,0.12027359639886004,0.0,0.2579185520361991,0.44565217391304346,0.27906976744186046,0.046511627906976744,0.5633182013680702,3.437040641499225,7.234010223416494,8.948261478379225,-4.5627018410452225,-0.09367452877168202,11.583563865799736,14.651345988604263,0.7513456540815344,0.9478419459197309,0.0,0.11477836459356364,0.13754803675856306,0.2962764652075942,0.08529275848619013,0.14919154219916742,0.0,0.0,0.21658850103414493,0.30481612446958983,0.3714080459770115,0.5131097560975608,0.131265664160401,0.42466577540106937,0.012987012987012988,0.08341049382716047,2.4553891981503644
tiny_sequence_transformer,0.8013804633500807,0.8059519665854509,-5.903507701074879,16.10486694931465,0.35054347826086957,0.167420814479638,0.3557692307692308,-0.0507769260625781,0.09377464414892536,429,221,0.7379995839122999,0.8822231327276006,0.7553434266854835,0.8528971154435019,-8.028508872824958,-3.199168930588532,14.944307992185799,17.40720422729908,0.31958574302237863,0.38704397081413205,0.12496264940239044,0.20973502304147465,0.2590152545807161,0.41491076514144676,-0.06397230704322186,-0.035421493192274056,0.0769439617357877,0.11424277955348025,1.7382968715432812,14.779120798128474,-14.282975196838379,24.832866954803468,1.2424305391875707,0.08245241783428915,0.3557692307692308,0.09377464414892536,0.0,0.167420814479638,0.2826086956521739,0.23255813953488372,0.011627906976744186,0.33495966767953556,4.09173903687305,11.954881289352935,18.056984045549104,-19.12776470184326,-9.385512351989746,21.02705991268158,27.80914611816406,1.1665727733585203,1.3086154330422812,0.0,0.09842012146836782,0.2857142857142857,0.42606209150326796,0.0796660945382104,0.11196416216688418,0.0,0.0,0.13016536603493126,0.21034594875796592,0.20409045560359163,0.36084667690282957,0.07188948306595365,0.40526785714285696,0.0,0.03196929400386845,3.569939216882231
leading_edge_cfd_traditional,0.482175023182314,0.47065349808562473,-2.916668170875525,13.097474455831092,0.19889502762430938,0.18099547511312217,0.8173076923076923,0.21271003403886052,0.20545158904882865,429,221,0.4298106603488686,0.5430113693731183,0.3936455257563485,0.5226306375906715,-4.104649016321333,-2.413994679132877,10.593030940975511,14.871935936696097,0.16539290088356223,0.23478997289972897,0.12020224518888097,0.2187878579295154,0.7615899586053856,0.8763545374693726,0.18077539973759202,0.272322626941418,0.16715980897048213,0.2525105685095188,-3.119729555700772,3.8188749762948815,0.0,21.25,1.6650550866246117,0.10027343464694183,0.8173076923076923,0.20545158904882865,0.0,0.18099547511312217,0.13043478260869565,0.16279069767441862,0.2441860465116279,-4.430595159837075,-2.710083610082449,3.218686736584425,4.3644541153297425,0.0,5.0,16.250000000000007,23.409999999999997,1.5806588593939566,1.791951483552881,0.0,0.1843204386559322,0.7698838944734647,0.8719368781995557,0.1605154722489443,0.24422164348543998,0.0,0.0,0.12496141975308642,0.2258484941140498,0.06893056849953402,0.19796466973886323,0.045211038961038966,0.24405487804878043,0.16843976674726213,0.32954857642357643,3.92133550303833
