method,score_col,high_minus_low_score,high_minus_low_ci_low,high_minus_low_ci_high,current_family_auc,current_family_auc_ci_low,current_family_auc_ci_high,n_matched_events
traditional_curvature,traditional_curvature_tail_score,0.008904324559444758,-0.003187636912539124,0.021745225875607673,0.4945494186046512,0.4728082275143008,0.5225399549109628,688
ml_waveform_rf,ml_waveform_tail_score,-0.0947727643274052,-0.1099257242092783,-0.07776696424662856,0.3893151703623581,0.38602079321337396,0.39599632690541775,688
shuffled_label_rf,shuffled_label_tail_score,0.001158148204917586,-0.014462636895580675,0.0209070474973947,0.502442198485668,0.46363057069985764,0.5522917075816663,688
