event_key,run,eventno,run_family,d_t_ns,abs_c_t_ns,clean_label,gross_label,event_max_amp,b2_amp,event_charge,fold,family_label,traditional_curvature_tail_score,ml_waveform_tail_score,shuffled_label_tail_score
61:509726:5414:120714,61,509726,high_all_three_rate,4.211534232883565,3.186897887461811,0,0,3611.0,2984.5,80530.5,holdout_low58_high61,1,0.005067442169422966,0.843697100338609,0.07504358783901832
58:402712:4076:13733,58,402712,low_all_three_rate_edge,5.678203661327231,6.1274240189110145,0,0,3356.5,2788.0,71338.0,holdout_low58_high61,0,0.008347755271626336,0.8784350129049227,0.09180349779046461
58:392294:10722:3348,58,392294,low_all_three_rate_edge,4.967859348087487,6.345190185520195,0,0,2771.5,1852.5,53296.5,holdout_low58_high61,0,0.008661490190963454,0.5066012724909914,0.0033557935147462965
61:526083:4318:137071,61,526083,high_all_three_rate,4.0565150212453105,4.5189774837077685,0,0,7419.5,7419.5,152694.0,holdout_low58_high61,1,0.006354475070509896,0.05130289622566553,0.07784862743364152
61:526522:4788:137510,61,526522,high_all_three_rate,1.274529972712262,1.9213836952664742,1,0,5300.5,2193.0,86085.5,holdout_low58_high61,1,0.004086050428684811,0.0035940325497287526,0.44014741884829883
61:510157:5815:121145,61,510157,high_all_three_rate,3.2224448978685665,2.0943309464160187,0,0,4510.5,4134.5,126255.0,holdout_low58_high61,1,0.004208088265133974,0.030074798903285148,0.1032471799279203
61:508697:4418:119685,61,508697,high_all_three_rate,6.145628837559002,5.863349894383219,0,0,2988.0,2988.0,77342.0,holdout_low58_high61,1,0.007982388609548214,0.0949519926166617,0.0059134010140558775
58:392636:11042:3687,58,392636,low_all_three_rate_edge,7.036826736577353,8.131817066604171,0,0,4675.5,3946.5,117041.0,holdout_low58_high61,0,0.011717542094115508,0.5412972458979521,0.03657754407229541
61:523049:1516:134037,61,523049,high_all_three_rate,67.0731934330159,57.629016230836854,0,1,3981.0,3630.5,125554.0,holdout_low58_high61,1,0.9824137351004512,0.9341289319021419,0.09237518069797793
61:520420:15477:131408,61,520420,high_all_three_rate,6.272632446333127,7.8079652044842405,0,0,3801.5,2436.5,79516.5,holdout_low58_high61,1,0.011093731771555013,0.5208408208550362,0.005170586753219806
58:391841:10300:2900,58,391841,low_all_three_rate_edge,4.928271064045262,6.220851213707249,0,0,5070.5,4885.5,114383.5,holdout_low58_high61,0,0.008480951164474575,0.8997520722062565,0.1026472497101037
58:406766:7856:17781,58,406766,low_all_three_rate_edge,5.20619789165265,4.66088938489834,0,0,3310.0,2595.0,74782.5,holdout_low58_high61,0,0.006509433085002014,0.8433484316290067,0.06634284363162636
61:523357:1801:134345,61,523357,high_all_three_rate,5.522981842828102,3.424071550001571,0,0,3410.0,3410.0,93785.5,holdout_low58_high61,1,0.005275921706950035,0.5874290098249134,0.014709045641807946
58:394684:12945:5726,58,394684,low_all_three_rate_edge,3.0336287649517217,4.490894629542428,0,0,2932.0,1835.5,65598.0,holdout_low58_high61,0,0.006324247755499026,0.0,0.12173241792497261
58:401283:2737:12310,58,401283,low_all_three_rate_edge,6.181472238009341,2.580092384618773,0,0,3998.0,3998.0,96320.0,holdout_low58_high61,0,0.004570617149995837,0.5799545716916256,0.02987986500066676
61:507511:3312:118499,61,507511,high_all_three_rate,3.405922572530912,4.883377008753882,0,0,3629.5,1622.5,55801.5,holdout_low58_high61,1,0.006759963406771994,0.0030152018524111546,0.11560954577446834
61:522009:555:132997,61,522009,high_all_three_rate,2.859429540618919,3.6659526215402103,1,0,2950.5,1676.5,58745.0,holdout_low58_high61,1,0.005497326787674724,0.0014991181657848325,0.07418591290080478
58:401083:2548:12110,58,401083,low_all_three_rate_edge,6.86343361488089,4.296286979559127,0,0,2513.0,2513.0,60707.0,holdout_low58_high61,0,0.006118669110923313,0.5264055965657423,0.004546269705222487
58:416328:373:27330,58,416328,low_all_three_rate_edge,6.995621477472923,9.723625963254825,0,0,6220.0,6220.0,176139.0,holdout_low58_high61,0,0.015324141868977912,0.09893008299072392,0.026334598933022167
58:421877:5573:32871,58,421877,low_all_three_rate_edge,6.695324904439872,7.659217927485912,0,0,3265.0,2895.0,79333.5,holdout_low58_high61,0,0.010818327451811115,0.8296457154243109,0.058401892511658754
61:519965:15050:130953,61,519965,high_all_three_rate,2.9754349635584774,3.960417338371361,1,0,4188.0,3016.0,92807.5,holdout_low58_high61,1,0.005779369574026121,0.027390181548410608,0.10666204340862961
61:521970:517:132958,61,521970,high_all_three_rate,1.6011168407367649,2.7603277077129604,1,0,2612.5,1930.0,56531.0,holdout_low58_high61,1,0.004712897011032439,0.0,0.017527956764390968
61:511288:6872:122276,61,511288,high_all_three_rate,3.129209041299763,3.8366765575568174,0,0,1937.0,1937.0,29040.0,holdout_low58_high61,1,0.005659137353401235,0.04230806392395092,0.19951209563674455
61:516447:11736:127435,61,516447,high_all_three_rate,3.1777226944919192,3.315543235511843,0,0,3730.5,3163.0,102538.0,holdout_low58_high61,1,0.005179485308433007,0.04902556452615166,0.02757379719793304
58:409157:10061:20168,58,409157,low_all_three_rate_edge,7.085679495221569,2.260308190596703,0,0,3209.0,2916.0,87059.0,holdout_low58_high61,0,0.004328619072279535,0.15426655787025462,0.01628375244760719
61:534950:12659:145936,61,534950,high_all_three_rate,3.5971043863167864,4.850958411791858,0,0,5222.5,5222.5,116760.5,holdout_low58_high61,1,0.0067228712392688305,0.5242976501178344,0.023230318561974658
61:531257:9195:142245,61,531257,high_all_three_rate,2.584056224899598,1.2394357628533896,1,0,2665.0,2008.0,57729.5,holdout_low58_high61,1,0.003638244652822762,0.0015238095238095239,0.38671069757288956
58:401022:2495:12051,58,401022,low_all_three_rate_edge,3.844320903931493,4.245480495689037,0,0,5230.5,5230.5,104905.0,holdout_low58_high61,0,0.006066100638451758,0.06307729392876767,0.1579665727490971
61:534322:12076:145308,61,534322,high_all_three_rate,7.638245936829193,8.070044987211503,0,0,3121.5,2762.0,50516.5,holdout_low58_high61,1,0.011595937834513216,0.8798239739443974,0.16311944843775672
61:525981:4223:136969,61,525981,high_all_three_rate,2.569913973494522,2.58585631720635,1,0,4345.5,2661.0,72923.5,holdout_low58_high61,1,0.004575100386718869,0.8217269763548826,0.06273854673698473
61:526428:4702:137416,61,526428,high_all_three_rate,5.737516165890312,5.269995986120293,0,0,3713.5,2504.0,35212.5,holdout_low58_high61,1,0.007218296491813277,0.8901720750532099,0.1692431166898592
58:417804:1777:28806,58,417804,low_all_three_rate_edge,6.028348103441687,8.768907318499345,0,0,4339.5,4339.5,65322.0,holdout_low58_high61,0,0.013047576173789505,0.8951560815687799,0.16830071447005823
58:392066:10514:3123,58,392066,low_all_three_rate_edge,3.8833956732449693,6.4138118402557325,0,0,5431.0,2050.5,93002.0,holdout_low58_high61,0,0.008762754322435761,0.07680465156551303,0.00789726095716879
61:534597:12332:145583,61,534597,high_all_three_rate,45.39710610932475,86.03721990733328,0,0,3902.0,3265.0,95874.0,holdout_low58_high61,1,0.9998604729908618,0.15070888597093832,0.05108206058621713
61:521354:16331:132342,61,521354,high_all_three_rate,2.43713434106877,4.206418512781095,1,0,3058.0,1292.0,50566.5,holdout_low58_high61,1,0.006025989416553857,0.0,0.13429882471808385
61:503279:15769:114267,61,503279,high_all_three_rate,2.3280643642793173,4.062484333090207,1,0,5331.0,2356.0,106850.0,holdout_low58_high61,1,0.005880451296202767,0.02937458801363938,0.1972442173014996
61:533073:10918:144059,61,533073,high_all_three_rate,0.4874025681974956,0.8834254557342653,1,0,2950.5,1537.5,43072.0,holdout_low58_high61,1,0.0034242526168555575,0.015850987613211943,0.4170055203363163
58:407215:8277:18230,58,407215,low_all_three_rate_edge,4.659118509799519,7.146396012150376,0,0,4939.0,2496.0,99195.0,holdout_low58_high61,0,0.009919692172762493,0.28072196933596505,0.0027056277056277055
61:536499:14103:147485,61,536499,high_all_three_rate,2.9927330489330224,4.128026997803996,1,0,3645.5,2329.0,74265.0,holdout_low58_high61,1,0.005946285921177657,0.0,0.38955243001985873
61:531113:9060:142101,61,531113,high_all_three_rate,3.384935266905316,0.6881431619084566,0,0,5373.0,5373.0,105752.5,holdout_low58_high61,1,0.0033122475746619807,0.5500680453506321,0.018791015153656502
61:533470:11292:144456,61,533470,high_all_three_rate,2.3727938223086866,2.4762859787239506,1,0,4418.5,4228.5,129045.0,holdout_low58_high61,1,0.004490620116641493,0.16898422235989038,0.018978198330955223
58:401498:2943:12525,58,401498,low_all_three_rate_edge,6.354903722721438,6.840913243151533,0,0,5886.0,2427.5,102986.0,holdout_low58_high61,0,0.009419928735033927,0.10595657989805427,0.013754457421124086
61:515841:11173:126829,61,515841,high_all_three_rate,7.927953996044252,11.499341421404282,0,0,4096.5,3308.5,87003.5,holdout_low58_high61,1,0.020644217631425297,0.7593763485300865,0.03817234450365579
58:407221:8283:18236,58,407221,low_all_three_rate_edge,6.660844743247338,3.4208145816496938,0,0,5122.5,5122.5,102324.5,holdout_low58_high61,0,0.005273001790069328,0.8945263056205978,0.1045901134401296
58:420237:4046:31237,58,420237,low_all_three_rate_edge,2.0780760423604896,0.9710717697958238,1,0,3062.5,2104.5,63339.5,holdout_low58_high61,0,0.0034757421590212575,0.0,0.1867102041487359
58:399270:859:10304,58,399270,low_all_three_rate_edge,8.494695419785728,3.883788082369989,0,0,4096.0,4096.0,83586.0,holdout_low58_high61,0,0.005704617054334877,0.8653548448064284,0.06881385880922318
58:421531:5255:32526,58,421531,low_all_three_rate_edge,6.512428520253152,9.008882437245653,0,0,3381.5,2548.5,80967.0,holdout_low58_high61,0,0.013586298964504709,0.23590567206416527,0.0006144393241167435
58:401532:2974:12559,58,401532,low_all_three_rate_edge,4.648288434988849,5.7573426550274505,0,0,4856.5,2823.0,93257.0,holdout_low58_high61,0,0.007840221832867065,0.4604208387205652,0.005341670675004008
61:532078:9988:143066,61,532078,high_all_three_rate,3.9643819898755623,4.718393179592113,0,0,4023.0,4023.0,60506.0,holdout_low58_high61,1,0.006573286843413943,0.8958627992964493,0.166246977179252
61:522654:1147:133642,61,522654,high_all_three_rate,5.960708616647054,5.359776499119192,0,0,4751.5,3052.0,30221.0,holdout_low58_high61,1,0.007329069307456563,0.8603693924205345,0.13696787460170845
61:512651:8174:123639,61,512651,high_all_three_rate,1.9514527712544911,0.512612778439216,1,0,2930.5,2546.0,76925.5,holdout_low58_high61,1,0.0032146912276703266,0.0,0.07405610623778514
61:533216:11052:144202,61,533216,high_all_three_rate,6.098829773158293,7.535208237231835,0,0,4188.5,2579.5,86155.5,holdout_low58_high61,1,0.010593901721351637,0.14388265196647196,0.0036871835733315807
58:420245:4054:31245,58,420245,low_all_three_rate_edge,6.500537724994821,7.151485734775555,0,0,5983.0,5983.0,97647.0,holdout_low58_high61,0,0.009928237395707314,0.17214457978890205,0.010328098471986418
58:400792:2281:11821,58,400792,low_all_three_rate_edge,46.22510665653673,42.39431563526832,0,0,2916.0,1380.0,49231.0,holdout_low58_high61,0,0.8052886768979898,0.6393005474867537,0.3004510250098558
58:417735:1712:28737,58,417735,low_all_three_rate_edge,4.740127933493454,2.509400907101906,0,0,3265.0,2851.5,41877.0,holdout_low58_high61,0,0.00451598712635532,0.8647492053585201,0.15160098243820727
61:520797:15827:131785,61,520797,high_all_three_rate,7.90922121356904,9.861599862954023,0,0,4773.0,3289.0,106810.5,holdout_low58_high61,1,0.015683984613370814,0.13524081669499322,0.01285402614546341
58:408897:9829:19908,58,408897,low_all_three_rate_edge,6.244111850992482,7.2110098461456005,0,0,5132.5,2389.0,24528.0,holdout_low58_high61,0,0.010028716028788921,0.8615348031459658,0.1319929260476045
61:533709:11511:144695,61,533709,high_all_three_rate,6.056072870657445,5.441034545452155,0,0,4083.0,3224.0,124895.0,holdout_low58_high61,1,0.007430780818194153,0.15427807763469878,0.019127892568662423
58:403406:4719:14427,58,403406,low_all_three_rate_edge,5.976116885175344,7.905386826444925,0,0,4951.0,3078.5,23821.0,holdout_low58_high61,0,0.0112778524846198,0.863809494123496,0.13431715093206628
58:404147:5411:15165,58,404147,low_all_three_rate_edge,6.1042555373875445,6.2993260541881995,0,0,4401.0,3481.0,100402.5,holdout_low58_high61,0,0.008594456672961775,0.8006673824798268,0.04346618426178125
61:532868:10729:143855,61,532868,high_all_three_rate,7.679696846987802,3.5490848300121414,0,0,3589.0,3589.0,104994.0,holdout_low58_high61,1,0.005389221742767509,0.18125217288090137,0.017806630497400354
61:519109:14246:130097,61,519109,high_all_three_rate,4.744799143849022,5.518956021454173,0,0,2990.0,2135.0,69898.5,holdout_low58_high61,1,0.007529631389701244,0.3012710039817687,0.0059068139229095625
61:508874:4583:119862,61,508874,high_all_three_rate,5.31758772442263,5.2862923461240925,0,0,3641.0,3641.0,93490.5,holdout_low58_high61,1,0.007238279032666926,0.5225841064846573,0.014114634088012638
58:391631:10103:2692,58,391631,low_all_three_rate_edge,4.0725850846936,4.393645038008664,0,0,7540.0,7540.0,149596.0,holdout_low58_high61,0,0.006220671850118967,0.23519332161428685,0.015763819913844835
58:418054:2008:29056,58,418054,low_all_three_rate_edge,5.754585857612582,5.285679723882382,0,0,5543.5,5543.5,109922.0,holdout_low58_high61,0,0.007237526844930176,0.6275237319637115,0.04118523792070133
58:412157:12844:23160,58,412157,low_all_three_rate_edge,4.635218312844422,2.4567340971461036,0,0,4349.5,4349.5,113208.0,holdout_low58_high61,0,0.00447570945150919,0.5836053686602439,0.03151348287469384
61:523909:2305:134897,61,523909,high_all_three_rate,5.708943165512494,5.799326365829465,0,0,3255.5,2980.0,90442.0,holdout_low58_high61,1,0.007896223447590224,0.5909314155056892,0.013672890674005357
58:402542:3915:13565,58,402542,low_all_three_rate_edge,7.407867545888735,5.483323638271486,0,0,3141.0,3141.0,66770.5,holdout_low58_high61,0,0.007484267522447463,0.8320388094270448,0.07099066628605923
61:518324:13506:129312,61,518324,high_all_three_rate,3.5867297217843372,5.312838153166837,0,0,5727.0,2419.0,20840.0,holdout_low58_high61,1,0.007270947057808309,0.866291966419388,0.1318063548946783
61:518989:14135:129977,61,518989,high_all_three_rate,1.83487778878321,0.639313743539482,1,0,2510.0,2510.0,55893.0,holdout_low58_high61,1,0.003284816651901622,0.0014652014652014652,0.08331026040356679
58:410177:11017:21186,58,410177,low_all_three_rate_edge,2.0268148359728713,0.8802928854223993,1,0,7730.5,7730.5,101060.0,holdout_low58_high61,0,0.003422426464314424,0.0024691358024691358,0.132757874004413
58:402626:3997:13647,58,402626,low_all_three_rate_edge,2.0809789606590527,2.14141072870191,1,0,4544.5,2385.5,83527.5,holdout_low58_high61,0,0.004241933436866293,0.0029987944544906573,0.3970304478412792
58:413325:13961:24327,58,413325,low_all_three_rate_edge,5.906910358336212,3.660282691486195,0,0,3531.0,3531.0,109878.5,holdout_low58_high61,0,0.0054920325588996175,0.526302025841568,0.02122224882968535
61:530149:8167:141137,61,530149,high_all_three_rate,4.21986531986532,5.38312289562289,0,0,6801.0,6801.0,113528.0,holdout_low58_high61,1,0.007358149907546026,0.7080407408730357,0.03918219800741801
61:536275:13899:147261,61,536275,high_all_three_rate,3.4208167708940067,3.448810600736735,0,0,3601.0,2737.5,53020.5,holdout_low58_high61,1,0.005298153173062096,0.879967609434234,0.1672519661663336
58:406641:7736:17656,58,406641,low_all_three_rate_edge,4.296772837170188,6.846878507389171,0,0,3688.0,1576.5,69265.0,holdout_low58_high61,0,0.009429444848734548,0.11822697445231872,0.017935986491906756
58:394786:13037:5828,58,394786,low_all_three_rate_edge,4.229411573683194,5.156585939059795,0,0,2201.5,2192.0,17990.5,holdout_low58_high61,0,0.007080742097661181,0.8729174976479338,0.14547688289117414
61:513462:8931:124450,61,513462,high_all_three_rate,4.4659229713223425,5.206087211165126,0,0,4850.5,2796.0,49110.0,holdout_low58_high61,1,0.007140458897249159,0.8872444392286322,0.17198460308951652
58:417165:1152:28167,58,417165,low_all_three_rate_edge,3.7031321526301326,2.498339616819706,0,0,2917.5,2561.0,78956.0,holdout_low58_high61,0,0.004507498026104249,0.03241025996161834,0.020831933833225093
61:503927:16380:114915,61,503927,high_all_three_rate,5.741433407645943,6.5904730563245835,0,0,5858.5,3481.0,101422.5,holdout_low58_high61,1,0.009028881887062,0.8483126501217834,0.07559633124041276
61:531749:9663:142737,61,531749,high_all_three_rate,6.679302901592543,8.928957023481395,0,0,3187.5,2720.5,78462.0,holdout_low58_high61,1,0.013404480282342082,0.5571266145281422,0.010106972247108806
58:394965:13201:6007,58,394965,low_all_three_rate_edge,7.1014613011095165,10.388199831890283,0,0,3699.0,2424.5,74776.5,holdout_low58_high61,0,0.017135402122096882,0.15968799593955682,0.004309020604904921
58:408871:9807:19882,58,408871,low_all_three_rate_edge,6.721666666666664,3.00124370594159,0,0,5991.5,5991.5,129799.0,holdout_low58_high61,0,0.004909985520526379,0.21941670723693088,0.01351949807703098
61:512032:7560:123020,61,512032,high_all_three_rate,5.804919453306553,8.226352777135084,0,0,4078.5,2490.5,93746.0,holdout_low58_high61,1,0.0119060886627748,0.47530197429026205,0.011373770743639381
61:507599:3391:118587,61,507599,high_all_three_rate,7.80987035846055,8.374499912473532,0,0,3083.0,3083.0,68369.0,holdout_low58_high61,1,0.012207605908588963,0.5393079744000234,0.013268643189621473
58:396978:15063:8018,58,396978,low_all_three_rate_edge,6.312549304218862,6.422556059019591,0,0,8046.0,8046.0,129995.0,holdout_low58_high61,0,0.008775742063181283,0.5178339569535354,0.028434789189901794
58:404302:5557:15320,58,404302,low_all_three_rate_edge,4.878201604217907,6.586406384374214,0,0,3804.0,3804.0,91414.5,holdout_low58_high61,0,0.009022666595662936,0.2548394620792019,0.006131567123853239
61:533960:11743:144946,61,533960,high_all_three_rate,4.965418564212968,6.175526603257055,0,0,6131.0,2493.0,109410.0,holdout_low58_high61,1,0.008416072336867336,0.07939122205337242,0.006669334400426837
61:537671:15192:148657,61,537671,high_all_three_rate,5.163376958137476,7.508632234371191,0,0,4942.0,2680.5,93544.0,holdout_low58_high61,1,0.010546408584673143,0.47961309039413763,0.011808177048981017
58:404573:5824:15589,58,404573,low_all_three_rate_edge,0.532449278631077,0.6670254477657807,1,0,3481.5,2411.0,22855.0,holdout_low58_high61,0,0.003300356360132128,0.856842960500827,0.13073158044190053
58:413843:14451:24845,58,413843,low_all_three_rate_edge,3.60097465382092,5.227796271356823,0,0,4126.5,4126.5,85061.5,holdout_low58_high61,0,0.007166805507111797,0.00282574568288854,0.09150548714763224
58:409234:10135:20245,58,409234,low_all_three_rate_edge,4.43462336849889,6.22571433134506,0,0,6098.5,2581.5,53479.0,holdout_low58_high61,0,0.00848794174658972,0.8762971621396557,0.16689482330919073
58:404100:5367:15118,58,404100,low_all_three_rate_edge,4.032101171191641,3.173713899336974,0,0,3005.5,2884.5,43478.5,holdout_low58_high61,0,0.005056096747574691,0.8757264394249491,0.1702401846726837
58:393248:11615:4294,58,393248,low_all_three_rate_edge,4.128197356234736,4.253938731547109,0,0,3724.0,3048.5,44724.0,holdout_low58_high61,0,0.006074820960421372,0.822300731978294,0.16833519803797678
62:550486:10277:161472,62,550486,high_all_three_rate,5.440022913955403,6.222327563085322,0,0,6382.5,2106.5,94882.5,holdout_low58_high62,1,0.008254963212496838,0.11007234721857641,0.2601513570728955
58:410621:11439:21629,58,410621,low_all_three_rate_edge,6.9717997421847,5.263564911609407,0,0,2876.5,2173.5,55322.5,holdout_low58_high62,0,0.006953481180656671,0.6294848076997736,0.2435057710634595
62:564652:7143:175638,62,564652,high_all_three_rate,6.458197677278946,4.68117625598812,0,0,3430.0,3430.0,92077.0,holdout_low58_high62,1,0.006264631665286149,0.15273944291418615,0.4690310522959294
58:420245:4054:31245,58,420245,low_all_three_rate_edge,6.500537724994821,7.151485734775555,0,0,5983.0,5983.0,97647.0,holdout_low58_high62,0,0.00974598536236424,0.15143895132883714,0.5095062139044776
58:406604:7705:17619,58,406604,low_all_three_rate_edge,1.118874284210662,1.734704881262111,1,0,4722.0,4722.0,126259.0,holdout_low58_high62,0,0.0036921124943933435,0.09285841995729928,0.3400152546792704
62:560122:2868:171108,62,560122,high_all_three_rate,5.6358319315951775,7.405032649576384,0,0,4039.5,2728.0,92640.0,holdout_low58_high62,1,0.010197260323702174,0.47083883231350765,0.12435178398956043
62:549883:9719:160869,62,549883,high_all_three_rate,4.181344391342229,1.5169810121175757,0,0,8913.5,8913.5,149413.5,holdout_low58_high62,1,0.003550473833217196,0.11906737414815856,0.11650376482711766
58:421487:5218:32482,58,421487,low_all_three_rate_edge,6.892447092409867,4.956971688310915,0,0,4954.5,4954.5,85577.0,holdout_low58_high62,0,0.006581954442067211,0.8253936587675692,0.3553428545372258
62:550760:10559:161746,62,550760,high_all_three_rate,3.224400436363993,4.5991156142384995,0,0,5408.0,2428.5,101937.5,holdout_low58_high62,1,0.00617318354417673,0.09468825946140089,0.22850799416027207
58:391841:10300:2900,58,391841,low_all_three_rate_edge,4.928271064045262,6.220851213707249,0,0,5070.5,4885.5,114383.5,holdout_low58_high62,0,0.00825278404660794,0.8121256057291516,0.23680455975020606
62:538794:16271:149780,62,538794,high_all_three_rate,5.61969904240766,5.457427237133828,0,0,4726.0,3843.5,105224.0,holdout_low58_high62,1,0.0071990728674547755,0.08665303636433863,0.16288638283547766
58:406641:7736:17656,58,406641,low_all_three_rate_edge,4.296772837170188,6.846878507389171,0,0,3688.0,1576.5,69265.0,holdout_low58_high62,0,0.009229914798081485,0.07928860015032445,0.304941887606528
62:556279:15705:167265,62,556279,high_all_three_rate,5.100474255231632,6.427426150518755,0,0,3583.5,2603.0,41783.0,holdout_low58_high62,1,0.00856331124905188,0.6527099581898269,0.530816146594357
62:562625:5213:173611,62,562625,high_all_three_rate,4.483894291601892,5.968249937567187,0,0,3245.5,1755.0,62952.0,holdout_low58_high62,1,0.007888209648998203,0.010757161980300963,0.38762727664006263
58:421531:5255:32526,58,421531,low_all_three_rate_edge,6.512428520253152,9.008882437245653,0,0,3381.5,2548.5,80967.0,holdout_low58_high62,0,0.013570666434888492,0.20538907662751021,0.09556134278701219
58:408871:9807:19882,58,408871,low_all_three_rate_edge,6.721666666666664,3.00124370594159,0,0,5991.5,5991.5,129799.0,holdout_low58_high62,0,0.004634988333890358,0.19792809376627463,0.1072855533181763
62:546082:6677:157068,62,546082,high_all_three_rate,4.388876646873257,3.1036875712430287,0,0,2957.0,2289.5,52847.5,holdout_low58_high62,1,0.004720996506616379,0.6193487144013444,0.21776276270677972
62:555132:14640:166118,62,555132,high_all_three_rate,4.717153725144193,5.868388480685688,0,0,3399.5,3029.0,72727.5,holdout_low58_high62,1,0.007748528879887043,0.6991644557765126,0.2083276276542608
58:420237:4046:31237,58,420237,low_all_three_rate_edge,2.0780760423604896,0.9710717697958238,1,0,3062.5,2104.5,63339.5,holdout_low58_high62,0,0.0032186945704061817,0.0,0.41103998748442083
62:545489:6117:156475,62,545489,high_all_three_rate,7.014548770740035,9.445824599735204,0,0,4004.0,2548.0,94792.0,holdout_low58_high62,1,0.014666822130165876,0.07164246300378566,0.19514777587271723
62:541555:2454:152541,62,541555,high_all_three_rate,3.9762183598227807,0.9042088947253291,0,0,3630.5,3181.5,103820.0,holdout_low58_high62,1,0.0031802434652024353,0.14079475705420205,0.1414683311896102
62:541658:2551:152644,62,541658,high_all_three_rate,3.2543571746779314,0.8967641630225778,0,0,2544.0,2263.0,62086.0,holdout_low58_high62,1,0.0031759906231048273,0.0008403361344537816,0.26997751043956175
62:558907:1746:169893,62,558907,high_all_three_rate,6.997337923677435,9.737772168492555,0,0,6338.5,3230.5,103412.5,holdout_low58_high62,1,0.015447378475256797,0.12375402539860651,0.1878965193398143
62:542039:2902:153025,62,542039,high_all_three_rate,4.53391913430081,4.042404339385747,0,0,3269.0,3269.0,94872.0,holdout_low58_high62,1,0.005586866266402702,0.08224219939924843,0.34870399071513397
58:401498:2943:12525,58,401498,low_all_three_rate_edge,6.354903722721438,6.840913243151533,0,0,5886.0,2427.5,102986.0,holdout_low58_high62,0,0.00922008343264308,0.06965664106673032,0.1729916398674573
58:398580:196:9615,58,398580,low_all_three_rate_edge,5.559270190861298,6.184424509110528,0,0,3344.0,3344.0,88721.5,holdout_low58_high62,0,0.008199196718671977,0.5706178389628935,0.21451041832815046
62:540314:1312:151300,62,540314,high_all_three_rate,5.082114213015231,2.3059849248838162,0,0,4277.0,3447.5,117416.0,holdout_low58_high62,1,0.0040910890764825686,0.4590289422728756,0.14974988099250996
62:567508:9815:178494,62,567508,high_all_three_rate,4.042713619800395,4.157819586035231,0,0,3477.0,3477.0,108356.0,holdout_low58_high62,1,0.00570368624834203,0.1345800806490269,0.0976161982150215
58:407221:8283:18236,58,407221,low_all_three_rate_edge,6.660844743247338,3.4208145816496938,0,0,5122.5,5122.5,102324.5,holdout_low58_high62,0,0.00499744262318105,0.82299323567808,0.29950584523164964
62:539365:424:150351,62,539365,high_all_three_rate,3.4429348584181945,5.523592924385454,0,0,4699.5,2691.5,91612.0,holdout_low58_high62,1,0.0072848497425512335,0.01676350411089629,0.16234459389765263
58:408610:9560:19622,58,408610,low_all_three_rate_edge,4.314430862860377,4.738928314048195,0,0,3575.5,2383.5,20842.5,holdout_low58_high62,0,0.006329796213835158,0.6550326312125967,0.6369558764239419
58:421877:5573:32871,58,421877,low_all_three_rate_edge,6.695324904439872,7.659217927485912,0,0,3265.0,2895.0,79333.5,holdout_low58_high62,0,0.010670420931321197,0.668142201192834,0.21686311499239094
58:403406:4719:14427,58,403406,low_all_three_rate_edge,5.976116885175344,7.905386826444925,0,0,4951.0,3078.5,23821.0,holdout_low58_high62,0,0.011149340829515419,0.6496976229229458,0.6377972490202759
58:401283:2737:12310,58,401283,low_all_three_rate_edge,6.181472238009341,2.580092384618773,0,0,3998.0,3998.0,96320.0,holdout_low58_high62,0,0.004297488910353823,0.6296758082477878,0.20623227521839466
62:565021:7493:176007,62,565021,high_all_three_rate,3.4663282943290596,3.9525493903062525,0,0,3124.5,2059.0,67759.0,holdout_low58_high62,1,0.005497567522801219,0.11437889575451293,0.42176849738244215
62:554253:13829:165239,62,554253,high_all_three_rate,3.3984858624728176,4.404289761566922,0,0,5092.5,3302.0,117112.0,holdout_low58_high62,1,0.0059613495669561456,0.05444441833392551,0.1494725132427364
58:395467:13673:6509,58,395467,low_all_three_rate_edge,5.661513372472278,7.383252245724215,0,0,6664.0,6664.0,141015.0,holdout_low58_high62,0,0.010157695820712503,0.06455898134489639,0.1567302004294727
62:559600:2383:170586,62,559600,high_all_three_rate,5.185531075883063,5.558609572834229,0,0,2890.5,2728.5,33235.5,holdout_low58_high62,1,0.007330654905835725,0.6523225420798963,0.5644302752276519
58:401733:3159:12760,58,401733,low_all_three_rate_edge,4.226312213123585,2.4309788368486736,0,0,4237.5,2638.5,107768.5,holdout_low58_high62,0,0.004183954314836093,0.11037632864737136,0.12818727730395935
58:407215:8277:18230,58,407215,low_all_three_rate_edge,4.659118509799519,7.146396012150376,0,0,4939.0,2496.0,99195.0,holdout_low58_high62,0,0.009737131884450337,0.24828211157040814,0.12386299849741818
62:542677:3498:153663,62,542677,high_all_three_rate,6.8731756907308394,9.420988710049492,0,0,3843.5,2404.5,80415.0,holdout_low58_high62,1,0.014602242131815895,0.11432088770842178,0.08254020226296363
58:408897:9829:19908,58,408897,low_all_three_rate_edge,6.244111850992482,7.2110098461456005,0,0,5132.5,2389.0,24528.0,holdout_low58_high62,0,0.009850120007162207,0.6565111068793086,0.6683025156240071
62:571297:13327:182283,62,571297,high_all_three_rate,7.110385977997389,8.280489616875052,0,0,4355.5,2899.5,88268.0,holdout_low58_high62,1,0.011920252417207363,0.5219882291690644,0.15941061898211165
