method,disagreement_class,low_rate,high_rate,high_minus_low,ci_low,ci_high,topology_excess_coverage,bootstrap_unit,n_bootstrap
cnn_1d_dual_head,traditional_only,0.549321528140791,0.5021161792557686,-0.04720534888502248,-0.1548658196439641,0.01769204653931532,-2.3313225252038507,source_run_within_current_group,500
cnn_1d_dual_head,ml_only,0.0,0.041848804878410875,0.041848804878410875,0.00112341085812656,0.12164643678334654,2.066779798694705,source_run_within_current_group,500
cnn_1d_dual_head,joint,0.0,0.04379621081198064,0.04379621081198064,0.0,0.13123690850288933,2.162956003846899,source_run_within_current_group,500
cnn_1d_dual_head,neither,0.4506784718592088,0.4122388050538397,-0.03843966680536909,-0.11584001429885664,0.021892540886588763,-1.898413277337756,source_run_within_current_group,500
consensus_abstention_ensemble,traditional_only,0.5396846140442585,0.5247268058981842,-0.01495780814607428,-0.03875283526506424,0.008514477730259488,-0.7387187232437721,source_run_within_current_group,500
consensus_abstention_ensemble,ml_only,0.0058732892369216,0.016783417017403175,0.010910127780481574,0.004036512421372116,0.014614667754660304,0.5388166224433758,source_run_within_current_group,500
consensus_abstention_ensemble,joint,0.009636914096532495,0.021185584169564873,0.011548670073032377,-0.0004724777692487874,0.024788224709002677,0.5703522018868172,source_run_within_current_group,500
consensus_abstention_ensemble,neither,0.4448051826222872,0.4373041929148474,-0.007500989707439787,-0.03878239527825004,0.02211801982572426,-0.37045010108642673,source_run_within_current_group,500
gradient_boosted_trees,traditional_only,0.5412713451820874,0.0,-0.5412713451820874,-0.5463439838897235,-0.5360210838125107,-26.731675733271903,source_run_within_current_group,500
gradient_boosted_trees,ml_only,0.003596009757797525,0.45408760993225056,0.45049160017445306,0.42375135829776983,0.4776005537314589,22.24835192850475,source_run_within_current_group,500
gradient_boosted_trees,joint,0.008050182958703604,0.5459123900677493,0.5378622071090456,0.5160172565840532,0.5672786427968413,26.563309211914955,source_run_within_current_group,500
gradient_boosted_trees,neither,0.4470824621014112,0.0,-0.4470824621014112,-0.4570439100888656,-0.43623137767152387,-22.0799854071478,source_run_within_current_group,500
mlp,traditional_only,0.0,0.0014830908404483934,0.0014830908404483934,0.0,0.004166485160016262,0.07324515473198591,source_run_within_current_group,500
mlp,ml_only,0.4389832615645254,0.45157809940765437,0.012594837843128981,-0.027558921128507625,0.0447672786181541,0.6220191113616106,source_run_within_current_group,500
mlp,joint,0.549321528140791,0.5444292992273009,-0.004892228913490171,-0.03368317872199689,0.028873695283655205,-0.2416116760889345,source_run_within_current_group,500
mlp,neither,0.011695210294683412,0.0025095105245961534,-0.00918569977008726,-0.012763080299151812,0.003169491707020181,-0.4536525900046648,source_run_within_current_group,500
ridge_linear,traditional_only,0.5456514636696288,0.542213276657256,-0.003438187012372751,-0.031289050211289235,0.026679336905887193,-0.16980115637597004,source_run_within_current_group,500
ridge_linear,ml_only,0.0021168347885494243,0.007419046554282466,0.0053022117657330415,0.002876587901586433,0.007095119606326768,0.2618594293829344,source_run_within_current_group,500
ridge_linear,joint,0.0036700644711622223,0.0036991134104931178,2.9048939330895453e-05,-0.0024682862866659146,0.003365249693583114,0.0014346350190175996,source_run_within_current_group,500
ridge_linear,neither,0.4485616370706594,0.44666856337796806,-0.001893073692691316,-0.03171913018463336,0.024296373655468793,-0.09349290802598834,source_run_within_current_group,500
