method,metric,bootstrap_unit,value,ci_low,ci_high,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf
analytic_timewalk,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,1.494666549251276,1.3751468575713872,1.6964140362080518,11460,1.7700686278374391,1.494666549251276,2.681472251011271,0.020767888307155324,1.506480082626155,134.21575527516825
hgb_timewalk,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,1.2212029850289687,1.1147191012678164,1.4107414142432972,11460,0.5038056501701931,1.2212029850289687,2.596941421817759,0.022513089005235604,1.0275035948735571,109.56187881353812
s03b_binned_timewalk,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,1.3979715141141966,1.231788215980707,1.5,11460,1.7959430282284004,1.3979715141141966,2.7030369680061095,0.0356020942408377,1.546986150090028,193.293905026874
signed_physics_prior,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,1.5866849131088911,1.4390540814281694,1.7584781587264602,11460,1.8181810649530838,1.5866849131088911,2.690349069342796,0.021204188481675393,1.5169928699713435,115.05221997994153
template_phase_base,pooled_blind_sample_ii_pairwise_sigma68_ns,heldout_run,2.0459430282283897,1.7959430282283932,2.045943028228397,11460,-3.5918860564567794,2.0459430282283897,3.362029308566705,0.09973821989528796,0.7818054072769713,229.84693486535772
