max_iter,learning_rate,max_leaf_nodes,l2_regularization,max_bins,random_state,fold,sigma68_ns,n_pair_residuals
30,0.05,3,0.1,32,20260610,0,0.9457603377739794,1890
30,0.05,3,0.1,32,20260610,1,0.8518893503871112,1890
30,0.05,3,0.1,32,20260610,-1,0.8988248440805453,0
