match_key,edge_n,control_n,matched_n
"60|high_20nA|B8|(3000.0, 4500.0]|all_four",188,330,188
"62|high_20nA|B6|(2000.0, 3000.0]|all_four",188,446,188
"61|high_20nA|B8|(3000.0, 4500.0]|all_four",187,428,187
"55|high_20nA|B2|(2000.0, 3000.0]|B2_only",186,430,186
"61|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream",183,283,183
"56|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",201,181,181
"62|high_20nA|B2|(2000.0, 3000.0]|all_four",180,331,180
"41|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",224,179,179
"58|high_20nA|B2|(3000.0, 4500.0]|B2_only",177,4773,177
"59|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",176,289,176
"37|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",309,175,175
"61|high_20nA|B2|(2000.0, 3000.0]|all_four",174,387,174
"64|high_20nA|B2|(7000.0, 12000.0]|B2_only",174,481,174
"35|high_20nA|B2|(1500.0, 2000.0]|B2_only",172,518,172
"59|high_20nA|B2|(2000.0, 3000.0]|all_four",172,270,172
"41|high_20nA|B2|(12000.0, 20000.0]|B2_only",171,188,171
"60|high_20nA|B2|(2000.0, 3000.0]|all_four",171,300,171
"53|high_20nA|B2|(2000.0, 3000.0]|B2_only",168,551,168
"61|high_20nA|B2|(3000.0, 4500.0]|all_four",168,254,168
"62|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",165,200,165
"39|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",172,163,163
"41|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",220,160,160
"60|high_20nA|B2|(3000.0, 4500.0]|all_four",160,240,160
"62|high_20nA|B8|(3000.0, 4500.0]|all_four",160,340,160
"65|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",160,197,160
"39|high_20nA|B2|(12000.0, 20000.0]|B2_only",158,178,158
"60|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream",157,230,157
"59|high_20nA|B8|(3000.0, 4500.0]|all_four",156,305,156
"61|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",155,218,155
"59|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",253,153,153
"49|high_20nA|B2|(12000.0, 20000.0]|B2_only",153,164,153
"63|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",153,297,153
"54|high_20nA|B2|(2000.0, 3000.0]|B2_only",152,485,152
"55|high_20nA|B2|(999.999, 1500.0]|B2_only",174,151,151
"51|high_20nA|B2|(2000.0, 3000.0]|B2_only",151,415,151
"65|high_20nA|B2|(7000.0, 12000.0]|B2_only",151,299,151
"40|high_20nA|B2|(12000.0, 20000.0]|B2_only",158,150,150
"49|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",197,148,148
"60|high_20nA|B2|(2000.0, 3000.0]|B2_only",148,848,148
"31|high_20nA|B2|(1500.0, 2000.0]|B2_only",145,423,145
"53|high_20nA|B2|(999.999, 1500.0]|B2_only",145,152,145
"63|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",144,243,144
"62|high_20nA|B4|(4500.0, 7000.0]|B2_plus_one_downstream",142,284,142
"42|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",206,141,141
"32|high_20nA|B2|(1500.0, 2000.0]|B2_only",139,467,139
"48|high_20nA|B2|(12000.0, 20000.0]|B2_only",139,146,139
"40|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",226,138,138
"39|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",188,138,138
"50|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",167,138,138
"49|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",186,137,137
"56|high_20nA|B2|(7000.0, 12000.0]|B2_plus_one_downstream",137,143,137
"65|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",137,211,137
"61|high_20nA|B2|(2000.0, 3000.0]|B2_only",135,1031,135
"62|high_20nA|B2|(3000.0, 4500.0]|all_four",134,158,134
"59|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream",133,313,133
"57|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",174,132,132
"57|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",164,132,132
"33|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",136,132,132
"60|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",131,165,131
"63|high_20nA|B2|(3000.0, 4500.0]|B2_plus_ge2_downstream",131,149,131
"62|high_20nA|B2|(7000.0, 12000.0]|B2_only",130,279,130
"32|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",162,129,129
"31|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",175,128,128
"33|high_20nA|B2|(999.999, 1500.0]|B2_only",128,187,128
"33|high_20nA|B2|(2000.0, 3000.0]|B2_only",128,723,128
"36|high_20nA|B2|(1500.0, 2000.0]|B2_only",128,383,128
"62|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream",128,277,128
"53|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",165,127,127
"62|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",127,164,127
"63|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",193,125,125
"53|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",125,130,125
"61|high_20nA|B4|(4500.0, 7000.0]|B2_plus_one_downstream",125,305,125
"42|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",229,123,123
"59|high_20nA|B4|(4500.0, 7000.0]|B2_plus_one_downstream",123,259,123
"54|high_20nA|B2|(999.999, 1500.0]|B2_only",122,147,122
"58|high_20nA|B2|(4500.0, 7000.0]|B2_only",121,4820,121
"61|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",121,154,121
"48|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",178,120,120
"40|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",219,119,119
"58|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",119,130,119
"59|high_20nA|B2|(1500.0, 2000.0]|B2_only",119,736,119
"63|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",119,246,119
"47|low_2nA|B2|(999.999, 1500.0]|B2_only",118,153,118
"57|high_20nA|B2|(12000.0, 20000.0]|B2_only",117,133,117
"56|high_20nA|B2|(1500.0, 2000.0]|B2_only",116,384,116
"58|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",116,172,116
"54|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",129,115,115
"64|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",115,190,115
"64|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",111,189,111
"64|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",109,145,109
"56|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",147,108,108
"63|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",108,181,108
"61|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream",107,211,107
"65|high_20nA|B2|(1500.0, 2000.0]|B2_only",107,1209,107
"48|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",184,106,106
"51|high_20nA|B2|(999.999, 1500.0]|B2_only",106,118,106
"59|high_20nA|B2|(3000.0, 4500.0]|all_four",127,104,104
"36|high_20nA|B2|(12000.0, 20000.0]|B2_only",104,160,104
"50|high_20nA|B2|(1500.0, 2000.0]|B2_only",104,269,104
"60|high_20nA|B2|(7000.0, 12000.0]|B2_only",104,245,104
"50|high_20nA|B2|(7000.0, 12000.0]|B2_plus_one_downstream",102,146,102
"62|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",129,101,101
"33|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",101,163,101
"50|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",101,107,101
"37|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",134,100,100
"47|low_2nA|B2|(2000.0, 3000.0]|B2_only",100,483,100
"54|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",100,107,100
"62|high_20nA|B2|(1500.0, 2000.0]|B2_only",99,696,99
"34|high_20nA|B2|(999.999, 1500.0]|B2_only",98,130,98
"60|high_20nA|B6|(2000.0, 3000.0]|B2_plus_ge2_downstream",98,138,98
"55|high_20nA|B2|(12000.0, 20000.0]|B2_only",97,215,97
"56|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",97,98,97
"64|high_20nA|B2|(1500.0, 2000.0]|B2_only",96,889,96
"32|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",151,94,94
"63|high_20nA|B4|(2000.0, 3000.0]|all_four",94,180,94
"31|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",130,93,93
"64|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",102,93,93
"61|high_20nA|B2|(7000.0, 12000.0]|B2_only",92,297,92
"63|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream",92,176,92
"37|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",91,96,91
"44|high_20nA|B2|(7000.0, 12000.0]|B2_only",90,209,90
"35|high_20nA|B2|(12000.0, 20000.0]|B2_only",91,89,89
"51|high_20nA|B2|(12000.0, 20000.0]|B2_only",89,243,89
"63|high_20nA|B2|(1500.0, 2000.0]|B2_only",88,944,88
"34|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",94,86,86
"35|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",119,83,83
"55|high_20nA|B2|(1500.0, 2000.0]|B2_only",83,184,83
"61|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",83,140,83
"32|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",91,82,82
"37|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",85,82,82
"45|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",127,81,81
"50|high_20nA|B2|(3000.0, 4500.0]|B2_plus_one_downstream",106,81,81
"59|high_20nA|B8|(2000.0, 3000.0]|all_four",81,165,81
"60|high_20nA|B6|(3000.0, 4500.0]|all_four",81,176,81
"53|high_20nA|B2|(7000.0, 12000.0]|B2_plus_one_downstream",80,101,80
"60|high_20nA|B2|(2000.0, 3000.0]|B2_plus_one_downstream",80,114,80
"45|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",90,79,79
"45|high_20nA|B4|(2000.0, 3000.0]|B2_plus_ge2_downstream",87,79,79
"64|high_20nA|B2|(3000.0, 4500.0]|B2_plus_ge2_downstream",82,79,79
"52|high_20nA|B2|(2000.0, 3000.0]|B2_only",79,217,79
"63|high_20nA|B6|(2000.0, 3000.0]|all_four",79,196,79
"34|high_20nA|B2|(2000.0, 3000.0]|B2_only",78,509,78
"63|high_20nA|B8|(3000.0, 4500.0]|all_four",78,157,78
"54|high_20nA|B2|(7000.0, 12000.0]|B2_plus_one_downstream",77,96,77
"60|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",77,142,77
"60|high_20nA|B8|(4500.0, 7000.0]|all_four",77,132,77
"35|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",115,76,76
"60|high_20nA|B6|(4500.0, 7000.0]|B2_plus_ge2_downstream",76,185,76
"51|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",86,74,74
"34|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",80,74,74
"55|high_20nA|B4|(3000.0, 4500.0]|B2_plus_one_downstream",113,73,73
"31|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",94,73,73
"56|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",94,73,73
"44|high_20nA|B2|(2000.0, 3000.0]|B2_only",73,149,73
"56|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",73,87,73
"62|high_20nA|B8|(2000.0, 3000.0]|all_four",73,147,73
"31|high_20nA|B2|(7000.0, 12000.0]|B2_plus_one_downstream",77,72,72
"33|high_20nA|B2|(7000.0, 12000.0]|B2_plus_one_downstream",72,106,72
"64|high_20nA|B6|(3000.0, 4500.0]|B2_plus_ge2_downstream",72,151,72
"65|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",72,100,72
"45|high_20nA|B4|(2000.0, 3000.0]|B2_plus_one_downstream",87,70,70
"46|low_2nA|B2|(4500.0, 7000.0]|B2_only",70,142,70
"54|high_20nA|B2|(1500.0, 2000.0]|B2_only",70,220,70
"61|high_20nA|B6|(3000.0, 4500.0]|all_four",70,181,70
"41|high_20nA|B2|(4500.0, 7000.0]|B2_plus_one_downstream",69,71,69
"61|high_20nA|B2|(1500.0, 2000.0]|B2_only",69,554,69
"64|high_20nA|B2|(2000.0, 3000.0]|B2_plus_ge2_downstream",69,127,69
"60|high_20nA|B2|(1500.0, 2000.0]|B2_only",68,517,68
