pdg,particle,n_primary_particles,mean_ekin_MeV,q05_ekin_MeV,q16_ekin_MeV,median_ekin_MeV,q84_ekin_MeV,q95_ekin_MeV
2212,proton,100000,104.53452602918271,20.3513923085693,29.84067870145023,104.75235973856252,179.04674330070378,188.498041132396
1000010020,deuteron,100000,85.0266674430925,1.0634992827272989,10.50825872008288,84.81653546685932,159.72365112615307,169.19273788922808
