heldout_run,event_id,pair,method,pairwise_residual_ns,pair_log_amp,pair_support_score
58,58:391841:10300:2900,B4-B6,template_phase_base,-5.5030968913820075,8.031791619990406,3.0131865453363673
58,58:392636:11042:3687,B4-B6,template_phase_base,-5.5030968913820075,8.20241395108009,1.4706903127383666
58,58:398580:196:9615,B4-B6,template_phase_base,-5.5030968913820075,7.987269691958306,2.891438095238095
58,58:399270:859:10304,B4-B6,template_phase_base,-5.5030968913820075,7.844240718141811,3.1408371814605793
58,58:399602:1163:10635,B4-B6,template_phase_base,-5.5030968913820075,7.591357046698551,2.717227695675971
58,58:399989:1517:11021,B4-B6,template_phase_base,-5.5030968913820075,7.23741867367402,3.3292794895736058
58,58:400792:2281:11821,B4-B6,template_phase_base,-29.00309689138203,7.601901959875166,-0.05377229080932677
58,58:401283:2737:12310,B4-B6,template_phase_base,-5.5030968913820075,7.969617134175511,1.63839680380823
58,58:402542:3915:13565,B4-B6,template_phase_base,-5.5030968913820075,7.625473113476287,3.3305783009211876
58,58:402594:3966:13616,B4-B6,template_phase_base,-5.5030968913820075,7.921807728638788,4.072769516728625
58,58:402712:4076:13733,B4-B6,template_phase_base,-5.5030968913820075,7.977196190349967,2.971496557310651
58,58:403541:4843:14562,B4-B6,template_phase_base,-5.5030968913820075,7.377915146022112,2.696341463414635
58,58:404147:5411:15165,B4-B6,template_phase_base,-5.5030968913820075,7.945378296023817,3.1846376186367555
58,58:405501:6684:16516,B4-B6,template_phase_base,-5.5030968913820075,7.888615781505592,3.1179208472686732
58,58:406766:7856:17781,B4-B6,template_phase_base,-5.5030968913820075,7.84365254049521,3.5693770295675966
58,58:407221:8283:18236,B4-B6,template_phase_base,-5.5030968913820075,7.955512773598598,2.86236299161831
58,58:410621:11439:21629,B4-B6,template_phase_base,-5.5030968913820075,7.455732168378921,3.3810123496912583
58,58:412157:12844:23160,B4-B6,template_phase_base,-4.5030968913820075,8.071921198389685,1.7332426591146226
58,58:413325:13961:24327,B4-B6,template_phase_base,-5.003096891382,8.089022245772435,1.0341638581287114
58,58:418054:2008:29056,B4-B6,template_phase_base,-5.5030968913820075,7.799855772055074,1.869665203073546
58,58:418720:2626:29722,B4-B6,template_phase_base,-6.503096891381993,8.02322468471667,-0.34623564110524685
58,58:421877:5573:32871,B4-B6,template_phase_base,-5.5030968913820075,7.830922314795724,3.0443528313627874
58,58:422340:6010:33333,B4-B6,template_phase_base,-5.5030968913820075,7.961893077548417,3.7847565128554406
58,58:391841:10300:2900,B4-B8,template_phase_base,-4.756587569520157,8.312564674099741,3.0131865453363673
58,58:392636:11042:3687,B4-B8,template_phase_base,-4.756587569520157,8.284693507678002,2.6240763546798034
58,58:398580:196:9615,B4-B8,template_phase_base,-4.756587569520157,8.008781318874181,2.9409280784598613
58,58:399270:859:10304,B4-B8,template_phase_base,-4.756587569520157,7.534228326274089,3.117660697153822
58,58:399602:1163:10635,B4-B8,template_phase_base,-4.756587569520157,7.786551806428712,3.1103039910481174
58,58:399989:1517:11021,B4-B8,template_phase_base,-4.756587569520157,7.73739820413062,4.427813707374433
58,58:400792:2281:11821,B4-B8,template_phase_base,-32.25658756952018,7.372118028337787,0.8513610315186259
58,58:401283:2737:12310,B4-B8,template_phase_base,-4.756587569520157,7.8119734296220225,1.435452920143029
58,58:402542:3915:13565,B4-B8,template_phase_base,-4.756587569520157,7.739576854229842,3.3305783009211876
58,58:402594:3966:13616,B4-B8,template_phase_base,-4.756587569520157,8.15507488781144,4.072769516728625
58,58:402712:4076:13733,B4-B8,template_phase_base,-4.756587569520157,7.8903018066333575,2.971496557310651
58,58:403541:4843:14562,B4-B8,template_phase_base,-4.756587569520157,7.726322922327677,2.7609728172551344
58,58:404147:5411:15165,B4-B8,template_phase_base,-4.756587569520157,8.181510642909274,3.4447341513292438
58,58:405501:6684:16516,B4-B8,template_phase_base,-4.756587569520157,8.162516250140179,3.1179208472686732
58,58:406766:7856:17781,B4-B8,template_phase_base,-4.756587569520157,7.916351681640318,4.133972809667675
58,58:407221:8283:18236,B4-B8,template_phase_base,-4.756587569520157,7.836567291409964,2.7061622089667123
58,58:410621:11439:21629,B4-B8,template_phase_base,-4.756587569520157,7.700068831036581,4.4231140274639325
58,58:412157:12844:23160,B4-B8,template_phase_base,-4.756587569520157,8.032197744351265,3.0917149758454117
58,58:413325:13961:24327,B4-B8,template_phase_base,-5.756587569520157,8.080546965824498,1.786675885782627
58,58:418054:2008:29056,B4-B8,template_phase_base,-4.756587569520157,7.90461165869586,2.736228475057696
58,58:418720:2626:29722,B4-B8,template_phase_base,-6.256587569520143,7.994463663147422,0.8759186351706045
58,58:421877:5573:32871,B4-B8,template_phase_base,-4.756587569520157,7.951119093419768,4.577894333843797
58,58:422340:6010:33333,B4-B8,template_phase_base,-4.756587569520157,8.082170531065747,3.7847565128554406
58,58:391841:10300:2900,B6-B8,template_phase_base,0.7465093218618506,8.31238059678675,2.1420866525768174
58,58:392636:11042:3687,B6-B8,template_phase_base,0.7465093218618506,7.984803389734406,2.6240763546798034
58,58:398580:196:9615,B6-B8,template_phase_base,0.7465093218618506,7.897296472595885,2.9409280784598613
58,58:399270:859:10304,B6-B8,template_phase_base,0.7465093218618506,7.716238058221987,3.1408371814605793
58,58:399602:1163:10635,B6-B8,template_phase_base,0.7465093218618506,7.720905251936779,3.1103039910481174
58,58:399989:1517:11021,B6-B8,template_phase_base,0.7465093218618506,7.637957367493094,4.427813707374433
58,58:400792:2281:11821,B6-B8,template_phase_base,-3.2534906781381494,7.826443135456014,0.8513610315186259
58,58:401283:2737:12310,B6-B8,template_phase_base,0.7465093218618506,7.832113381934051,1.63839680380823
58,58:402542:3915:13565,B6-B8,template_phase_base,0.7465093218618506,7.779989624659372,2.9763641530882916
58,58:402594:3966:13616,B6-B8,template_phase_base,0.7465093218618506,8.135127176736304,3.873609599806554
58,58:402712:4076:13733,B6-B8,template_phase_base,0.7465093218618506,8.043984431221553,2.846637122002086
58,58:403541:4843:14562,B6-B8,template_phase_base,0.7465093218618506,7.907835536585975,2.7609728172551344
58,58:404147:5411:15165,B6-B8,template_phase_base,0.7465093218618506,8.202550937381673,3.4447341513292438
58,58:405501:6684:16516,B6-B8,template_phase_base,0.7465093218618506,8.1552903199332,2.5406098125433934
58,58:406766:7856:17781,B6-B8,template_phase_base,0.7465093218618506,8.045187559499828,4.133972809667675
58,58:407221:8283:18236,B6-B8,template_phase_base,0.7465093218618506,7.931374588608817,2.86236299161831
58,58:410621:11439:21629,B6-B8,template_phase_base,0.7465093218618506,7.78270304732191,4.4231140274639325
58,58:412157:12844:23160,B6-B8,template_phase_base,-0.2534906781381494,8.0804695874053,3.0917149758454117
58,58:413325:13961:24327,B6-B8,template_phase_base,-0.7534906781381565,8.12355783506165,1.786675885782627
58,58:418054:2008:29056,B6-B8,template_phase_base,0.7465093218618506,7.843064016692054,2.736228475057696
58,58:418720:2626:29722,B6-B8,template_phase_base,0.2465093218618506,8.050543929983075,0.8759186351706045
58,58:421877:5573:32871,B6-B8,template_phase_base,0.7465093218618506,7.987694302384625,4.577894333843797
58,58:422340:6010:33333,B6-B8,template_phase_base,0.7465093218618506,8.060934663962174,3.1104555744199223
58,58:391841:10300:2900,B4-B6,traditional_hier_amp,2.0768175394588724,8.031791619990406,3.0131865453363673
58,58:392636:11042:3687,B4-B6,traditional_hier_amp,1.5738911771956765,8.20241395108009,1.4706903127383666
58,58:398580:196:9615,B4-B6,traditional_hier_amp,2.1006824905431927,7.987269691958306,2.891438095238095
58,58:399270:859:10304,B4-B6,traditional_hier_amp,2.527743182078865,7.844240718141811,3.1408371814605793
58,58:399602:1163:10635,B4-B6,traditional_hier_amp,2.7145579990816344,7.591357046698551,2.717227695675971
58,58:399989:1517:11021,B4-B6,traditional_hier_amp,2.684889649092,7.23741867367402,3.3292794895736058
58,58:400792:2281:11821,B4-B6,traditional_hier_amp,-21.309258628682876,7.601901959875166,-0.05377229080932677
58,58:401283:2737:12310,B4-B6,traditional_hier_amp,2.2194735686997262,7.969617134175511,1.63839680380823
58,58:402542:3915:13565,B4-B6,traditional_hier_amp,2.758808764288986,7.625473113476287,3.3305783009211876
58,58:402594:3966:13616,B4-B6,traditional_hier_amp,2.28573629757922,7.921807728638788,4.072769516728625
58,58:402712:4076:13733,B4-B6,traditional_hier_amp,2.2868125795096574,7.977196190349967,2.971496557310651
58,58:403541:4843:14562,B4-B6,traditional_hier_amp,2.478769775572573,7.377915146022112,2.696341463414635
58,58:404147:5411:15165,B4-B6,traditional_hier_amp,2.2745800500159277,7.945378296023817,3.1846376186367555
58,58:405501:6684:16516,B4-B6,traditional_hier_amp,2.3585024451883356,7.888615781505592,3.1179208472686732
58,58:406766:7856:17781,B4-B6,traditional_hier_amp,2.529317215912414,7.84365254049521,3.5693770295675966
58,58:407221:8283:18236,B4-B6,traditional_hier_amp,2.2931178281073414,7.955512773598598,2.86236299161831
58,58:410621:11439:21629,B4-B6,traditional_hier_amp,2.822889237378604,7.455732168378921,3.3810123496912583
58,58:412157:12844:23160,B4-B6,traditional_hier_amp,3.0160512784612905,8.071921198389685,1.7332426591146226
58,58:413325:13961:24327,B4-B6,traditional_hier_amp,2.4741745486427433,8.089022245772435,1.0341638581287114
58,58:418054:2008:29056,B4-B6,traditional_hier_amp,2.4674508584107286,7.799855772055074,1.869665203073546
58,58:418720:2626:29722,B4-B6,traditional_hier_amp,1.130473501067165,8.02322468471667,-0.34623564110524685
58,58:421877:5573:32871,B4-B6,traditional_hier_amp,2.4934818343572687,7.830922314795724,3.0443528313627874
58,58:422340:6010:33333,B4-B6,traditional_hier_amp,2.208080546480744,7.961893077548417,3.7847565128554406
58,58:391841:10300:2900,B4-B8,traditional_hier_amp,1.4513592743273591,8.312564674099741,3.0131865453363673
