method,bootstrap_unit,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,p95_abs_residual_ns,bias_vs_log_amp_slope_ns,sigma68_ns_ci_low,sigma68_ns_ci_high,full_rms_ns_ci_low,full_rms_ns_ci_high,p95_abs_residual_ns_ci_low,p95_abs_residual_ns_ci_high,tail_frac_abs_gt5ns_ci_low,tail_frac_abs_gt5ns_ci_high,bias_vs_log_amp_slope_ns_ci_low,bias_vs_log_amp_slope_ns_ci_high
traditional_hier_amp,heldout_run,1344,1.8962258364661473,1.8917149033657772,3.8982180706822587,0.04985119047619048,1.9565153857628448,5.149156619610318,4.984398077198517,-0.9252716847231867,1.5881598103500028,2.3348541882221245,3.3209765913392597,4.376351589733555,4.331219354441569,5.6461205658380225,0.03443486590038314,0.05902076201608638,-2.7682080884000286,0.4612658495661293
tiny_1d_cnn,heldout_run,1344,1.8260898539114159,1.9229322629484393,3.8402086514128966,0.043154761904761904,1.8942687086707684,4.765627843892551,4.549015512201098,-0.7062598635219622,1.639597355370699,2.2850647087526093,3.143910719175784,4.444299864857756,3.965294917710651,4.974532558143905,0.03332530306571698,0.05070626205046525,-2.482502353084847,0.5817832368972904
gradient_boosted_trees,heldout_run,1344,0.6438550303459039,1.943859795868212,3.608322393521824,0.04241071428571429,1.6973180223007083,2.2313290971926807,4.518258563528188,-1.8490325909515268,1.6983559508008716,2.2250384403296226,3.0283908966073647,4.088146995715338,3.6079659780740365,5.023127246921456,0.028241496598639455,0.05193208219552508,-3.357481769777153,-0.5338505448641574
support_gated_ensemble,heldout_run,1344,0.6847240300603552,1.999234947124774,3.6795158135956467,0.046130952380952384,1.742119305434446,2.398294629623725,4.818309462688796,-2.0026273828788526,1.721306952902804,2.3493249192638843,3.1360165095063097,4.199124141663747,3.8721807413173397,5.188777215027926,0.030226700251889168,0.05794445447355752,-3.334402718665499,-0.5234833062486379
mlp_waveform,heldout_run,1344,1.5546117368311627,2.0140159199532004,3.419833992549147,0.03943452380952381,1.8652426584181874,1.5971061364453425,4.441572470993991,-1.2666994051646328,1.7815775212723053,2.1846848762885713,2.824921934913376,3.947037877697457,4.079467026541584,5.198926677588294,0.03155540573573361,0.052260648222186686,-2.466229875405712,0.32508551557324594
ridge_waveform,heldout_run,1344,1.7736033966669567,2.078435006025696,3.8605501148671277,0.046875,1.928399540585011,2.3525303770717465,4.646284477565386,-0.9508893976874663,1.7071262291049196,2.4370202985897165,3.2637262804320186,4.426955385097334,3.9900280097299063,5.119545526241033,0.034050702762359206,0.052617479139218264,-2.802348586254714,0.9205572196754965
template_phase_base,heldout_run,1344,-4.715460418333116,3.3558442793874796,4.4353608324317655,0.22023809523809523,0.9507263142537221,11.668908082027611,6.455968009494399,3.991990210314923,3.1874245630845017,3.683753574014367,3.8966528729962313,4.915616869490665,5.795082764694738,7.263337038493105,0.11226075813901096,0.2550490444782682,2.273153567390545,5.495473808473165
