fold,method,runs,n_eval_pulses,n_events,raw_timing_sigma68_ns,raw_timing_sigma68_ns_ci_low,raw_timing_sigma68_ns_ci_high,timing_sigma68_ns,timing_sigma68_ns_ci_low,timing_sigma68_ns_ci_high,timing_rms_ns,timing_rms_ns_ci_low,timing_rms_ns_ci_high,raw_tail_gt5ns_fraction,raw_tail_gt5ns_fraction_ci_low,raw_tail_gt5ns_fraction_ci_high,tail_gt5ns_fraction,tail_gt5ns_fraction_ci_low,tail_gt5ns_fraction_ci_high,tail_gt5ns_delta_vs_raw,tail_gt5ns_delta_vs_raw_ci_low,tail_gt5ns_delta_vs_raw_ci_high,high_minus_low_secondary_proxy,high_minus_low_secondary_proxy_ci_low,high_minus_low_secondary_proxy_ci_high,accepted_support_harm_rate,accepted_support_harm_rate_ci_low,accepted_support_harm_rate_ci_high,trigger_carryover_ratio,trigger_carryover_ratio_ci_low,trigger_carryover_ratio_ci_high,too_good_trigger_carryover_rate,too_good_trigger_carryover_rate_ci_low,too_good_trigger_carryover_rate_ci_high,charge_sigma68_log,charge_sigma68_log_ci_low,charge_sigma68_log_ci_high,charge_rms_log,charge_rms_log_ci_low,charge_rms_log_ci_high,primary_loss
holdout_sample_i,cnn_1d,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,17.184359332929592,11.338969217716174,22.88857560563099,15.993311107403388,10.619583535684011,21.273404931948114,26.492057919241088,21.594825934880408,29.904308438913365,0.40776879207887884,0.3696259025041071,0.4449200197533507,0.3936858126632496,0.3512971461294992,0.4315406751003259,-0.014082979415629221,-0.04274954723440434,0.022829933745478006,0.21183276448831465,0.09895311388626618,0.2842716833938035,0.14552438464471845,0.12463444828488882,0.16283374809543508,0.9348564263809441,0.9153672248260448,0.9585828228546779,0.0,0.0,0.0,0.6745439154698596,0.59868320485798,0.742540656096916,1.3932842654426767,1.1431072460693636,1.636685326250125,26.553183713846156
holdout_sample_i,gradient_boosted_trees,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,17.184359332929592,11.558001145283095,22.40843572732334,14.487425489777644,9.405670909401408,19.382890497292244,23.61226983588343,19.61459679929357,27.01536068197537,0.40776879207887884,0.37275198496889556,0.44612475150882885,0.3701386064127349,0.3277049170685889,0.4078721952506735,-0.037630185666143935,-0.08060916175641308,-0.0026324064740262452,0.14773013167787158,0.02894361777089867,0.25163455430934756,0.2580220657742494,0.2313040953123616,0.2818592247742209,0.869837089350587,0.7873023447152634,0.9521423023198013,0.0,0.0,0.0,0.3317778674874307,0.2906135363122648,0.3669707204880117,0.960200979901573,0.7133428631057307,1.189301918961692,24.09187901287585
holdout_sample_i,mlp,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,17.184359332929592,12.202154136731005,22.82777179409121,16.35372367938265,11.546135188122193,21.723380526335426,27.079931657357832,22.81878586692268,30.425373567527977,0.40776879207887884,0.3701042829222012,0.44497236992611694,0.40259680383742624,0.3603182673192161,0.4442532170733231,-0.0051719882414525175,-0.023354919506075378,0.02442690025436076,0.2403878785229975,0.12803360841895944,0.3186399318153056,0.05875325011571977,0.0418513054154228,0.08070679731486699,0.9472929862516956,0.9380193551554108,0.9569928574434025,0.0,0.0,0.0,0.582515214252133,0.5273346057387077,0.632565231242511,1.2607542836145236,0.9816865890654567,1.5193726737829538,27.14967463209637
holdout_sample_i,phase_gated_cnn_new,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,17.184359332929592,12.287902241300904,22.544504623514033,16.726300040060185,11.807227817694585,22.06013373041112,27.11485255045759,23.005185212763696,30.5028910708848,0.40776879207887884,0.373119471856316,0.4449355607994186,0.43420140631492377,0.3965513339986197,0.474593663338144,0.026432614236044965,0.003970668878635761,0.05156638980706601,0.17193016085251453,0.0896831727854473,0.23909703409802702,0.15517189858197786,0.13884410216988302,0.16891592635749186,0.9666448335878773,0.9517237161127676,0.9797675370855881,0.0,0.0,0.0,0.7037607934866968,0.6455184169895957,0.7614144971454903,1.4678004091836374,1.2066350266692976,1.725775061197991,27.84702724082382
holdout_sample_i,ridge,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,17.184359332929592,11.865505005802358,22.91513664855219,15.462788787287275,10.887901613665546,20.6758621913568,24.738323644273773,20.909070815507366,28.11816091864509,0.40776879207887884,0.3721384715038263,0.44863816247237853,0.45550015018535117,0.4299075211160876,0.48123357687378004,0.04773135810647235,0.021795199457421012,0.07710136678940764,0.20415481969938226,0.10189414614936312,0.2932033393515812,0.3705066799114169,0.32569242844060414,0.4241776919579801,0.9418187147325853,0.8710478138913091,1.0247174931355956,0.0,0.0,0.0,0.3896918373100907,0.3720397636716131,0.406962114448084,0.9594239807655028,0.7460916255714971,1.2223230844629052,26.202371200209228
holdout_sample_i,shuffled_target_ridge_sentinel,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,17.184359332929592,11.753769041292623,22.15827199531314,16.592066558758663,11.33412653681891,21.475808990785524,27.300191964530747,22.284794153753776,30.901028932777113,0.40776879207887884,0.3745914261739463,0.4448348360275544,0.5276307075847936,0.4861235367906589,0.5727863145315398,0.11986191550591482,0.0945433408348723,0.1588233404072392,0.17566225993365245,0.10642692599659156,0.2418257310918903,0.4015344259175934,0.3738039321316335,0.42602479480895766,0.9634427210305888,0.9129935426303755,0.9952728757411052,0.0,0.0,0.0,0.9052310053812829,0.8232788330118859,0.9906876603095673,1.556527149116875,1.2855059983684831,1.7871934495634498,28.693421625739287
holdout_sample_i,traditional_explicit_handles,"44,45,46,47,48,49,50,51,52,53,54,55,56,57",2524,631,17.184359332929592,11.98276920078503,22.54587025535945,16.40976716689559,11.037199211210295,21.78012207971781,27.514868300868976,22.67773352994188,30.960140746465445,0.40776879207887884,0.37060350645233603,0.4425039440843639,0.26742463650633136,0.20491684821276482,0.31991477986934375,-0.1403441555725474,-0.18368458963937218,-0.11265719955139669,0.2883238129705739,0.2042648955842377,0.36907231502986904,0.1489754216211263,0.13541765979677164,0.162060556295522,0.8951295253500181,0.8104511056809257,0.9567306956281947,0.0,0.0,0.0,0.656361513710449,0.5958765914247264,0.7029046045552008,1.5145505426496761,1.2016406553623342,1.7824012140119716,25.96273060717615
holdout_sample_ii,cnn_1d,"58,59,60,61,62,63,65",15096,3774,3.382171210809036,3.123864086467594,3.6511066794543328,4.839874015709678,4.584801560114838,5.111099889400346,10.336469343766991,8.402850096441542,12.517073689091289,0.2630556944846545,0.21516016395679852,0.31587361085986015,0.3557632440855754,0.3300384492744785,0.38240132430445545,0.09270754960092091,0.059947502792475724,0.1229676256657974,0.26958467501942485,0.2524749578767086,0.2889245797056552,0.4372395791335677,0.4113053805261937,0.4605616521975664,1.4372693079443715,1.3898847344139913,1.488929884760652,0.0,0.0,0.0,0.29822637368470584,0.26056536289324267,0.33940619012614875,1.2166840335788127,1.126458660701598,1.3111800143562644,10.981623792507179
holdout_sample_ii,gradient_boosted_trees,"58,59,60,61,62,63,65",15096,3774,3.382171210809036,3.118759527860435,3.6460563288257024,8.16969732082517,7.362259879301286,8.932167738518865,10.94819139833891,10.084680900379887,11.761085217476275,0.2630556944846545,0.21691068686780945,0.31240308832479724,0.4730942969430951,0.4605995023913538,0.48379746789062694,0.2100386024584406,0.16964739223360012,0.2510606824571021,-0.048277925845282475,-0.10977375388063763,0.014850998146477818,0.4471765683115282,0.41419994657962594,0.47834631833244323,2.4172832269946967,2.2837491548666695,2.5353762946528016,0.0,0.0,0.0,0.21594656525734263,0.2038429145794344,0.23137792466107776,0.5746171212043082,0.5190757820625377,0.6157455390788662,15.63768813984085
holdout_sample_ii,mlp,"58,59,60,61,62,63,65",15096,3774,3.382171210809036,3.0966568063525455,3.6451050676381507,5.718489229866599,5.35961030500244,6.087757671004638,10.606745730558083,8.68534286373177,12.702566217036868,0.2630556944846545,0.21221527802709667,0.31191535637436507,0.433223011087503,0.4017006265650447,0.4666976216430329,0.17016731660284856,0.15029005112046118,0.19108720511806213,0.390093280584004,0.3616937708555927,0.4127685984731516,0.5064997666158534,0.48792484385511864,0.5233144006163981,1.6969398818774426,1.6413749029319633,1.7489511494479664,0.0,0.0,0.0,0.20064961240901003,0.19151445532979822,0.2097907722881142,1.0307598801453246,0.9560958232733215,1.1198925577277445,12.702405773381148
