current_family,depth_stave,saturated_stave,method,n_saturated,n_runs,matched_unsat_control_rows,saturated_energy_res68,saturated_energy_res68_ci95,matched_unsat_energy_res68,matched_unsat_energy_res68_ci95,sat_minus_unsat_res68,sat_minus_unsat_res68_ci95,accepted_with_margin
high_20nA,B4,B4,p07_p04_corrected,73,16,13054,0.01667429439797012,"[0.012631480429069116, 0.026151586412984568]",0.017350584943336526,"[0.015393314892784523, 0.017780043388624562]",-0.0006762905453664043,"[-0.0042729403462830814, 0.008779253728765146]",True
high_20nA,B4,B4,gradient_boosted_trees,73,16,13054,0.010984744921061924,"[0.007426356928190873, 0.016549126462743508]",0.012568444113423359,"[0.01010133194141618, 0.013753230693092993]",-0.001583699192361435,"[-0.00516469089356149, 0.0035389265301125922]",True
high_20nA,B6,B2,observed_even_charge,703,19,8686,0.011175475840741874,"[0.009573637121842891, 0.01228107564033255]",0.013442650518260605,"[0.011151921222027258, 0.018134728957167726]",-0.0022671746775187306,"[-0.007861239416400947, 0.0009315398201314582]",True
high_20nA,B6,B2,traditional_template_corrected,703,19,8686,0.014403725624569975,"[0.012555895528740674, 0.016500254727481754]",0.015071416211697495,"[0.0126852485806531, 0.018627326547633553]",-0.0006676905871275205,"[-0.004183181492698832, 0.002607252949130109]",True
high_20nA,B6,B2,p07_p04_corrected,703,19,8686,0.011019242483319104,"[0.009448016565337464, 0.01232012440179348]",0.009894579762722676,"[0.007814297213493858, 0.011235278057584258]",0.0011246627205964282,"[-0.001683171763663954, 0.004457968209476265]",True
high_20nA,B6,B2,gradient_boosted_trees,703,19,8686,0.009442111567396638,"[0.008689848481951727, 0.01039222986879282]",0.007404523069438519,"[0.006809771183331922, 0.008937078600488584]",0.002037588497958119,"[0.00039540305048112406, 0.0029901823593435914]",True
high_20nA,B8,B2,observed_even_charge,354,19,5412,0.008796592756684792,"[0.007757640402083116, 0.009859426718082754]",0.00859948046910107,"[0.0076579191963799574, 0.011149117673705706]",0.00019711228758372175,"[-0.002518836159558639, 0.0019958931984743245]",True
high_20nA,B8,B2,traditional_template_corrected,354,19,5412,0.014918874789043935,"[0.011203399426323807, 0.02000589410179636]",0.011032254963553216,"[0.009912003076903982, 0.01165920460997723]",0.0038866198254907183,"[-0.00037663341424297366, 0.009184550904965949]",True
high_20nA,B8,B2,p07_p04_corrected,354,19,5412,0.009368716258410499,"[0.007652032299240403, 0.010757890280363717]",0.0067328462036603896,"[0.006066108882801453, 0.008433719148446012]",0.002635870054750109,"[-0.00017641138933469284, 0.004490221565741989]",True
high_20nA,B8,B2,gradient_boosted_trees,354,19,5412,0.007746747348872886,"[0.00741062081096029, 0.008830141677671578]",0.0063888267371052885,"[0.0059416119252714665, 0.007752676559224575]",0.0013579206117675978,"[0.00018702188078994524, 0.0025947910159323296]",True
low_2nA,B2,B2,observed_even_charge,1389,2,4312,0.03653616654091812,"[0.035618362638843326, 0.04247520115562825]",0.020012328356652776,"[0.020012328356652776, 0.020309199747482427]",0.01652383818426534,"[0.01560603428219055, 0.022166001408145824]",True
low_2nA,B2,B2,traditional_template_corrected,1389,2,4312,0.09352067918093099,"[0.0898695171138242, 0.09408665130060763]",0.020171477647307385,"[0.020171477647307385, 0.020640769316193828]",0.0733492015336236,"[0.06922874779763037, 0.07391517365330025]",False
low_2nA,B2,B2,p07_p04_corrected,1389,2,4312,0.027252511565997777,"[0.026717923781840267, 0.03136835556509109]",0.013428863139846708,"[0.013255688263313522, 0.013428863139846708]",0.013823648426151068,"[0.013289060641993559, 0.01811266730177757]",True
low_2nA,B2,B2,gradient_boosted_trees,1389,2,4312,0.023598368312191895,"[0.023598368312191895, 0.02610715812099642]",0.008984229406457815,"[0.008984229406457815, 0.00901408690491933]",0.01461413890573408,"[0.01461413890573408, 0.017093071216077088]",True
