method,shuffled_proxy,run,n_pairs,n_events,veto_fraction,timing_efficiency,tail_fraction_before,tail_fraction_after,tail_capture,tail_fraction_delta,auc,average_precision,brier
traditional_quantile,False,58,219,73,0.0867579908675799,0.91324200913242,0.0091324200913242,0.0,1.0,-0.0091324200913242,0.935483870967742,0.125,0.3218363845902471
traditional_quantile,False,59,2289,763,0.08344255133245959,0.9165574486675404,0.015727391874180863,0.012392755004766444,0.2777777777777778,-0.003334636869414419,0.7134191448439118,0.09528912058305085,0.3455789828137262
traditional_quantile,False,60,2424,808,0.13077557755775576,0.8692244224422442,0.01608910891089109,0.012814428096820124,0.3076923076923077,-0.0032746808140709655,0.6478471214320272,0.048973897387796735,0.3817357649194718
traditional_quantile,False,61,2799,933,0.10325116112897463,0.8967488388710254,0.020364415862808145,0.015139442231075698,0.3333333333333333,-0.005224973631732447,0.7058748256490972,0.07448889844195686,0.35379981423236034
traditional_quantile,False,62,2421,807,0.10408921933085502,0.895910780669145,0.00950020652622883,0.006454587367450438,0.391304347826087,-0.0030456191587783926,0.7271367443884396,0.03550787300967143,0.36504084209809934
traditional_quantile,False,63,1110,370,0.07117117117117117,0.9288288288288288,0.015315315315315315,0.013579049466537343,0.17647058823529413,-0.0017362658487779722,0.7088423658575964,0.05785980985400625,0.34626251306547046
traditional_quantile,False,65,198,66,0.010101010101010102,0.98989898989899,0.0,0.0,0.0,0.0,,,0.26425543239340005
traditional_quantile,True,58,219,73,0.0958904109589041,0.9041095890410958,0.0091324200913242,0.010101010101010102,0.0,0.0009685900096859015,0.5345622119815668,0.014185814185814187,0.34973192184486446
traditional_quantile,True,59,2289,763,0.09785932721712538,0.9021406727828746,0.015727391874180863,0.015012106537530266,0.1388888888888889,-0.0007152853366505976,0.5732973319524585,0.019504244988189257,0.3563272090195177
traditional_quantile,True,60,2424,808,0.09612211221122112,0.9038778877887789,0.01608910891089109,0.01460520310360566,0.1794871794871795,-0.0014839058072854301,0.5426866634413804,0.02431207088833492,0.3581859877847136
traditional_quantile,True,61,2799,933,0.10968202929617721,0.8903179707038228,0.020364415862808145,0.02086677367576244,0.08771929824561403,0.000502357812954296,0.4728844357428948,0.019874574305473233,0.3679301994470709
traditional_quantile,True,62,2421,807,0.09871953738124742,0.9012804626187526,0.00950020652622883,0.01008249312557287,0.043478260869565216,0.0005822865993440392,0.5563694383000327,0.011939007828413463,0.362700672430125
traditional_quantile,True,63,1110,370,0.1045045045045045,0.8954954954954955,0.015315315315315315,0.014084507042253521,0.17647058823529413,-0.0012308082730617936,0.4837737473763522,0.021642369033593123,0.36731554445434716
traditional_quantile,True,65,198,66,0.10606060606060606,0.8939393939393939,0.0,0.0,0.0,0.0,,,0.36794409540690853
ridge,False,58,219,73,0.0821917808219178,0.9178082191780822,0.0091324200913242,0.0,1.0,-0.0091324200913242,1.0,1.0,0.2063829926562178
ridge,False,59,2289,763,0.08781127129750983,0.9121887287024901,0.015727391874180863,0.006704980842911878,0.6111111111111112,-0.009022411031268985,0.8360087784188983,0.3244562587366612,0.2096624112606148
ridge,False,60,2424,808,0.11674917491749175,0.8832508250825083,0.01608910891089109,0.011676786548341896,0.358974358974359,-0.0044123223625491936,0.6876740310702575,0.17176698988643924,0.20304066807278554
ridge,False,61,2799,933,0.10289389067524116,0.8971061093247589,0.020364415862808145,0.011947431302270013,0.47368421052631576,-0.008416984560538132,0.7339821106376444,0.10647839389383934,0.20469597204127202
ridge,False,62,2421,807,0.1020239570425444,0.8979760429574556,0.00950020652622883,0.004599816007359705,0.5652173913043478,-0.004900390518869125,0.7505167349602929,0.07076770483307904,0.21267578863560588
ridge,False,63,1110,370,0.0981981981981982,0.9018018018018018,0.015315315315315315,0.00999000999000999,0.4117647058823529,-0.005325305325305325,0.6609439750282546,0.05376208762038983,0.20696947055971499
ridge,False,65,198,66,0.030303030303030304,0.9696969696969697,0.0,0.0,0.0,0.0,,,0.2034648042732147
ridge,True,58,219,73,0.0776255707762557,0.9223744292237442,0.0091324200913242,0.0,1.0,-0.0091324200913242,1.0,1.0,0.2446909297278293
ridge,True,59,2289,763,0.04849279161205767,0.9515072083879423,0.015727391874180863,0.01652892561983471,0.0,0.0008015337456538478,0.25892636977856687,0.010177282413637702,0.24883903008192154
ridge,True,60,2424,808,0.11344884488448845,0.8865511551155115,0.01608910891089109,0.016286644951140065,0.10256410256410256,0.00019753604024897592,0.3802504972316293,0.0559465556360042,0.24875676618019182
ridge,True,61,2799,933,0.08217220435869954,0.9178277956413005,0.020364415862808145,0.01518100428182172,0.3157894736842105,-0.0051834115809864245,0.557686155578589,0.06032469806815567,0.2429236679260692
