method,shuffled_proxy,run,n_pairs,n_events,veto_fraction,timing_efficiency,tail_fraction_before,tail_fraction_after,tail_capture,tail_fraction_delta,auc,average_precision,brier
ridge,True,62,2421,807,0.0875671210243701,0.9124328789756299,0.00950020652622883,0.009053870529651425,0.13043478260869565,-0.00044633599657740476,0.45592341443956924,0.061351306060755215,0.2477671078116446
ridge,True,63,1110,370,0.09009009009009009,0.9099099099099099,0.015315315315315315,0.013861386138613862,0.17647058823529413,-0.0014539291767014535,0.545288197621226,0.027494745142081105,0.24993469253486883
ridge,True,65,198,66,0.03535353535353535,0.9646464646464646,0.0,0.0,0.0,0.0,,,0.25409725293259644
gradient_boosted_trees,False,58,219,73,0.1095890410958904,0.8904109589041096,0.0091324200913242,0.0,1.0,-0.0091324200913242,0.9953917050691244,0.6666666666666666,0.004392415762522915
gradient_boosted_trees,False,59,2289,763,0.10091743119266056,0.8990825688073395,0.015727391874180863,0.007288629737609329,0.5833333333333334,-0.008438762136571534,0.7829005770084332,0.3657000933829154,0.012542717193057355
gradient_boosted_trees,False,60,2424,808,0.11303630363036303,0.886963696369637,0.01608910891089109,0.009767441860465116,0.46153846153846156,-0.006321667050425974,0.7413804225124979,0.23049512498971914,0.013845779823516754
gradient_boosted_trees,False,61,2799,933,0.09146123615576991,0.90853876384423,0.020364415862808145,0.01061738104600865,0.5263157894736842,-0.009747034816799494,0.7684044173160838,0.3404352644581912,0.01625703358485422
gradient_boosted_trees,False,62,2421,807,0.10532837670384139,0.8946716232961586,0.00950020652622883,0.0046168051708217915,0.5652173913043478,-0.004883401355407039,0.7376799506835406,0.20502834184283095,0.008318737887933858
gradient_boosted_trees,False,63,1110,370,0.1,0.9,0.015315315315315315,0.011011011011011011,0.35294117647058826,-0.004304304304304304,0.6336042193638664,0.09259859974654619,0.015206584990288843
gradient_boosted_trees,False,65,198,66,0.09595959595959595,0.9040404040404041,0.0,0.0,0.0,0.0,,,0.0001525616593355735
gradient_boosted_trees,True,58,219,73,0.1187214611872146,0.8812785388127854,0.0091324200913242,0.0,1.0,-0.0091324200913242,0.944700460829493,0.14285714285714285,0.00902015603316955
gradient_boosted_trees,True,59,2289,763,0.10397553516819572,0.8960244648318043,0.015727391874180863,0.01657727937591419,0.05555555555555555,0.0008498875017333256,0.33519504857720567,0.01173971025085256,0.015758783868322607
gradient_boosted_trees,True,60,2424,808,0.10602310231023103,0.893976897689769,0.01608910891089109,0.016151361329026302,0.10256410256410256,6.22524181352127e-05,0.4299252808686771,0.015199580801005964,0.016028604773680746
gradient_boosted_trees,True,61,2799,933,0.04858878170775277,0.9514112182922473,0.020364415862808145,0.01915133308298911,0.10526315789473684,-0.001213082779819033,0.43883962276223015,0.024350986546020605,0.02010686999385808
gradient_boosted_trees,True,62,2421,807,0.12308963238331268,0.8769103676166873,0.00950020652622883,0.0051813471502590676,0.5217391304347826,-0.004318859375969763,0.7294575189469485,0.04522486041331031,0.00935105197306932
gradient_boosted_trees,True,63,1110,370,0.12342342342342343,0.8765765765765766,0.015315315315315315,0.015416238437821172,0.11764705882352941,0.00010092312250585718,0.5457725633711856,0.01941891741070885,0.01512812404839714
gradient_boosted_trees,True,65,198,66,0.1111111111111111,0.8888888888888888,0.0,0.0,0.0,0.0,,,0.0003264796100671162
mlp,False,58,219,73,0.0639269406392694,0.9360730593607306,0.0091324200913242,0.0,1.0,-0.0091324200913242,1.0,1.0,0.0021322885188087065
mlp,False,59,2289,763,0.10222804718217562,0.8977719528178244,0.015727391874180863,0.0072992700729927005,0.5833333333333334,-0.008428121801188163,0.7639443704690043,0.49809102224583074,0.011118710082992037
mlp,False,60,2424,808,0.11097359735973597,0.889026402640264,0.01608910891089109,0.00974477958236659,0.46153846153846156,-0.0063443293285245,0.7261731978713111,0.25803913156529207,0.013704883515456914
mlp,False,61,2799,933,0.08824580207216863,0.9117541979278314,0.020364415862808145,0.011363636363636364,0.49122807017543857,-0.00900077949917178,0.7571499865637836,0.3200447711651481,0.016924381994781017
mlp,False,62,2421,807,0.107393638992152,0.892606361007848,0.00950020652622883,0.005090236001850995,0.5217391304347826,-0.0044099705243778355,0.761014613627298,0.2885193944324288,0.008253275297560324
mlp,False,63,1110,370,0.109009009009009,0.890990990990991,0.015315315315315315,0.011122345803842264,0.35294117647058826,-0.004192969511473051,0.7245035251062915,0.15717896909130305,0.014398740027099968
mlp,False,65,198,66,0.09090909090909091,0.9090909090909091,0.0,0.0,0.0,0.0,,,0.00030376021050236324
mlp,True,58,219,73,0.0639269406392694,0.9360730593607306,0.0091324200913242,0.00975609756097561,0.0,0.0006236774696514093,0.9055299539170506,0.06696428571428571,0.01048701539548271
mlp,True,59,2289,763,0.09392747924858016,0.9060725207514199,0.015727391874180863,0.015429122468659595,0.1111111111111111,-0.0002982694055212679,0.4661069191695024,0.06968535209030069,0.10317909859599757
mlp,True,60,2424,808,0.10643564356435643,0.8935643564356436,0.01608910891089109,0.014312096029547553,0.20512820512820512,-0.001777012881343536,0.5497285384077837,0.026785919834002397,0.019605304205813096
mlp,True,61,2799,933,0.09967845659163987,0.9003215434083601,0.020364415862808145,0.02023809523809524,0.10526315789473684,-0.00012632062471290562,0.3833672437841504,0.01833979560409951,0.11391078563957022
mlp,True,62,2421,807,0.11482858323007022,0.8851714167699298,0.00950020652622883,0.009332711152589827,0.13043478260869565,-0.00016749537363900356,0.2917830075787794,0.008107730547299621,0.06439215631071223
mlp,True,63,1110,370,0.1018018018018018,0.8981981981981982,0.015315315315315315,0.013039117352056168,0.23529411764705882,-0.0022761979632591467,0.5162262526236479,0.03301840756876529,0.07976007432302452
mlp,True,65,198,66,0.04040404040404041,0.9595959595959596,0.0,0.0,0.0,0.0,,,0.04855320523931444
cnn1d,False,58,219,73,0.0502283105022831,0.9497716894977168,0.0091324200913242,0.0,1.0,-0.0091324200913242,0.9815668202764977,0.26666666666666666,0.1326700936203254
cnn1d,False,59,2289,763,0.07601572739187418,0.9239842726081258,0.015727391874180863,0.006619385342789598,0.6111111111111112,-0.009108006531391266,0.8219041278295607,0.5460849800253192,0.1500356703305652
cnn1d,False,60,2424,808,0.12004950495049505,0.879950495049505,0.01608910891089109,0.010314111579934365,0.4358974358974359,-0.005774997330956724,0.7009084556254368,0.21027029159441069,0.1504093435308179
cnn1d,False,61,2799,933,0.09574848160057163,0.9042515183994284,0.020364415862808145,0.01066772026866851,0.5263157894736842,-0.009696695594139635,0.7335150421641267,0.2795691741591204,0.14891904824342891
cnn1d,False,62,2421,807,0.10821974390747625,0.8917802560925238,0.00950020652622883,0.005094951366373321,0.5217391304347826,-0.004405255159855509,0.7230663233854299,0.4090668538890331,0.13856490042492142
cnn1d,False,63,1110,370,0.09099099099099099,0.909009009009009,0.015315315315315315,0.008919722497522299,0.47058823529411764,-0.006395592817793016,0.7694419030192131,0.25407507570902943,0.13907766439807706
cnn1d,False,65,198,66,0.07575757575757576,0.9242424242424242,0.0,0.0,0.0,0.0,,,0.12379382485053524
cnn1d,True,58,219,73,0.0639269406392694,0.9360730593607306,0.0091324200913242,0.00975609756097561,0.0,0.0006236774696514093,0.03686635944700456,0.007120288873843377,0.24871585738498597
cnn1d,True,59,2289,763,0.08125819134993446,0.9187418086500655,0.015727391874180863,0.015216357584403234,0.1111111111111111,-0.0005110342897776295,0.29429895941214185,0.01990156607117529,0.2473862320343133
cnn1d,True,60,2424,808,0.0985973597359736,0.9014026402640264,0.01608910891089109,0.015102974828375287,0.15384615384615385,-0.0009861340825158028,0.4373703166155996,0.021175341736676408,0.23281480103817448
cnn1d,True,61,2799,933,0.0993211861379064,0.9006788138620936,0.020364415862808145,0.02023006743355811,0.10526315789473684,-0.00013434842925003423,0.339622762230156,0.020678465183806408,0.24948377719795958
cnn1d,True,62,2421,807,0.09995869475423379,0.9000413052457662,0.00950020652622883,0.009178522257916476,0.13043478260869565,-0.00032168426831235414,0.34949414367045,0.012531129931563264,0.2706490905430551
cnn1d,True,63,1110,370,0.0945945945945946,0.9054054054054054,0.015315315315315315,0.012935323383084577,0.23529411764705882,-0.0023799919322307385,0.4779613583768366,0.027103715705175644,0.24801818403365564
cnn1d,True,65,198,66,0.06060606060606061,0.9393939393939394,0.0,0.0,0.0,0.0,,,0.24863204437772207
siamese_cnn_meta,False,58,219,73,0.0730593607305936,0.9269406392694064,0.0091324200913242,0.0,1.0,-0.0091324200913242,1.0,1.0,0.14482998959880997
siamese_cnn_meta,False,59,2289,763,0.06989951944080385,0.9301004805591961,0.015727391874180863,0.007984969469234382,0.5277777777777778,-0.007742422404946481,0.7925975242886029,0.4856042356417548,0.1338048069052921
siamese_cnn_meta,False,60,2424,808,0.12046204620462046,0.8795379537953796,0.01608910891089109,0.010318949343339587,0.4358974358974359,-0.005770159567551503,0.7267322474869644,0.26415132375668543,0.13277392842530075
siamese_cnn_meta,False,61,2799,933,0.10039299749910682,0.8996070025008932,0.020364415862808145,0.010722795869737888,0.5263157894736842,-0.009641619993070257,0.7538997018439607,0.3012022623071493,0.13373025523428522
siamese_cnn_meta,False,62,2421,807,0.10161090458488228,0.8983890954151177,0.00950020652622883,0.004137931034482759,0.6086956521739131,-0.0053622754917460715,0.7600536679116655,0.3531277753399046,0.1540203337982108
siamese_cnn_meta,False,63,1110,370,0.1009009009009009,0.8990990990990991,0.015315315315315315,0.01002004008016032,0.4117647058823529,-0.005295275235154995,0.6699854690275012,0.15745273375421803,0.12947890545872207
siamese_cnn_meta,False,65,198,66,0.045454545454545456,0.9545454545454546,0.0,0.0,0.0,0.0,,,0.118293921121793
siamese_cnn_meta,True,58,219,73,0.1415525114155251,0.8584474885844748,0.0091324200913242,0.010638297872340425,0.0,0.0015058777810162249,0.0,0.0068597880273134765,0.27044581478534274
siamese_cnn_meta,True,59,2289,763,0.043687199650502405,0.9563128003494976,0.015727391874180863,0.012791228871630882,0.2222222222222222,-0.0029361630025499814,0.48334319672535386,0.11894325052701259,0.2408710600233874
siamese_cnn_meta,True,60,2424,808,0.04950495049504951,0.9504950495049505,0.01608910891089109,0.015190972222222222,0.10256410256410256,-0.0008981366886688675,0.41545987206364565,0.023958003359721022,0.25349349236840485
siamese_cnn_meta,True,61,2799,933,0.04715969989281887,0.9528403001071811,0.020364415862808145,0.021372328458942633,0.0,0.0010079125961344887,0.29802807529399716,0.013659043601386492,0.23888187960550802
siamese_cnn_meta,True,62,2421,807,0.10119785212722016,0.8988021478727798,0.00950020652622883,0.006893382352941176,0.34782608695652173,-0.002606824173287654,0.5446567792000581,0.06288968248802643,0.24226414755335535
siamese_cnn_meta,True,63,1110,370,0.04684684684684685,0.9531531531531532,0.015315315315315315,0.014177693761814745,0.11764705882352941,-0.0011376215535005701,0.41300252946558313,0.018555734684679553,0.25014982397988533
siamese_cnn_meta,True,65,198,66,0.0707070707070707,0.9292929292929293,0.0,0.0,0.0,0.0,,,0.2476437002073755
