method,value_sigma68_ns,n_pair_residuals,median_ns,sigma68_ns,full_rms_ns,tail_frac_abs_gt5ns,core_sigma_ns,chi2_ndf,published_s02_value_ns,delta_vs_published_ns
S02 global-template traditional template_phase,2.889152765080617,198,-3.8304301157923035,2.889152765080617,2.576694889725475,0.050505050505050504,0.4426910078708249,3.2136307740994443,2.889152765080617,0.0
S02 ML ridge,1.8461136615529075,198,1.0986962153520956,1.8461136615529075,1.7098037987509813,0.0,1.8497353038975413,0.9638960570322984,1.8461136615528786,2.886579864025407e-14
